Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25108 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,-55.04,-55.74,90.00,-90.00
0.90,0.00,0.00,-49.50,-55.66,90.00,-90.00
1.62,0.00,0.00,-55.31,-55.44,90.00,-90.00
2.83,0.00,0.00,-56.23,-54.65,90.00,-90.00
3.75,0.00,0.00,-57.26,-48.14,90.00,-90.00
4.48,0.00,0.00,-58.10,-47.44,90.00,-90.00
5.69,0.00,0.00,-59.55,-46.08,90.00,-90.00
6.50,0.00,0.00,-65.92,-51.00,90.00,-90.00
7.27,0.00,0.00,-60.91,-56.16,90.00,-90.00
8.50,0.00,0.00,-61.74,-49.75,90.00,-90.00
9.42,0.00,0.00,-56.62,-49.17,90.00,-90.00
10.14,0.00,0.00,-56.98,-54.18,90.00,-90.00
11.37,0.00,0.00,-63.48,-47.55,90.00,-90.00
12.18,0.00,0.00,-58.60,-46.71,90.00,-90.00
13.48,0.00,0.00,-60.01,-50.63,90.00,-90.00
14.20,0.00,0.00,-61.06,-43.79,90.00,-90.00
15.10,0.00,0.00,-68.03,-36.63,90.00,-90.00
16.35,0.00,0.00,-70.31,-33.99,90.00,-90.00
17.08,0.00,0.00,-71.76,-43.51,90.00,-90.00
17.94,0.00,0.00,-68.05,-35.73,90.00,-90.00
19.19,0.00,0.00,-70.77,-32.67,90.00,-90.00
19.92,0.00,0.00,-78.02,-25.33,90.00,-90.00
20.84,0.00,0.00,-85.65,-23.27,90.00,-90.00
22.13,0.00,0.00,-88.55,-26.24,90.00,-90.00
22.85,0.00,0.00,-84.33,-30.15,90.00,-90.00
24.06,0.00,0.00,-81.45,-16.24,90.00,-90.00
24.87,0.00,0.00,-83.34,-14.22,90.00,-90.00
25.65,0.00,0.00,-91.01,-17.60,90.00,-90.00
26.88,0.00,0.00,-100.28,-13.84,90.00,-90.00
27.80,0.00,0.00,-92.00,-5.25,90.00,-90.00
29.02,0.00,0.00,-107.36,-1.38,90.00,-90.00
29.74,0.00,0.00,-109.91,-4.66,90.00,-90.00
30.65,0.00,0.00,-101.80,-7.16,90.00,-90.00
31.89,0.00,0.00,-111.82,8.42,90.00,-90.00
32.61,0.00,0.00,-114.26,5.67,90.00,-90.00
33.45,0.00,0.00,-117.29,8.83,90.00,-90.00
34.72,0.00,0.00,-116.56,13.91,90.00,-90.00
35.44,0.00,0.00,-130.69,16.63,90.00,-90.00
36.31,0.00,0.00,-128.50,19.95,90.00,-90.00
37.59,0.00,0.00,-128.08,30.48,90.00,-90.00
38.30,0.00,0.00,-142.12,33.42,90.00,-90.00
39.55,0.00,0.00,-136.12,33.18,90.00,-90.00
40.39,0.00,0.00,-139.77,36.85,90.00,-90.00
41.15,0.00,0.00,-148.89,40.21,90.00,-90.00
42.38,0.00,0.00,-154.45,45.68,90.00,-90.00
43.35,0.00,0.00,-158.77,50.25,90.00,-90.00
44.07,0.00,0.00,-167.83,48.12,90.00,-90.00
45.29,0.00,0.00,-162.58,59.66,90.00,-90.00
46.08,0.00,0.00,-172.31,63.68,90.00,-90.00
47.35,0.00,0.00,-178.97,70.20,90.00,-90.00
48.12,0.00,0.00,-188.61,74.31,90.00,-90.00
49.02,0.00,0.00,-182.22,84.84,90.00,-90.00
50.28,0.00,0.00,-200.35,80.38,90.00,-90.00
51.01,0.00,0.00,-198.83,95.65,90.00,-90.00
51.81,0.00,0.00,-203.12,94.42,90.00,-90.00
53.10,0.00,0.00,-204.63,107.20,90.00,-90.00
53.82,0.00,0.00,-214.32,105.58,90.00,-90.00
54.84,0.00,0.00,-220.06,111.31,90.00,-90.00
56.01,0.00,0.00,-226.89,118.21,90.00,-90.00
56.73,0.00,0.00,-231.17,122.52,90.00,-90.00
57.98,0.00,0.00,-238.89,130.25,90.00,-90.00
58.89,0.00,0.00,-244.67,135.94,90.00,-90.00
60.13,0.00,0.00,-258.00,138.21,90.00,-90.00
60.86,0.00,0.00,-257.23,148.69,90.00,-90.00
61.76,0.00,0.00,-263.10,149.06,90.00,-90.00
63.05,0.00,0.00,-277.21,168.68,90.00,-90.00
63.77,0.00,0.00,-276.31,162.29,90.00,-90.00
65.01,0.00,0.00,-284.63,176.26,90.00,-90.00
65.91,0.00,0.00,-290.72,187.93,90.00,-90.00
66.63,0.00,0.00,-301.16,187.25,90.00,-90.00
67.88,0.00,0.00,-309.81,195.80,90.00,-90.00
68.81,0.00,0.00,-305.13,202.28,90.00,-90.00
70.07,0.00,0.00,-325.33,211.16,90.00,-90.00
70.79,0.00,0.00,-319.33,222.08,90.00,-90.00
71.62,0.00,0.00,-331.22,222.58,90.00,-90.00
72.95,0.00,0.00,-341.10,226.85,90.00,-90.00
73.67,0.00,0.00,-340.86,237.85,90.00,-90.00
74.90,0.00,0.00,-356.07,247.28,90.00,-90.00
75.83,0.00,0.00,-368.75,248.69,90.00,-90.00
77.02,0.00,0.00,-372.48,269.27,90.00,-90.00
77.80,0.00,0.00,-372.90,264.16,90.00,-90.00
78.62,0.00,0.00,-385.05,270.57,90.00,-90.00
79.91,0.00,0.00,-395.29,292.08,90.00,-90.00
80.66,0.00,0.00,-395.71,286.83,90.00,-90.00
81.65,0.00,0.00,-414.84,294.92,90.00,-90.00
82.82,0.00,0.00,-424.29,304.50,90.00,-90.00
83.54,0.00,0.00,-424.71,321.66,90.00,-90.00
84.78,0.00,0.00,-429.41,332.07,90.00,-90.00
85.81,0.00,0.00,-449.30,335.04,90.00,-90.00
86.83,0.00,0.00,-452.42,343.96,90.00,-90.00
87.72,0.00,0.00,-460.17,357.30,90.00,-90.00
88.53,0.00,0.00,-461.58,353.10,90.00,-90.00
89.84,0.00,0.00,-478.72,364.70,90.00,-90.00
90.57,0.00,0.00,-485.16,376.85,90.00,-90.00
91.82,0.00,0.00,-502.03,382.54,90.00,-90.00
92.77,0.00,0.00,-499.24,402.34,90.00,-90.00
93.49,0.00,0.00,-517.10,403.15,90.00,-90.00
94.73,0.00,0.00,-522.82,408.82,90.00,-90.00
95.61,0.00,0.00,-530.86,422.53,90.00,-90.00
96.88,0.00,0.00,-548.53,434.31,90.00,-90.00
97.60,0.00,0.00,-549.82,441.06,90.00,-90.00
98.50,0.00,0.00,-558.39,449.56,90.00,-90.00
99.81,0.00,0.00,-570.83,462.02,90.00,-90.00
100.52,0.00,0.00,-577.79,463.27,-90.00,90.00
101.78,0.00,0.00,-595.37,475.31,-90.00,90.00
102.58,0.00,0.00,-602.31,487.81,-90.00,90.00
103.89,0.00,0.00,-601.68,498.54,-90.00,90.00
104.66,0.00,0.00,-613.54,504.71,-90.00,90.00
105.56,0.00,0.00,-626.09,511.59,-90.00,90.00
106.88,0.00,0.00,-630.48,521.78,-90.00,90.00
107.61,0.00,0.00,-630.55,527.43,-90.00,90.00
108.86,0.00,0.00,-650.87,531.04,-90.00,90.00
109.68,0.00,0.00,-645.67,542.79,-90.00,90.00
110.99,0.00,0.00,-654.15,551.62,-90.00,90.00
111.73,0.00,0.00,-670.21,562.13,-90.00,90.00
112.66,0.00,0.00,-664.74,562.65,-90.00,90.00
113.98,0.00,0.00,-685.20,572.17,-90.00,90.00
114.71,0.00,0.00,-684.95,577.77,-90.00,90.00
115.92,0.00,0.00,-693.57,592.84,-90.00,90.00
116.80,0.00,0.00,-699.08,593.92,-90.00,90.00
118.12,0.00,0.00,-706.71,597.52,-90.00,90.00
118.84,0.00,0.00,-710.64,608.14,-90.00,90.00
120.08,0.00,0.00,-718.09,617.08,-90.00,90.00
121.00,0.00,0.00,-729.54,629.10,-90.00,90.00
121.72,0.00,0.00,-728.77,622.97,-90.00,90.00
122.98,0.00,0.00,-731.45,637.25,-90.00,90.00
123.93,0.00,0.00,-743.12,648.83,-90.00,90.00
125.15,0.00,0.00,-745.33,645.07,-90.00,90.00
125.89,0.00,0.00,-761.04,660.30,-90.00,90.00
127.15,0.00,0.00,-757.07,655.22,-90.00,90.00
128.12,0.00,0.00,-773.44,665.22,-90.00,90.00
129.26,0.00,0.00,-768.19,665.29,-90.00,90.00
130.09,0.00,0.00,-783.63,680.91,-90.00,90.00
130.93,0.00,0.00,-776.93,685.44,-90.00,90.00
132.25,0.00,0.00,-794.93,692.25,-90.00,90.00
132.97,0.00,0.00,-792.77,690.23,-90.00,90.00
134.23,0.00,0.00,-792.66,696.18,-90.00,90.00
135.20,0.00,0.00,-801.96,700.95,-90.00,90.00
136.36,0.00,0.00,-806.68,706.51,-90.00,90.00
137.16,0.00,0.00,-803.87,715.94,-90.00,90.00
138.04,0.00,0.00,-817.91,714.42,-90.00,90.00
139.37,0.00,0.00,-816.61,725.95,-90.00,90.00
140.10,0.00,0.00,-813.10,728.85,-90.00,90.00
141.35,0.00,0.00,-822.70,728.31,-90.00,90.00
142.17,0.00,0.00,-825.60,731.49,-90.00,90.00
143.48,0.00,0.00,-829.62,736.50,-90.00,90.00
144.22,0.00,0.00,-826.28,733.58,-90.00,90.00
145.15,0.00,0.00,-840.37,736.70,-90.00,90.00
146.48,0.00,0.00,-838.50,751.97,-90.00,90.00
147.20,0.00,0.00,-834.98,748.30,-90.00,90.00
148.41,0.00,0.00,-843.93,751.77,-90.00,90.00
149.29,0.00,0.00,-846.17,754.12,-90.00,90.00
150.61,0.00,0.00,-843.77,757.90,-90.00,90.00
151.33,0.00,0.00,-845.62,759.95,-90.00,90.00
152.58,0.00,0.00,-848.56,763.02,-90.00,90.00
153.49,0.00,0.00,-856.27,765.07,-90.00,90.00
154.21,0.00,0.00,-857.90,766.52,-90.00,90.00
155.47,0.00,0.00,-860.19,768.98,-90.00,90.00
156.43,0.00,0.00,-861.83,765.09,-90.00,90.00
157.64,0.00,0.00,-863.81,766.98,-90.00,90.00
158.38,0.00,0.00,-864.91,768.08,-90.00,90.00
159.64,0.00,0.00,-872.23,769.70,-90.00,90.00
160.61,0.00,0.00,-873.33,781.94,-90.00,90.00
161.75,0.00,0.00,-874.20,777.41,-90.00,90.00
162.58,0.00,0.00,-869.11,778.12,-90.00,90.00
163.43,0.00,0.00,-875.21,778.73,-90.00,90.00
164.74,0.00,0.00,-875.39,779.48,-90.00,90.00
165.46,0.00,0.00,-874.86,785.46,-90.00,90.00
166.70,0.00,0.00,-873.94,780.53,-90.00,90.00
167.74,0.00,0.00,-872.89,781.24,-90.00,90.00
168.77,0.00,0.00,-866.82,776.34,-90.00,90.00
169.68,0.00,0.00,-866.43,782.49,-90.00,90.00
170.92,0.00,0.00,-860.16,777.04,-90.00,90.00
171.73,0.00,0.00,-859.37,782.71,-90.00,90.00
172.55,0.00,0.00,-864.12,782.45,-90.00,90.00
173.81,0.00,0.00,-857.18,787.48,-90.00,90.00
174.71,0.00,0.00,-861.88,787.08,-90.00,90.00
175.99,0.00,0.00,-860.45,781.02,-90.00,90.00
176.72,0.00,0.00,-859.66,786.34,-90.00,90.00
177.65,0.00,0.00,-858.43,785.94,-90.00,90.00
178.97,0.00,0.00,-862.43,779.52,-90.00,90.00
179.69,0.00,0.00,-861.42,779.04,-90.00,90.00
180.90,0.00,0.00,-854.23,778.03,-90.00,90.00
181.78,0.00,0.00,-853.04,777.06,-90.00,90.00
183.10,0.00,0.00,-845.27,769.92,-90.00,90.00
183.83,0.00,0.00,-849.79,768.87,-90.00,90.00
185.07,0.00,0.00,-853.33,772.43,-90.00,90.00
185.98,0.00,0.00,-851.79,765.18,-90.00,90.00
186.71,0.00,0.00,-850.43,775.04,-90.00,90.00
187.96,0.00,0.00,-842.01,772.45,-90.00,90.00
188.91,0.00,0.00,-833.84,758.98,-90.00,90.00
190.14,0.00,0.00,-841.68,756.04,-90.00,90.00
190.87,0.00,0.00,-834.04,754.19,-90.00,90.00
192.13,0.00,0.00,-824.92,756.54,-90.00,90.00
193.10,0.00,0.00,-828.04,754.17,-90.00,90.00
194.25,0.00,0.00,-825.07,751.11,-90.00,90.00
195.07,0.00,0.00,-822.79,743.12,-90.00,90.00
195.92,0.00,0.00,-814.90,746.21,-90.00,90.00
197.23,0.00,0.00,-816.75,741.97,-90.00,90.00
197.96,0.00,0.00,-814.35,739.69,-90.00,90.00
199.21,0.00,0.00,-815.84,741.25,-90.00,90.00
========================= [SUCCESS] Took 24.94 seconds =========================
