BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.01,6.99,5.08,6.99,5.08,197.59,31.25,0.00,0.02,0.00,28.58,39.11,21.93,39.11,50.51,0.00,0.00
2.39,7.01,5.08,6.99,5.08,197.57,31.29,0.35,0.24,2.11,1.31,39.23,22.26,41.34,23.57,0.00,0.00
4.48,7.05,5.09,7.02,5.07,197.92,31.77,0.81,0.40,3.38,1.26,39.31,22.54,42.69,23.79,0.00,0.00
6.65,7.13,5.10,7.11,5.10,199.90,32.81,0.20,0.45,-3.56,0.55,39.38,22.81,35.82,23.36,0.00,0.00
8.75,7.23,5.11,7.23,5.18,203.17,33.68,-1.27,1.00,-9.85,4.01,39.42,23.05,29.57,27.06,0.00,0.00
11.13,7.37,5.12,7.35,5.22,205.78,34.85,-1.28,1.90,-0.80,6.06,39.44,23.31,38.64,29.37,0.00,0.00
13.10,7.51,5.14,7.45,5.23,207.45,36.36,-0.34,2.44,5.95,5.06,39.45,23.51,45.39,28.57,0.00,0.00
15.97,7.76,5.17,7.62,5.21,210.05,39.46,1.54,2.90,9.50,3.79,39.42,23.77,48.92,27.56,0.00,0.00
17.87,7.94,5.19,7.77,5.21,212.44,41.88,2.58,3.19,8.58,3.93,39.38,23.93,47.95,27.87,0.00,0.00
20.70,8.26,5.23,8.03,5.25,217.34,45.48,3.39,4.11,5.77,6.71,39.29,24.14,45.06,30.85,0.00,0.00
22.63,8.49,5.25,8.22,5.29,221.32,47.97,3.75,5.06,4.67,9.44,39.21,24.27,43.88,33.71,0.00,0.00
24.66,8.76,5.29,8.46,5.32,225.56,51.42,4.41,5.50,6.91,6.09,39.10,24.39,46.01,30.48,0.00,0.00
27.29,9.14,5.33,8.79,5.33,231.29,56.65,5.60,5.75,9.20,4.69,38.94,24.52,48.14,29.21,0.00,0.00
29.22,9.44,5.36,9.06,5.35,235.93,60.82,6.38,5.87,9.12,4.31,38.80,24.60,47.92,28.91,0.00,0.00
31.91,9.88,5.42,9.48,5.41,243.67,66.60,6.75,6.51,5.85,7.00,38.58,24.69,44.43,31.69,0.00,0.00
33.83,10.22,5.45,9.79,5.46,249.58,70.82,6.95,7.13,5.54,8.50,38.40,24.74,43.94,33.24,0.00,0.00
36.03,10.62,5.50,10.18,5.51,256.76,76.51,7.14,7.28,5.39,5.24,38.18,24.77,43.57,30.02,0.00,0.00
38.00,11.00,5.55,10.54,5.54,263.22,82.00,7.59,7.26,7.51,4.21,37.96,24.79,45.47,29.01,0.00,0.00
40.27,11.45,5.60,10.98,5.58,271.18,88.44,7.94,7.40,6.76,5.23,37.69,24.80,44.44,30.02,0.00,0.00
42.43,11.90,5.65,11.42,5.63,279.22,94.75,8.11,7.60,5.93,5.78,37.40,24.78,43.33,30.56,0.00,0.00
45.09,12.48,5.72,12.01,5.71,290.05,103.03,7.86,7.69,3.45,5.06,37.03,24.74,40.48,29.80,0.00,0.00
47.16,12.95,5.77,12.47,5.77,298.57,109.82,7.85,7.65,4.68,4.33,36.71,24.69,41.39,29.02,0.00,0.00
49.86,13.58,5.84,13.11,5.85,310.31,118.94,7.66,7.67,3.69,4.72,36.27,24.61,39.96,29.33,0.00,0.00
51.91,14.07,5.90,13.60,5.89,319.19,126.21,7.80,7.54,5.57,3.69,35.92,24.52,41.49,28.21,0.00,0.00
54.62,14.75,5.98,14.29,5.99,331.86,135.86,7.42,7.64,2.64,5.04,35.42,24.39,38.06,29.43,0.00,0.00
56.65,15.26,6.04,14.82,6.05,341.64,143.44,7.10,7.54,2.16,3.91,35.03,24.27,37.18,28.18,0.00,0.00
59.32,15.96,6.12,15.53,6.14,354.67,153.79,6.83,7.30,2.80,3.21,34.48,24.09,37.28,27.30,0.00,0.00
61.31,16.49,6.18,16.06,6.20,364.51,161.46,6.73,7.35,3.37,4.72,34.05,23.94,37.42,28.66,0.00,0.00
64.02,17.24,6.27,16.83,6.30,378.64,172.27,6.16,7.28,0.97,4.03,33.44,23.71,34.41,27.74,0.00,0.00
65.96,17.78,6.33,17.38,6.37,388.88,180.18,5.83,7.22,1.31,3.93,32.98,23.53,34.29,27.46,0.00,0.00
68.67,18.55,6.42,18.18,6.47,403.56,191.58,5.18,6.92,-0.02,2.74,32.31,23.26,32.29,25.99,0.00,0.00
71.41,19.34,6.51,18.99,6.57,418.39,203.29,4.83,6.68,1.26,2.87,31.60,22.95,32.85,25.83,0.00,0.00
73.47,19.95,6.58,19.61,6.65,429.80,212.10,4.50,6.64,0.57,3.69,31.04,22.71,31.61,26.40,0.00,0.00
76.26,20.78,6.68,20.46,6.76,445.57,224.23,3.89,6.53,-0.47,3.40,30.26,22.35,29.79,25.75,0.00,0.00
78.31,21.40,6.75,21.09,6.84,457.31,233.22,3.48,6.50,-0.53,3.77,29.66,22.06,29.13,25.83,0.00,0.00
81.09,22.24,6.85,21.95,6.94,473.02,245.72,3.22,6.24,0.73,2.51,28.82,21.66,29.55,24.17,0.00,0.00
