BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.01,6.99,5.08,6.99,5.08,197.61,31.33,-0.02,-0.07,-21.98,-65.95,76.65,-33.86,54.67,-99.81,0.00,0.00
2.49,7.00,5.09,6.99,5.08,197.52,31.27,0.53,-0.01,2.47,0.20,76.58,-33.24,79.05,-33.03,0.00,0.00
4.58,7.04,5.13,6.99,5.12,198.31,30.59,0.83,0.63,1.85,3.42,76.49,-32.71,78.35,-29.29,0.00,0.00
7.22,7.10,5.20,7.05,5.30,202.29,28.67,-0.86,2.47,-6.82,8.20,76.36,-32.03,69.54,-23.84,0.00,0.00
9.29,7.18,5.28,7.12,5.42,205.37,27.86,-1.46,3.21,-3.62,5.17,76.23,-31.51,72.62,-26.34,0.00,0.00
11.75,7.29,5.40,7.18,5.49,207.48,27.58,0.17,3.38,6.68,2.38,76.05,-30.88,82.74,-28.50,0.00,0.00
13.70,7.39,5.51,7.23,5.52,208.75,28.04,2.44,2.81,12.86,-1.52,75.89,-30.38,88.76,-31.90,0.00,0.00
15.96,7.53,5.66,7.32,5.60,211.52,28.10,4.41,2.60,10.94,0.36,75.69,-29.81,86.63,-29.44,0.00,0.00
18.03,7.68,5.81,7.43,5.75,215.72,27.47,5.14,3.09,6.12,3.90,75.48,-29.28,81.60,-25.38,0.00,0.00
20.73,7.89,6.04,7.60,6.01,222.84,25.97,5.31,4.36,3.29,6.88,75.18,-28.58,78.46,-21.71,0.00,0.00
22.69,8.07,6.23,7.74,6.21,228.44,25.07,5.56,5.08,4.02,6.24,74.94,-28.08,78.96,-21.84,0.00,0.00
25.42,8.33,6.51,7.94,6.44,235.56,24.57,7.37,5.32,10.33,3.52,74.57,-27.38,84.91,-23.86,0.00,0.00
27.37,8.54,6.73,8.11,6.60,240.70,24.76,9.18,4.91,13.87,0.37,74.29,-26.88,88.16,-26.51,0.00,0.00
30.09,8.85,7.05,8.37,6.88,249.55,24.43,10.74,4.92,11.10,2.52,73.87,-26.18,84.97,-23.65,0.00,0.00
32.04,9.09,7.31,8.59,7.15,257.64,23.64,10.69,5.47,5.11,5.54,73.55,-25.67,78.66,-20.12,0.00,0.00
34.78,9.44,7.68,8.90,7.55,269.37,22.10,10.90,6.66,6.23,7.65,73.07,-24.96,79.30,-17.31,0.00,0.00
37.49,9.81,8.08,9.24,7.93,281.00,21.49,11.91,6.90,9.66,4.33,72.56,-24.26,82.22,-19.93,0.00,0.00
39.44,10.10,8.38,9.49,8.19,289.46,21.38,13.05,6.72,12.40,2.47,72.17,-23.75,84.57,-21.28,0.00,0.00
42.36,10.55,8.86,9.93,8.61,303.58,21.53,14.02,6.12,10.33,1.01,71.56,-22.99,81.89,-21.98,0.00,0.00
44.39,10.87,9.20,10.24,8.97,314.44,20.90,14.17,6.44,7.78,4.76,71.11,-22.46,78.89,-17.70,0.00,0.00
47.21,11.34,9.70,10.70,9.51,330.85,19.40,13.68,7.46,5.12,7.38,70.45,-21.72,75.57,-14.34,0.00,0.00
49.27,11.70,10.08,11.04,9.90,342.78,18.65,13.86,7.86,7.79,5.84,69.95,-21.19,77.74,-15.34,0.00,0.00
51.76,12.15,10.56,11.47,10.36,357.44,18.19,14.39,7.88,9.35,4.02,69.32,-20.53,78.67,-16.51,0.00,0.00
53.91,12.56,10.99,11.87,10.77,370.56,18.11,14.84,7.57,9.51,2.37,68.75,-19.97,78.26,-17.60,0.00,0.00
56.63,13.08,11.54,12.40,11.31,388.22,17.84,14.89,7.33,7.60,2.76,68.01,-19.25,75.61,-16.49,0.00,0.00
59.38,13.63,12.13,12.96,11.92,407.36,17.03,14.32,7.61,5.09,4.83,67.21,-18.53,72.30,-13.70,0.00,0.00
61.49,14.07,12.59,13.41,12.42,422.70,16.19,13.60,8.03,3.42,6.00,66.58,-17.97,70.01,-11.97,0.00,0.00
64.30,14.66,13.22,14.00,13.06,442.94,15.47,13.40,8.18,5.95,4.65,65.71,-17.23,71.67,-12.57,0.00,0.00
66.46,15.13,13.71,14.47,13.54,458.67,15.23,13.48,7.98,7.13,3.04,65.02,-16.65,72.15,-13.61,0.00,0.00
68.75,15.64,14.25,15.00,14.08,475.98,15.10,13.31,7.63,5.91,2.29,64.26,-16.05,70.17,-13.75,0.00,0.00
70.94,16.14,14.78,15.52,14.61,493.16,14.85,12.85,7.40,4.36,2.67,63.51,-15.46,67.87,-12.79,0.00,0.00
73.56,16.74,15.42,16.15,15.28,514.54,14.19,11.90,7.50,2.31,4.10,62.59,-14.77,64.90,-10.67,0.00,0.00
76.34,17.40,16.11,16.83,16.02,537.81,13.29,10.78,7.79,1.37,4.94,61.58,-14.02,62.95,-9.09,0.00,0.00
78.50,17.92,16.66,17.38,16.58,555.94,13.05,10.18,7.55,2.27,2.67,60.77,-13.45,63.04,-10.78,0.00,0.00
81.04,18.54,17.32,18.03,17.23,577.23,13.03,9.88,7.00,3.76,1.34,59.78,-12.77,63.54,-11.43,0.00,0.00
83.20,19.08,17.89,18.59,17.79,595.62,13.03,9.60,6.51,3.50,0.98,58.93,-12.19,62.43,-11.20,0.00,0.00
85.45,19.65,18.49,19.18,18.41,615.35,12.74,8.97,6.28,1.72,2.12,58.01,-11.58,59.73,-9.46,0.00,0.00
87.63,20.21,19.08,19.77,19.03,635.13,12.08,8.00,6.44,-0.48,3.94,57.10,-11.00,56.62,-7.06,0.00,0.00
90.25,20.89,19.79,20.48,19.78,658.99,11.43,6.94,6.49,-0.58,3.45,55.98,-10.29,55.40,-6.84,0.00,0.00
92.24,21.41,20.34,21.02,20.33,676.88,11.18,6.65,6.27,1.89,2.02,55.11,-9.76,57.00,-7.74,0.00,0.00
94.94,22.13,21.10,21.75,21.08,701.18,11.05,6.47,5.77,2.57,1.04,53.89,-9.03,56.46,-7.99,0.00,0.00
97.62,22.85,21.86,22.50,21.83,725.64,10.94,6.16,5.25,1.90,0.70,52.66,-8.30,54.56,-7.61,0.00,0.00
99.74,23.42,22.46,23.11,22.47,746.05,10.52,5.11,5.17,-2.36,2.21,51.65,-7.72,49.29,-5.52,0.00,0.00
102.35,24.13,23.21,23.86,23.25,771.27,9.98,3.83,5.11,-3.00,2.32,50.40,-7.02,47.40,-4.70,0.00,0.00
104.65,24.77,23.88,24.52,23.93,793.22,9.65,3.22,4.90,-1.05,1.54,49.26,-6.39,48.21,-4.85,0.00,0.00
106.97,25.41,24.56,25.19,24.61,815.17,9.56,2.87,4.45,-0.06,0.27,48.09,-5.76,48.03,-5.49,0.00,0.00
109.17,26.03,25.20,25.82,25.25,836.11,9.38,2.58,4.11,-0.05,0.52,46.96,-5.16,46.90,-4.63,0.00,0.00
111.27,26.62,25.83,26.44,25.89,856.59,9.03,1.95,3.97,-1.99,1.34,45.85,-4.58,43.86,-3.25,0.00,0.00
113.54,27.26,26.50,27.11,26.58,878.87,8.64,1.13,3.85,-3.06,1.36,44.64,-3.96,41.58,-2.60,0.00,0.00
116.19,28.01,27.29,27.89,27.39,904.84,8.22,0.36,3.66,-2.71,1.11,43.19,-3.24,40.48,-2.13,0.00,0.00
118.09,28.55,27.85,28.45,27.96,923.43,8.11,-0.07,3.33,-2.30,-0.03,42.14,-2.72,39.83,-2.75,0.00,0.00
120.87,29.35,28.69,29.27,28.79,950.44,7.80,-0.43,3.01,-1.52,0.36,40.56,-1.95,39.04,-1.59,0.00,0.00
123.58,30.12,29.50,30.05,29.61,976.70,7.25,-0.67,2.96,-1.20,1.28,38.99,-1.20,37.79,0.07,0.00,0.00
