BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.01,6.99,5.08,6.99,5.08,197.54,31.25,0.04,0.02,76.94,38.48,39.11,21.93,100.00,60.40,0.00,0.00
2.41,7.01,5.08,6.99,5.08,197.61,31.27,0.31,0.26,2.18,1.96,39.23,22.26,41.41,24.23,0.00,0.00
4.50,7.05,5.09,7.05,5.11,199.17,31.71,-0.43,0.47,-6.50,2.16,39.31,22.54,32.82,24.70,0.00,0.00
6.61,7.13,5.10,7.27,5.26,205.15,32.89,-5.08,0.34,-42.67,-0.89,39.38,22.80,-3.30,21.91,0.00,0.00
8.80,7.23,5.11,7.38,5.32,208.00,33.71,-6.06,1.01,-12.64,6.22,39.42,23.06,26.78,29.28,0.00,0.00
10.92,7.35,5.12,7.46,5.32,209.10,35.05,-4.86,1.49,6.06,5.18,39.44,23.29,45.50,28.47,0.00,0.00
12.97,7.50,5.14,7.53,5.27,209.54,37.11,-2.62,1.55,16.96,1.69,39.45,23.50,56.41,25.18,0.00,0.00
15.36,7.70,5.16,7.69,5.25,211.85,39.90,-1.27,1.65,8.84,2.09,39.43,23.72,48.27,25.81,0.00,0.00
17.32,7.89,5.18,7.86,5.30,215.32,41.90,-1.34,2.35,-1.65,8.13,39.39,23.89,37.74,32.02,0.00,0.00
19.94,8.17,5.22,8.12,5.39,221.14,44.69,-2.02,3.63,-6.19,11.45,39.31,24.09,33.12,35.53,0.00,0.00
21.90,8.40,5.24,8.30,5.43,224.86,47.04,-1.46,4.66,3.82,12.94,39.24,24.22,43.06,37.16,0.00,0.00
24.55,8.75,5.28,8.58,5.41,229.08,51.86,0.62,4.84,14.27,5.04,39.11,24.38,53.38,29.43,0.00,0.00
26.49,9.02,5.32,8.82,5.40,232.72,56.07,1.99,4.59,13.94,1.47,38.99,24.48,52.93,25.95,0.00,0.00
29.14,9.43,5.36,9.19,5.43,239.40,61.61,2.69,4.91,6.81,5.98,38.81,24.60,45.61,30.58,0.00,0.00
31.07,9.74,5.40,9.49,5.51,245.69,65.15,2.14,5.91,-3.32,13.80,38.65,24.66,35.33,38.46,0.00,0.00
33.76,10.20,5.45,9.94,5.59,254.26,71.15,2.07,6.64,1.19,10.07,38.41,24.73,39.60,34.80,0.00,0.00
35.78,10.57,5.50,10.28,5.61,260.12,76.53,2.94,6.59,9.89,4.86,38.20,24.77,48.09,29.63,0.00,0.00
