BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.01,6.99,5.08,6.99,5.08,197.59,31.27,0.00,0.00,0.00,0.00,39.11,21.93,39.11,21.93,0.00,0.00
2.39,7.01,5.08,6.99,5.08,197.59,31.25,0.33,0.28,1.54,1.32,39.23,22.26,40.76,23.58,0.00,0.00
4.48,7.05,5.09,7.01,5.09,198.14,31.46,0.59,0.71,1.57,2.39,39.31,22.54,40.88,24.93,0.00,0.00
6.67,7.13,5.10,7.11,5.16,200.91,31.95,-0.80,1.32,-6.73,3.43,39.38,22.81,32.65,26.24,0.00,0.00
8.64,7.22,5.11,7.19,5.20,202.71,32.59,-0.92,2.01,-1.07,4.53,39.42,23.04,38.34,27.57,0.00,0.00
11.48,7.39,5.13,7.30,5.23,205.10,34.01,-0.17,3.07,2.56,5.28,39.45,23.35,42.01,28.63,0.00,0.00
13.41,7.54,5.14,7.39,5.21,206.27,35.55,1.28,3.60,8.14,4.55,39.44,23.54,47.59,28.09,0.00,0.00
16.22,7.78,5.17,7.56,5.21,209.04,38.41,2.98,4.29,7.56,4.59,39.41,23.79,46.97,28.38,0.00,0.00
18.12,7.97,5.19,7.71,5.23,211.85,40.67,3.65,4.78,5.30,4.95,39.37,23.95,44.67,28.90,0.00,0.00
20.11,8.19,5.22,7.88,5.27,215.36,42.76,4.11,5.85,4.42,8.31,39.31,24.10,43.73,32.40,0.00,0.00
22.81,8.52,5.26,8.16,5.32,220.66,46.34,4.83,7.03,5.08,7.88,39.20,24.28,44.27,32.16,0.00,0.00
24.72,8.77,5.29,8.36,5.35,224.35,49.33,5.77,7.70,7.80,7.41,39.10,24.39,46.90,31.80,0.00,0.00
27.41,9.16,5.33,8.70,5.36,230.24,54.60,6.97,8.05,7.95,5.29,38.93,24.52,46.88,29.82,0.00,0.00
29.33,9.46,5.37,8.96,5.39,234.83,58.51,7.82,8.44,8.31,6.29,38.79,24.60,47.11,30.89,0.00,0.00
31.44,9.80,5.41,9.27,5.42,240.46,62.89,8.50,9.07,7.48,7.48,38.62,24.67,46.10,32.16,0.00,0.00
33.53,10.16,5.45,9.60,5.47,246.61,67.61,8.96,9.58,6.69,7.25,38.43,24.73,45.12,31.98,0.00,0.00
35.72,10.56,5.49,9.97,5.52,253.53,72.86,9.30,10.08,6.23,7.34,38.21,24.77,44.44,32.11,0.00,0.00
37.84,10.97,5.54,10.35,5.56,260.47,78.40,9.76,10.41,7.04,6.73,37.98,24.79,45.01,31.52,0.00,0.00
39.91,11.38,5.59,10.74,5.60,267.59,84.13,10.17,10.64,7.07,6.42,37.73,24.80,44.80,31.22,0.00,0.00
42.14,11.84,5.64,11.19,5.65,275.61,90.68,10.60,10.78,7.23,6.04,37.44,24.79,44.67,30.82,0.00,0.00
44.86,12.43,5.71,11.75,5.71,285.85,98.83,11.11,11.14,7.42,6.89,37.06,24.75,44.48,31.64,0.00,0.00
46.89,12.89,5.76,12.20,5.78,294.31,105.21,11.00,11.38,4.97,6.88,36.76,24.70,41.73,31.59,0.00,0.00
49.63,13.52,5.84,12.84,5.86,306.00,114.24,10.93,11.55,5.19,6.39,36.31,24.61,41.50,31.00,0.00,0.00
51.58,13.99,5.89,13.30,5.91,314.57,120.92,10.96,11.68,5.64,6.52,35.98,24.54,41.62,31.05,0.00,0.00
