BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.01,6.99,5.08,6.99,5.09,197.70,31.20,-0.11,0.07,-0.11,0.07,76.65,-33.86,76.54,-33.80,0.00,0.00
2.47,7.00,5.09,6.99,5.08,197.68,31.20,0.36,0.05,0.36,0.05,76.58,-33.24,76.94,-33.19,0.00,0.00
4.60,7.04,5.13,7.00,5.11,198.23,30.89,0.93,0.32,0.93,0.32,76.49,-32.70,77.42,-32.37,0.00,0.00
6.59,7.08,5.18,7.05,5.22,200.93,30.04,-0.14,1.13,-0.14,1.13,76.39,-32.20,76.25,-31.07,0.00,0.00
8.97,7.16,5.27,7.12,5.34,203.98,29.18,-0.50,1.90,-0.50,1.90,76.25,-31.59,75.75,-29.69,0.00,0.00
10.96,7.25,5.36,7.18,5.42,206.18,28.85,0.16,2.15,0.16,2.15,76.11,-31.08,76.28,-28.94,0.00,0.00
13.29,7.37,5.48,7.24,5.48,208.27,28.85,2.13,2.02,2.13,2.02,75.93,-30.49,78.06,-28.47,0.00,0.00
15.22,7.48,5.61,7.32,5.55,210.68,29.05,3.60,1.70,3.60,1.70,75.76,-30.00,79.36,-28.29,0.00,0.00
17.56,7.64,5.78,7.45,5.69,215.08,28.78,4.62,1.80,4.62,1.80,75.53,-29.40,80.14,-27.60,0.00,0.00
19.48,7.79,5.93,7.57,5.84,219.50,28.32,5.15,2.11,5.15,2.11,75.32,-28.91,80.47,-26.79,0.00,0.00
21.83,7.99,6.14,7.72,6.05,225.54,27.33,5.83,2.90,5.83,2.90,75.04,-28.30,80.87,-25.40,0.00,0.00
23.76,8.17,6.33,7.86,6.23,230.70,26.65,6.67,3.40,6.67,3.40,74.80,-27.81,81.47,-24.41,0.00,0.00
26.10,8.40,6.58,8.06,6.47,237.80,26.10,7.52,3.71,7.52,3.71,74.48,-27.20,82.00,-23.50,0.00,0.00
