BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.01,6.99,5.08,6.99,5.08,197.61,31.31,-0.02,-0.04,-38.47,-76.93,39.11,21.93,0.64,-55.01,0.00,0.00
2.49,7.01,5.08,6.99,5.08,197.59,31.20,0.35,0.35,2.93,3.03,39.23,22.27,42.17,25.30,0.00,0.00
4.45,7.05,5.09,6.98,5.09,197.59,30.83,1.13,1.33,7.81,9.86,39.31,22.53,47.12,32.40,0.00,0.00
6.72,7.13,5.10,6.98,5.13,198.31,30.30,1.83,2.99,6.89,15.18,39.38,22.82,46.27,38.00,0.00,0.00
8.80,7.23,5.11,7.09,5.21,201.41,30.83,0.53,3.89,-10.54,10.65,39.42,23.06,28.88,33.71,0.00,0.00
11.01,7.36,5.12,7.21,5.28,204.49,31.66,-0.13,4.97,-5.27,12.53,39.44,23.30,34.18,35.82,0.00,0.00
13.03,7.51,5.14,7.32,5.31,206.66,32.89,0.34,5.83,4.35,12.17,39.45,23.50,43.80,35.67,0.00,0.00
15.58,7.72,5.16,7.42,5.30,208.29,34.72,2.65,7.12,17.93,14.54,39.42,23.74,57.35,38.28,0.00,0.00
17.54,7.91,5.19,7.54,5.30,210.22,36.56,4.18,8.02,16.97,14.41,39.38,23.90,56.35,38.31,0.00,0.00
20.21,8.20,5.22,7.77,5.34,214.57,39.70,5.11,9.07,10.25,14.12,39.31,24.11,49.56,38.23,0.00,0.00
22.17,8.44,5.25,7.98,5.39,218.90,42.43,5.09,9.75,3.88,13.93,39.23,24.24,43.10,38.17,0.00,0.00
24.82,8.78,5.29,8.29,5.45,224.94,46.58,5.44,10.66,6.62,14.50,39.09,24.40,45.71,38.89,0.00,0.00
26.76,9.06,5.32,8.54,5.46,229.25,50.47,6.19,10.78,11.75,9.69,38.97,24.49,50.73,34.19,0.00,0.00
