BEGIN CSV
2769447.02,49.93,48.66,49.93,48.66,1614.01,20.81,0.00,-0.00,0.00,0.00,-14.36,14.09,-14.36,14.09,33.97,116.02
2769450.68,49.93,48.65,49.93,48.66,1613.95,20.79,-0.07,0.15,-0.41,0.86,-14.32,14.05,-14.73,14.91,33.97,116.02
2769453.86,49.93,48.63,49.93,48.65,1613.79,21.09,-0.26,0.17,-1.24,0.24,-14.28,14.01,-15.52,14.24,33.97,116.02
2769456.54,49.93,48.61,49.94,48.63,1613.55,21.45,-0.46,0.25,-1.70,0.67,-14.23,13.97,-15.93,14.64,33.97,116.02
2769459.23,49.93,48.57,49.94,48.61,1613.29,21.71,-0.79,0.54,-2.73,2.36,-14.19,13.92,-16.92,16.28,33.97,116.02
2769462.65,49.93,48.52,49.94,48.59,1612.98,22.08,-1.42,1.07,-4.40,3.56,-14.12,13.86,-18.53,17.43,33.97,116.02
2769464.84,49.93,48.47,49.94,48.56,1612.52,22.65,-1.68,1.19,-3.43,1.90,-14.08,13.82,-17.51,15.72,33.98,116.03
2769468.02,49.93,48.40,49.94,48.51,1611.75,23.40,-2.12,1.59,-4.07,3.47,-14.01,13.75,-18.08,17.22,33.98,116.03
2769470.46,49.93,48.34,49.95,48.46,1611.00,24.26,-2.42,1.73,-4.08,2.40,-13.95,13.70,-18.03,16.10,33.98,116.03
2769473.63,49.92,48.25,49.95,48.40,1610.01,25.22,-2.94,2.21,-5.27,4.42,-13.87,13.62,-19.14,18.04,33.98,116.03
2769476.07,49.92,48.17,49.95,48.35,1609.11,26.21,-3.33,2.45,-5.41,3.66,-13.81,13.56,-19.22,17.22,33.98,116.03
2769479.00,49.92,48.07,49.94,48.27,1607.73,27.27,-3.62,2.99,-4.62,5.64,-13.72,13.48,-18.34,19.11,33.98,116.03
2769481.45,49.92,47.98,49.94,48.19,1606.34,28.56,-3.73,3.13,-3.83,3.49,-13.65,13.41,-17.48,16.90,34.00,116.02
2769484.86,49.91,47.85,49.93,48.09,1604.59,30.26,-4.24,3.60,-5.98,5.28,-13.54,13.30,-19.52,18.58,34.00,116.02
2769487.55,49.91,47.73,49.93,48.00,1603.03,31.55,-4.59,4.12,-5.93,6.71,-13.45,13.22,-19.38,19.93,34.00,116.02
