Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25092 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,-112.41,-40.74,10.00,10.00
0.90,0.00,0.00,-106.83,-35.07,10.00,10.00
1.61,0.00,0.00,-112.46,-40.74,10.00,10.00
2.83,0.00,0.00,-101.32,-40.83,10.00,10.00
3.76,0.00,0.00,-107.03,-40.87,10.00,10.00
4.47,0.00,0.00,-107.07,-35.38,10.00,10.00
5.70,0.00,0.00,-107.25,-41.09,10.00,10.00
6.46,0.00,0.00,-107.34,-35.68,10.00,10.00
7.29,0.00,0.00,-107.47,-35.77,10.00,10.00
8.50,0.00,0.00,-107.64,-41.57,10.00,10.00
9.40,0.00,0.00,-107.82,-41.79,10.00,10.00
10.11,0.00,0.00,-108.00,-42.01,10.00,10.00
11.36,0.00,0.00,-108.30,-36.74,10.00,10.00
12.21,0.00,0.00,-108.52,-37.00,10.00,10.00
13.51,0.00,0.00,-103.16,-42.98,10.00,10.00
14.22,0.00,0.00,-103.38,-37.62,10.00,10.00
15.06,0.00,0.00,-109.27,-37.88,10.00,10.00
16.35,0.00,0.00,-104.08,-38.28,10.00,10.00
17.07,0.00,0.00,-104.13,-44.21,10.00,10.00
17.96,0.00,0.00,-104.48,-38.85,10.00,10.00
19.26,0.00,0.00,-110.46,-33.77,10.00,10.00
19.97,0.00,0.00,-105.05,-39.66,10.00,10.00
21.20,0.00,0.00,-105.40,-34.52,10.00,10.00
22.00,0.00,0.00,-111.38,-40.50,10.00,10.00
22.79,0.00,0.00,-106.02,-35.18,10.00,10.00
24.01,0.00,0.00,-106.41,-35.66,10.00,10.00
24.95,0.00,0.00,-106.63,-41.73,10.00,10.00
25.67,0.00,0.00,-118.12,-42.03,10.00,10.00
26.91,0.00,0.00,-112.94,-42.60,10.00,10.00
27.75,0.00,0.00,-113.20,-42.91,10.00,10.00
29.04,0.00,0.00,-119.40,-37.90,10.00,10.00
29.76,0.00,0.00,-119.71,-38.25,10.00,10.00
30.60,0.00,0.00,-120.01,-38.56,10.00,10.00
31.89,0.00,0.00,-114.87,-44.85,10.00,10.00
32.61,0.00,0.00,-120.72,-50.76,10.00,10.00
33.50,0.00,0.00,-115.40,-51.15,10.00,10.00
34.82,0.00,0.00,-116.02,-46.14,10.00,10.00
35.53,0.00,0.00,-116.32,-46.49,10.00,10.00
36.67,0.00,0.00,-122.39,-52.65,10.00,10.00
37.54,0.00,0.00,-117.03,-53.09,10.00,10.00
38.33,0.00,0.00,-123.13,-47.90,10.00,10.00
39.55,0.00,0.00,-117.99,-48.43,10.00,10.00
40.50,0.00,0.00,-118.54,-49.00,10.00,10.00
41.20,0.00,0.00,-113.18,-54.98,10.00,10.00
42.45,0.00,0.00,-113.84,-50.01,10.00,10.00
43.29,0.00,0.00,-114.24,-50.41,10.00,10.00
44.58,0.00,0.00,-114.90,-45.55,10.00,10.00
45.30,0.00,0.00,-115.25,-51.53,10.00,10.00
46.14,0.00,0.00,-115.55,-51.88,10.00,10.00
47.43,0.00,0.00,-121.93,-52.67,10.00,10.00
48.15,0.00,0.00,-116.70,-53.11,10.00,10.00
49.04,0.00,0.00,-117.14,-47.83,10.00,10.00
50.34,0.00,0.00,-123.42,-48.58,10.00,10.00
51.05,0.00,0.00,-123.75,-54.60,10.00,10.00
52.27,0.00,0.00,-124.37,-55.26,10.00,10.00
53.08,0.00,0.00,-130.52,-50.12,10.00,10.00
53.87,0.00,0.00,-130.91,-50.60,10.00,10.00
55.09,0.00,0.00,-125.95,-56.95,10.00,10.00
56.03,0.00,0.00,-126.52,-63.11,10.00,10.00
56.75,0.00,0.00,-126.91,-57.92,10.00,10.00
57.99,0.00,0.00,-127.71,-64.29,10.00,10.00
58.83,0.00,0.00,-133.81,-59.19,10.00,10.00
60.12,0.00,0.00,-134.60,-65.65,10.00,10.00
60.84,0.00,0.00,-123.82,-60.47,10.00,10.00
61.68,0.00,0.00,-129.97,-66.53,10.00,10.00
62.97,0.00,0.00,-130.76,-67.46,10.00,10.00
63.69,0.00,0.00,-125.66,-62.38,10.00,10.00
64.58,0.00,0.00,-126.15,-57.33,10.00,10.00
65.87,0.00,0.00,-132.56,-63.83,10.00,10.00
66.59,0.00,0.00,-127.38,-64.31,10.00,10.00
67.81,0.00,0.00,-133.84,-59.57,10.00,10.00
68.62,0.00,0.00,-128.65,-60.14,10.00,10.00
69.41,0.00,0.00,-134.85,-60.67,10.00,10.00
70.63,0.00,0.00,-135.62,-61.59,10.00,10.00
71.57,0.00,0.00,-136.23,-73.52,10.00,10.00
72.29,0.00,0.00,-142.34,-73.96,10.00,10.00
73.52,0.00,0.00,-143.22,-74.88,10.00,10.00
74.37,0.00,0.00,-138.16,-75.50,10.00,10.00
75.66,0.00,0.00,-144.76,-76.38,10.00,10.00
76.38,0.00,0.00,-145.20,-71.37,10.00,10.00
77.22,0.00,0.00,-140.23,-71.98,10.00,10.00
78.51,0.00,0.00,-141.09,-72.99,10.00,10.00
79.23,0.00,0.00,-135.99,-73.54,10.00,10.00
80.12,0.00,0.00,-142.32,-68.62,-10.00,-10.00
81.43,0.00,0.00,-137.53,-75.12,-10.00,-10.00
82.15,0.00,0.00,-143.59,-70.11,-10.00,-10.00
83.40,0.00,0.00,-138.63,-76.44,-10.00,-10.00
84.20,0.00,0.00,-138.98,-76.84,-10.00,-10.00
85.47,0.00,0.00,-139.55,-77.50,-10.00,-10.00
86.30,0.00,0.00,-139.77,-72.14,-10.00,-10.00
87.15,0.00,0.00,-145.66,-78.07,-10.00,-10.00
88.46,0.00,0.00,-140.38,-78.33,-10.00,-10.00
89.18,0.00,0.00,-140.47,-78.46,-10.00,-10.00
90.43,0.00,0.00,-140.60,-78.64,-10.00,-10.00
91.44,0.00,0.00,-146.25,-78.68,-10.00,-10.00
92.53,0.00,0.00,-140.56,-78.68,-10.00,-10.00
93.38,0.00,0.00,-140.52,-78.68,-10.00,-10.00
94.23,0.00,0.00,-146.01,-78.55,-10.00,-10.00
95.56,0.00,0.00,-140.08,-78.38,-10.00,-10.00
96.28,0.00,0.00,-145.57,-72.62,-10.00,-10.00
97.55,0.00,0.00,-145.31,-78.07,-10.00,-10.00
98.41,0.00,0.00,-139.42,-72.09,-10.00,-10.00
99.71,0.00,0.00,-144.69,-77.37,-10.00,-10.00
100.44,0.00,0.00,-144.43,-71.70,-10.00,-10.00
101.40,0.00,0.00,-138.49,-76.93,-10.00,-10.00
102.64,0.00,0.00,-138.05,-70.86,-10.00,-10.00
103.92,0.00,0.00,-137.57,-70.25,-10.00,-10.00
104.65,0.00,0.00,-142.93,-70.20,-10.00,-10.00
105.54,0.00,0.00,-136.96,-69.76,-10.00,-10.00
106.86,0.00,0.00,-141.97,-74.90,-10.00,-10.00
107.58,0.00,0.00,-136.12,-68.97,-10.00,-10.00
108.86,0.00,0.00,-141.13,-74.11,-10.00,-10.00
109.77,0.00,0.00,-135.15,-73.81,-10.00,-10.00
111.09,0.00,0.00,-140.19,-67.65,-10.00,-10.00
111.82,0.00,0.00,-139.83,-72.91,-10.00,-10.00
113.09,0.00,0.00,-144.89,-78.05,-10.00,-10.00
113.89,0.00,0.00,-144.49,-77.74,-10.00,-10.00
115.21,0.00,0.00,-138.30,-71.50,-10.00,-10.00
115.98,0.00,0.00,-143.66,-71.15,-10.00,-10.00
117.24,0.00,0.00,-143.04,-70.66,-10.00,-10.00
118.20,0.00,0.00,-136.93,-70.22,-10.00,-10.00
119.42,0.00,0.00,-141.99,-69.61,-10.00,-10.00
120.19,0.00,0.00,-141.50,-69.13,-10.00,-10.00
121.09,0.00,0.00,-135.44,-74.40,-10.00,-10.00
122.46,0.00,0.00,-134.80,-68.07,-10.00,-10.00
123.18,0.00,0.00,-134.32,-73.30,-10.00,-10.00
124.45,0.00,0.00,-133.70,-67.13,-10.00,-10.00
125.18,0.00,0.00,-133.26,-61.06,-10.00,-10.00
126.55,0.00,0.00,-126.89,-66.03,-10.00,-10.00
127.33,0.00,0.00,-126.50,-65.63,-10.00,-10.00
128.58,0.00,0.00,-125.88,-59.30,-10.00,-10.00
129.59,0.00,0.00,-125.22,-64.49,-10.00,-10.00
130.71,0.00,0.00,-130.32,-58.21,-10.00,-10.00
131.55,0.00,0.00,-124.26,-63.30,-10.00,-10.00
132.82,0.00,0.00,-134.82,-62.73,-10.00,-10.00
133.73,0.00,0.00,-128.63,-56.58,-10.00,-10.00
