Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.5% (used 25204 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,44.45,-133.20,50.00,50.00
0.90,0.00,0.00,44.41,-133.26,50.00,50.00
1.58,0.00,0.00,44.34,-133.33,50.00,50.00
2.47,0.00,0.00,44.06,-133.77,50.00,50.00
3.72,0.00,0.00,43.42,-134.43,50.00,50.00
4.41,0.00,0.00,42.85,-134.82,50.00,50.00
5.21,0.00,0.00,42.19,-135.40,50.00,50.00
6.49,0.00,0.00,41.02,-136.36,50.00,50.00
7.19,0.00,0.00,40.25,-136.98,50.00,50.00
8.10,0.00,0.00,39.20,-137.94,50.00,50.00
9.34,0.00,0.00,37.64,-139.59,50.00,50.00
10.04,0.00,0.00,36.56,-140.54,50.00,50.00
10.84,0.00,0.00,35.24,-141.77,50.00,50.00
12.12,0.00,0.00,32.98,-144.05,50.00,50.00
12.84,0.00,0.00,31.60,-145.31,50.00,50.00
13.76,0.00,0.00,29.71,-147.19,50.00,50.00
15.02,0.00,0.00,27.00,-149.96,50.00,50.00
15.71,0.00,0.00,25.33,-151.81,50.00,50.00
16.94,0.00,0.00,22.39,-154.91,50.00,50.00
17.70,0.00,0.00,20.41,-156.84,50.00,50.00
18.53,0.00,0.00,18.15,-159.13,50.00,50.00
19.77,0.00,0.00,14.39,-162.64,50.00,50.00
20.55,0.00,0.00,11.89,-164.88,50.00,50.00
21.36,0.00,0.00,9.16,-167.34,50.00,50.00
22.20,0.00,0.00,6.26,-170.05,50.00,50.00
23.46,0.00,0.00,1.76,-174.35,50.00,50.00
24.15,0.00,0.00,-0.70,-176.90,50.00,50.00
25.04,0.00,0.00,-4.04,-180.29,50.00,50.00
26.31,0.00,0.00,-8.90,-185.14,50.00,50.00
27.00,0.00,0.00,-11.69,-187.91,50.00,50.00
28.25,0.00,0.00,-16.85,-193.18,50.00,50.00
29.06,0.00,0.00,-20.28,-196.72,50.00,50.00
29.85,0.00,0.00,-23.71,-200.21,50.00,50.00
31.08,0.00,0.00,-29.16,-205.69,50.00,50.00
32.02,0.00,0.00,-33.55,-209.86,50.00,50.00
32.72,0.00,0.00,-36.85,-212.98,50.00,50.00
33.96,0.00,0.00,-42.91,-218.80,50.00,50.00
34.80,0.00,0.00,-47.13,-222.87,50.00,50.00
36.11,0.00,0.00,-53.94,-229.57,50.00,50.00
36.81,0.00,0.00,-57.59,-233.15,50.00,50.00
37.71,0.00,0.00,-62.47,-237.92,50.00,50.00
38.96,0.00,0.00,-69.26,-244.62,50.00,50.00
39.65,0.00,0.00,-72.95,-248.40,50.00,50.00
40.61,0.00,0.00,-78.27,-253.74,50.00,50.00
41.79,0.00,0.00,-85.01,-260.60,50.00,50.00
42.51,0.00,0.00,-89.21,-264.81,50.00,50.00
43.46,0.00,0.00,-94.83,-270.51,50.00,50.00
44.73,0.00,0.00,-102.52,-278.17,50.00,50.00
45.43,0.00,0.00,-106.92,-282.39,50.00,50.00
46.69,0.00,0.00,-114.74,-290.17,50.00,50.00
47.44,0.00,0.00,-119.38,-294.74,50.00,50.00
48.71,0.00,0.00,-127.79,-302.94,50.00,50.00
49.56,0.00,0.00,-133.31,-308.21,50.00,50.00
50.36,0.00,0.00,-138.71,-313.59,50.00,50.00
51.64,0.00,0.00,-147.24,-321.94,50.00,50.00
52.41,0.00,0.00,-152.62,-327.17,50.00,50.00
53.31,0.00,0.00,-158.75,-333.41,50.00,50.00
54.63,0.00,0.00,-167.96,-342.66,50.00,50.00
55.32,0.00,0.00,-172.97,-347.54,50.00,50.00
56.58,0.00,0.00,-182.02,-356.68,50.00,50.00
57.39,0.00,0.00,-187.95,-362.64,50.00,50.00
58.65,0.00,0.00,-197.42,-371.80,50.00,50.00
59.45,0.00,0.00,-203.33,-377.64,50.00,50.00
60.31,0.00,0.00,-209.88,-384.02,50.00,50.00
61.58,0.00,0.00,-219.51,-393.44,50.00,50.00
62.30,0.00,0.00,-225.13,-398.85,50.00,50.00
63.29,0.00,0.00,-232.73,-406.45,50.00,50.00
64.49,0.00,0.00,-242.12,-415.74,50.00,50.00
65.19,0.00,0.00,-247.68,-421.24,50.00,50.00
66.42,0.00,0.00,-257.52,-431.13,50.00,50.00
67.45,0.00,0.00,-265.87,-439.28,50.00,50.00
68.49,0.00,0.00,-274.37,-447.69,50.00,50.00
69.37,0.00,0.00,-281.51,-454.86,50.00,50.00
70.17,0.00,0.00,-288.19,-461.43,50.00,50.00
71.48,0.00,0.00,-299.00,-472.21,50.00,50.00
72.21,0.00,0.00,-305.22,-478.28,50.00,50.00
73.45,0.00,0.00,-315.73,-488.65,50.00,50.00
74.43,0.00,0.00,-324.03,-497.02,50.00,50.00
75.13,0.00,0.00,-329.96,-502.91,50.00,50.00
76.38,0.00,0.00,-340.99,-513.63,50.00,50.00
77.18,0.00,0.00,-347.92,-520.55,50.00,50.00
78.43,0.00,0.00,-358.99,-531.47,50.00,50.00
79.26,0.00,0.00,-366.37,-538.62,50.00,50.00
80.12,0.00,0.00,-374.08,-546.37,50.00,50.00
81.44,0.00,0.00,-385.88,-558.15,50.00,50.00
82.14,0.00,0.00,-392.10,-564.52,50.00,50.00
83.38,0.00,0.00,-403.33,-575.68,50.00,50.00
84.31,0.00,0.00,-411.90,-584.25,50.00,50.00
85.51,0.00,0.00,-423.04,-595.35,50.00,50.00
86.27,0.00,0.00,-430.05,-602.36,50.00,50.00
87.12,0.00,0.00,-437.92,-610.18,50.00,50.00
88.39,0.00,0.00,-449.80,-622.22,50.00,50.00
89.14,0.00,0.00,-456.94,-629.32,50.00,50.00
90.10,0.00,0.00,-465.97,-638.37,50.00,50.00
91.39,0.00,0.00,-478.28,-650.52,50.00,50.00
92.09,0.00,0.00,-485.05,-657.20,50.00,50.00
93.34,0.00,0.00,-497.13,-669.20,50.00,50.00
94.04,0.00,0.00,-503.81,-675.90,50.00,50.00
95.30,0.00,0.00,-516.03,-688.21,50.00,50.00
96.21,0.00,0.00,-524.95,-696.95,50.00,50.00
96.98,0.00,0.00,-532.49,-704.66,50.00,50.00
98.30,0.00,0.00,-545.54,-717.63,50.00,50.00
99.05,0.00,0.00,-553.07,-725.23,50.00,50.00
100.30,0.00,0.00,-565.58,-737.62,50.00,-50.00
101.25,0.00,0.00,-575.16,-746.94,50.00,-50.00
102.49,0.00,0.00,-587.61,-758.74,50.00,-50.00
103.24,0.00,0.00,-595.17,-765.44,50.00,-50.00
104.15,0.00,0.00,-604.40,-773.44,50.00,-50.00
105.49,0.00,0.00,-617.74,-785.17,50.00,-50.00
106.20,0.00,0.00,-624.86,-791.19,50.00,-50.00
107.47,0.00,0.00,-637.29,-802.11,50.00,-50.00
108.27,0.00,0.00,-644.94,-808.99,50.00,-50.00
109.60,0.00,0.00,-657.44,-820.24,50.00,-50.00
110.37,0.00,0.00,-664.45,-826.68,50.00,-50.00
111.63,0.00,0.00,-675.70,-836.76,50.00,-50.00
112.64,0.00,0.00,-684.62,-844.58,50.00,-50.00
113.81,0.00,0.00,-694.91,-853.31,50.00,-50.00
114.58,0.00,0.00,-701.67,-858.89,50.00,-50.00
115.83,0.00,0.00,-712.84,-867.55,50.00,-50.00
116.81,0.00,0.00,-721.74,-873.92,50.00,-50.00
118.02,0.00,0.00,-732.39,-881.43,50.00,-50.00
118.79,0.00,0.00,-739.34,-886.11,50.00,-50.00
119.70,0.00,0.00,-747.31,-891.61,50.00,-50.00
121.06,0.00,0.00,-758.98,-899.32,50.00,-50.00
121.76,0.00,0.00,-765.00,-903.12,50.00,-50.00
123.03,0.00,0.00,-775.50,-910.22,50.00,-50.00
123.82,0.00,0.00,-782.01,-914.55,50.00,-50.00
125.17,0.00,0.00,-792.99,-921.38,50.00,-50.00
125.91,0.00,0.00,-798.99,-925.20,50.00,-50.00
127.17,0.00,0.00,-809.06,-931.18,50.00,-50.00
128.21,0.00,0.00,-817.27,-935.95,50.00,-50.00
129.33,0.00,0.00,-826.30,-940.76,50.00,-50.00
130.14,0.00,0.00,-832.70,-944.14,50.00,-50.00
131.40,0.00,0.00,-842.70,-948.87,50.00,-50.00
132.35,0.00,0.00,-850.17,-952.40,50.00,-50.00
133.61,0.00,0.00,-860.27,-956.80,50.00,-50.00
134.32,0.00,0.00,-865.85,-959.22,50.00,-50.00
135.29,0.00,0.00,-873.37,-962.01,50.00,-50.00
136.63,0.00,0.00,-883.70,-965.79,50.00,-50.00
137.69,0.00,0.00,-891.83,-968.53,50.00,-50.00
138.58,0.00,0.00,-898.55,-970.77,50.00,-50.00
139.37,0.00,0.00,-904.57,-972.95,50.00,-50.00
140.74,0.00,0.00,-914.70,-976.46,50.00,-50.00
141.45,0.00,0.00,-919.97,-978.05,50.00,-50.00
142.71,0.00,0.00,-929.11,-980.82,50.00,-50.00
143.77,0.00,0.00,-936.96,-982.75,50.00,-50.00
144.86,0.00,0.00,-944.91,-984.51,50.00,-50.00
145.69,0.00,0.00,-950.98,-985.54,50.00,-50.00
146.95,0.00,0.00,-960.07,-987.06,50.00,-50.00
147.89,0.00,0.00,-966.99,-987.89,50.00,-50.00
149.15,0.00,0.00,-975.96,-988.90,50.00,-50.00
149.87,0.00,0.00,-981.15,-989.30,50.00,-50.00
150.87,0.00,0.00,-988.35,-989.87,50.00,-50.00
152.08,0.00,0.00,-996.94,-990.44,50.00,-50.00
153.39,0.00,0.00,-1005.97,-990.92,50.00,-50.00
154.10,0.00,0.00,-1010.85,-991.12,50.00,-50.00
155.01,0.00,0.00,-1017.14,-991.30,50.00,-50.00
156.38,0.00,0.00,-1026.45,-991.27,50.00,-50.00
157.47,0.00,0.00,-1033.95,-991.14,50.00,-50.00
158.36,0.00,0.00,-1040.10,-990.79,50.00,-50.00
