BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,6.99,5.08,6.99,5.08,197.63,31.36,0.04,-0.09,256.38,-512.78,17.45,9.81,60.00,-60.00,15.09,145.41
3.38,7.01,5.08,7.10,5.33,203.39,28.94,-5.42,2.56,-32.65,15.78,17.73,10.13,-14.92,25.91,15.01,145.35
9.85,7.13,5.10,7.14,5.48,206.53,27.16,-6.40,6.06,-7.77,14.29,18.21,10.71,10.44,25.00,15.01,145.35
12.48,7.21,5.11,7.16,5.51,207.30,26.98,-5.71,7.39,0.05,14.80,18.39,10.94,18.44,25.73,15.01,145.35
15.42,7.32,5.12,7.16,5.40,205.61,28.72,-2.00,7.25,20.53,5.00,18.57,11.18,39.11,16.17,15.01,145.35
17.57,7.41,5.13,7.18,5.40,205.98,29.05,-0.63,8.31,10.59,15.16,18.71,11.35,29.29,26.51,15.01,145.35
20.32,7.55,5.15,7.25,5.54,209.37,28.15,-1.49,11.21,-6.65,27.44,18.87,11.56,12.21,39.00,15.01,145.35
22.73,7.69,5.16,7.40,5.74,215.19,27.18,-4.82,14.15,-28.08,32.69,19.00,11.74,-9.08,44.42,15.01,145.35
25.10,7.84,5.18,7.52,5.81,218.13,28.04,-5.06,15.43,-5.84,21.82,19.12,11.91,13.28,33.73,15.01,145.35
27.57,8.00,5.20,7.62,5.75,218.86,30.56,-2.73,15.33,14.42,11.54,19.23,12.08,33.65,23.61,15.01,145.31
30.04,8.19,5.22,7.72,5.70,219.78,33.05,-0.31,15.49,16.81,13.53,19.35,12.24,36.15,25.77,15.01,145.31
33.02,8.42,5.25,7.90,5.77,223.69,34.83,0.12,17.16,2.64,23.51,19.47,12.43,22.11,35.93,15.01,145.31
35.16,8.61,5.27,8.10,5.89,229.12,36.12,-1.95,18.52,-18.43,25.94,19.55,12.56,1.11,38.49,15.01,145.31
37.91,8.86,5.30,8.35,5.99,234.72,38.56,-3.00,19.69,-9.10,23.22,19.64,12.71,10.54,35.93,15.01,145.31
40.28,9.09,5.32,8.54,5.97,237.62,42.06,-1.73,19.50,7.99,14.21,19.71,12.84,27.70,27.05,15.01,145.31
42.56,9.32,5.35,8.75,5.93,240.26,46.19,-0.14,18.72,12.07,9.04,19.78,12.96,31.85,22.00,15.01,145.31
44.94,9.57,5.38,9.00,5.94,244.50,50.14,0.21,18.41,2.77,12.41,19.84,13.08,22.61,25.49,15.01,145.29
47.52,9.85,5.41,9.28,6.01,250.26,53.53,-0.31,19.17,-3.82,20.49,19.89,13.20,16.07,33.70,15.01,145.29
50.47,10.20,5.45,9.61,6.09,257.00,57.50,-0.81,20.14,-3.62,21.90,19.94,13.33,16.32,35.24,15.01,145.29
52.72,10.47,5.48,9.85,6.08,260.89,61.72,0.28,19.88,8.74,13.83,19.98,13.43,28.71,27.26,15.01,145.29
55.41,10.81,5.52,10.18,6.03,265.48,67.96,1.86,18.52,11.72,5.99,20.01,13.53,31.72,19.52,15.01,145.29
57.69,11.10,5.56,10.49,6.01,270.21,73.28,2.54,17.49,7.27,6.05,20.02,13.61,27.29,19.66,15.01,145.29
60.02,11.42,5.59,10.82,6.05,276.25,78.13,2.22,17.17,-0.58,11.37,20.03,13.69,19.45,25.06,15.01,145.29
62.36,11.74,5.63,11.15,6.11,282.49,82.53,1.86,17.44,-1.25,15.92,20.04,13.76,18.79,29.69,15.01,145.29
