2428.76,47.92,13.09,17.74,-8.5,,,,,,,,,,
,151.14,429.52,847.63,140.69,0,0,-0.98,-7.8,-0.98,-7.8,,,,
2430.65,47.75,13.11,17.68,-8.53,,,,,,,,,,
,149.82,429.02,846.42,138.14,0,0,-0.89,-7.78,-0.89,-7.78,,,,
2433.29,47.52,13.13,17.6,-8.56,,,,,,,,,,
,148.13,428.23,844.66,134.67,0,0,-0.75,-7.75,-0.75,-7.75,,,,
2435.95,47.28,13.16,17.54,-8.59,,,,,,,,,,
,146.41,427.7,842.97,130.91,0,0,-0.62,-7.73,-0.62,-7.73,,,,
2437.95,47.11,13.18,17.48,-8.61,,,,,,,,,,
,145.18,427.21,841.71,128.18,0,0,-0.51,-7.7,-0.51,-7.7,,,,
2440.74,46.87,13.21,17.42,-8.66,,,,,,,,,,
,143.43,426.82,840.07,124.08,0,0,-0.37,-7.67,-0.37,-7.67,,,,
2442.74,46.69,13.24,17.37,-8.69,,,,,,,,,,
,142.13,426.64,839,121.04,0,0,-0.27,-7.65,-0.27,-7.65,,,,
2445.55,46.46,13.28,17.31,-8.74,,,,,,,,,,
,140.33,426.38,837.55,116.81,0,0,-0.13,-7.62,-0.13,-7.62,,,,
2447.54,46.29,13.31,17.27,-8.76,,,,,,,,,,
,139.25,426.2,836.4,113.81,0,0,-0.03,-7.6,-0.03,-7.6,,,,
2450.37,46.06,13.35,17.22,-8.81,,,,,,,,,,
,137.6,426.09,834.94,109.4,0,0,0.11,-7.57,0.11,-7.57,,,,
2452.33,45.9,13.38,17.19,-8.85,,,,,,,,,,
,136.48,426.18,833.97,106.18,0,0,0.2,-7.55,0.2,-7.55,,,,
2455.06,45.68,13.43,17.15,-8.9,,,,,,,,,,
,135.08,426.31,832.54,101.7,0,0,0.34,-7.51,0.34,-7.51,,,,
2457.06,45.52,13.46,17.11,-8.93,,,,,,,,,,
,133.93,426.27,831.68,98.57,0,0,0.43,-7.49,0.43,-7.49,,,,
2459.66,45.32,13.51,17.08,-8.98,,,,,,,,,,
,132.55,426.53,830.51,94.18,0,0,0.56,-7.46,0.56,-7.46,,,,
2461.64,45.17,13.55,17.05,-9.01,,,,,,,,,,
,131.49,426.62,829.68,90.96,0,0,0.65,-7.44,0.65,-7.44,,,,
2463.58,45.02,13.59,17.02,-9.05,,,,,,,,,,
,130.44,426.75,828.94,87.76,0,0,0.75,-7.42,0.75,-7.42,,,,
2466.19,44.82,13.64,16.98,-9.1,,,,,,,,,,
,129.01,426.97,828.01,83.41,0,0,0.87,-7.39,0.87,-7.39,,,,
2468.08,44.68,13.68,16.95,-9.14,,,,,,,,,,
,127.94,427.08,827.43,80.32,0,0,0.96,-7.37,0.96,-7.37,,,,
2470.26,44.52,13.73,16.92,-9.18,,,,,,,,,,
,126.79,427.28,826.73,76.7,0,0,1.06,-7.34,1.06,-7.34,,,,
2472.2,44.37,13.77,16.89,-9.22,,,,,,,,,,
,125.69,427.43,826.23,73.49,0,0,1.16,-7.32,1.16,-7.32,,,,
2474.53,44.21,13.83,16.86,-9.26,,,,,,,,,,
,124.38,427.68,825.68,69.59,0,0,1.26,-7.29,1.26,-7.29,,,,
2476.51,44.07,13.88,16.83,-9.3,,,,,,,,,,
,123.23,427.87,825.3,66.31,0,0,1.36,-7.27,1.36,-7.27,,,,
2478.95,43.89,13.94,16.8,-9.35,,,,,,,,,,
,121.94,428.07,824.76,62.28,0,0,1.47,-7.24,1.47,-7.24,,,,
2480.96,43.75,13.99,16.77,-9.39,,,,,,,,,,
,120.77,428.36,824.48,58.87,0,0,1.56,-7.21,1.56,-7.21,,,,
2483.41,43.58,14.05,16.74,-9.44,,,,,,,,,,
,119.43,428.58,824.11,54.83,0,0,1.67,-7.19,1.67,-7.19,,,,
2485.4,43.45,14.11,16.71,-9.48,,,,,,,,,,
,118.44,428.77,823.77,51.53,0,0,1.76,-7.16,1.76,-7.16,,,,
2488.02,43.27,14.18,16.68,-9.53,,,,,,,,,,
,116.95,429.06,823.58,47.19,0,0,1.88,-7.13,1.88,-7.13,,,,
2489.99,43.14,14.24,16.65,-9.58,,,,,,,,,,
,115.85,429.35,823.46,43.86,0,0,1.97,-7.11,1.97,-7.11,,,,
2492.69,42.97,14.32,16.62,-9.63,,,,,,,,,,
,114.44,429.72,823.28,39.31,0,0,2.09,-7.07,2.09,-7.07,,,,
2494.65,42.84,14.37,16.6,-9.67,,,,,,,,,,
,113.43,430.05,823.18,35.95,0,0,2.18,-7.05,2.18,-7.05,,,,
2497.31,42.67,14.46,16.57,-9.73,,,,,,,,,,
,112.03,430.47,823.16,31.44,0,0,2.3,-7.02,2.3,-7.02,,,,
2499.27,42.55,14.52,16.55,-9.77,,,,,,,,,,
,111.02,430.93,823.17,27.97,0,0,2.38,-6.99,2.38,-6.99,,,,
2501.26,42.43,14.58,16.53,-9.81,,,,,,,,,,
,109.9,431.15,823.32,24.7,0,0,2.47,-6.97,2.47,-6.97,,,,
2503.88,42.27,14.67,16.5,-9.87,,,,,,,,,,
,108.58,431.61,823.43,20.24,0,0,2.58,-6.94,2.58,-6.94,,,,
2505.81,42.15,14.73,16.48,-9.91,,,,,,,,,,
,107.54,432.05,823.62,16.85,0,0,2.67,-6.91,2.67,-6.91,,,,
2507.91,42.03,14.8,16.46,-9.96,,,,,,,,,,
,106.42,432.36,823.86,13.34,0,0,2.76,-6.89,2.76,-6.89,,,,
2510.07,41.9,14.88,16.44,-10,,,,,,,,,,
,105.37,432.82,824.07,9.6,0,0,2.85,-6.86,2.85,-6.86,,,,
2512.01,41.79,14.94,16.42,-10.05,,,,,,,,,,
,104.34,433.26,824.39,6.22,0,0,2.93,-6.84,2.93,-6.84,,,,
2514.24,41.66,15.02,16.4,-10.1,,,,,,,,,,
,103.22,433.76,824.74,2.33,0,0,3.02,-6.81,3.02,-6.81,,,,
2516.43,41.54,15.1,16.38,-10.15,,,,,,,,,,
,102.07,434.25,825.18,-1.46,0,0,3.12,-6.78,3.12,-6.78,,,,
2518.48,41.43,15.18,16.36,-10.19,,,,,,,,,,
,101,434.69,825.64,-5,0,0,3.2,-6.75,3.2,-6.75,,,,
2520.97,41.29,15.27,16.34,-10.25,,,,,,,,,,
,99.77,435.28,826.19,-9.33,0,0,3.31,-6.72,3.31,-6.72,,,,
2522.96,41.19,15.35,16.33,-10.29,,,,,,,,,,
,98.8,435.76,826.66,-12.8,0,0,3.39,-6.7,3.39,-6.7,,,,
2525.58,41.05,15.45,16.31,-10.36,,,,,,,,,,
,97.33,436.53,827.54,-17.49,0,0,3.5,-6.66,3.5,-6.66,,,,
2527.56,40.94,15.53,16.29,-10.4,,,,,,,,,,
,96.43,437.06,828.05,-20.98,0,0,3.58,-6.64,3.58,-6.64,,,,
2530.28,40.81,15.64,16.28,-10.47,,,,,,,,,,
,95.13,437.94,828.87,-25.91,0,0,3.69,-6.6,3.69,-6.6,,,,
2532.25,40.71,15.72,16.27,-10.52,,,,,,,,,,
,94.14,438.46,829.56,-29.37,0,0,3.77,-6.58,3.77,-6.58,,,,
2534.99,40.57,15.83,16.26,-10.59,,,,,,,,,,
,92.82,439.48,830.53,-34.44,0,0,3.87,-6.54,3.87,-6.54,,,,
2536.96,40.48,15.91,16.25,-10.63,,,,,,,,,,
,91.99,440.13,831.17,-38.01,0,0,3.95,-6.52,3.95,-6.52,,,,
2539.64,40.35,16.03,16.24,-10.7,,,,,,,,,,
,90.74,441.1,832.21,-42.93,0,0,4.06,-6.48,4.06,-6.48,,,,
2541.65,40.26,16.12,16.24,-10.75,,,,,,,,,,
,89.88,441.85,832.96,-46.63,0,0,4.14,-6.45,4.14,-6.45,,,,
2544.28,40.14,16.23,16.24,-10.82,,,,,,,,,,
,88.74,442.97,834.03,-51.6,0,0,4.24,-6.42,4.24,-6.42,,,,
2546.27,40.05,16.32,16.24,-10.87,,,,,,,,,,
,87.88,443.85,834.87,-55.39,0,0,4.32,-6.39,4.32,-6.39,,,,
2548.21,39.96,16.41,16.24,-10.92,,,,,,,,,,
,87.04,444.64,835.74,-59.03,0,0,4.39,-6.37,4.39,-6.37,,,,
2550.83,39.85,16.53,16.24,-10.99,,,,,,,,,,
,85.97,445.87,836.91,-64.07,0,0,4.49,-6.33,4.49,-6.33,,,,
2552.7,39.77,16.61,16.24,-11.04,,,,,,,,,,
,85.18,446.66,837.82,-67.57,0,0,4.56,-6.31,4.56,-6.31,,,,
2554.93,39.68,16.72,16.24,-11.1,,,,,,,,,,
,84.25,447.58,838.92,-71.72,0,0,4.65,-6.28,4.65,-6.28,,,,
2556.97,39.59,16.81,16.25,-11.15,,,,,,,,,,
,83.4,448.53,839.99,-75.61,0,0,4.72,-6.25,4.72,-6.25,,,,
2559.59,39.49,16.94,16.25,-11.22,,,,,,,,,,
,82.25,449.76,841.46,-80.61,0,0,4.82,-6.21,4.82,-6.21,,,,
2561.52,39.41,17.03,16.25,-11.28,,,,,,,,,,
,81.38,450.64,842.62,-84.27,0,0,4.89,-6.19,4.89,-6.19,,,,
2563.68,39.33,17.14,16.25,-11.34,,,,,,,,,,
,80.32,451.6,844.04,-88.33,0,0,4.97,-6.16,4.97,-6.16,,,,
2565.8,39.25,17.24,16.25,-11.4,,,,,,,,,,
,79.33,452.68,845.43,-92.44,0,0,5.05,-6.13,5.05,-6.13,,,,
2568.43,39.15,17.37,16.25,-11.47,,,,,,,,,,
,78.21,453.89,847.11,-97.39,0,0,5.14,-6.09,5.14,-6.09,,,,
2570.41,39.08,17.47,16.25,-11.53,,,,,,,,,,
,77.24,454.88,848.55,-101.19,0,0,5.21,-6.06,5.21,-6.06,,,,
2572.57,39,17.58,16.25,-11.6,,,,,,,,,,
,76.23,455.89,850.11,-105.26,0,0,5.29,-6.03,5.29,-6.03,,,,
2574.61,38.93,17.69,16.25,-11.66,,,,,,,,,,
,75.24,456.9,851.66,-109.15,0,0,5.36,-6,5.36,-6,,,,
2576.96,38.85,17.81,16.25,-11.73,,,,,,,,,,
,74.12,458.04,853.47,-113.6,0,0,5.45,-5.97,5.45,-5.97,,,,
2579,38.78,17.92,16.26,-11.79,,,,,,,,,,
,73.18,459.07,855.06,-117.51,0,0,5.52,-5.94,5.52,-5.94,,,,
2581.17,38.71,18.03,16.26,-11.85,,,,,,,,,,
,72.06,460.15,856.91,-121.61,0,0,5.59,-5.91,5.59,-5.91,,,,
2583.21,38.65,18.14,16.25,-11.92,,,,,,,,,,
,71,461.18,858.7,-125.5,0,0,5.66,-5.88,5.66,-5.88,,,,
2585.55,38.58,18.27,16.26,-11.99,,,,,,,,,,
,69.93,462.41,860.65,-129.98,0,0,5.74,-5.85,5.74,-5.85,,,,
2587.54,38.52,18.38,16.26,-12.05,,,,,,,,,,
,68.96,463.4,862.41,-133.73,0,0,5.81,-5.82,5.81,-5.82,,,,
2589.91,38.45,18.51,16.26,-12.12,,,,,,,,,,
,67.73,464.7,864.63,-138.3,0,0,5.89,-5.79,5.89,-5.79,,,,
2591.95,38.39,18.62,16.27,-12.19,,,,,,,,,,
,66.79,465.75,866.47,-142.18,0,0,5.96,-5.76,5.96,-5.76,,,,
2594.12,38.33,18.74,16.26,-12.26,,,,,,,,,,
,65.55,466.94,868.69,-146.34,0,0,6.03,-5.73,6.03,-5.73,,,,
2596.15,38.27,18.86,16.27,-12.32,,,,,,,,,,
,64.7,468,870.52,-150.18,0,0,6.1,-5.7,6.1,-5.7,,,,
2598.51,38.21,18.99,16.27,-12.4,,,,,,,,,,
,63.45,469.31,872.94,-154.72,0,0,6.18,-5.66,6.18,-5.66,,,,
2600.5,38.16,19.11,16.27,-12.46,,,,,,,,,,
,62.39,470.43,875.02,-158.55,0,0,6.24,-5.64,6.24,-5.64,,,,
2602.87,38.1,19.24,16.28,-12.54,,,,,,,,,,
,61.25,471.75,877.43,-163.08,0,0,6.32,-5.6,6.32,-5.6,,,,
2604.93,38.05,19.36,16.28,-12.61,,,,,,,,,,
,60.08,472.9,879.74,-167.01,0,0,6.39,-5.57,6.39,-5.57,,,,
2607.06,38,19.49,16.28,-12.68,,,,,,,,,,
,59.01,474.08,882.04,-171.08,0,0,6.45,-5.54,6.45,-5.54,,,,
2609.07,37.95,19.61,16.28,-12.75,,,,,,,,,,
,57.91,475.25,884.33,-174.94,0,0,6.52,-5.51,6.52,-5.51,,,,
2611.49,37.9,19.75,16.29,-12.83,,,,,,,,,,
,56.63,476.63,887.08,-179.55,0,0,6.59,-5.47,6.59,-5.47,,,,
2613.53,37.85,19.87,16.29,-12.9,,,,,,,,,,
,55.51,477.82,889.49,-183.47,0,0,6.66,-5.44,6.66,-5.44,,,,
2615.69,37.81,20,16.29,-12.97,,,,,,,,,,
,54.3,479.09,892.1,-187.62,0,0,6.72,-5.41,6.72,-5.41,,,,
2617.73,37.77,20.13,16.29,-13.05,,,,,,,,,,
,53.18,480.3,894.58,-191.53,0,0,6.79,-5.38,6.79,-5.38,,,,
2620.07,37.72,20.27,16.3,-13.13,,,,,,,,,,
,51.95,481.71,897.41,-196.02,0,0,6.86,-5.35,6.86,-5.35,,,,
2622.14,37.68,20.4,16.3,-13.2,,,,,,,,,,
,50.77,482.94,900.06,-199.97,0,0,6.92,-5.31,6.92,-5.31,,,,
2624.27,37.65,20.53,16.3,-13.28,,,,,,,,,,
,49.51,484.26,902.85,-204.09,0,0,6.98,-5.28,6.98,-5.28,,,,
2626.28,37.61,20.66,16.31,-13.35,,,,,,,,,,
,48.37,485.46,905.48,-207.93,0,0,7.04,-5.25,7.04,-5.25,,,,
2628.69,37.57,20.81,16.31,-13.44,,,,,,,,,,
,46.97,486.89,908.71,-212.48,0,0,7.11,-5.22,7.11,-5.22,,,,
2630.73,37.54,20.94,16.31,-13.51,,,,,,,,,,
,45.76,488.17,911.51,-216.41,0,0,7.17,-5.18,7.17,-5.18,,,,
2632.9,37.51,21.08,16.31,-13.59,,,,,,,,,,
,44.51,489.48,914.48,-220.53,0,0,7.24,-5.15,7.24,-5.15,,,,
2634.91,37.48,21.2,16.31,-13.67,,,,,,,,,,
,43.32,490.78,917.3,-224.42,0,0,7.29,-5.12,7.29,-5.12,,,,
2637.36,37.44,21.36,16.32,-13.76,,,,,,,,,,
,41.89,492.36,920.76,-229.14,0,0,7.36,-5.08,7.36,-5.08,,,,
2639.39,37.42,21.49,16.32,-13.84,,,,,,,,,,
,40.68,493.7,923.69,-233.07,0,0,7.42,-5.05,7.42,-5.05,,,,
2641.56,37.39,21.64,16.33,-13.92,,,,,,,,,,
,39.45,495.13,926.8,-237.26,0,0,7.48,-5.02,7.48,-5.02,,,,
2643.6,37.36,21.77,16.33,-13.99,,,,,,,,,,
,38.24,496.38,929.81,-241.1,0,0,7.54,-4.99,7.54,-4.99,,,,
2645.96,37.34,21.93,16.34,-14.09,,,,,,,,,,
,36.79,498.03,933.38,-245.72,0,0,7.6,-4.95,7.6,-4.95,,,,
2648,37.32,22.06,16.34,-14.17,,,,,,,,,,
,35.52,499.31,936.53,-249.57,0,0,7.66,-4.92,7.66,-4.92,,,,
2650.17,37.3,22.21,16.34,-14.25,,,,,,,,,,
,34.18,500.8,939.89,-253.77,0,0,7.72,-4.88,7.72,-4.88,,,,
2652.2,37.28,22.34,16.34,-14.33,,,,,,,,,,
,32.95,502.14,943.05,-257.65,0,0,7.77,-4.85,7.77,-4.85,,,,
2654.56,37.26,22.5,16.35,-14.42,,,,,,,,,,
,31.52,503.79,946.76,-262.23,0,0,7.84,-4.81,7.84,-4.81,,,,
2656.55,37.24,22.64,16.35,-14.5,,,,,,,,,,
,30.31,505.11,949.92,-266,0,0,7.89,-4.78,7.89,-4.78,,,,
2658.92,37.23,22.8,16.36,-14.6,,,,,,,,,,
,28.71,506.78,953.9,-270.59,0,0,7.95,-4.75,7.95,-4.75,,,,
2660.98,37.21,22.94,16.36,-14.68,,,,,,,,,,
,27.45,508.23,957.26,-274.58,0,0,8,-4.71,8,-4.71,,,,
2663.1,37.2,23.09,16.36,-14.77,,,,,,,,,,
,26.09,509.68,960.81,-278.61,0,0,8.06,-4.68,8.06,-4.68,,,,
2665.26,37.19,23.23,16.37,-14.86,,,,,,,,,,
,24.75,511.15,964.41,-282.71,0,0,8.11,-4.64,8.11,-4.64,,,,
2667.3,37.18,23.38,16.37,-14.94,,,,,,,,,,
,23.39,512.6,967.95,-286.64,0,0,8.16,-4.61,8.16,-4.61,,,,
2669.5,37.17,23.53,16.37,-15.03,,,,,,,,,,
,21.96,514.05,971.76,-290.73,0,0,8.22,-4.58,8.22,-4.58,,,,
2671.57,37.17,23.68,16.38,-15.12,,,,,,,,,,
,20.55,515.61,975.44,-294.78,0,0,8.27,-4.54,8.27,-4.54,,,,
2673.78,37.16,23.83,16.38,-15.21,,,,,,,,,,
,19.06,517.17,979.38,-298.97,0,0,8.32,-4.51,8.32,-4.51,,,,
2676.42,37.16,24.02,16.39,-15.33,,,,,,,,,,
,17.37,519.19,984.06,-304.14,0,0,8.39,-4.46,8.39,-4.46,,,,
2678.42,37.15,24.16,16.39,-15.41,,,,,,,,,,
,16.05,520.49,987.67,-307.8,0,0,8.44,-4.43,8.44,-4.43,,,,
2680.59,37.15,24.32,16.39,-15.5,,,,,,,,,,
,14.51,522.07,991.73,-311.93,0,0,8.49,-4.4,8.49,-4.4,,,,
2682.64,37.15,24.46,16.39,-15.59,,,,,,,,,,
,13.19,523.52,995.46,-315.78,0,0,8.53,-4.36,8.53,-4.36,,,,
2684.93,37.15,24.63,16.4,-15.69,,,,,,,,,,
,11.61,525.19,999.78,-320.13,0,0,8.59,-4.32,8.59,-4.32,,,,
2686.98,37.16,24.78,16.4,-15.78,,,,,,,,,,
,10.16,526.68,1003.7,-324,0,0,8.64,-4.29,8.64,-4.29,,,,
2689.15,37.16,24.93,16.4,-15.87,,,,,,,,,,
,8.65,528.27,1007.87,-328.09,0,0,8.68,-4.25,8.68,-4.25,,,,
2691.15,37.17,25.08,16.4,-15.96,,,,,,,,,,
,7.26,529.74,1011.73,-331.86,0,0,8.73,-4.22,8.73,-4.22,,,,
2693.54,37.18,25.25,16.41,-16.06,,,,,,,,,,
,5.64,531.58,1016.36,-336.45,0,0,8.78,-4.18,8.78,-4.18,,,,
2695.53,37.18,25.4,16.41,-16.16,,,,,,,,,,
,4.16,533.1,1020.35,-340.23,0,0,8.83,-4.15,8.83,-4.15,,,,
2697.85,37.19,25.57,16.41,-16.26,,,,,,,,,,
,2.56,534.86,1024.92,-344.61,0,0,8.88,-4.11,8.88,-4.11,,,,
2699.88,37.2,25.72,16.42,-16.35,,,,,,,,,,
,1.15,536.35,1028.96,-348.39,0,0,8.92,-4.08,8.92,-4.08,,,,
2702.04,37.22,25.88,16.42,-16.44,,,,,,,,,,
,-0.41,537.98,1033.36,-352.45,0,0,8.97,-4.04,8.97,-4.04,,,,
2704.05,37.23,26.03,16.43,-16.53,,,,,,,,,,
,-1.77,539.56,1037.38,-356.26,0,0,9.01,-4.01,9.01,-4.01,,,,
2706.47,37.25,26.21,16.43,-16.64,,,,,,,,,,
,-3.46,541.43,1042.31,-360.82,0,0,9.06,-3.96,9.06,-3.96,,,,
2708.51,37.26,26.37,16.44,-16.74,,,,,,,,,,
,-4.96,543.16,1046.57,-364.8,0,0,9.1,-3.93,9.1,-3.93,,,,
2710.63,37.28,26.53,16.44,-16.84,,,,,,,,,,
,-6.45,544.81,1050.96,-368.78,0,0,9.14,-3.89,9.14,-3.89,,,,
2712.72,37.3,26.68,16.45,-16.93,,,,,,,,,,
,-7.94,546.42,1055.35,-372.67,0,0,9.19,-3.86,9.19,-3.86,,,,
2714.98,37.32,26.86,16.45,-17.04,,,,,,,,,,
,-9.61,548.28,1060.16,-376.99,0,0,9.23,-3.82,9.23,-3.82,,,,
2717.05,37.34,27.01,16.46,-17.13,,,,,,,,,,
,-11.04,549.93,1064.52,-380.88,0,0,9.27,-3.78,9.27,-3.78,,,,
2719.7,37.37,27.22,16.46,-17.26,,,,,,,,,,
,-13,552.04,1070.24,-385.83,0,0,9.32,-3.74,9.32,-3.74,,,,
2722.36,37.4,27.42,16.47,-17.39,,,,,,,,,,
,-15.04,554.26,1076.12,-390.88,0,0,9.37,-3.69,9.37,-3.69,,,,
2724.4,37.42,27.58,16.48,-17.48,,,,,,,,,,
,-16.45,555.91,1080.49,-394.69,0,0,9.41,-3.66,9.41,-3.66,,,,
2727.17,37.46,27.79,16.48,-17.62,,,,,,,,,,
,-18.53,558.24,1086.66,-399.94,0,0,9.46,-3.61,9.46,-3.61,,,,
2729.21,37.49,27.95,16.49,-17.71,,,,,,,,,,
,-20.05,559.82,1091.19,-403.65,0,0,9.5,-3.57,9.5,-3.57,,,,
2732.02,37.53,28.16,16.5,-17.85,,,,,,,,,,
,-22.14,562.26,1097.49,-409,0,0,9.55,-3.52,9.55,-3.52,,,,
2734.04,37.56,28.32,16.5,-17.95,,,,,,,,,,
,-23.68,563.99,1102.09,-412.82,0,0,9.59,-3.49,9.59,-3.49,,,,
2736.77,37.6,28.53,16.51,-18.08,,,,,,,,,,
,-25.65,566.32,1108.23,-417.95,0,0,9.63,-3.44,9.63,-3.44,,,,
2738.81,37.63,28.69,16.52,-18.18,,,,,,,,,,
,-27.17,568.08,1112.9,-421.79,0,0,9.67,-3.4,9.67,-3.4,,,,
2741.39,37.67,28.9,16.53,-18.31,,,,,,,,,,
,-29.08,570.41,1118.83,-426.73,0,0,9.71,-3.36,9.71,-3.36,,,,
2743.46,37.71,29.06,16.54,-18.41,,,,,,,,,,
,-30.64,572.15,1123.62,-430.54,0,0,9.75,-3.32,9.75,-3.32,,,,
2745.78,37.75,29.24,16.55,-18.53,,,,,,,,,,
,-32.33,574.21,1128.98,-434.92,0,0,9.78,-3.28,9.78,-3.28,,,,
2747.86,37.79,29.41,16.56,-18.63,,,,,,,,,,
,-33.83,576.1,1133.81,-438.88,0,0,9.82,-3.24,9.82,-3.24,,,,
2749.97,37.83,29.57,16.57,-18.74,,,,,,,,,,
,-35.45,577.99,1138.81,-442.84,0,0,9.85,-3.2,9.85,-3.2,,,,
2752.1,37.87,29.74,16.58,-18.84,,,,,,,,,,
,-37.08,579.86,1143.88,-446.79,0,0,9.89,-3.17,9.89,-3.17,,,,
2754.38,37.92,29.92,16.59,-18.96,,,,,,,,,,
,-38.77,581.86,1149.28,-451,0,0,9.92,-3.13,9.92,-3.13,,,,
2756.43,37.96,30.09,16.6,-19.07,,,,,,,,,,
,-40.38,583.9,1154.26,-455.03,0,0,9.95,-3.09,9.95,-3.09,,,,
2759.08,38.01,30.3,16.61,-19.2,,,,,,,,,,
,-42.33,586.23,1160.59,-459.9,0,0,9.99,-3.04,9.99,-3.04,,,,
2761.76,38.07,30.51,16.62,-19.34,,,,,,,,,,
,-44.37,588.67,1167.11,-464.88,0,0,10.03,-2.99,10.03,-2.99,,,,
2763.8,38.12,30.67,16.64,-19.44,,,,,,,,,,
,-45.87,590.69,1172.03,-468.83,0,0,10.06,-2.95,10.06,-2.95,,,,
2766.76,38.19,30.91,16.67,-19.59,,,,,,,,,,
,-47.93,593.57,1179.1,-474.47,0,0,10.1,-2.9,10.1,-2.9,,,,
2768.78,38.24,31.08,16.68,-19.7,,,,,,,,,,
,-49.47,595.46,1184.1,-478.24,0,0,10.13,-2.86,10.13,-2.86,,,,
2771.49,38.3,31.29,16.7,-19.84,,,,,,,,,,
,-51.45,598.12,1190.74,-483.39,0,0,10.17,-2.81,10.17,-2.81,,,,
2773.55,38.35,31.46,16.72,-19.95,,,,,,,,,,
,-52.83,600.18,1195.68,-487.33,0,0,10.19,-2.78,10.19,-2.78,,,,
2775.83,38.41,31.64,16.74,-20.06,,,,,,,,,,
,-54.42,602.49,1201.23,-491.7,0,0,10.22,-2.73,10.22,-2.73,,,,
2777.77,38.46,31.8,16.76,-20.17,,,,,,,,,,
,-55.8,604.42,1206.01,-495.38,0,0,10.25,-2.7,10.25,-2.7,,,,
2780.58,38.54,32.03,16.78,-20.32,,,,,,,,,,
,-57.87,607.3,1213.03,-500.76,0,0,10.28,-2.64,10.28,-2.64,,,,
2783.27,38.61,32.25,16.81,-20.45,,,,,,,,,,
,-59.67,609.96,1219.63,-505.8,0,0,10.32,-2.59,10.32,-2.59,,,,
2785.31,38.67,32.41,16.83,-20.56,,,,,,,,,,
,-61.12,612.16,1224.73,-509.78,0,0,10.34,-2.56,10.34,-2.56,,,,
2788.18,38.75,32.65,16.86,-20.72,,,,,,,,,,
,-63.2,615.21,1231.98,-515.32,0,0,10.37,-2.5,10.37,-2.5,,,,
2790.21,38.81,32.81,16.87,-20.83,,,,,,,,,,
,-64.72,617.12,1237.17,-518.98,0,0,10.4,-2.46,10.4,-2.46,,,,
2792.73,38.88,33.02,16.9,-20.96,,,,,,,,,,
,-66.57,619.78,1243.62,-523.79,0,0,10.43,-2.42,10.43,-2.42,,,,
2794.81,38.95,33.19,16.92,-21.07,,,,,,,,,,
,-67.99,621.91,1248.85,-527.67,0,0,10.45,-2.38,10.45,-2.38,,,,
2797.47,39.03,33.41,16.94,-21.22,,,,,,,,,,
,-69.95,624.68,1255.72,-532.67,0,0,10.48,-2.33,10.48,-2.33,,,,
2800.15,39.11,33.63,16.97,-21.36,,,,,,,,,,
,-71.93,627.43,1262.66,-537.63,0,0,10.5,-2.28,10.5,-2.28,,,,
2802.19,39.18,33.79,16.99,-21.47,,,,,,,,,,
,-73.47,629.63,1268.02,-541.5,0,0,10.53,-2.24,10.53,-2.24,,,,
2805.15,39.27,34.04,17.02,-21.63,,,,,,,,,,
,-75.6,632.68,1275.7,-546.95,0,0,10.55,-2.18,10.55,-2.18,,,,
2807.18,39.34,34.2,17.03,-21.74,,,,,,,,,,
,-77.09,634.81,1281.03,-550.72,0,0,10.57,-2.14,10.57,-2.14,,,,
2809.88,39.43,34.43,17.06,-21.89,,,,,,,,,,
,-79.14,637.62,1288.21,-555.68,0,0,10.6,-2.09,10.6,-2.09,,,,
2811.94,39.5,34.6,17.08,-22,,,,,,,,,,
,-80.59,639.84,1293.58,-559.52,0,0,10.62,-2.05,10.62,-2.05,,,,
2814.21,39.58,34.78,17.1,-22.13,,,,,,,,,,
,-82.28,642.17,1299.63,-563.62,0,0,10.64,-2,10.64,-2,,,,
2816.17,39.65,34.94,17.12,-22.24,,,,,,,,,,
,-83.71,644.3,1304.83,-567.26,0,0,10.65,-1.97,10.65,-1.97,,,,
2818.66,39.74,35.15,17.15,-22.38,,,,,,,,,,
,-85.57,647.05,1311.5,-571.91,0,0,10.67,-1.92,10.67,-1.92,,,,
2821.4,39.84,35.38,17.18,-22.53,,,,,,,,,,
,-87.59,649.95,1318.87,-576.88,0,0,10.7,-1.86,10.7,-1.86,,,,
2823.45,39.91,35.54,17.2,-22.64,,,,,,,,,,
,-89.04,652.21,1324.32,-580.68,0,0,10.71,-1.82,10.71,-1.82,,,,
2826.27,40.02,35.78,17.23,-22.8,,,,,,,,,,
,-91.18,655.22,1332,-585.77,0,0,10.73,-1.77,10.73,-1.77,,,,
2828.32,40.1,35.95,17.26,-22.91,,,,,,,,,,
,-92.54,657.49,1337.4,-589.53,0,0,10.75,-1.73,10.75,-1.73,,,,
2830.81,40.19,36.15,17.28,-23.05,,,,,,,,,,
,-94.36,660.26,1344.17,-594.1,0,0,10.77,-1.68,10.77,-1.68,,,,
2832.88,40.27,36.32,17.31,-23.17,,,,,,,,,,
,-95.81,662.67,1349.74,-598,0,0,10.78,-1.64,10.78,-1.64,,,,
2835.55,40.38,36.54,17.35,-23.31,,,,,,,,,,
,-97.66,665.62,1356.92,-602.82,0,0,10.8,-1.59,10.8,-1.59,,,,
2838.19,40.49,36.76,17.38,-23.46,,,,,,,,,,
,-99.46,668.58,1364.03,-607.63,0,0,10.81,-1.53,10.81,-1.53,,,,
2840.24,40.57,36.93,17.41,-23.58,,,,,,,,,,
