Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.6% (used 25324 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,X_Puck(cm),Y_Puck(cm)
0.01,0.00,0.00,-31.29,-197.61,0.07,0.05
1.16,0.00,0.00,-31.22,-197.54,0.07,0.05
1.79,0.00,0.00,-31.27,-197.65,0.07,0.05
2.93,0.00,0.00,-31.22,-197.57,0.07,0.05
3.69,0.00,0.00,-31.33,-197.59,0.07,0.05
4.47,0.00,0.00,-31.33,-197.59,0.07,0.05
5.67,0.00,0.00,-31.29,-197.68,0.07,0.05
6.51,0.00,0.00,-31.25,-197.61,0.07,0.05
7.24,0.00,0.00,-31.22,-197.63,0.07,0.05
8.14,0.00,0.00,-31.31,-197.68,0.07,0.05
9.39,0.00,0.00,-31.25,-197.68,0.07,0.05
10.02,0.00,0.00,-31.22,-197.63,0.07,0.05
10.90,0.00,0.00,-31.27,-197.63,0.07,0.05
12.13,0.00,0.00,-31.22,-197.65,0.07,0.05
12.81,0.00,0.00,-31.20,-197.63,0.07,0.05
13.76,0.00,0.00,-31.27,-197.65,0.07,0.05
15.01,0.00,0.00,-31.29,-197.63,0.07,0.05
15.64,0.00,0.00,-31.25,-197.65,0.07,0.05
16.55,0.00,0.00,-31.25,-197.70,0.07,0.05
17.19,0.00,0.00,-31.25,-197.68,0.07,0.05
18.41,0.00,0.00,-31.16,-197.65,0.07,0.05
19.44,0.00,0.00,-31.27,-197.65,0.07,0.05
20.07,0.00,0.00,-31.27,-197.61,0.07,0.05
21.28,0.00,0.00,-31.22,-197.61,0.07,0.05
22.08,0.00,0.00,-31.27,-197.63,0.07,0.05
22.85,0.00,0.00,-31.20,-197.65,0.07,0.05
24.06,0.00,0.00,-31.20,-197.68,0.07,0.05
24.98,0.00,0.00,-31.20,-197.61,0.07,0.05
25.62,0.00,0.00,-31.25,-197.63,0.07,0.05
26.62,0.00,0.00,-31.22,-197.59,0.07,0.05
27.85,0.00,0.00,-31.25,-197.70,0.07,0.05
28.48,0.00,0.00,-31.22,-197.68,0.07,0.05
29.68,0.00,0.00,-31.25,-197.59,0.07,0.05
30.50,0.00,0.00,-31.22,-197.63,0.07,0.05
31.27,0.00,0.00,-31.29,-197.57,0.07,0.05
32.10,0.00,0.00,-31.27,-197.61,0.07,0.05
33.38,0.00,0.00,-31.31,-197.59,0.07,0.05
34.06,0.00,0.00,-31.27,-197.57,0.07,0.05
35.00,0.00,0.00,-31.27,-197.65,0.07,0.05
36.27,0.00,0.00,-31.25,-197.61,0.07,0.05
36.90,0.00,0.00,-31.27,-197.57,0.07,0.05
37.72,0.00,0.00,-31.22,-197.59,0.07,0.05
38.98,0.00,0.00,-31.27,-197.59,0.07,0.05
39.68,0.00,0.00,-31.27,-197.63,0.07,0.05
40.57,0.00,0.00,-31.29,-197.61,0.07,0.05
41.79,0.00,0.00,-31.29,-197.61,0.07,0.05
42.48,0.00,0.00,-31.31,-197.54,0.07,0.05
43.43,0.00,0.00,-31.27,-197.59,0.07,0.05
44.68,0.00,0.00,-31.27,-197.61,0.07,0.05
45.30,0.00,0.00,-31.25,-197.68,0.07,0.05
46.19,0.00,0.00,-31.27,-197.63,0.07,0.05
46.87,0.00,0.00,-31.25,-197.65,0.07,0.05
48.08,0.00,0.00,-31.20,-197.61,0.07,0.05
49.11,0.00,0.00,-31.20,-197.65,0.07,0.05
49.73,0.00,0.00,-31.31,-197.61,0.07,0.05
50.95,0.00,0.00,-31.25,-197.65,0.07,0.05
51.74,0.00,0.00,-31.25,-197.61,0.07,0.05
52.51,0.00,0.00,-31.29,-197.70,0.07,0.05
53.73,0.00,0.00,-31.25,-197.65,0.07,0.05
54.65,0.00,0.00,-31.22,-197.72,0.07,0.05
55.29,0.00,0.00,-31.25,-197.68,0.07,0.05
56.27,0.00,0.00,-31.27,-197.61,0.07,0.05
57.52,0.00,0.00,-31.25,-197.68,0.07,0.05
58.15,0.00,0.00,-31.20,-197.65,0.07,0.05
59.35,0.00,0.00,-31.22,-197.70,0.07,0.05
60.17,0.00,0.00,-31.25,-197.63,0.07,0.05
60.94,0.00,0.00,-31.22,-197.68,0.07,0.05
61.77,0.00,0.00,-31.25,-197.65,0.07,0.05
63.04,0.00,0.00,-31.27,-197.63,0.07,0.05
63.73,0.00,0.00,-31.25,-197.63,0.07,0.05
64.67,0.00,0.00,-31.20,-197.70,0.07,0.05
65.94,0.00,0.00,-31.33,-197.65,0.07,0.05
66.57,0.00,0.00,-31.29,-197.65,0.07,0.05
67.39,0.00,0.00,-31.27,-197.57,0.07,0.05
68.65,0.00,0.00,-31.29,-197.59,0.07,0.05
69.35,0.00,0.00,-31.27,-197.59,0.07,0.05
70.23,0.00,0.00,-31.29,-197.65,0.07,0.05
71.46,0.00,0.00,-31.25,-197.63,0.07,0.05
72.14,0.00,0.00,-31.29,-197.57,0.07,0.05
73.09,0.00,0.00,-31.31,-197.68,0.07,0.05
74.34,0.00,0.00,-31.31,-197.52,0.07,0.05
74.97,0.00,0.00,-31.31,-197.65,0.07,0.05
75.86,0.00,0.00,-31.27,-197.61,0.07,0.05
76.53,0.00,0.00,-31.25,-197.65,0.07,0.05
77.74,0.00,0.00,-31.25,-197.54,0.07,0.05
78.77,0.00,0.00,-31.33,-197.65,0.07,0.05
79.40,0.00,0.00,-31.27,-197.61,0.07,0.05
80.62,0.00,0.00,-31.31,-197.61,0.07,0.05
81.41,0.00,0.00,-31.18,-197.63,0.07,0.05
82.18,0.00,0.00,-31.31,-197.61,0.07,0.05
83.39,0.00,0.00,-31.27,-197.65,0.07,0.05
84.31,0.00,0.00,-31.25,-197.68,0.07,0.05
84.96,0.00,0.00,-31.33,-197.70,0.07,0.05
85.93,0.00,0.00,-31.29,-197.59,0.07,0.05
87.19,0.00,0.00,-31.25,-197.70,0.07,0.05
87.81,0.00,0.00,-31.25,-197.54,0.07,0.05
89.02,0.00,0.00,-31.27,-197.74,0.07,0.05
89.83,0.00,0.00,-31.25,-197.65,0.07,0.05
90.60,0.00,0.00,-31.27,-197.65,0.07,0.05
91.43,0.00,0.00,-31.27,-197.70,0.07,0.05
92.71,0.00,0.00,-31.38,-197.65,0.07,0.05
93.39,0.00,0.00,-31.20,-197.59,0.07,0.05
94.33,0.00,0.00,-31.25,-197.72,0.07,0.05
95.60,0.00,0.00,-31.25,-197.70,0.07,0.05
96.23,0.00,0.00,-31.20,-197.68,0.07,0.05
97.05,0.00,0.00,-31.22,-197.68,0.07,0.05
98.32,0.00,0.00,-31.29,-197.65,0.07,0.05
99.01,0.00,0.00,-31.22,-197.68,0.07,0.05
99.90,0.00,0.00,-31.18,-197.65,0.07,0.05
101.13,0.00,0.00,-31.22,-197.65,0.07,0.05
101.82,0.00,0.00,-31.20,-197.68,0.07,0.05
102.77,0.00,0.00,-31.25,-197.70,0.07,0.05
104.05,0.00,0.00,-31.29,-197.68,0.07,0.05
104.68,0.00,0.00,-31.27,-197.65,0.07,0.05
105.56,0.00,0.00,-31.22,-197.68,0.07,0.05
106.83,0.00,0.00,-31.25,-197.61,0.07,0.05
107.46,0.00,0.00,-31.25,-197.59,0.07,0.05
108.51,0.00,0.00,-31.27,-197.63,0.07,0.05
