Time(ms),X_Target(cm),Y_Target(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM, Right_PWM,X_Puck(cm),Y_Puck(cm)
--------------------------------------------------------------------------------,,,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,,,
PACKAGES: ,,,,,,,,,,,,,,
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) ,,,,,,,,,,,,,,
 - framework-cmsis @ 2.50700.210515 (5.7.0) ,,,,,,,,,,,,,,
 - tool-dfuutil @ 1.11.0 ,,,,,,,,,,,,,,
 - tool-dfuutil-arduino @ 1.11.0 ,,,,,,,,,,,,,,
 - tool-openocd @ 3.1200.0 (12.0) ,,,,,,,,,,,,,,
 - tool-stm32duino @ 1.0.2 ,,,,,,,,,,,,,,
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1),,,,,,,,,,,,,,
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf,,,,,,,,,,,,,,
LDF Modes: Finder ~ chain, Compatibility ~ soft,,,,,,,,,,,,,
Found 17 compatible libraries,,,,,,,,,,,,,,
Scanning dependencies...,,,,,,,,,,,,,,
Dependency Graph,,,,,,,,,,,,,,
|-- ArduinoEigen @ 0.3.0,,,,,,,,,,,,,,
|-- SPI @ 1.0.0,,,,,,,,,,,,,,
Building in release mode,,,,,,,,,,,,,,
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o,,,,,,,,,,,,,,
Linking .pio\build\bluepill_f103c8\firmware.elf,,,,,,,,,,,,,,
Checking size .pio\build\bluepill_f103c8\firmware.elf,,,,,,,,,,,,,,
"Advanced Memory Usage is available via ""PlatformIO Home > Project Inspect""",,,,,,,,,,,,,,
RAM:   [=         ]  10.3% (used 2108 bytes from 20480 bytes),,,,,,,,,,,,,,
7593.01,38.6,32.21,227.57,-195.44,-123.03,1354.63,0,0,-3.79,7.9,-3.79,7.9,0.01,-0.13
7595.1,38.66,32.38,229.57,-197.26,-126.86,1360.19,0,0,-3.74,7.91,-3.74,7.91,0.01,-0.13
7597.22,38.72,32.56,231.64,-199.33,-130.77,1366.06,0,0,-3.69,7.92,-3.69,7.92,0.01,-0.13
7599.36,38.78,32.73,233.75,-201.26,-134.72,1371.86,0,0,-3.64,7.94,-3.64,7.94,0.01,-0.13
7601.32,38.84,32.89,235.63,-203.06,-138.3,1377.23,0,0,-3.59,7.95,-3.59,7.95,0.01,-0.13
7603.61,38.9,33.08,237.85,-205.1,-142.46,1383.45,0,0,-3.54,7.96,-3.54,7.96,0.01,-0.14
7605.72,38.97,33.25,239.83,-206.97,-146.21,1389.2,0,0,-3.49,7.97,-3.49,7.97,0.01,-0.14
7607.77,39.03,33.42,241.83,-208.91,-149.92,1394.91,0,0,-3.44,7.98,-3.44,7.98,0.01,-0.14
7609.88,39.1,33.59,243.94,-210.93,-153.78,1400.85,0,0,-3.39,7.99,-3.39,7.99,0.01,-0.14
7612.21,39.17,33.78,246.07,-212.99,-157.82,1407.27,0,0,-3.34,8,-3.34,8,0.01,-0.14
7614.28,39.24,33.95,248.16,-214.9,-161.6,1413.06,0,0,-3.29,8,-3.29,8,0.01,-0.14
7616.64,39.32,34.14,250.44,-216.9,-165.78,1419.49,0,0,-3.23,8.01,-3.23,8.01,0.01,-0.14
7618.7,39.39,34.31,252.33,-218.82,-169.32,1425.32,0,0,-3.18,8.02,-3.18,8.02,0.01,-0.14
7621.09,39.47,34.51,254.66,-221.14,-173.54,1432.2,0,0,-3.13,8.03,-3.13,8.03,0.01,-0.15
7623.18,39.54,34.68,256.62,-222.92,-177.12,1437.96,0,0,-3.08,8.04,-3.08,8.04,0.01,-0.15
7625.59,39.62,34.88,258.99,-225.12,-181.37,1444.8,0,0,-3.02,8.04,-3.02,8.04,0.01,-0.15
7627.65,39.7,35.05,260.9,-227.12,-184.86,1450.77,0,0,-2.97,8.05,-2.97,8.05,0.01,-0.15
7630.2,39.79,35.26,263.45,-229.23,-189.35,1457.83,0,0,-2.91,8.06,-2.91,8.06,0.01,-0.15
7632.26,39.86,35.43,265.39,-231.21,-192.83,1463.83,0,0,-2.86,8.06,-2.86,8.06,0.01,-0.15
7634.84,39.96,35.65,267.85,-233.49,-197.22,1471.17,0,0,-2.8,8.07,-2.8,8.07,0.01,-0.15
7636.88,40.04,35.81,269.85,-235.14,-200.71,1476.83,0,0,-2.75,8.07,-2.75,8.07,0.01,-0.15
7639.62,40.14,36.04,272.42,-237.62,-205.28,1484.72,0,0,-2.68,8.08,-2.68,8.08,0.01,-0.16
7641.6,40.22,36.2,274.33,-239.43,-208.62,1490.46,0,0,-2.63,8.08,-2.63,8.08,0.01,-0.16
7644.22,40.32,36.42,276.86,-241.73,-213,1497.99,0,0,-2.57,8.08,-2.57,8.08,0.01,-0.16
7646.28,40.4,36.59,278.81,-243.58,-216.41,1503.96,0,0,-2.52,8.09,-2.52,8.09,0.01,-0.16
7648.96,40.51,36.81,281.23,-245.84,-220.69,1511.63,0,0,-2.45,8.09,-2.45,8.09,0.01,-0.16
7650.98,40.59,36.98,283.21,-247.62,-224.06,1517.49,0,0,-2.4,8.09,-2.4,8.09,0.01,-0.16
7652.82,40.67,37.13,284.99,-249.27,-227.08,1522.85,0,0,-2.35,8.09,-2.35,8.09,0.01,-0.16
7655.27,40.77,37.33,287.2,-251.38,-230.95,1529.95,0,0,-2.29,8.1,-2.29,8.1,0.01,-0.16
7657.19,40.85,37.49,289.09,-253.03,-234.11,1535.52,0,0,-2.24,8.1,-2.24,8.1,0.01,-0.17
7659.37,40.94,37.67,291.12,-254.87,-237.57,1541.83,0,0,-2.19,8.1,-2.19,8.1,0.01,-0.17
7661.43,41.03,37.84,293.12,-256.61,-240.9,1547.79,0,0,-2.14,8.1,-2.14,8.1,0.01,-0.17
7663.55,41.12,38.02,295.09,-258.43,-244.24,1554,0,0,-2.08,8.1,-2.08,8.1,0.01,-0.17
7665.67,41.22,38.19,297.05,-260.26,-247.54,1560.2,0,0,-2.03,8.1,-2.03,8.1,0.01,-0.17
7667.73,41.31,38.36,298.96,-262.01,-250.74,1566.24,0,0,-1.98,8.1,-1.98,8.1,0.01,-0.17
7669.87,41.4,38.54,300.96,-263.86,-254.06,1572.54,0,0,-1.92,8.1,-1.92,8.1,0.01,-0.17
7672.03,41.5,38.72,302.96,-265.73,-257.38,1578.91,0,0,-1.87,8.09,-1.87,8.09,0.01,-0.17
7674.08,41.59,38.89,304.89,-267.37,-260.54,1584.86,0,0,-1.82,8.09,-1.82,8.09,0.01,-0.17
7676.35,41.7,39.07,306.89,-269.24,-263.89,1591.5,0,0,-1.76,8.09,-1.76,8.09,0.01,-0.18
7678.45,41.8,39.25,308.85,-271.02,-267.08,1597.71,0,0,-1.7,8.09,-1.7,8.09,0.01,-0.18
7680.55,41.9,39.42,310.74,-272.82,-270.19,1603.96,0,0,-1.65,8.09,-1.65,8.09,0.01,-0.18
7682.67,42,39.59,312.74,-274.6,-273.39,1610.22,0,0,-1.6,8.08,-1.6,8.08,0.01,-0.18
7684.91,42.1,39.78,314.85,-276.47,-276.76,1616.85,0,0,-1.54,8.08,-1.54,8.08,0.01,-0.18
7687.01,42.2,39.95,316.78,-278.12,-279.85,1622.97,0,0,-1.48,8.07,-1.48,8.07,0.01,-0.18
7689.34,42.32,40.14,318.82,-280.05,-283.17,1629.89,0,0,-1.42,8.07,-1.42,8.07,0.01,-0.18
7691.4,42.42,40.31,320.78,-281.68,-286.23,1635.95,0,0,-1.37,8.07,-1.37,8.07,0.01,-0.18
7693.84,42.54,40.51,322.95,-283.63,-289.69,1643.14,0,0,-1.3,8.06,-1.3,8.06,0.01,-0.19
7695.9,42.64,40.68,324.89,-285.33,-292.7,1649.27,0,0,-1.25,8.05,-1.25,8.05,0.01,-0.19
7698.42,42.77,40.88,327.19,-287.39,-296.29,1656.77,0,0,-1.18,8.05,-1.18,8.05,0.01,-0.19
7700.46,42.87,41.05,328.95,-289.02,-299.07,1662.83,0,0,-1.13,8.04,-1.13,8.04,0.01,-0.19
7703.06,43.01,41.26,331.3,-290.97,-302.7,1670.42,0,0,-1.06,8.03,-1.06,8.03,0.01,-0.19
7705.12,43.11,41.43,333.08,-292.62,-305.48,1676.56,0,0,-1.01,8.03,-1.01,8.03,0.01,-0.19
7707.73,43.25,41.64,335.39,-294.71,-309.03,1684.35,0,0,-0.94,8.02,-0.94,8.02,0.01,-0.19
7709.79,43.36,41.81,337.43,-296.36,-312.03,1690.5,0,0,-0.88,8.01,-0.88,8.01,0.01,-0.19
7712.5,43.5,42.03,339.76,-298.29,-315.59,1698.38,0,0,-0.81,8,-0.81,8,0.01,-0.19
7714.54,43.61,42.19,341.61,-299.87,-318.35,1704.43,0,0,-0.76,7.99,-0.76,7.99,0.01,-0.2
7717.23,43.76,42.41,343.94,-301.92,-321.85,1712.41,0,0,-0.68,7.98,-0.68,7.98,0.01,-0.2
7719.26,43.87,42.57,345.74,-303.37,-324.52,1718.35,0,0,-0.63,7.97,-0.63,7.97,0.01,-0.2
7721.07,43.97,42.72,347.34,-304.75,-326.89,1723.74,0,0,-0.58,7.96,-0.58,7.96,0.01,-0.2
7723.45,44.1,42.91,349.56,-306.4,-330.09,1730.65,0,0,-0.52,7.95,-0.52,7.95,0.01,-0.2
7725.28,44.2,43.05,351.17,-307.8,-332.43,1736.12,0,0,-0.47,7.94,-0.47,7.94,0.01,-0.2
7728.05,44.35,43.27,353.63,-309.74,-335.98,1744.22,0,0,-0.39,7.93,-0.39,7.93,0.01,-0.2
7729.95,44.46,43.43,355.25,-311.1,-338.33,1749.81,0,0,-0.34,7.92,-0.34,7.92,0.01,-0.2
7732.13,44.58,43.6,357.21,-312.62,-341.11,1756.19,0,0,-0.28,7.9,-0.28,7.9,0.01,-0.2
7734.2,44.7,43.76,359.01,-314,-343.67,1762.21,0,0,-0.22,7.89,-0.22,7.89,0.01,-0.21
7736.29,44.82,43.93,360.9,-315.41,-346.31,1768.28,0,0,-0.16,7.88,-0.16,7.88,0.01,-0.21
7738.44,44.95,44.1,362.79,-316.86,-348.95,1774.54,0,0,-0.11,7.87,-0.11,7.87,0.01,-0.21
7740.46,45.06,44.26,364.44,-318.13,-351.29,1780.35,0,0,-0.05,7.85,-0.05,7.85,0.01,-0.21
7742.63,45.19,44.43,366.5,-319.45,-354.07,1786.54,0,0,0.01,7.84,0.01,7.84,0.01,-0.21
7744.8,45.32,44.6,368.42,-320.92,-356.69,1792.9,0,0,0.07,7.83,0.07,7.83,0.01,-0.21
7746.88,45.44,44.76,370.24,-322.17,-359.16,1798.85,0,0,0.13,7.81,0.13,7.81,0.01,-0.21
7749.12,45.57,44.94,372.17,-323.45,-361.78,1805.17,0,0,0.19,7.8,0.19,7.8,0.01,-0.21
7751.16,45.7,45.1,374,-324.77,-364.21,1811.11,0,0,0.25,7.78,0.25,7.78,0.02,-0.21
7753.65,45.85,45.29,376.24,-326.22,-367.17,1818.19,0,0,0.32,7.76,0.32,7.76,0.02,-0.21
7755.67,45.97,45.45,377.97,-327.47,-369.46,1824.02,0,0,0.37,7.75,0.37,7.75,0.02,-0.22
7758.39,46.14,45.66,380.32,-328.99,-372.54,1831.69,0,0,0.45,7.73,0.45,7.73,0.02,-0.22
7760.38,46.26,45.81,382.04,-330.3,-374.76,1837.52,0,0,0.51,7.71,0.51,7.71,0.02,-0.22
7762.28,46.38,45.96,383.6,-331.49,-376.8,1843.04,0,0,0.56,7.7,0.56,7.7,0.02,-0.22
7764.53,46.51,46.13,385.51,-332.85,-379.25,1849.5,0,0,0.62,7.68,0.62,7.68,0.02,-0.22
7766.53,46.64,46.29,387.2,-333.95,-381.4,1855.16,0,0,0.68,7.66,0.68,7.66,0.02,-0.22
7768.7,46.78,46.45,388.89,-335.23,-383.58,1861.37,0,0,0.74,7.64,0.74,7.64,0.02,-0.22
7770.77,46.91,46.61,390.56,-336.41,-385.69,1867.28,0,0,0.8,7.63,0.8,7.63,0.02,-0.22
7773.05,47.05,46.78,392.48,-337.71,-388.06,1873.77,0,0,0.87,7.61,0.87,7.61,0.02,-0.22
7775.11,47.18,46.94,394.23,-339.03,-390.22,1879.81,0,0,0.93,7.59,0.93,7.59,0.02,-0.22
7777.59,47.34,47.12,396.19,-340.48,-392.63,1886.91,0,0,1,7.56,1,7.56,0.02,-0.23
7779.61,47.47,47.28,397.62,-341.55,-394.41,1892.6,0,0,1.06,7.55,1.06,7.55,0.02,-0.23
7781.38,47.59,47.41,399.13,-342.65,-396.22,1897.75,0,0,1.11,7.53,1.11,7.53,0.02,-0.23
7783.83,47.75,47.59,400.94,-344.08,-398.4,1904.79,0,0,1.18,7.5,1.18,7.5,0.02,-0.23
7785.74,47.87,47.73,402.41,-345.18,-400.16,1910.25,0,0,1.23,7.49,1.23,7.49,0.02,-0.23
7787.99,48.02,47.9,404.17,-346.45,-402.22,1916.67,0,0,1.3,7.46,1.3,7.46,0.02,-0.23
7790.05,48.16,48.05,405.7,-347.55,-404.02,1922.49,0,0,1.36,7.44,1.36,7.44,0.02,-0.23
7792.09,48.29,48.2,407.24,-348.74,-405.8,1928.36,0,0,1.42,7.42,1.42,7.42,0.02,-0.23
7794.24,48.43,48.36,408.85,-349.77,-407.64,1934.32,0,0,1.48,7.4,1.48,7.4,0.02,-0.23
7796.55,48.59,48.53,410.45,-351.07,-409.48,1940.92,0,0,1.55,7.37,1.55,7.37,0.02,-0.23
7798.55,48.72,48.68,412.03,-352.1,-411.24,1946.54,0,0,1.61,7.35,1.61,7.35,0.02,-0.23
7801.15,48.9,48.86,413.96,-353.51,-413.38,1953.89,0,0,1.69,7.32,1.69,7.32,0.02,-0.23
7803.18,49.04,49.01,415.55,-354.52,-415.1,1959.57,0,0,1.75,7.3,1.75,7.3,0.02,-0.24
7804.99,49.16,49.14,416.84,-355.44,-416.5,1964.63,0,0,1.8,7.28,1.8,7.28,0.02,-0.24
7807.34,49.32,49.31,418.51,-356.58,-418.29,1971.18,0,0,1.87,7.25,1.87,7.25,0.02,-0.24
7809.29,49.46,49.45,419.83,-357.46,-419.69,1976.51,0,0,1.93,7.23,1.93,7.23,0.02,-0.24
7811.46,49.61,49.6,421.48,-358.5,-421.41,1982.53,0,0,1.99,7.2,1.99,7.2,0.02,-0.24
7813.54,49.75,49.75,422.93,-359.42,-422.9,1988.23,0,0,2.05,7.18,2.05,7.18,0.02,-0.24
7815.6,49.89,49.89,424.51,-360.36,-424.51,1993.88,0,0,2.12,7.15,2.12,7.15,0.02,-0.24
7817.79,50,50,426.07,-361.4,-426.07,1998.42,0,0,2.05,7.38,2.05,7.38,0.02,-0.24
7820.05,50.16,50.16,427.76,-362.25,-427.75,2004.46,0,0,2.11,7.36,2.11,7.36,0.02,-0.24
7822.1,50.3,50.3,429.26,-363.04,-429.21,2009.94,0,0,2.16,7.35,2.16,7.35,0.02,-0.24
7824.67,50.49,50.48,430.99,-364.03,-430.88,2016.83,0,0,2.22,7.32,2.22,7.32,0.02,-0.24
7826.68,50.63,50.62,432.55,-364.8,-432.37,2022.2,0,0,2.27,7.31,2.27,7.31,0.02,-0.24
7828.5,50.76,50.74,433.87,-365.46,-433.61,2027.03,0,0,2.31,7.29,2.31,7.29,0.02,-0.24
7830.89,50.93,50.91,435.59,-366.25,-435.19,2033.31,0,0,2.37,7.27,2.37,7.27,0.02,-0.24
7832.84,51.07,51.04,436.95,-366.95,-436.43,2038.49,0,0,2.41,7.25,2.41,7.25,0.02,-0.25
7834.97,51.22,51.18,438.49,-367.66,-437.81,2044.07,0,0,2.47,7.23,2.47,7.23,0.02,-0.25
7837.03,51.37,51.32,439.85,-368.36,-439,2049.51,0,0,2.51,7.21,2.51,7.21,0.02,-0.25
7839.25,51.54,51.47,441.32,-369.17,-440.26,2055.4,0,0,2.57,7.19,2.57,7.19,0.02,-0.25
7841.3,51.69,51.61,442.73,-369.81,-441.46,2060.74,0,0,2.61,7.17,2.61,7.17,0.02,-0.25
7843.7,51.86,51.77,444.27,-370.6,-442.73,2067.03,0,0,2.67,7.15,2.67,7.15,0.02,-0.25
7845.75,52.01,51.9,445.61,-371.24,-443.82,2072.37,0,0,2.72,7.12,2.72,7.12,0.02,-0.25
7848.36,52.21,52.08,447.25,-372.18,-445.12,2079.29,0,0,2.78,7.1,2.78,7.1,0.02,-0.25
7850.36,52.35,52.21,448.53,-372.82,-446.1,2084.51,0,0,2.83,7.08,2.83,7.08,0.02,-0.25
7852.2,52.49,52.33,449.71,-373.39,-447.01,2089.3,0,0,2.87,7.06,2.87,7.06,0.02,-0.25
7854.6,52.67,52.48,451.23,-373.94,-448.14,2095.31,0,0,2.93,7.03,2.93,7.03,0.02,-0.25
7856.57,52.82,52.61,452.48,-374.49,-449.06,2100.38,0,0,2.97,7.01,2.97,7.01,0.02,-0.25
7858.69,52.98,52.75,453.89,-375.15,-450.08,2105.87,0,0,3.02,6.98,3.02,6.98,0.02,-0.25
7860.78,53.14,52.88,455.1,-375.79,-450.9,2111.29,0,0,3.07,6.96,3.07,6.96,0.02,-0.25
7863,53.3,53.02,456.48,-376.4,-451.84,2116.96,0,0,3.12,6.93,3.12,6.93,0.02,-0.25
7865.07,53.46,53.15,457.82,-376.86,-452.75,2122.15,0,0,3.17,6.91,3.17,6.91,0.02,-0.25
7867.49,53.65,53.3,459.14,-377.59,-453.54,2128.38,0,0,3.22,6.88,3.22,6.88,0.02,-0.26
7869.52,53.8,53.43,460.39,-378.1,-454.33,2133.51,0,0,3.27,6.86,3.27,6.86,0.03,-0.26
7872.2,54.01,53.6,462.04,-378.73,-455.35,2140.24,0,0,3.33,6.82,3.33,6.82,0.03,-0.26
7874.21,54.16,53.72,463.16,-379.37,-455.97,2145.45,0,0,3.37,6.8,3.37,6.8,0.03,-0.26
7876.08,54.31,53.84,464.26,-379.74,-456.59,2150.08,0,0,3.41,6.77,3.41,6.77,0.03,-0.26
7878.36,54.48,53.98,465.49,-380.09,-457.22,2155.58,0,0,3.47,6.74,3.47,6.74,0.03,-0.26
7880.37,54.64,54.1,466.63,-380.64,-457.81,2160.7,0,0,3.51,6.72,3.51,6.72,0.03,-0.26
7882.46,54.8,54.23,467.71,-381.11,-458.3,2165.9,0,0,3.56,6.69,3.56,6.69,0.03,-0.26
7884.6,54.97,54.35,468.94,-381.57,-458.9,2171.2,0,0,3.6,6.66,3.6,6.66,0.03,-0.26
7886.83,55.14,54.49,470.08,-381.98,-459.38,2176.64,0,0,3.65,6.63,3.65,6.63,0.03,-0.26
7888.88,55.3,54.61,471.05,-382.4,-459.71,2181.68,0,0,3.7,6.6,3.7,6.6,0.03,-0.26
7891.38,55.5,54.76,472.32,-382.84,-460.19,2187.74,0,0,3.75,6.57,3.75,6.57,0.03,-0.26
7893.4,55.66,54.88,473.42,-383.17,-460.62,2192.61,0,0,3.8,6.54,3.8,6.54,0.03,-0.26
7896.11,55.87,55.03,474.81,-383.54,-461.09,2199.08,0,0,3.86,6.5,3.86,6.5,0.03,-0.26
7898.12,56.03,55.15,475.64,-383.96,-461.23,2204,0,0,3.9,6.47,3.9,6.47,0.03,-0.26
7900.02,56.18,55.26,476.59,-384.16,-461.5,2208.46,0,0,3.94,6.44,3.94,6.44,0.03,-0.26
7902.27,56.36,55.39,477.62,-384.51,-461.71,2213.83,0,0,3.99,6.41,3.99,6.41,0.03,-0.26
7904.27,56.52,55.5,478.48,-384.77,-461.82,2218.56,0,0,4.03,6.38,4.03,6.38,0.03,-0.26
7906.44,56.69,55.62,479.49,-385.1,-462,2223.73,0,0,4.08,6.35,4.08,6.35,0.03,-0.26
7908.44,56.85,55.74,480.39,-385.37,-462.12,2228.44,0,0,4.12,6.32,4.12,6.32,0.03,-0.26
7910.87,57.05,55.87,481.42,-385.57,-462.18,2234.05,0,0,4.18,6.28,4.18,6.28,0.03,-0.26
7912.93,57.21,55.98,482.32,-385.7,-462.24,2238.73,0,0,4.22,6.25,4.22,6.25,0.03,-0.27
7915.41,57.41,56.12,483.35,-385.92,-462.24,2244.43,0,0,4.27,6.21,4.27,6.21,0.03,-0.27
7917.42,57.57,56.23,484.19,-386.14,-462.22,2249.1,0,0,4.32,6.17,4.32,6.17,0.03,-0.27
7919.21,57.72,56.33,484.98,-386.12,-462.23,2253.03,0,0,4.35,6.14,4.35,6.14,0.03,-0.27
7921.63,57.91,56.46,485.95,-386.31,-462.13,2258.54,0,0,4.4,6.11,4.4,6.11,0.03,-0.27
7923.54,58.07,56.56,486.72,-386.38,-462.03,2262.81,0,0,4.44,6.07,4.44,6.07,0.03,-0.27
7925.76,58.25,56.68,487.6,-386.47,-461.9,2267.75,0,0,4.49,6.04,4.49,6.04,0.03,-0.27
7927.82,58.41,56.78,488.36,-386.51,-461.7,2272.3,0,0,4.53,6,4.53,6,0.03,-0.27
7929.83,58.58,56.89,489.05,-386.47,-461.43,2276.65,0,0,4.58,5.97,4.58,5.97,0.03,-0.27
7931.76,58.73,56.99,489.75,-386.6,-461.2,2280.98,0,0,4.62,5.93,4.62,5.93,0.03,-0.27
7934.46,58.95,57.13,490.69,-386.6,-460.81,2286.85,0,0,4.67,5.89,4.67,5.89,0.03,-0.27
7936.47,59.12,57.23,491.44,-386.62,-460.55,2291.23,0,0,4.71,5.85,4.71,5.85,0.03,-0.27
7939.02,59.32,57.36,492.19,-386.66,-459.99,2296.78,0,0,4.77,5.81,4.77,5.81,0.03,-0.27
7941.05,59.49,57.46,492.8,-386.51,-459.55,2301.01,0,0,4.81,5.77,4.81,5.77,0.03,-0.27
7942.86,59.64,57.55,493.46,-386.53,-459.26,2304.92,0,0,4.84,5.74,4.84,5.74,0.03,-0.27
7945.22,59.83,57.67,494.17,-386.55,-458.7,2309.99,0,0,4.89,5.69,4.89,5.69,0.03,-0.27
7947.15,59.99,57.76,494.65,-386.55,-458.13,2314.14,0,0,4.93,5.66,4.93,5.66,0.03,-0.27
7949.34,60.17,57.86,495.22,-386.55,-457.5,2318.79,0,0,4.97,5.62,4.97,5.62,0.03,-0.27
7951.39,60.34,57.96,495.77,-386.53,-456.9,2323.15,0,0,5.02,5.58,5.02,5.58,0.03,-0.27
7953.49,60.51,58.06,496.36,-386.58,-456.31,2327.64,0,0,5.06,5.54,5.06,5.54,0.03,-0.27
7955.55,60.68,58.16,496.74,-386.51,-455.5,2331.93,0,0,5.1,5.5,5.1,5.5,0.03,-0.27
7957.9,60.87,58.27,497.35,-386.53,-454.74,2336.91,0,0,5.15,5.45,5.15,5.45,0.03,-0.27
7959.95,61.04,58.36,497.86,-386.47,-454.04,2341.17,0,0,5.19,5.41,5.19,5.41,0.03,-0.27
7962.53,61.25,58.48,498.43,-386.36,-453.06,2346.47,0,0,5.24,5.36,5.24,5.36,0.03,-0.27
7964.54,61.42,58.57,498.85,-386.38,-452.26,2350.69,0,0,5.28,5.32,5.28,5.32,0.03,-0.27
7966.36,61.57,58.65,499.22,-386.31,-451.51,2354.41,0,0,5.31,5.29,5.31,5.29,0.03,-0.27
7968.76,61.77,58.76,499.72,-386.29,-450.52,2359.38,0,0,5.36,5.24,5.36,5.24,0.03,-0.27
7970.71,61.93,58.85,500.1,-386.29,-449.66,2363.42,0,0,5.4,5.2,5.4,5.2,0.03,-0.27
7972.83,62.1,58.94,500.49,-386.22,-448.7,2367.73,0,0,5.44,5.15,5.44,5.15,0.03,-0.27
7974.9,62.27,59.03,500.91,-386.2,-447.78,2371.96,0,0,5.48,5.11,5.48,5.11,0.04,-0.27
7977.12,62.46,59.12,501.28,-386.2,-446.71,2376.51,0,0,5.52,5.06,5.52,5.06,0.04,-0.27
7979.13,62.62,59.21,501.7,-386.2,-445.79,2380.63,0,0,5.56,5.02,5.56,5.02,0.04,-0.27
7981.63,62.83,59.31,502.03,-386.16,-444.44,2385.68,0,0,5.61,4.97,5.61,4.97,0.04,-0.27
7983.67,63,59.4,502.32,-386.09,-443.34,2389.75,0,0,5.65,4.93,5.65,4.93,0.04,-0.27
7986.31,63.22,59.5,502.73,-386.07,-441.95,2395.05,0,0,5.7,4.87,5.7,4.87,0.04,-0.27
7988.33,63.38,59.59,503.02,-386.05,-440.83,2399.1,0,0,5.74,4.82,5.74,4.82,0.04,-0.27
7990.18,63.54,59.66,503.31,-386.05,-439.82,2402.8,0,0,5.77,4.78,5.77,4.78,0.04,-0.27
7992.49,63.73,59.75,503.55,-385.98,-438.43,2407.35,0,0,5.82,4.73,5.82,4.73,0.04,-0.27
7994.47,63.89,59.83,503.81,-386.01,-437.27,2411.3,0,0,5.85,4.69,5.85,4.69,0.04,-0.27
7996.59,64.07,59.91,504.01,-385.9,-435.93,2415.41,0,0,5.89,4.64,5.89,4.64,0.04,-0.27
7998.69,64.24,59.99,504.18,-385.94,-434.58,2419.58,0,0,5.93,4.59,5.93,4.59,0.04,-0.27
8000.88,64.42,60.07,504.47,-385.87,-433.24,2423.83,0,0,5.97,4.54,5.97,4.54,0.04,-0.27
8002.96,64.59,60.15,504.56,-385.92,-431.78,2427.93,0,0,6.01,4.5,6.01,4.5,0.04,-0.27
8005.35,64.79,60.23,504.78,-385.85,-430.19,2432.53,0,0,6.06,4.44,6.06,4.44,0.04,-0.27
8007.37,64.96,60.31,504.95,-385.85,-428.83,2436.45,0,0,6.09,4.39,6.09,4.39,0.04,-0.27
8010.05,65.18,60.4,505.06,-385.76,-426.88,2441.53,0,0,6.14,4.33,6.14,4.33,0.04,-0.27
8012.07,65.34,60.47,505.22,-385.83,-425.46,2445.47,0,0,6.18,4.28,6.18,4.28,0.04,-0.27
8013.95,65.5,60.54,505.28,-385.7,-424.06,2448.92,0,0,6.21,4.24,6.21,4.24,0.04,-0.27
8016.22,65.69,60.61,505.42,-385.7,-422.39,2453.26,0,0,6.25,4.18,6.25,4.18,0.04,-0.27
8018.23,65.85,60.68,505.5,-385.72,-420.87,2457.09,0,0,6.29,4.13,6.29,4.13,0.04,-0.27
8020.32,66.02,60.75,505.55,-385.61,-419.23,2460.92,0,0,6.33,4.08,6.33,4.08,0.04,-0.27
8022.46,66.2,60.82,505.61,-385.5,-417.56,2464.82,0,0,6.37,4.03,6.37,4.03,0.04,-0.27
8024.69,66.38,60.89,505.66,-385.35,-415.78,2468.83,0,0,6.41,3.97,6.41,3.97,0.04,-0.27
8026.74,66.55,60.96,505.7,-385.3,-414.13,2472.59,0,0,6.44,3.92,6.44,3.92,0.04,-0.27
8029.24,66.75,61.03,505.74,-385.28,-412.09,2477.18,0,0,6.49,3.86,6.49,3.86,0.04,-0.27
8031.27,66.92,61.09,505.68,-385.19,-410.31,2480.83,0,0,6.52,3.81,6.52,3.81,0.04,-0.27
8033.92,67.14,61.17,505.72,-385.1,-408.1,2485.58,0,0,6.57,3.74,6.57,3.74,0.04,-0.27
8035.94,67.3,61.23,505.7,-384.88,-406.35,2489.02,0,0,6.6,3.69,6.6,3.69,0.04,-0.27
8037.84,67.46,61.29,505.72,-384.91,-404.73,2492.47,0,0,6.64,3.64,6.64,3.64,0.04,-0.27
8040.08,67.64,61.35,505.72,-384.8,-402.78,2496.4,0,0,6.68,3.58,6.68,3.58,0.04,-0.27
8042.12,67.8,61.41,505.66,-384.64,-400.93,2499.87,0,0,6.71,3.53,6.71,3.53,0.04,-0.27
