Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25084 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 9600 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,0.02,0.02,30.00,-30.00
65.89,0.00,0.00,0.02,0.02,30.00,-30.00
66.51,0.00,0.00,0.02,0.02,30.00,-30.00
133.00,0.00,0.00,0.02,0.02,30.00,-30.00
199.80,0.00,0.00,0.02,0.02,30.00,-30.00
200.42,0.00,0.00,0.02,0.02,30.00,-30.00
266.92,0.00,0.00,0.02,0.02,30.00,-30.00
267.91,0.00,0.00,0.02,0.02,30.00,-30.00
334.08,0.00,0.00,0.02,0.02,30.00,-30.00
400.83,0.00,0.00,0.02,0.02,30.00,-30.00
401.46,0.00,0.00,0.02,0.02,30.00,-30.00
468.01,0.00,0.00,0.02,0.02,30.00,-30.00
534.75,0.00,0.00,0.02,0.02,30.00,-30.00
535.38,0.00,0.00,0.02,0.02,30.00,-30.00
601.91,0.00,0.00,0.02,0.02,30.00,-30.00
668.67,0.00,0.00,0.02,0.02,30.00,-30.00
669.29,0.00,0.00,0.02,0.02,30.00,-30.00
735.80,0.00,0.00,0.02,0.02,30.00,-30.00
802.60,0.00,0.00,0.02,0.02,30.00,-30.00
803.23,0.00,0.00,0.02,0.02,30.00,-30.00
869.72,0.00,0.00,0.02,0.02,30.00,-30.00
870.34,0.00,0.00,0.02,0.02,30.00,-30.00
936.89,0.00,0.00,0.02,0.02,30.00,-30.00
1003.63,0.00,0.00,0.02,0.02,30.00,-30.00
1004.26,0.00,0.00,0.02,0.02,30.00,-30.00
1070.82,0.00,0.00,0.02,0.02,30.00,-30.00
1137.57,0.00,0.00,0.02,0.02,30.00,-30.00
1138.19,0.00,0.00,0.02,0.02,30.00,-30.00
1204.74,0.00,0.00,0.02,0.02,30.00,-30.00
1271.51,0.00,0.00,0.02,0.02,30.00,-30.00
1272.14,0.00,0.00,0.02,0.02,30.00,-30.00
1338.68,0.00,0.00,0.02,0.02,30.00,-30.00
1405.46,0.00,0.00,0.02,0.02,30.00,-30.00
1406.08,0.00,0.00,0.02,0.02,30.00,-30.00
1472.60,0.00,0.00,0.02,0.02,30.00,-30.00
1539.40,0.00,0.00,0.02,0.02,30.00,-30.00
1540.02,0.00,0.00,0.02,0.02,30.00,-30.00
1606.54,0.00,0.00,0.02,0.02,30.00,-30.00
1673.35,0.00,0.00,0.02,0.02,30.00,-30.00
1673.97,0.00,0.00,0.02,0.02,30.00,-30.00
1740.49,0.00,0.00,0.02,0.02,30.00,-30.00
1807.29,0.00,0.00,0.02,0.02,30.00,-30.00
1807.92,0.00,0.00,0.02,0.02,30.00,-30.00
1874.42,0.00,0.00,0.02,0.02,30.00,-30.00
1941.24,0.00,0.00,0.02,0.02,30.00,-30.00
1941.87,0.00,0.00,0.02,0.02,30.00,-30.00
2008.37,0.00,0.00,0.02,0.02,30.00,-30.00
2009.37,0.00,0.00,0.02,0.02,30.00,-30.00
2075.54,0.00,0.00,0.02,0.02,30.00,-30.00
2142.30,0.00,0.00,0.02,0.02,30.00,-30.00
2142.92,0.00,0.00,0.02,0.02,30.00,-30.00
2209.50,0.00,0.00,0.02,0.02,30.00,-30.00
2276.25,0.00,0.00,0.02,0.02,30.00,-30.00
2276.87,0.00,0.00,0.02,0.02,30.00,-30.00
2343.44,0.00,0.00,0.02,0.02,30.00,-30.00
2410.19,0.00,0.00,0.02,0.02,30.00,-30.00
2410.82,0.00,0.00,0.02,0.02,30.00,-30.00
2477.39,0.00,0.00,0.02,0.02,30.00,-30.00
2544.13,0.00,0.00,0.02,0.02,30.00,-30.00
2544.75,0.00,0.00,0.02,0.02,30.00,-30.00
2611.30,0.00,0.00,0.02,0.02,30.00,-30.00
2678.08,0.00,0.00,0.02,0.02,30.00,-30.00
2678.70,0.00,0.00,0.02,0.02,30.00,-30.00
2745.25,0.00,0.00,0.02,0.02,30.00,-30.00
2812.02,0.00,0.00,0.02,0.02,30.00,-30.00
2812.65,0.00,0.00,0.02,0.02,30.00,-30.00
2879.16,0.00,0.00,0.02,0.02,30.00,-30.00
2945.96,0.00,0.00,0.02,0.02,30.00,-30.00
2946.59,0.00,0.00,0.02,0.02,30.00,-30.00
3013.11,0.00,0.00,0.02,0.02,-30.00,30.00
3079.91,0.00,0.00,0.02,0.02,-30.00,30.00
3080.53,0.00,0.00,0.02,0.02,-30.00,30.00
3147.05,0.00,0.00,0.02,0.02,-30.00,30.00
3213.85,0.00,0.00,0.02,0.02,-30.00,30.00
3214.48,0.00,0.00,0.02,0.02,-30.00,30.00
3280.99,0.00,0.00,0.02,0.02,-30.00,30.00
3347.80,0.00,0.00,0.02,0.02,-30.00,30.00
3348.43,0.00,0.00,0.02,0.02,-30.00,30.00
3414.93,0.00,0.00,0.02,0.02,-30.00,30.00
3415.93,0.00,0.00,0.02,0.02,-30.00,30.00
3482.10,0.00,0.00,0.02,0.02,-30.00,30.00
3548.86,0.00,0.00,0.02,0.02,-30.00,30.00
3549.49,0.00,0.00,0.02,0.02,-30.00,30.00
