Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25100 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,137.48,24.10,10.00,-10.00
0.88,0.00,0.00,137.40,24.10,10.00,-10.00
1.59,0.00,0.00,137.35,24.02,10.00,-10.00
2.47,0.00,0.00,137.44,24.02,10.00,-10.00
3.72,0.00,0.00,137.57,29.51,10.00,-10.00
4.43,0.00,0.00,143.24,23.80,10.00,-10.00
5.64,0.00,0.00,137.70,23.80,10.00,-10.00
6.42,0.00,0.00,143.46,29.20,10.00,-10.00
7.22,0.00,0.00,143.55,23.62,10.00,-10.00
8.00,0.00,0.00,138.10,23.40,10.00,-10.00
9.27,0.00,0.00,138.27,28.94,10.00,-10.00
10.01,0.00,0.00,138.36,23.18,10.00,-10.00
10.90,0.00,0.00,144.16,28.72,10.00,-10.00
12.18,0.00,0.00,138.71,22.96,10.00,-10.00
12.90,0.00,0.00,144.51,22.83,10.00,-10.00
14.10,0.00,0.00,139.02,28.37,10.00,-10.00
14.84,0.00,0.00,139.24,22.61,10.00,-10.00
15.72,0.00,0.00,144.91,28.15,10.00,-10.00
16.48,0.00,0.00,145.09,22.50,10.00,-10.00
17.79,0.00,0.00,139.64,22.41,10.00,-10.00
18.50,0.00,0.00,139.68,16.61,10.00,-10.00
19.42,0.00,0.00,145.44,22.32,10.00,-10.00
20.68,0.00,0.00,145.66,16.48,10.00,-10.00
21.40,0.00,0.00,140.12,16.48,10.00,-10.00
22.54,0.00,0.00,140.30,21.88,10.00,-10.00
23.41,0.00,0.00,146.05,21.80,10.00,-10.00
24.19,0.00,0.00,146.23,21.80,10.00,-10.00
25.07,0.00,0.00,135.18,16.08,10.00,-10.00
26.35,0.00,0.00,141.02,21.49,10.00,-10.00
27.06,0.00,0.00,141.15,21.40,10.00,-10.00
28.28,0.00,0.00,135.79,21.18,10.00,-10.00
29.05,0.00,0.00,141.72,15.47,10.00,-10.00
29.85,0.00,0.00,136.27,15.25,10.00,-10.00
31.07,0.00,0.00,136.63,20.65,10.00,-10.00
31.98,0.00,0.00,142.51,14.85,10.00,-10.00
32.70,0.00,0.00,137.11,14.72,10.00,-10.00
33.91,0.00,0.00,143.13,20.00,10.00,-10.00
34.83,0.00,0.00,137.72,19.86,10.00,-10.00
35.55,0.00,0.00,138.08,19.69,10.00,-10.00
36.76,0.00,0.00,138.38,19.34,10.00,-10.00
37.63,0.00,0.00,138.82,19.12,10.00,-10.00
38.34,0.00,0.00,139.00,18.94,10.00,-10.00
39.55,0.00,0.00,139.44,13.05,10.00,-10.00
40.54,0.00,0.00,145.50,18.46,10.00,-10.00
41.26,0.00,0.00,140.10,18.19,10.00,-10.00
42.46,0.00,0.00,146.21,17.93,10.00,-10.00
43.20,0.00,0.00,146.45,17.75,10.00,-10.00
44.04,0.00,0.00,152.42,17.53,10.00,-10.00
45.26,0.00,0.00,152.86,11.65,10.00,-10.00
46.09,0.00,0.00,147.46,17.01,10.00,-10.00
46.85,0.00,0.00,147.90,16.77,10.00,-10.00
48.06,0.00,0.00,148.34,16.50,10.00,-10.00
49.05,0.00,0.00,154.36,16.28,10.00,-10.00
49.77,0.00,0.00,154.62,21.77,10.00,-10.00
50.96,0.00,0.00,149.48,15.71,10.00,-10.00
51.67,0.00,0.00,155.37,21.16,10.00,-10.00
53.00,0.00,0.00,150.27,20.81,10.00,-10.00
53.76,0.00,0.00,150.62,15.01,10.00,-10.00
54.63,0.00,0.00,156.56,14.74,10.00,-10.00
55.89,0.00,0.00,151.46,14.30,10.00,-10.00
56.61,0.00,0.00,151.77,14.13,10.00,-10.00
57.42,0.00,0.00,146.51,19.36,10.00,-10.00
58.70,0.00,0.00,147.00,18.92,10.00,-10.00
59.41,0.00,0.00,147.35,18.65,10.00,-10.00
60.34,0.00,0.00,153.37,12.68,10.00,-10.00
61.53,0.00,0.00,153.94,12.28,10.00,-10.00
62.25,0.00,0.00,148.62,17.42,10.00,-10.00
63.17,0.00,0.00,154.64,11.54,10.00,-10.00
64.36,0.00,0.00,155.35,5.41,10.00,-10.00
65.08,0.00,0.00,149.99,10.55,10.00,-10.00
65.95,0.00,0.00,156.05,4.53,10.00,-10.00
67.23,0.00,0.00,156.67,9.62,10.00,-10.00
67.94,0.00,0.00,151.44,9.18,10.00,-10.00
68.68,0.00,0.00,157.46,3.30,10.00,-10.00
69.95,0.00,0.00,163.72,2.59,10.00,-10.00
70.71,0.00,0.00,158.53,2.24,10.00,-10.00
71.58,0.00,0.00,158.93,7.38,10.00,-10.00
72.30,0.00,0.00,164.86,6.94,10.00,-10.00
73.50,0.00,0.00,165.48,0.70,10.00,-10.00
