Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.0% (used 24908 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,114.65,149.99,5.00,-5.00
0.90,0.00,0.00,120.23,155.57,5.00,-5.00
1.58,0.00,0.00,120.23,149.94,5.00,-5.00
2.43,0.00,0.00,120.19,155.57,5.00,-5.00
3.67,0.00,0.00,114.48,155.52,5.00,-5.00
4.35,0.00,0.00,114.48,155.52,5.00,-5.00
5.25,0.00,0.00,120.10,155.52,5.00,-5.00
6.45,0.00,0.00,114.52,149.81,5.00,-5.00
7.13,0.00,0.00,114.48,149.90,5.00,-5.00
8.04,0.00,0.00,114.48,149.85,5.00,-5.00
8.72,0.00,0.00,114.43,155.52,5.00,-5.00
9.91,0.00,0.00,114.48,149.81,5.00,-5.00
10.83,0.00,0.00,114.52,149.85,5.00,-5.00
11.51,0.00,0.00,120.06,155.48,5.00,-5.00
12.71,0.00,0.00,114.48,149.85,5.00,-5.00
13.62,0.00,0.00,114.48,149.81,5.00,-5.00
14.30,0.00,0.00,120.10,149.81,5.00,-5.00
15.24,0.00,0.00,119.97,155.39,5.00,-5.00
16.48,0.00,0.00,120.01,155.52,5.00,-5.00
17.16,0.00,0.00,120.06,155.35,5.00,-5.00
18.36,0.00,0.00,114.48,149.90,5.00,-5.00
19.14,0.00,0.00,120.01,155.39,5.00,-5.00
19.94,0.00,0.00,114.39,155.43,5.00,-5.00
20.74,0.00,0.00,114.39,149.77,5.00,-5.00
22.01,0.00,0.00,120.01,149.81,5.00,-5.00
22.73,0.00,0.00,114.39,149.77,5.00,-5.00
23.64,0.00,0.00,119.97,155.43,5.00,-5.00
24.90,0.00,0.00,114.35,155.43,5.00,-5.00
25.58,0.00,0.00,119.93,155.35,5.00,-5.00
26.33,0.00,0.00,120.06,149.72,5.00,-5.00
27.56,0.00,0.00,120.01,149.72,5.00,-5.00
28.37,0.00,0.00,120.06,149.85,5.00,-5.00
29.19,0.00,0.00,114.35,149.85,5.00,-5.00
30.44,0.00,0.00,119.93,155.48,5.00,-5.00
31.15,0.00,0.00,114.35,155.52,5.00,-5.00
32.07,0.00,0.00,114.30,155.43,5.00,-5.00
32.74,0.00,0.00,120.01,149.77,5.00,-5.00
33.96,0.00,0.00,119.97,155.48,5.00,-5.00
34.86,0.00,0.00,119.93,149.77,5.00,-5.00
35.54,0.00,0.00,114.35,155.52,5.00,-5.00
36.75,0.00,0.00,114.35,155.43,5.00,-5.00
37.71,0.00,0.00,119.97,155.35,5.00,-5.00
38.38,0.00,0.00,114.35,149.77,5.00,-5.00
39.60,0.00,0.00,119.97,149.77,5.00,-5.00
40.41,0.00,0.00,114.35,149.85,5.00,-5.00
41.16,0.00,0.00,119.93,155.39,5.00,-5.00
42.09,0.00,0.00,119.93,155.43,5.00,-5.00
43.35,0.00,0.00,119.93,155.48,5.00,-5.00
44.03,0.00,0.00,114.35,149.72,5.00,-5.00
45.23,0.00,0.00,119.97,155.43,5.00,-5.00
45.97,0.00,0.00,119.97,149.77,5.00,-5.00
46.81,0.00,0.00,114.35,149.90,5.00,-5.00
47.63,0.00,0.00,114.30,155.39,5.00,-5.00
48.89,0.00,0.00,119.93,155.39,5.00,-5.00
49.58,0.00,0.00,114.30,155.35,5.00,-5.00
50.54,0.00,0.00,119.93,149.81,5.00,-5.00
51.70,0.00,0.00,119.97,155.43,5.00,-5.00
52.39,0.00,0.00,119.97,155.43,5.00,-5.00
53.33,0.00,0.00,119.88,155.43,5.00,-5.00
54.50,0.00,0.00,114.35,155.43,5.00,-5.00
55.20,0.00,0.00,114.35,149.81,5.00,-5.00
56.08,0.00,0.00,114.30,155.43,5.00,-5.00
57.34,0.00,0.00,114.30,149.85,5.00,-5.00
58.01,0.00,0.00,114.30,155.43,5.00,-5.00
58.90,0.00,0.00,114.35,155.39,5.00,-5.00
60.17,0.00,0.00,114.35,149.81,5.00,-5.00
60.85,0.00,0.00,114.35,149.85,5.00,-5.00
61.63,0.00,0.00,114.30,155.35,5.00,-5.00
62.45,0.00,0.00,114.26,155.39,5.00,-5.00
63.64,0.00,0.00,114.39,155.43,5.00,-5.00
64.50,0.00,0.00,120.01,149.72,5.00,-5.00
65.20,0.00,0.00,119.93,155.43,5.00,-5.00
66.42,0.00,0.00,119.97,149.77,5.00,-5.00
67.37,0.00,0.00,114.30,149.77,5.00,-5.00
68.05,0.00,0.00,119.97,155.43,5.00,-5.00
69.26,0.00,0.00,119.93,149.85,5.00,-5.00
70.08,0.00,0.00,114.35,149.81,5.00,-5.00
70.82,0.00,0.00,119.88,155.43,5.00,-5.00
71.76,0.00,0.00,114.39,149.81,5.00,-5.00
73.02,0.00,0.00,114.30,155.43,5.00,-5.00
73.69,0.00,0.00,119.93,155.39,5.00,-5.00
74.90,0.00,0.00,114.30,149.77,5.00,-5.00
75.64,0.00,0.00,119.97,155.39,5.00,-5.00
76.47,0.00,0.00,119.93,149.77,5.00,-5.00
77.29,0.00,0.00,114.35,149.81,5.00,-5.00
