Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.2% (used 25060 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,115.20,-65.06,40.00,-40.00
0.90,0.00,0.00,115.20,-65.10,40.00,-40.00
1.61,0.00,0.00,120.74,-59.39,40.00,-40.00
2.83,0.00,0.00,114.90,-58.95,40.00,-40.00
3.75,0.00,0.00,120.21,-64.18,40.00,-40.00
4.47,0.00,0.00,114.19,-58.16,40.00,-40.00
5.69,0.00,0.00,119.33,-57.59,40.00,-40.00
6.50,0.00,0.00,113.36,-57.19,40.00,-40.00
7.26,0.00,0.00,113.23,-62.56,40.00,-40.00
8.48,0.00,0.00,118.32,-62.16,40.00,-40.00
9.46,0.00,0.00,106.74,-67.37,40.00,-40.00
10.18,0.00,0.00,106.57,-67.06,40.00,-40.00
11.36,0.00,0.00,106.22,-66.53,40.00,-40.00
12.20,0.00,0.00,105.82,-66.18,40.00,-40.00
13.51,0.00,0.00,105.16,-59.77,40.00,-40.00
14.22,0.00,0.00,110.35,-59.37,40.00,-40.00
15.06,0.00,0.00,109.78,-58.80,40.00,-40.00
16.35,0.00,0.00,108.63,-57.61,40.00,-40.00
17.07,0.00,0.00,107.89,-62.62,40.00,-40.00
17.94,0.00,0.00,107.01,-56.05,40.00,-40.00
19.19,0.00,0.00,105.71,-54.78,40.00,-40.00
19.91,0.00,0.00,104.92,-54.03,40.00,-40.00
20.86,0.00,0.00,103.95,-47.48,40.00,-40.00
22.11,0.00,0.00,108.30,-51.88,40.00,-40.00
22.82,0.00,0.00,107.47,-45.51,40.00,-40.00
24.07,0.00,0.00,100.42,-49.83,40.00,-40.00
24.80,0.00,0.00,93.96,-49.04,40.00,-40.00
25.67,0.00,0.00,92.86,-53.70,40.00,-40.00
26.88,0.00,0.00,96.86,-46.54,40.00,-40.00
27.72,0.00,0.00,90.13,-45.48,40.00,-40.00
28.47,0.00,0.00,100.31,-44.36,40.00,-40.00
29.71,0.00,0.00,92.83,-37.02,40.00,-40.00
30.60,0.00,0.00,97.10,-41.15,40.00,-40.00
31.31,0.00,0.00,95.95,-40.01,40.00,-40.00
32.52,0.00,0.00,88.46,-37.88,40.00,-40.00
33.50,0.00,0.00,86.84,-36.17,40.00,-40.00
34.21,0.00,0.00,79.94,-40.52,40.00,-40.00
35.40,0.00,0.00,89.10,-27.36,40.00,-40.00
36.23,0.00,0.00,81.94,-25.95,40.00,-40.00
37.52,0.00,0.00,85.36,-29.25,40.00,-40.00
38.24,0.00,0.00,72.82,-28.04,40.00,-40.00
39.04,0.00,0.00,76.99,-26.54,40.00,-40.00
40.31,0.00,0.00,69.04,-29.71,40.00,-40.00
41.04,0.00,0.00,73.10,-28.34,40.00,-40.00
41.94,0.00,0.00,77.01,-20.81,40.00,-40.00
43.16,0.00,0.00,68.88,-12.72,40.00,-40.00
43.88,0.00,0.00,67.41,-22.46,40.00,-40.00
44.77,0.00,0.00,65.52,-20.57,40.00,-40.00
46.01,0.00,0.00,62.71,-17.62,40.00,-40.00
46.73,0.00,0.00,66.64,-4.77,40.00,-40.00
47.54,0.00,0.00,64.71,-2.92,40.00,-40.00
48.81,0.00,0.00,56.12,-11.12,40.00,-40.00
49.52,0.00,0.00,54.49,-9.58,40.00,-40.00
50.42,0.00,0.00,52.43,-7.60,40.00,-40.00
51.63,0.00,0.00,55.17,6.48,40.00,-40.00
52.34,0.00,0.00,53.46,2.57,40.00,-40.00
53.20,0.00,0.00,45.64,10.17,40.00,-40.00
53.91,0.00,0.00,44.08,0.88,40.00,-40.00
55.12,0.00,0.00,35.33,9.54,40.00,-40.00
56.02,0.00,0.00,44.23,17.64,40.00,-40.00
56.73,0.00,0.00,42.21,19.36,40.00,-40.00
57.94,0.00,0.00,27.69,11.43,40.00,-40.00
58.76,0.00,0.00,25.44,13.84,40.00,-40.00
59.51,0.00,0.00,23.38,21.53,40.00,-40.00
60.42,0.00,0.00,32.06,29.69,40.00,-40.00
61.64,0.00,0.00,28.67,33.20,40.00,-40.00
62.35,0.00,0.00,15.38,29.62,40.00,-40.00
63.56,0.00,0.00,11.91,33.09,40.00,-40.00
64.34,0.00,0.00,15.36,40.85,40.00,-40.00
65.14,0.00,0.00,12.99,37.55,40.00,-40.00
65.92,0.00,0.00,10.68,34.19,40.00,-40.00
67.19,0.00,0.00,6.90,37.92,40.00,-40.00
67.92,0.00,0.00,4.55,45.77,40.00,-40.00
68.79,0.00,0.00,1.82,54.07,40.00,-40.00
70.04,0.00,0.00,-7.65,52.56,40.00,-40.00
70.76,0.00,0.00,-9.84,54.80,40.00,-40.00
71.49,0.00,0.00,-0.99,57.19,40.00,-40.00
72.77,0.00,0.00,-5.12,61.33,40.00,-40.00
73.53,0.00,0.00,-13.27,58.10,40.00,-40.00
74.39,0.00,0.00,-16.08,60.86,40.00,-40.00
75.68,0.00,0.00,-14.66,70.69,40.00,-40.00
76.40,0.00,0.00,-22.68,73.21,40.00,-40.00
77.12,0.00,0.00,-25.05,75.59,40.00,-40.00
78.41,0.00,0.00,-23.71,85.63,40.00,-40.00
79.19,0.00,0.00,-32.10,88.18,40.00,-40.00
80.06,0.00,0.00,-35.02,79.94,40.00,-40.00
81.30,0.00,0.00,-33.82,89.82,40.00,-40.00
82.02,0.00,0.00,-36.36,92.40,40.00,-40.00
82.91,0.00,0.00,-45.18,90.04,40.00,-40.00
84.15,0.00,0.00,-55.20,94.66,40.00,-40.00
84.87,0.00,0.00,-52.14,102.85,40.00,-40.00
85.68,0.00,0.00,-49.59,105.80,40.00,-40.00
86.93,0.00,0.00,-65.43,110.43,40.00,-40.00
87.72,0.00,0.00,-57.06,113.31,40.00,-40.00
88.59,0.00,0.00,-65.94,122.23,40.00,-40.00
89.88,0.00,0.00,-76.33,115.88,40.00,-40.00
90.60,0.00,0.00,-73.41,124.21,40.00,-40.00
91.82,0.00,0.00,-72.44,134.58,40.00,-40.00
92.70,0.00,0.00,-87.06,132.32,40.00,-40.00
93.41,0.00,0.00,-89.91,140.73,40.00,-40.00
94.64,0.00,0.00,-89.06,139.86,40.00,-40.00
95.64,0.00,0.00,-98.57,143.88,40.00,-40.00
96.36,0.00,0.00,-90.07,146.71,40.00,-40.00
97.56,0.00,0.00,-100.66,151.46,40.00,-40.00
98.38,0.00,0.00,-103.93,149.19,40.00,-40.00
99.68,0.00,0.00,-109.23,160.11,40.00,-40.00
100.41,0.00,0.00,-112.35,163.21,40.00,-40.00
101.32,0.00,0.00,-121.55,166.90,40.00,-40.00
102.64,0.00,0.00,-121.44,177.96,40.00,-40.00
103.35,0.00,0.00,-124.37,169.72,40.00,-40.00
