Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25092 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,16.85,-164.33,10.00,-10.00
0.90,0.00,0.00,22.43,-164.38,10.00,-10.00
1.61,0.00,0.00,16.81,-158.71,10.00,-10.00
2.85,0.00,0.00,22.30,-158.75,10.00,-10.00
3.71,0.00,0.00,16.63,-164.60,10.00,-10.00
4.43,0.00,0.00,22.13,-164.55,10.00,-10.00
5.66,0.00,0.00,16.33,-159.10,10.00,-10.00
6.61,0.00,0.00,16.24,-159.15,10.00,-10.00
7.32,0.00,0.00,16.02,-164.86,10.00,-10.00
8.55,0.00,0.00,21.42,-159.41,10.00,-10.00
9.27,0.00,0.00,15.67,-165.12,10.00,-10.00
10.13,0.00,0.00,15.45,-165.21,10.00,-10.00
11.36,0.00,0.00,20.81,-165.48,10.00,-10.00
12.19,0.00,0.00,20.63,-165.65,10.00,-10.00
13.51,0.00,0.00,14.66,-165.92,10.00,-10.00
14.22,0.00,0.00,20.06,-160.47,10.00,-10.00
15.06,0.00,0.00,14.22,-160.64,10.00,-10.00
16.35,0.00,0.00,19.49,-160.99,10.00,-10.00
17.07,0.00,0.00,13.69,-166.79,10.00,-10.00
17.94,0.00,0.00,19.09,-161.43,10.00,-10.00
19.19,0.00,0.00,13.21,-167.41,10.00,-10.00
19.91,0.00,0.00,18.52,-167.67,10.00,-10.00
20.84,0.00,0.00,18.22,-162.36,10.00,-10.00
22.13,0.00,0.00,12.15,-162.84,10.00,-10.00
22.84,0.00,0.00,17.47,-163.06,10.00,-10.00
24.06,0.00,0.00,17.07,-169.15,10.00,-10.00
24.86,0.00,0.00,11.21,-169.45,10.00,-10.00
25.65,0.00,0.00,5.27,-169.76,10.00,-10.00
26.88,0.00,0.00,4.79,-175.91,10.00,-10.00
27.74,0.00,0.00,4.44,-176.22,10.00,-10.00
28.47,0.00,0.00,9.67,-170.90,10.00,-10.00
29.69,0.00,0.00,9.14,-171.43,10.00,-10.00
30.64,0.00,0.00,8.75,-171.74,10.00,-10.00
31.36,0.00,0.00,2.72,-172.05,10.00,-10.00
32.57,0.00,0.00,7.82,-178.20,10.00,-10.00
33.36,0.00,0.00,1.85,-173.01,10.00,-10.00
34.15,0.00,0.00,6.99,-178.86,10.00,-10.00
35.37,0.00,0.00,0.79,-179.38,10.00,-10.00
36.26,0.00,0.00,6.02,-179.82,10.00,-10.00
37.52,0.00,0.00,5.21,-169.04,10.00,-10.00
38.24,0.00,0.00,10.57,-169.52,10.00,-10.00
39.04,0.00,0.00,10.13,-175.54,10.00,-10.00
40.34,0.00,0.00,9.38,-170.44,10.00,-10.00
41.06,0.00,0.00,3.36,-170.84,10.00,-10.00
41.97,0.00,0.00,2.88,-176.90,10.00,-10.00
43.22,0.00,0.00,2.18,-171.98,10.00,-10.00
43.93,0.00,0.00,7.36,-172.33,10.00,-10.00
44.69,0.00,0.00,6.92,-178.31,10.00,-10.00
45.96,0.00,0.00,0.59,-173.47,10.00,-10.00
46.74,0.00,0.00,5.69,-179.49,10.00,-10.00
47.61,0.00,0.00,-0.35,-179.93,10.00,-10.00
48.89,0.00,0.00,-1.10,-180.62,10.00,-10.00
49.61,0.00,0.00,-1.58,-186.77,10.00,-10.00
50.85,0.00,0.00,-7.91,-187.43,10.00,-10.00
51.64,0.00,0.00,-2.81,-187.95,10.00,-10.00
52.45,0.00,0.00,-3.34,-188.44,10.00,-10.00
53.68,0.00,0.00,-9.76,-189.14,10.00,-10.00
54.59,0.00,0.00,-10.37,-189.67,10.00,-10.00
55.31,0.00,0.00,-5.23,-184.53,10.00,-10.00
56.56,0.00,0.00,-0.59,-185.32,10.00,-10.00
57.40,0.00,0.00,-1.12,-180.15,10.00,-10.00
58.71,0.00,0.00,-7.76,-186.57,10.00,-10.00
59.43,0.00,0.00,-2.66,-181.34,10.00,-10.00
60.24,0.00,0.00,-3.27,-181.82,10.00,-10.00
61.54,0.00,0.00,-4.15,-182.66,10.00,-10.00
62.26,0.00,0.00,-10.31,-188.81,10.00,-10.00
63.15,0.00,0.00,-10.92,-189.38,10.00,-10.00
64.43,0.00,0.00,-11.87,-184.64,10.00,-10.00
65.15,0.00,0.00,-18.06,-185.08,10.00,-10.00
66.39,0.00,0.00,-13.32,-191.60,10.00,-10.00
67.34,0.00,0.00,-19.60,-197.93,10.00,-10.00
68.06,0.00,0.00,-20.13,-198.41,10.00,-10.00
69.30,0.00,0.00,-15.47,-193.80,10.00,-10.00
70.17,0.00,0.00,-16.00,-200.00,10.00,-10.00
71.45,0.00,0.00,-11.54,-201.01,10.00,-10.00
72.17,0.00,0.00,-12.11,-195.91,10.00,-10.00
73.10,0.00,0.00,-12.85,-202.15,10.00,-10.00
74.38,0.00,0.00,-13.82,-197.56,10.00,-10.00
75.09,0.00,0.00,-20.10,-192.46,10.00,-10.00
76.35,0.00,0.00,-15.49,-199.09,10.00,-10.00
77.13,0.00,0.00,-21.82,-194.04,10.00,-10.00
78.44,0.00,0.00,-28.52,-195.01,10.00,-10.00
79.19,0.00,0.00,-23.47,-201.20,10.00,-10.00
80.11,0.00,0.00,-24.26,-196.33,10.00,-10.00
81.38,0.00,0.00,-31.07,-202.85,10.00,-10.00
82.10,0.00,0.00,-26.06,-203.33,10.00,-10.00
83.35,0.00,0.00,-27.11,-204.39,10.00,-10.00
84.20,0.00,0.00,-27.95,-210.54,10.00,-10.00
84.95,0.00,0.00,-28.72,-211.25,10.00,-10.00
86.20,0.00,0.00,-29.86,-206.63,10.00,-10.00
87.18,0.00,0.00,-25.16,-213.05,10.00,-10.00
88.30,0.00,0.00,-26.26,-208.32,10.00,-10.00
89.12,0.00,0.00,-32.63,-203.44,10.00,-10.00
89.95,0.00,0.00,-27.84,-209.77,10.00,-10.00
91.24,0.00,0.00,-34.58,-205.11,10.00,-10.00
91.96,0.00,0.00,-40.91,-205.69,10.00,-10.00
92.96,0.00,0.00,-41.84,-206.56,10.00,-10.00
94.15,0.00,0.00,-37.22,-207.62,10.00,-10.00
94.87,0.00,0.00,-37.84,-219.46,10.00,-10.00
96.12,0.00,0.00,-39.02,-220.56,10.00,-10.00
97.03,0.00,0.00,-34.21,-221.40,10.00,-10.00
98.27,0.00,0.00,-41.02,-216.96,10.00,-10.00
99.00,0.00,0.00,-41.73,-217.57,10.00,-10.00
99.91,0.00,0.00,-42.56,-224.08,10.00,-10.00
101.19,0.00,0.00,-38.21,-219.66,10.00,-10.00
101.91,0.00,0.00,-38.91,-214.74,10.00,-10.00
103.15,0.00,0.00,-51.37,-221.55,10.00,-10.00
104.09,0.00,0.00,-52.25,-216.76,10.00,-10.00
105.30,0.00,0.00,-53.44,-223.53,10.00,-10.00
106.07,0.00,0.00,-48.60,-224.27,10.00,-10.00
106.98,0.00,0.00,-55.15,-225.04,10.00,-10.00
108.29,0.00,0.00,-45.24,-226.27,10.00,-10.00
109.01,0.00,0.00,-51.70,-226.98,10.00,-10.00
110.26,0.00,0.00,-47.35,-228.21,10.00,-10.00
111.09,0.00,0.00,-53.81,-228.87,10.00,-10.00
112.40,0.00,0.00,-55.22,-230.19,10.00,-10.00
113.14,0.00,0.00,-56.01,-225.15,10.00,-10.00
114.07,0.00,0.00,-57.00,-231.83,10.00,-10.00
115.42,0.00,0.00,-58.40,-233.02,10.00,-10.00
116.14,0.00,0.00,-64.82,-228.10,10.00,-10.00
117.33,0.00,0.00,-66.05,-234.91,10.00,-10.00
118.21,0.00,0.00,-67.06,-235.79,10.00,-10.00
119.52,0.00,0.00,-62.82,-237.13,10.00,-10.00
120.24,0.00,0.00,-63.70,-237.79,10.00,-10.00
121.50,0.00,0.00,-64.97,-244.73,10.00,-10.00
122.41,0.00,0.00,-60.36,-240.03,10.00,-10.00
123.13,0.00,0.00,-66.69,-246.36,10.00,-10.00
124.39,0.00,0.00,-73.65,-242.07,10.00,-10.00
125.33,0.00,0.00,-74.62,-243.00,10.00,-10.00
126.63,0.00,0.00,-75.98,-244.40,10.00,-10.00
127.34,0.00,0.00,-71.15,-245.19,10.00,-10.00
128.61,0.00,0.00,-72.55,-246.51,10.00,-10.00
129.38,0.00,0.00,-73.45,-247.30,10.00,-10.00
130.68,0.00,0.00,-69.24,-248.60,10.00,-10.00
131.50,0.00,0.00,-75.78,-249.43,10.00,-10.00
132.35,0.00,0.00,-76.75,-255.94,10.00,-10.00
133.66,0.00,0.00,-78.24,-257.34,10.00,-10.00
134.38,0.00,0.00,-79.06,-252.38,10.00,-10.00
135.64,0.00,0.00,-86.09,-253.72,10.00,-10.00
136.61,0.00,0.00,-87.23,-249.06,10.00,-10.00
137.79,0.00,0.00,-82.97,-255.92,10.00,-10.00
138.56,0.00,0.00,-89.52,-250.99,10.00,-10.00
139.47,0.00,0.00,-84.97,-252.05,10.00,-10.00
140.78,0.00,0.00,-86.46,-259.10,10.00,-10.00
141.50,0.00,0.00,-87.25,-265.39,10.00,-10.00
142.76,0.00,0.00,-88.75,-266.84,10.00,-10.00
143.58,0.00,0.00,-84.05,-267.67,10.00,-10.00
144.89,0.00,0.00,-96.77,-269.12,10.00,-10.00
145.64,0.00,0.00,-92.02,-264.33,10.00,-10.00
146.57,0.00,0.00,-93.12,-259.69,10.00,-10.00
147.89,0.00,0.00,-94.66,-261.06,10.00,-10.00
148.61,0.00,0.00,-95.54,-261.89,10.00,-10.00
149.86,0.00,0.00,-91.34,-268.97,10.00,-10.00
150.59,0.00,0.00,-97.84,-269.71,10.00,-10.00
151.91,0.00,0.00,-99.47,-271.10,10.00,-10.00
152.73,0.00,0.00,-100.39,-271.98,10.00,-10.00
154.00,0.00,0.00,-101.87,-279.01,10.00,-10.00
154.89,0.00,0.00,-102.96,-274.35,10.00,-10.00
156.21,0.00,0.00,-110.08,-275.87,10.00,-10.00
156.94,0.00,0.00,-105.34,-270.99,10.00,-10.00
157.81,0.00,0.00,-106.44,-271.91,10.00,-10.00
159.17,0.00,0.00,-102.37,-279.03,10.00,-10.00
159.89,0.00,0.00,-108.92,-274.20,10.00,-10.00
161.16,0.00,0.00,-110.41,-281.25,10.00,-10.00
161.95,0.00,0.00,-105.71,-287.80,10.00,-10.00
163.28,0.00,0.00,-112.90,-289.25,10.00,-10.00
164.05,0.00,0.00,-113.91,-284.50,10.00,-10.00
165.31,0.00,0.00,-115.40,-285.91,10.00,-10.00
166.32,0.00,0.00,-116.59,-281.49,10.00,-10.00
167.44,0.00,0.00,-117.99,-282.77,10.00,-10.00
168.28,0.00,0.00,-118.98,-289.27,10.00,-10.00
169.55,0.00,0.00,-120.56,-290.72,10.00,-10.00
170.45,0.00,0.00,-116.13,-286.19,10.00,-10.00
171.78,0.00,0.00,-117.80,-298.78,10.00,-10.00
172.50,0.00,0.00,-129.95,-299.66,10.00,-10.00
173.75,0.00,0.00,-131.44,-295.40,10.00,-10.00
174.63,0.00,0.00,-126.96,-302.08,10.00,-10.00
175.39,0.00,0.00,-127.84,-302.96,10.00,-10.00
