BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,6.99,5.08,6.99,5.08,197.52,31.33,0.07,-0.07,0.07,-0.07,16.79,9.11,16.85,9.05,52.66,172.90
2.64,7.00,5.08,7.04,5.10,198.69,31.79,-0.94,-0.37,-0.94,-0.37,17.00,9.36,16.06,8.99,52.66,172.90
12.08,7.19,5.10,7.07,5.10,199.10,32.23,2.12,1.98,2.12,1.98,17.67,10.17,19.78,12.15,52.66,172.90
14.99,7.30,5.11,7.10,5.11,199.87,32.70,3.29,3.06,3.29,3.06,17.85,10.40,21.15,13.46,52.66,172.90
17.12,7.39,5.12,7.13,5.12,200.53,33.05,4.31,4.03,4.31,4.03,17.98,10.56,22.29,14.60,52.66,172.90
19.73,7.52,5.14,7.17,5.13,201.37,33.38,5.82,5.56,5.82,5.56,18.13,10.76,23.95,16.32,52.66,172.90
21.89,7.64,5.15,7.20,5.14,202.14,33.71,7.21,6.95,7.21,6.95,18.25,10.91,25.46,17.86,52.66,172.90
24.30,7.78,5.17,7.25,5.16,203.04,34.26,8.98,8.50,8.98,8.50,18.37,11.08,27.34,19.58,52.66,172.90
26.48,7.92,5.19,7.29,5.17,203.92,34.78,10.72,10.05,10.72,10.05,18.47,11.23,29.19,21.28,52.66,172.90
29.13,8.11,5.21,7.36,5.18,205.34,35.71,12.75,11.87,12.75,11.87,18.59,11.40,30.00,23.27,52.66,172.90
32.19,8.35,5.24,7.45,5.20,207.12,36.76,15.33,14.27,15.33,14.27,18.72,11.59,30.00,25.86,52.66,172.90
34.71,8.56,5.26,7.54,5.22,208.82,38.03,17.51,16.06,17.51,16.06,18.81,11.73,30.00,27.80,52.66,172.90
37.31,8.80,5.29,7.65,5.24,210.88,39.46,19.72,18.02,19.72,18.02,18.90,11.88,30.00,29.90,52.66,172.90
39.66,9.02,5.31,7.76,5.25,212.99,41.13,21.68,19.57,21.68,19.57,18.97,12.01,30.00,30.00,52.66,172.90
42.62,9.32,5.35,7.93,5.27,216.02,43.51,24.08,21.51,24.08,21.51,19.06,12.16,30.00,30.00,52.66,172.90
44.78,9.55,5.37,8.06,5.28,218.40,45.48,25.90,22.85,25.90,22.85,19.11,12.26,30.00,30.00,52.66,172.90
47.64,9.87,5.41,8.27,5.30,222.26,48.58,27.82,24.33,27.82,24.33,19.17,12.39,30.00,30.00,52.66,172.90
50.68,10.22,5.45,8.49,5.32,226.11,51.81,30.43,26.22,30.43,26.22,19.22,12.52,30.00,30.00,52.66,172.90
52.91,10.49,5.48,8.67,5.33,229.27,54.67,32.22,27.29,32.22,27.29,19.25,12.61,30.00,30.00,52.66,172.90
55.39,10.80,5.52,8.90,5.35,233.14,58.12,34.05,28.36,34.05,28.36,19.28,12.71,30.00,30.00,52.66,172.90
57.68,11.10,5.55,9.11,5.36,236.92,61.50,35.72,29.28,35.72,29.28,19.30,12.79,30.00,30.00,52.66,172.90
60.16,11.43,5.59,9.36,5.38,241.34,65.24,37.38,30.37,37.38,30.37,19.31,12.87,30.00,30.00,52.66,172.90
63.15,11.85,5.64,9.68,5.40,246.92,70.11,39.37,31.49,39.37,31.49,19.32,12.96,30.00,30.00,52.66,172.90
65.38,12.17,5.68,9.98,5.41,252.06,74.82,40.07,31.42,40.07,31.42,19.31,13.02,30.00,30.00,52.66,172.90
68.37,12.61,5.73,10.29,5.42,257.16,79.61,43.00,32.99,43.00,32.99,19.29,13.09,30.00,30.00,52.66,172.90
70.67,12.95,5.77,10.58,5.43,262.03,84.20,44.48,33.43,44.48,33.43,19.27,13.14,30.00,30.00,52.66,172.90
73.34,13.37,5.82,10.92,5.45,268.05,89.58,46.02,34.04,46.02,34.04,19.24,13.19,30.00,30.00,52.66,172.90
76.31,13.84,5.87,11.32,5.47,274.93,95.76,47.78,34.70,47.78,34.70,19.20,13.24,30.00,30.00,52.66,172.90
78.56,14.21,5.91,11.64,5.49,280.32,100.70,49.09,35.07,49.09,35.07,19.15,13.27,30.00,30.00,52.66,172.90
81.13,14.64,5.96,12.02,5.50,286.71,106.72,50.50,35.23,50.50,35.23,19.10,13.30,30.00,30.00,52.66,172.90
83.55,15.04,6.01,12.41,5.51,293.35,112.90,51.33,34.97,51.33,34.97,19.03,13.32,30.00,30.00,52.66,172.90
86.46,15.55,6.07,12.84,5.52,300.64,119.86,53.23,35.29,53.23,35.29,18.95,13.34,30.00,30.00,52.66,172.90
89.32,16.05,6.13,13.31,5.54,308.51,127.11,54.55,35.32,54.55,35.32,18.86,13.35,30.00,30.00,52.66,172.90
91.62,16.46,6.18,13.69,5.56,315.14,133.22,55.45,35.19,55.45,35.19,18.78,13.35,30.00,30.00,52.66,172.90
94.54,16.99,6.24,14.20,5.57,323.60,141.17,56.67,34.90,56.67,34.90,18.66,13.34,30.00,30.00,52.66,172.90
97.48,17.54,6.30,14.72,5.59,332.39,149.39,57.84,34.57,57.84,34.57,18.54,13.33,30.00,30.00,52.66,172.90
99.77,17.97,6.35,15.14,5.60,339.51,156.09,58.54,34.07,58.54,34.07,18.43,13.31,30.00,30.00,52.66,172.90
102.62,18.51,6.41,15.70,5.62,348.91,164.99,59.05,33.03,59.05,33.03,18.29,13.28,30.00,30.00,52.66,172.90
105.03,18.97,6.47,16.12,5.63,356.17,171.76,60.27,32.97,60.27,32.97,18.16,13.25,30.00,30.00,52.66,172.90
107.83,19.52,6.53,16.67,5.64,365.24,180.55,61.15,32.07,61.15,32.07,18.00,13.20,30.00,30.00,52.66,172.90
110.63,20.07,6.59,17.23,5.65,374.58,189.51,61.86,31.07,61.86,31.07,17.84,13.15,30.00,30.00,52.66,172.90
113.01,20.54,6.65,17.71,5.66,382.64,197.27,62.46,30.18,62.46,30.18,17.68,13.10,30.00,30.00,52.66,172.90
115.64,21.07,6.71,18.25,5.67,391.56,205.93,63.16,29.14,63.16,29.14,17.51,13.03,30.00,30.00,52.66,172.90
118.66,21.68,6.78,18.89,5.68,402.24,216.23,63.65,27.69,63.65,27.69,17.30,12.95,30.00,30.00,52.66,172.90
121.21,22.20,6.84,19.49,5.69,412.15,225.90,63.25,25.56,63.25,25.56,17.11,12.87,30.00,30.00,52.66,172.90
124.39,22.85,6.92,20.12,5.71,422.74,235.94,64.59,24.98,64.59,24.98,16.86,12.77,30.00,30.00,52.66,172.90
127.57,23.51,6.99,20.81,5.73,434.48,247.02,64.88,23.43,64.88,23.43,16.61,12.65,30.00,30.00,52.66,172.90
130.15,24.05,7.05,21.39,5.73,444.10,256.38,65.06,21.84,65.06,21.84,16.39,12.55,30.00,30.00,52.66,172.90
132.63,24.57,7.11,21.95,5.75,453.46,265.32,65.19,20.41,65.19,20.41,16.17,12.45,30.00,30.00,52.66,172.90
135.79,25.23,7.19,22.68,5.76,465.55,277.12,65.26,18.25,65.26,18.25,15.87,12.31,30.00,30.00,52.66,172.90
138.50,25.80,7.26,23.31,5.77,476.16,287.14,65.07,16.49,65.07,16.49,15.62,12.18,30.00,28.67,52.66,172.90
141.18,26.37,7.32,23.94,5.78,486.53,297.31,65.05,14.52,65.05,14.52,15.35,12.04,30.00,26.56,52.66,172.90
143.62,26.89,7.38,24.56,5.79,496.88,307.16,64.16,12.17,64.16,12.17,15.10,11.91,30.00,24.08,52.66,172.90
146.54,27.51,7.45,25.22,5.80,507.86,317.81,64.51,10.50,64.51,10.50,14.79,11.75,30.00,22.25,52.66,172.90
149.44,28.13,7.53,25.92,5.82,519.69,329.04,63.95,8.19,63.95,8.19,14.47,11.58,30.00,19.77,52.66,172.90
151.85,28.64,7.59,26.50,5.83,529.38,338.36,63.59,6.27,63.59,6.27,14.20,11.43,30.00,17.70,52.66,172.90
154.77,29.26,7.66,27.21,5.85,541.13,349.58,63.19,4.04,63.19,4.04,13.86,11.24,30.00,15.28,52.66,172.90
157.90,29.92,7.73,27.96,5.87,553.88,361.58,62.55,1.63,62.55,1.63,13.48,11.03,30.00,12.66,52.66,172.90
160.54,30.48,7.80,28.63,5.90,565.24,372.19,61.39,-0.89,61.39,-0.89,13.15,10.84,30.00,9.95,52.66,172.90
163.31,31.07,7.87,29.26,5.92,575.91,382.13,61.43,-2.33,61.43,-2.33,12.80,10.64,30.00,8.31,52.66,172.90
165.68,31.56,7.92,29.82,5.95,585.60,390.78,60.82,-3.79,60.82,-3.79,12.49,10.46,30.00,6.67,52.66,172.90
168.16,32.09,7.98,30.40,5.98,595.67,399.77,60.29,-5.22,60.29,-5.22,12.15,10.27,30.00,5.05,52.66,172.90
171.20,32.72,8.06,31.11,6.04,608.13,410.52,59.42,-6.78,59.42,-6.78,11.74,10.02,30.00,3.23,52.66,172.90
173.70,33.24,8.12,31.68,6.08,618.23,419.06,58.79,-7.82,58.79,-7.82,11.38,9.81,30.00,1.99,52.66,172.90
176.03,33.72,8.17,32.21,6.13,627.66,426.93,58.17,-8.71,58.17,-8.71,11.05,9.61,30.00,0.90,52.66,172.90
178.25,34.18,8.23,32.71,6.19,636.71,434.07,57.47,-9.23,57.47,-9.23,10.72,9.41,30.00,0.18,52.66,172.90
181.13,34.77,8.29,33.36,6.27,648.84,443.54,56.06,-10.20,56.06,-10.20,10.29,9.15,30.00,-1.06,52.66,172.90
184.11,35.37,8.36,33.98,6.36,660.27,452.15,55.66,-10.08,55.66,-10.08,9.83,8.86,30.00,-1.21,52.66,172.90
186.48,35.85,8.42,34.48,6.43,669.69,459.05,54.94,-10.08,54.94,-10.08,9.45,8.63,30.00,-1.44,52.66,172.90
188.97,36.34,8.48,34.99,6.52,679.60,466.13,54.07,-9.99,54.07,-9.99,9.05,8.38,30.00,-1.60,52.66,172.90
191.92,36.92,8.54,35.59,6.63,691.27,474.08,53.03,-9.52,53.03,-9.52,8.57,8.08,30.00,-1.44,52.66,172.90
