BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,6.99,5.08,6.99,5.08,197.65,31.20,-0.04,0.07,-0.04,0.07,16.79,9.11,16.74,9.18,54.33,175.88
2.77,6.99,5.08,6.99,5.08,197.70,31.25,-0.04,-0.04,-0.04,-0.04,16.79,9.12,16.74,9.07,54.33,175.88
5.61,7.00,5.09,7.01,5.09,198.01,31.40,-0.17,-0.05,-0.17,-0.05,17.01,9.38,16.84,9.32,54.33,175.88
8.52,7.04,5.09,7.03,5.10,198.49,31.60,-0.01,0.26,-0.01,0.26,17.23,9.64,17.22,9.89,54.33,175.88
10.63,7.07,5.09,7.05,5.10,198.91,31.90,0.30,0.52,0.30,0.52,17.38,9.82,17.68,10.34,54.33,175.88
13.26,7.14,5.10,7.08,5.11,199.46,32.30,0.96,1.09,0.96,1.09,17.56,10.04,18.53,11.13,54.33,175.88
15.42,7.21,5.11,7.10,5.11,199.90,32.65,1.77,1.72,1.77,1.72,17.70,10.22,19.47,11.94,54.33,175.88
17.94,7.30,5.12,7.14,5.12,200.75,32.98,2.64,2.76,2.64,2.76,17.86,10.41,20.00,13.18,54.33,175.88
20.25,7.17,5.13,7.18,5.14,201.65,33.35,-0.20,0.02,-0.20,0.02,16.69,9.10,16.49,9.12,54.33,175.88
23.02,7.18,5.13,7.21,5.14,202.22,33.79,-0.57,-0.26,-0.57,-0.26,16.91,9.35,16.33,9.09,54.33,175.88
25.22,7.21,5.14,7.25,5.15,202.95,34.30,-0.87,-0.42,-0.87,-0.42,17.07,9.55,16.21,9.12,54.33,175.88
27.92,7.25,5.14,7.28,5.17,203.85,34.65,-0.91,-0.09,-0.91,-0.09,17.27,9.78,16.36,9.69,54.33,175.88
30.84,7.33,5.15,7.33,5.18,204.80,35.09,-0.52,0.52,-0.52,0.52,17.47,10.02,16.95,10.55,54.33,175.88
32.99,7.39,5.16,7.36,5.20,205.52,35.38,-0.00,1.22,-0.00,1.22,17.61,10.20,17.61,11.42,54.33,175.88
35.70,7.50,5.17,7.40,5.21,206.40,35.73,0.99,2.36,0.99,2.36,17.78,10.41,18.77,12.77,54.33,175.88
37.94,7.43,5.23,7.44,5.23,207.48,36.10,-0.20,-0.07,-0.20,-0.07,16.54,9.09,16.34,9.03,54.33,175.88
41.03,7.44,5.23,7.48,5.25,208.38,36.54,-0.86,-0.31,-0.86,-0.31,16.78,9.38,15.92,9.06,54.33,175.88
43.22,7.47,5.23,7.52,5.27,209.30,36.87,-1.32,-0.27,-1.32,-0.27,16.94,9.57,15.63,9.30,54.33,175.88
45.53,7.51,5.24,7.56,5.29,210.24,37.13,-1.52,0.06,-1.52,0.06,17.11,9.77,15.59,9.82,54.33,175.88
47.71,7.56,5.25,7.59,5.31,211.17,37.35,-1.50,0.58,-1.50,0.58,17.26,9.95,15.76,10.53,54.33,175.88
50.63,7.65,5.26,7.64,5.33,212.22,37.86,-0.94,1.36,-0.94,1.36,17.45,10.18,16.51,11.55,54.33,175.88
