BEGIN CSV
7,1395.24,-33.37,880044224.00,-849335552.00,20.00,-20.00
,0.47,1.81582484.56,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,880311936.00,-849593856.00,20.00,-20.00
,0.47,1.81582487.73,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,880322496.00,-849603968.00,20.00,-20.00
,0.47,1.81582490.97,92.01,94.42,50.41,50.78,1656.59,-6.11,1395.31,-33.34,1395.31,-33.34,880333120.00,-849614336.00,20.00,-20.00
,0.47,1.81582494.14,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,880343616.00,-849624384.0024,-33.37,894265792.00,-863060800.00,20.00,-20.00
,0.47,1.81586692.02,92.01,94.42,50.41,50.78,1656.59,-6.11,1395.31,-33.34,1395.31,-33.34,894276288.00,-863070848.00,20.00,-20.00
,0.47,1.81586695.25,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,894286976.00,-863081024.00,20.00,-20.00
,0.47,1.81586698.43,92.01,94.42,50.41,50.79,1656.64,-6.11,1395.26,-33.34,1395.26,-33.34,894297600.00,-863091392.00,20.00,-20.00
,0.47,1.81586701.66,92.01,94.42,50.41,50.78,1656.62,-6.09,1395.28,-33.37,1395.28,-33.37,894308288.00,-863101696.00,20.00,-20.00
,0.47,1.81586704.77,92.01,94.42,50.41,50.78,1656.59,-6.09,1395.31,-33.37,1395.31,-33.37,894318784.00,-863111680.00,20.00,-20.00
,0.47,1.81586707.95,92.01,94.42,50.41,50.79,1656.64,-6.11,1395.26,-33.34,1395.26,-33.34,894329216.00,-863121984.00,20.00,-20.00
,0.47,1.81586711.18,92.01,94.42,50.41,50.79,1656.68,-6.09,1395.22,-33.37,1395.22,-33.37,894340096.00,-863132416.00,20.00,-20.00
,0.47,1.81586714.36,92.01,94.42,50.41,50.79,1656.62,-6.13,1395.28,-33.32,1395.28,-33.32,894350592.00,-863142464.00,20.00,-20.00
,0.47,1.81586717.65,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,894361600.00,-863153216.00,20.00,-20.00
,0.47,1.81586720.83,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,894372288.00,-863163520.00,20.00,-20.00
,0.47,1.81586724.06,92.01,94.42,50.41,50.79,1656.64,-6.09,1395.26,-33.37,1395.26,-33.37,894383040.00,-863173824.00,20.00,-20.00
,0.47,1.81586727.29,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,894393600.00,-863184128.00,20.00,-20.00
,0.47,1.81586730.53,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894404352.00,-863194432.00,20.00,-20.00
,0.47,1.81586733.83,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894415552.00,-863205248.00,20.00,-20.00
,0.47,1.81586737.00,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,894426048.00,-863215488.00,20.00,-20.00
,0.47,1.81586740.30,92.01,94.42,50.41,50.79,1656.64,-6.15,1395.26,-33.30,1395.26,-33.30,894436992.00,-863226048.00,20.00,-20.00
,0.47,1.81586743.53,92.01,94.42,50.41,50.79,1656.59,-6.13,1395.31,-33.32,1395.31,-33.32,894447808.00,-863236416.00,20.00,-20.00
,0.47,1.81586746.77,92.01,94.42,50.41,50.78,1656.62,-6.06,1395.28,-33.39,1395.28,-33.39,894458560.00,-863246784.00,20.00,-20.00
,0.47,1.81586750.00,92.01,94.42,50.42,50.79,1656.73,-6.06,1395.17,-33.39,1395.17,-33.39,894469312.00,-863257216.00,20.00,-20.00
,0.47,1.81586753.30,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,894480448.00,-863267840.00,20.00,-20.00
,0.47,1.81586756.53,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,894491200.00,-863278144.00,20.00,-20.00
,0.47,1.81586759.70,92.01,94.42,50.41,50.79,1656.62,-6.15,1395.28,-33.30,1395.28,-33.30,894501760.00,-863288576.00,20.00,-20.00
,0.47,1.81586762.82,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894512128.00,-863298496.00,20.00,-20.00
,0.47,1.81586765.93,92.01,94.42,50.41,50.79,1656.64,-6.11,1395.26,-33.34,1395.26,-33.34,894522496.00,-863308352.00,20.00,-20.00
,0.47,1.81586768.98,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,894532736.00,-863318336.00,20.00,-20.00
,0.47,1.81586771.97,92.01,94.42,50.41,50.78,1656.62,-6.09,1395.28,-33.37,1395.28,-33.37,894542656.00,-863327936.00,20.00,-20.00
,0.47,1.81586775.02,92.01,94.42,50.41,50.79,1656.68,-6.09,1395.22,-33.37,1395.22,-33.37,894552832.00,-863337792.00,20.00,-20.00
,0.47,1.81586778.14,92.01,94.42,50.41,50.79,1656.70,-6.13,1395.20,-33.32,1395.20,-33.32,894563136.00,-863347648.00,20.00,-20.00
,0.47,1.81586781.19,92.01,94.42,50.41,50.78,1656.59,-6.11,1395.31,-33.34,1395.31,-33.34,894573312.00,-863357568.00,20.00,-20.00
,0.47,1.81586784.24,92.01,94.42,50.41,50.78,1656.53,-6.11,1395.37,-33.34,1395.37,-33.34,894583424.00,-863367296.00,20.00,-20.00
,0.47,1.81586787.41,92.01,94.42,50.41,50.79,1656.59,-6.13,1395.31,-33.32,1395.31,-33.32,894593920.00,-863377536.00,20.00,-20.00
,0.47,1.81586790.47,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,894604160.00,-863387328.00,20.00,-20.00
,0.47,1.81586793.52,92.01,94.42,50.41,50.78,1656.57,-6.13,1395.33,-33.32,1395.33,-33.32,894614272.00,-863397056.00,20.00,-20.00
,0.47,1.81586796.63,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,894624640.00,-863407104.00,20.00,-20.00
,0.47,1.81586799.68,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894634944.00,-863417024.00,20.00,-20.00
,0.47,1.81586802.73,92.01,94.42,50.41,50.79,1656.62,-6.13,1395.28,-33.32,1395.28,-33.32,894645056.00,-863426880.00,20.00,-20.00
,0.47,1.81586805.91,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,894655680.00,-863436992.00,20.00,-20.00
,0.47,1.81586808.90,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,894665536.00,-863446656.00,20.00,-20.00
,0.47,1.81586811.95,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,894675776.00,-863456448.00,20.00,-20.00
,0.47,1.81586815.00,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894685824.00,-863466304.00,20.00,-20.00
,0.47,1.81586817.99,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894696000.00,-863475968.00,20.00,-20.00
,0.47,1.81586820.86,92.01,94.42,50.41,50.78,1656.59,-6.11,1395.31,-33.34,1395.31,-33.34,894705344.00,-863485056.00,20.00,-20.00
,0.47,1.81586823.67,92.01,94.42,50.41,50.79,1656.59,-6.13,1395.31,-33.32,1395.31,-33.32,894714752.00,-863494016.00,20.00,-20.00
,0.47,1.81586826.54,92.01,94.42,50.41,50.78,1656.57,-6.09,1395.33,-33.37,1395.33,-33.37,894724544.00,-863503488.00,20.00,-20.00
,0.47,1.81586829.47,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894734272.00,-863512896.00,20.00,-20.00
,0.47,1.81586832.34,92.01,94.42,50.41,50.79,1656.64,-6.09,1395.26,-33.37,1395.26,-33.37,894743744.00,-863521920.00,20.00,-20.00
,0.47,1.81586835.27,92.01,94.42,50.41,50.78,1656.57,-6.09,1395.33,-33.37,1395.33,-33.37,894753536.00,-863531456.00,20.00,-20.00
,0.47,1.81586838.38,92.01,94.42,50.41,50.78,1656.59,-6.06,1395.31,-33.39,1395.31,-33.39,894763840.00,-863541376.00,20.00,-20.00
,0.47,1.81586841.86,92.01,94.42,50.41,50.78,1656.53,-6.09,1395.37,-33.37,1395.37,-33.37,894775424.00,-863552576.00,20.00,-20.00
,0.47,1.81586845.34,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894787136.00,-863563904.00,20.00,-20.00
,0.47,1.81586848.33,92.01,94.42,50.41,50.79,1656.64,-6.09,1395.26,-33.37,1395.26,-33.37,894797120.00,-863573504.00,20.00,-20.00
,0.47,1.81586851.56,92.01,94.42,50.41,50.78,1656.62,-6.06,1395.28,-33.39,1395.28,-33.39,894807872.00,-863583808.00,20.00,-20.00
,0.47,1.81586855.10,92.01,94.42,50.41,50.78,1656.64,-6.06,1395.26,-33.39,1395.26,-33.39,894819776.00,-863595328.00,20.00,-20.00
,0.47,1.81586858.09,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,894829696.00,-863604928.00,20.00,-20.00
,0.47,1.81586861.27,92.01,94.42,50.41,50.79,1656.64,-6.09,1395.26,-33.37,1395.26,-33.37,894840192.00,-863615040.00,20.00,-20.00
,0.47,1.81586864.38,92.01,94.42,50.41,50.79,1656.68,-6.09,1395.22,-33.37,1395.22,-33.37,894850752.00,-863625088.00,20.00,-20.00
,0.47,1.81586867.43,92.01,94.42,50.42,50.79,1656.68,-6.06,1395.22,-33.39,1395.22,-33.39,894860672.00,-863634880.00,20.00,-20.00
,0.47,1.81586870.61,92.01,94.42,50.41,50.78,1656.62,-6.06,1395.28,-33.39,1395.28,-33.39,894871488.00,-863645248.00,20.00,-20.00
,0.47,1.81586873.66,92.01,94.42,50.41,50.78,1656.57,-6.09,1395.33,-33.37,1395.33,-33.37,894881600.00,-863655104.00,20.00,-20.00
,0.47,1.81586876.89,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894892352.00,-863665408.00,20.00,-20.00
,0.47,1.81586880.00,92.01,94.42,50.41,50.79,1656.64,-6.09,1395.26,-33.37,1395.26,-33.37,894902720.00,-863675328.00,20.00,-20.00
,0.47,1.81586883.12,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,894912960.00,-863685376.00,20.00,-20.00
,0.47,1.81586886.29,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,894923584.00,-863695488.00,20.00,-20.00
,0.47,1.81586889.47,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,894934080.00,-863705792.00,20.00,-20.00
,0.47,1.81586892.58,92.01,94.42,50.41,50.79,1656.66,-6.06,1395.24,-33.39,1395.24,-33.39,894944512.00,-863715712.00,20.00,-20.00
,0.47,1.81586895.75,92.01,94.42,50.41,50.79,1656.64,-6.13,1395.26,-33.32,1395.26,-33.32,894955136.00,-863726016.00,20.00,-20.00
,0.47,1.81586898.93,92.01,94.42,50.41,50.79,1656.62,-6.13,1395.28,-33.32,1395.28,-33.32,894965632.00,-863736192.00,20.00,-20.00
,0.47,1.81586902.16,92.01,94.42,50.41,50.78,1656.64,-6.06,1395.26,-33.39,1395.26,-33.39,894976384.00,-863746496.00,20.00,-20.00
,0.47,1.81586905.27,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,894986880.00,-863756544.00,20.00,-20.00
,0.47,1.81586908.51,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,894997632.00,-863766976.00,20.00,-20.00
,0.47,1.81586911.68,92.01,94.42,50.41,50.79,1656.66,-6.06,1395.24,-33.39,1395.24,-33.39,895008256.00,-863777216.00,20.00,-20.00
,0.47,1.81586914.86,92.01,94.42,50.41,50.78,1656.59,-6.11,1395.31,-33.34,1395.31,-33.34,895018752.00,-863787392.00,20.00,-20.00
,0.47,1.81586918.15,92.01,94.42,50.41,50.78,1656.59,-6.09,1395.31,-33.37,1395.31,-33.37,895029760.00,-863798144.00,20.00,-20.00
,0.47,1.81586921.33,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,895040384.00,-863808320.00,20.00,-20.00
,0.47,1.81586924.62,92.01,94.42,50.42,50.78,1656.64,-6.02,1395.26,-33.43,1395.26,-33.43,895051328.00,-863818816.00,20.00,-20.00
,0.47,1.81586927.80,92.01,94.42,50.41,50.79,1656.59,-6.15,1395.31,-33.30,1395.31,-33.30,895061888.00,-863829120.00,20.00,-20.00
,0.47,1.81586931.09,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,895073024.00,-863839808.00,20.00,-20.00
,0.47,1.81586934.33,92.01,94.42,50.41,50.79,1656.64,-6.11,1395.26,-33.34,1395.26,-33.34,895083776.00,-863850176.00,20.00,-20.00
,0.47,1.81586937.56,92.01,94.42,50.41,50.79,1656.66,-6.15,1395.24,-33.30,1395.24,-33.30,895094464.00,-863860480.00,20.00,-20.00
,0.47,1.81586940.80,92.01,94.42,50.41,50.79,1656.55,-6.17,1395.35,-33.28,1395.35,-33.28,895105408.00,-863871040.00,20.00,-20.00
,0.47,1.81586944.09,92.01,94.42,50.41,50.78,1656.59,-6.09,1395.31,-33.37,1395.31,-33.37,895116288.00,-863881600.00,20.00,-20.00
,0.47,1.81586947.33,92.01,94.42,50.41,50.78,1656.59,-6.11,1395.31,-33.34,1395.31,-33.34,895127040.00,-863891904.00,20.00,-20.00
,0.47,1.81586950.50,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,895137536.00,-863902208.00,20.00,-20.00
,0.47,1.81586953.80,92.01,94.42,50.41,50.78,1656.62,-6.06,1395.28,-33.39,1395.28,-33.39,895148672.00,-863912896.00,20.00,-20.00
,0.47,1.81586957.03,92.01,94.42,50.41,50.79,1656.62,-6.13,1395.28,-33.32,1395.28,-33.32,895159424.00,-863923200.00,20.00,-20.00
,0.47,1.81586960.27,92.01,94.42,50.41,50.78,1656.59,-6.09,1395.31,-33.37,1395.31,-33.37,895170112.00,-863933568.00,20.00,-20.00
,0.47,1.81586963.38,92.01,94.42,50.41,50.78,1656.62,-6.06,1395.28,-33.39,1395.28,-33.39,895180608.00,-863943680.00,20.00,-20.00
,0.47,1.81586966.49,92.01,94.42,50.41,50.79,1656.66,-6.15,1395.24,-33.30,1395.24,-33.30,895190976.00,-863953600.00,20.00,-20.00
,0.47,1.81586969.48,92.01,94.42,50.41,50.79,1656.64,-6.09,1395.26,-33.37,1395.26,-33.37,895200832.00,-863963264.00,20.00,-20.00
,0.47,1.81586972.47,92.01,94.42,50.41,50.79,1656.70,-6.13,1395.20,-33.32,1395.20,-33.32,895210752.00,-863972672.00,20.00,-20.00
,0.47,1.81586975.52,92.01,94.42,50.41,50.78,1656.57,-6.06,1395.33,-33.39,1395.33,-33.39,895220992.00,-863982656.00,20.00,-20.00
,0.47,1.81586978.64,92.01,94.42,50.41,50.78,1656.59,-6.09,1395.31,-33.37,1395.31,-33.37,895231360.00,-863992640.00,20.00,-20.00
,0.47,1.81586981.69,92.01,94.42,50.41,50.79,1656.64,-6.13,1395.26,-33.32,1395.26,-33.32,895241600.00,-864002560.00,20.00,-20.00
,0.47,1.81586984.80,92.01,94.42,50.41,50.79,1656.64,-6.09,1395.26,-33.37,1395.26,-33.37,895251968.00,-864012480.00,20.00,-20.00
,0.47,1.81586987.92,92.01,94.42,50.41,50.79,1656.59,-6.13,1395.31,-33.32,1395.31,-33.32,895262464.00,-864022592.00,20.00,-20.00
,0.47,1.81586990.97,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,895272448.00,-864032320.00,20.00,-20.00
,0.47,1.81586994.14,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,895283136.00,-864042496.00,20.00,-20.00
,0.47,1.81586997.19,92.01,94.42,50.41,50.78,1656.59,-6.06,1395.31,-33.39,1395.31,-33.39,895293376.00,-864052480.00,20.00,-20.00
,0.47,1.81587000.24,92.01,94.42,50.41,50.78,1656.62,-6.09,1395.28,-33.37,1395.28,-33.37,895303424.00,-864062144.00,20.00,-20.00
,0.47,1.81587003.36,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,895313792.00,-864072256.00,20.00,-20.00
,0.47,1.81587006.41,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,895323968.00,-864081984.00,20.00,-20.00
,0.47,1.81587009.46,92.01,94.42,50.41,50.78,1656.59,-6.09,1395.31,-33.37,1395.31,-33.37,895334208.00,-864091776.00,20.00,-20.00
,0.47,1.81587012.45,92.01,94.42,50.41,50.78,1656.57,-6.06,1395.33,-33.39,1395.33,-33.39,895344064.00,-864101376.00,20.00,-20.00
,0.47,1.81587015.56,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,895354560.00,-864111488.00,20.00,-20.00
,0.47,1.81587018.55,92.01,94.42,50.41,50.78,1656.57,-6.09,1395.33,-33.37,1395.33,-33.37,895364480.00,-864121088.00,20.00,-20.00
,0.47,1.81587021.42,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,895374080.00,-864130240.00,20.00,-20.00
,0.47,1.81587024.29,92.01,94.42,50.41,50.79,1656.59,-6.13,1395.31,-33.32,1395.31,-33.32,895383744.00,-864139648.00,20.00,-20.00
,0.47,1.81587027.22,92.01,94.42,50.41,50.79,1656.66,-6.06,1395.24,-33.39,1395.24,-33.39,895393408.00,-864149056.00,20.00,-20.00
,0.47,1.81587030.09,92.01,94.42,50.42,50.79,1656.70,-6.04,1395.20,-33.41,1395.20,-33.41,895403008.00,-864158208.00,20.00,-20.00
,0.47,1.81587032.96,92.01,94.42,50.41,50.78,1656.57,-6.09,1395.33,-33.37,1395.33,-33.37,895412544.00,-864167488.00,20.00,-20.00
,0.47,1.81587035.89,92.01,94.42,50.41,50.79,1656.66,-6.06,1395.24,-33.39,1395.24,-33.39,895422336.00,-864176832.00,20.00,-20.00
,0.47,1.81587039.06,92.01,94.42,50.41,50.78,1656.59,-6.04,1395.31,-33.41,1395.31,-33.41,895432896.00,-864187200.00,20.00,-20.00
,0.47,1.81587042.24,92.01,94.42,50.41,50.79,1656.68,-6.11,1395.22,-33.34,1395.22,-33.34,895443584.00,-864197376.00,20.00,-20.00
,0.47,1.81587045.53,92.01,94.42,50.41,50.79,1656.64,-6.13,1395.26,-33.32,1395.26,-33.32,895454592.00,-864208000.00,20.00,-20.00
,0.47,1.81587048.65,92.01,94.42,50.41,50.78,1656.59,-6.11,1395.31,-33.34,1395.31,-33.34,895464832.00,-864217984.00,20.00,-20.00
,0.47,1.81587052.25,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,895476800.00,-864229504.00,20.00,-20.00
,0.47,1.81587055.24,92.01,94.42,50.41,50.79,1656.62,-6.11,1395.28,-33.34,1395.28,-33.34,895486784.00,-864239040.00,20.00,-20.00
,0.47,1.81587058.53,92.01,94.42,50.41,50.79,1656.64,-6.09,1395.26,-33.37,1395.26,-33.37,895497856.00,-864249856.00,20.00,-20.00
,0.47,1.81587061.65,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,895508352.00,-864259904.00,20.00,-20.00
,0.47,1.81587064.70,92.01,94.42,50.41,50.79,1656.64,-6.09,1395.26,-33.37,1395.26,-33.37,895518400.00,-864269504.00,20.00,-20.00
,0.47,1.81587067.81,92.01,94.42,50.41,50.79,1656.64,-6.11,1395.26,-33.34,1395.26,-33.34,895528832.00,-864279680.00,20.00,-20.00
,0.47,1.81587070.98,92.01,94.42,50.41,50.79,1656.64,-6.11,1395.26,-33.34,1395.26,-33.34,895539392.00,-864289792.00,20.00,-20.00
,0.47,1.81587074.04,92.01,94.42,50.41,50.79,1656.66,-6.09,1395.24,-33.37,1395.24,-33.37,895549440.00,-864299584.00,20.00,-20.00
,0.47,1.81587077.21,92.01,94.42,50.41,50.79,1656.66,-6.06,1395.24,-33.39,1395.24,-33.39,895560064.00,-864309760.00,20.00,-20.00
,0.47,1.81587080.32,92.01,94.42,50.41,50.78,1656.57,-6.06,1395.33,-33.39,1395.33,-33.39,895570432.00,-864319744.00,20.00,-20.00
,0.47,1.81587083.44,92.01,94.42,50.41,50.78,1656.62,-6.09,1395.28,-33.37,1395.28,-33.37,895580800.00,-864329920.00,20.00,-20.00
,0.47,1.81587086.61,92.01,94.42,50.41,50.78,1656.57,-6.09,1395.33,-33.37,1395.33,-33.37,895591424.00,-864339968.00,20.00,-20.00
,0.47,1.81587089.72,92.01,94.42,50.41,50.78,1656.62,-6.09,1395.28,-33.37,1395.28,-33.37,895601728.00,-864350144.00,20.00,-20.00
,0.47,1.81587092.96,92.01,94.42,50.41,50.79,1656.68,-6.09,1395.22,-33.37,1395.22,-33.37,895612608.00,-864360512.00,20.00,-20.00
,0.47,1.81587096.07,92.01,94.42,50.41,50.78,1656.53,-6.09,1395.37,-33.37,1395.37,-33.37,895623104.00,-864370624.00,20.00,-20.00
,0.47,1.81587099.24,92.01,94.42,50.41,50.78,1656.59,-6.11,1395.31,-33.34,1395.31,-33.34,895633536.00,-864380864.00,20.00,-20.00
,0.47,1.81587102.48,92.01,94.42,50.41,50.78,1656.59,-6.09,1395.31,-33.37,1395.31,-33.37,895644352.00,-864391168.00,20.00,-20.00
,0.47,1.81587105.59,92.01,94.42,50.42,50.78,1656.66,-6.04,1395.24,-33.41,1395.24,-33.41,895654848.00,-864401216.00,20.00,-20.00
,0.47,1.81587108.83,92.01,94.42,50.41,50.79,1656.64,-6.13,1395.26,-33.32,1395.26,-33.32,895665536.00,-864411648.00,20.00,-20.00
,0.47,1.81587112.00,92.01,94.42,50.42,50.78,1656.66,-6.02,1395.24,-33.43,1395.24,-33.43,895676096.00,-864421888.00,20.00,-20.00
,0.47,1.81587115.23,92.01,94.42,50.41,50.79,1656.68,-6.11,1395.22,-33.34,1395.22,-33.34,895686848.00,-864432192.00,20.00,-20.00
,0.47,1.81587118.47,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,895697536.00,-864442624.00,20.00,-20.00
,0.47,1.81587121.70,92.01,94.42,50.41,50.78,1656.64,-6.06,1395.26,-33.39,1395.26,-33.39,895708480.00,-864453120.00,20.00,-20.00
,0.47,1.81587125.00,92.01,94.42,50.41,50.78,1656.59,-6.09,1395.31,-33.37,1395.31,-33.37,895719424.00,-864463744.00,20.00,-20.00
,0.47,1.81587128.23,92.01,94.42,50.41,50.79,1656.66,-6.11,1395.24,-33.34,1395.24,-33.34,895730240.00,-864474048.00,20.00,-20.00
,0.47,1.81587131.47,92.01,94.42,50.41,50.79,1656.66,-6.13,1395.24,-33.32,1395.24,-33.32,895741056.00,-864484608.00,20.00,-20.00
,0.47,1.81587134.70,92.01,94.42,50.41,50.79,1656.59,-6.13,1395.31,-33.32,1395.31,-33.32,895751872.00,-864494976.00,20.00,-20.00
