Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25124 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,-158.44,-151.50,100.00,-100.00
0.92,0.00,0.00,-158.51,-151.52,100.00,-100.00
2.30,0.00,0.00,-159.15,-150.69,100.00,-100.00
2.99,0.00,0.00,-159.83,-150.05,100.00,-100.00
4.15,0.00,0.00,-161.35,-148.54,100.00,-100.00
5.03,0.00,0.00,-162.73,-147.30,100.00,-100.00
5.85,0.00,0.00,-163.83,-146.10,100.00,-100.00
7.12,0.00,0.00,-165.72,-144.58,100.00,-100.00
8.07,0.00,0.00,-166.79,-143.88,100.00,-100.00
9.38,0.00,0.00,-168.05,-143.22,100.00,-100.00
10.07,0.00,0.00,-168.46,-142.84,100.00,-100.00
11.35,0.00,0.00,-169.50,-142.43,100.00,-100.00
12.29,0.00,0.00,-170.44,-141.97,100.00,-100.00
13.58,0.00,0.00,-172.27,-140.73,100.00,-100.00
14.28,0.00,0.00,-173.32,-139.79,100.00,-100.00
15.56,0.00,0.00,-175.91,-137.55,100.00,-100.00
16.59,0.00,0.00,-178.24,-135.18,100.00,-100.00
17.73,0.00,0.00,-181.19,-132.10,100.00,-100.00
18.54,0.00,0.00,-183.32,-129.90,100.00,-100.00
19.82,0.00,0.00,-186.92,-126.23,100.00,-100.00
20.77,0.00,0.00,-189.67,-123.53,100.00,-100.00
22.06,0.00,0.00,-193.18,-120.17,100.00,-100.00
22.76,0.00,0.00,-195.05,-118.52,100.00,-100.00
24.04,0.00,0.00,-198.04,-115.55,100.00,-100.00
25.07,0.00,0.00,-200.41,-113.03,100.00,-100.00
26.21,0.00,0.00,-203.23,-109.75,100.00,-100.00
27.02,0.00,0.00,-205.47,-107.14,100.00,-100.00
28.30,0.00,0.00,-209.71,-102.55,100.00,-100.00
29.24,0.00,0.00,-213.09,-99.10,100.00,-100.00
30.53,0.00,0.00,-217.97,-94.15,100.00,-100.00
31.22,0.00,0.00,-220.72,-91.32,100.00,-100.00
32.49,0.00,0.00,-225.66,-86.35,100.00,-100.00
33.49,0.00,0.00,-229.59,-82.09,100.00,-100.00
34.65,0.00,0.00,-234.43,-76.82,100.00,-100.00
35.45,0.00,0.00,-237.81,-73.32,100.00,-100.00
36.72,0.00,0.00,-243.35,-67.70,100.00,-100.00
37.62,0.00,0.00,-247.13,-63.63,100.00,-100.00
38.98,0.00,0.00,-253.02,-57.57,100.00,-100.00
39.68,0.00,0.00,-256.20,-54.34,100.00,-100.00
40.47,0.00,0.00,-259.91,-50.67,100.00,-100.00
41.82,0.00,0.00,-266.37,-44.27,100.00,-100.00
42.57,0.00,0.00,-269.96,-40.61,100.00,-100.00
43.82,0.00,0.00,-276.09,-34.17,100.00,-100.00
44.88,0.00,0.00,-281.65,-28.52,100.00,-100.00
45.99,0.00,0.00,-287.64,-22.57,100.00,-100.00
46.79,0.00,0.00,-291.99,-18.22,100.00,-100.00
48.06,0.00,0.00,-299.09,-10.88,100.00,-100.00
49.00,0.00,0.00,-304.61,-5.41,100.00,-100.00
50.30,0.00,0.00,-312.30,2.42,100.00,-100.00
50.99,0.00,0.00,-316.56,6.66,100.00,-100.00
51.79,0.00,0.00,-321.31,11.60,100.00,-100.00
53.12,0.00,0.00,-329.44,19.80,100.00,-100.00
53.86,0.00,0.00,-334.01,24.46,100.00,-100.00
55.12,0.00,0.00,-341.72,32.43,100.00,-100.00
56.11,0.00,0.00,-347.94,38.63,100.00,-100.00
57.28,0.00,0.00,-355.58,45.86,100.00,-100.00
58.04,0.00,0.00,-360.53,50.89,100.00,-100.00
58.93,0.00,0.00,-366.50,56.65,100.00,-100.00
60.23,0.00,0.00,-375.42,65.57,100.00,-100.00
60.93,0.00,0.00,-380.43,70.53,100.00,-100.00
62.19,0.00,0.00,-389.40,79.65,100.00,-100.00
63.24,0.00,0.00,-397.02,87.34,100.00,-100.00
64.29,0.00,0.00,-404.74,95.32,100.00,-100.00
65.14,0.00,0.00,-411.06,101.80,100.00,-100.00
66.42,0.00,0.00,-420.56,111.34,100.00,-100.00
67.27,0.00,0.00,-426.75,117.64,100.00,-100.00
68.61,0.00,0.00,-436.73,127.88,100.00,-100.00
69.31,0.00,0.00,-442.09,133.09,100.00,-100.00
70.27,0.00,0.00,-449.54,140.49,100.00,-100.00
71.56,0.00,0.00,-459.60,150.56,100.00,-100.00
72.25,0.00,0.00,-465.16,156.27,100.00,-100.00
73.52,0.00,0.00,-475.44,166.51,100.00,-100.00
74.46,0.00,0.00,-483.29,174.40,100.00,-100.00
75.79,0.00,0.00,-494.54,185.67,100.00,-100.00
76.49,0.00,0.00,-500.41,191.56,100.00,-100.00
77.76,0.00,0.00,-511.63,202.46,100.00,-100.00
78.58,0.00,0.00,-518.73,209.73,100.00,-100.00
79.91,0.00,0.00,-530.35,221.29,100.00,-100.00
80.66,0.00,0.00,-536.97,227.79,100.00,-100.00
81.93,0.00,0.00,-548.22,239.00,100.00,-100.00
82.88,0.00,0.00,-556.81,247.39,100.00,-100.00
84.15,0.00,0.00,-568.34,258.73,100.00,-100.00
84.85,0.00,0.00,-574.80,265.08,100.00,-100.00
85.84,0.00,0.00,-583.97,274.24,100.00,-100.00
87.12,0.00,0.00,-595.90,286.11,100.00,-100.00
87.82,0.00,0.00,-602.47,292.72,100.00,-100.00
89.08,0.00,0.00,-614.53,304.78,100.00,-100.00
89.99,0.00,0.00,-623.28,313.64,100.00,-100.00
91.32,0.00,0.00,-636.20,326.67,100.00,-100.00
92.02,0.00,0.00,-643.07,333.63,100.00,-100.00
93.28,0.00,0.00,-655.40,346.11,100.00,-100.00
94.22,0.00,0.00,-664.63,355.45,100.00,-100.00
95.47,0.00,0.00,-677.09,367.95,100.00,-100.00
96.19,0.00,0.00,-684.38,375.34,100.00,-100.00
97.47,0.00,0.00,-697.35,388.21,100.00,-100.00
98.45,0.00,0.00,-707.52,398.36,100.00,-100.00
99.65,0.00,0.00,-720.13,410.89,100.00,-100.00
100.41,0.00,0.00,-728.13,418.82,-100.00,100.00
101.70,0.00,0.00,-741.62,432.05,-100.00,100.00
102.61,0.00,0.00,-750.19,440.55,-100.00,100.00
103.95,0.00,0.00,-761.79,452.24,-100.00,100.00
104.65,0.00,0.00,-767.83,458.17,-100.00,100.00
105.57,0.00,0.00,-775.57,466.00,-100.00,100.00
106.95,0.00,0.00,-786.88,477.51,-100.00,100.00
108.05,0.00,0.00,-795.83,486.63,-100.00,100.00
108.91,0.00,0.00,-802.46,493.48,-100.00,100.00
110.19,0.00,0.00,-811.34,503.20,-100.00,100.00
111.08,0.00,0.00,-817.51,509.28,-100.00,100.00
112.40,0.00,0.00,-826.48,518.60,-100.00,100.00
113.11,0.00,0.00,-830.85,524.09,-100.00,100.00
114.11,0.00,0.00,-837.91,531.47,-100.00,100.00
115.45,0.00,0.00,-847.13,541.41,-100.00,100.00
116.51,0.00,0.00,-854.58,548.88,-100.00,100.00
117.39,0.00,0.00,-861.22,555.07,-100.00,100.00
118.66,0.00,0.00,-870.07,564.28,-100.00,100.00
119.56,0.00,0.00,-875.68,570.78,-100.00,100.00
120.90,0.00,0.00,-883.98,580.56,-100.00,100.00
121.60,0.00,0.00,-888.16,585.62,-100.00,100.00
122.52,0.00,0.00,-894.07,592.49,-100.00,100.00
123.91,0.00,0.00,-903.89,602.34,-100.00,100.00
125.01,0.00,0.00,-911.89,610.18,-100.00,100.00
125.86,0.00,0.00,-917.62,616.05,-100.00,100.00
127.14,0.00,0.00,-926.02,624.22,-100.00,100.00
128.04,0.00,0.00,-931.66,629.43,-100.00,100.00
129.37,0.00,0.00,-939.79,636.31,-100.00,100.00
130.08,0.00,0.00,-943.86,639.78,-100.00,100.00
131.00,0.00,0.00,-949.20,644.24,-100.00,100.00
132.38,0.00,0.00,-956.78,651.86,-100.00,100.00
133.48,0.00,0.00,-962.60,658.52,-100.00,100.00
134.34,0.00,0.00,-966.95,663.18,-100.00,100.00
135.62,0.00,0.00,-973.08,669.81,-100.00,100.00
136.51,0.00,0.00,-976.90,674.19,-100.00,100.00
137.85,0.00,0.00,-982.33,680.08,-100.00,100.00
138.55,0.00,0.00,-984.92,683.02,-100.00,100.00
139.48,0.00,0.00,-987.93,687.17,-100.00,100.00
140.86,0.00,0.00,-992.57,693.46,-100.00,100.00
141.96,0.00,0.00,-996.46,698.36,-100.00,100.00
142.82,0.00,0.00,-999.40,701.96,-100.00,100.00
144.09,0.00,0.00,-1003.82,706.82,-100.00,100.00
145.00,0.00,0.00,-1006.85,710.02,-100.00,100.00
146.34,0.00,0.00,-1010.94,714.88,-100.00,100.00
147.04,0.00,0.00,-1013.18,717.25,-100.00,100.00
148.32,0.00,0.00,-1017.31,721.54,-100.00,100.00
149.35,0.00,0.00,-1020.56,724.55,-100.00,100.00
150.59,0.00,0.00,-1024.23,728.00,-100.00,100.00
151.29,0.00,0.00,-1026.08,729.84,-100.00,100.00
152.58,0.00,0.00,-1029.48,733.49,-100.00,100.00
153.71,0.00,0.00,-1032.21,736.70,-100.00,100.00
154.68,0.00,0.00,-1034.43,739.49,-100.00,100.00
155.63,0.00,0.00,-1036.45,741.77,-100.00,100.00
156.92,0.00,0.00,-1038.85,744.50,-100.00,100.00
158.21,0.00,0.00,-1041.06,746.78,-100.00,100.00
159.03,0.00,0.00,-1042.36,748.13,-100.00,100.00
160.39,0.00,0.00,-1044.27,750.15,-100.00,100.00
161.16,0.00,0.00,-1045.02,751.14,-100.00,100.00
162.45,0.00,0.00,-1045.99,752.45,-100.00,100.00
163.39,0.00,0.00,-1046.47,752.85,-100.00,100.00
164.73,0.00,0.00,-1046.05,753.44,-100.00,100.00
165.43,0.00,0.00,-1045.50,753.55,-100.00,100.00
166.72,0.00,0.00,-1044.07,753.77,-100.00,100.00
167.70,0.00,0.00,-1043.17,753.79,-100.00,100.00
168.98,0.00,0.00,-1042.40,753.62,-100.00,100.00
