Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25124 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,-177.01,-149.66,30.00,-30.00
0.91,0.00,0.00,-176.92,-149.68,30.00,-30.00
1.64,0.00,0.00,-177.08,-149.63,30.00,-30.00
2.90,0.00,0.00,-177.36,-149.28,30.00,-30.00
3.77,0.00,0.00,-177.65,-149.02,30.00,-30.00
5.07,0.00,0.00,-178.07,-148.49,30.00,-30.00
5.80,0.00,0.00,-178.35,-148.21,30.00,-30.00
6.60,0.00,0.00,-178.57,-147.96,30.00,-30.00
7.91,0.00,0.00,-178.99,-147.63,30.00,-30.00
8.64,0.00,0.00,-179.23,-147.37,30.00,-30.00
9.89,0.00,0.00,-179.54,-147.06,30.00,-30.00
10.86,0.00,0.00,-179.76,-146.76,30.00,-30.00
11.96,0.00,0.00,-180.15,-146.43,30.00,-30.00
12.84,0.00,0.00,-180.53,-146.12,30.00,-30.00
13.62,0.00,0.00,-180.90,-145.85,30.00,-30.00
14.95,0.00,0.00,-181.63,-145.11,30.00,-30.00
15.71,0.00,0.00,-182.29,-144.71,30.00,-30.00
16.97,0.00,0.00,-183.25,-143.75,30.00,-30.00
17.91,0.00,0.00,-184.04,-143.04,30.00,-30.00
19.12,0.00,0.00,-185.08,-142.01,30.00,-30.00
19.89,0.00,0.00,-185.76,-141.35,30.00,-30.00
20.77,0.00,0.00,-186.48,-140.71,30.00,-30.00
22.09,0.00,0.00,-187.58,-139.77,30.00,-30.00
22.81,0.00,0.00,-188.22,-139.11,30.00,-30.00
24.06,0.00,0.00,-189.27,-138.10,30.00,-30.00
24.97,0.00,0.00,-190.09,-137.26,30.00,-30.00
26.24,0.00,0.00,-191.40,-136.05,30.00,-30.00
26.96,0.00,0.00,-192.24,-135.29,30.00,-30.00
27.89,0.00,0.00,-193.27,-134.21,30.00,-30.00
29.22,0.00,0.00,-194.68,-132.71,30.00,-30.00
29.94,0.00,0.00,-195.53,-131.77,30.00,-30.00
31.14,0.00,0.00,-197.01,-130.21,30.00,-30.00
32.03,0.00,0.00,-198.04,-129.09,30.00,-30.00
33.31,0.00,0.00,-199.67,-127.31,30.00,-30.00
34.04,0.00,0.00,-200.48,-126.32,30.00,-30.00
34.97,0.00,0.00,-201.73,-125.07,30.00,-30.00
36.29,0.00,0.00,-203.55,-123.18,30.00,-30.00
37.02,0.00,0.00,-204.57,-122.19,30.00,-30.00
38.25,0.00,0.00,-206.35,-120.43,30.00,-30.00
39.02,0.00,0.00,-207.53,-119.33,30.00,-30.00
40.34,0.00,0.00,-209.64,-117.31,30.00,-30.00
41.13,0.00,0.00,-210.87,-116.08,30.00,-30.00
42.39,0.00,0.00,-212.98,-114.15,30.00,-30.00
43.33,0.00,0.00,-214.43,-112.72,30.00,-30.00
44.50,0.00,0.00,-216.50,-110.68,30.00,-30.00
45.32,0.00,0.00,-217.84,-109.31,30.00,-30.00
46.13,0.00,0.00,-219.33,-107.84,30.00,-30.00
47.46,0.00,0.00,-221.66,-105.53,30.00,-30.00
48.19,0.00,0.00,-222.87,-104.17,30.00,-30.00
49.45,0.00,0.00,-225.26,-101.82,30.00,-30.00
50.44,0.00,0.00,-227.07,-100.04,30.00,-30.00
51.57,0.00,0.00,-229.22,-97.91,30.00,-30.00
52.39,0.00,0.00,-230.80,-96.37,30.00,-30.00
53.22,0.00,0.00,-232.49,-94.64,30.00,-30.00
54.52,0.00,0.00,-235.09,-92.20,30.00,-30.00
55.25,0.00,0.00,-236.58,-90.66,30.00,-30.00
56.21,0.00,0.00,-238.58,-88.70,30.00,-30.00
57.42,0.00,0.00,-241.00,-86.07,30.00,-30.00
58.14,0.00,0.00,-242.47,-84.59,30.00,-30.00
59.40,0.00,0.00,-245.15,-81.83,30.00,-30.00
60.30,0.00,0.00,-247.06,-79.87,30.00,-30.00
61.54,0.00,0.00,-249.76,-77.23,30.00,-30.00
62.27,0.00,0.00,-251.32,-75.65,30.00,-30.00
63.18,0.00,0.00,-253.45,-73.54,30.00,-30.00
64.46,0.00,0.00,-256.42,-70.60,30.00,-30.00
65.18,0.00,0.00,-258.07,-68.75,30.00,-30.00
66.42,0.00,0.00,-261.06,-65.87,30.00,-30.00
67.32,0.00,0.00,-263.25,-63.54,30.00,-30.00
68.05,0.00,0.00,-265.03,-61.92,30.00,-30.00
69.29,0.00,0.00,-268.07,-58.93,30.00,-30.00
70.23,0.00,0.00,-270.42,-56.54,30.00,-30.00
71.44,0.00,0.00,-273.43,-53.61,30.00,-30.00
72.18,0.00,0.00,-275.27,-51.81,30.00,-30.00
73.11,0.00,0.00,-277.69,-49.48,30.00,-30.00
74.40,0.00,0.00,-281.03,-46.12,30.00,-30.00
75.12,0.00,0.00,-282.88,-44.34,30.00,-30.00
76.36,0.00,0.00,-286.11,-40.94,30.00,-30.00
77.12,0.00,0.00,-288.24,-38.91,30.00,-30.00
78.41,0.00,0.00,-291.62,-35.31,30.00,-30.00
79.22,0.00,0.00,-293.86,-33.11,30.00,-30.00
80.04,0.00,0.00,-296.13,-30.87,30.00,-30.00
81.33,0.00,0.00,-299.77,-27.31,30.00,-30.00
82.09,0.00,0.00,-301.90,-25.20,30.00,-30.00
83.02,0.00,0.00,-304.63,-22.63,30.00,-30.00
84.32,0.00,0.00,-308.25,-18.96,30.00,-30.00
85.05,0.00,0.00,-310.41,-16.72,30.00,-30.00
86.22,0.00,0.00,-313.73,-13.38,30.00,-30.00
87.11,0.00,0.00,-316.25,-10.79,30.00,-30.00
88.41,0.00,0.00,-320.14,-6.94,30.00,-30.00
89.14,0.00,0.00,-322.25,-4.81,30.00,-30.00
89.91,0.00,0.00,-324.56,-2.46,30.00,-30.00
91.20,0.00,0.00,-328.56,1.52,30.00,-30.00
91.95,0.00,0.00,-331.00,3.91,30.00,-30.00
92.84,0.00,0.00,-333.76,6.64,30.00,-30.00
94.08,0.00,0.00,-337.52,10.52,30.00,-30.00
94.80,0.00,0.00,-339.76,12.77,30.00,-30.00
95.67,0.00,0.00,-342.55,15.45,30.00,-30.00
96.96,0.00,0.00,-346.71,19.53,30.00,-30.00
97.68,0.00,0.00,-349.12,21.82,30.00,-30.00
98.91,0.00,0.00,-352.99,25.77,30.00,-30.00
99.78,0.00,0.00,-355.80,28.59,30.00,-30.00
100.50,0.00,0.00,-358.09,31.03,-30.00,30.00
101.73,0.00,0.00,-362.07,35.00,-30.00,30.00
102.76,0.00,0.00,-365.08,38.06,-30.00,30.00
103.80,0.00,0.00,-367.91,40.94,-30.00,30.00
104.68,0.00,0.00,-370.20,43.24,-30.00,30.00
105.49,0.00,0.00,-372.26,45.35,-30.00,30.00
106.79,0.00,0.00,-375.69,48.80,-30.00,30.00
107.53,0.00,0.00,-377.75,50.78,-30.00,30.00
108.77,0.00,0.00,-381.16,54.36,-30.00,30.00
109.72,0.00,0.00,-383.73,56.89,-30.00,30.00
110.44,0.00,0.00,-385.73,58.97,-30.00,30.00
111.68,0.00,0.00,-389.09,62.53,-30.00,30.00
112.56,0.00,0.00,-391.51,65.10,-30.00,30.00
113.85,0.00,0.00,-394.94,68.95,-30.00,30.00
114.58,0.00,0.00,-396.87,70.80,-30.00,30.00
115.39,0.00,0.00,-398.87,73.02,-30.00,30.00
116.74,0.00,0.00,-402.19,76.20,-30.00,30.00
117.46,0.00,0.00,-403.73,77.72,-30.00,30.00
118.72,0.00,0.00,-406.36,80.35,-30.00,30.00
119.51,0.00,0.00,-407.92,82.02,-30.00,30.00
120.78,0.00,0.00,-410.38,84.73,-30.00,30.00
121.60,0.00,0.00,-411.88,86.40,-30.00,30.00
122.41,0.00,0.00,-413.28,88.04,-30.00,30.00
