Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Puck(cm),Y_Puck(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM, Right_PWM
33.88,154.49
0.00,33.88,50.00,6.99,5.08,197.52,31.29,1175.61,-295.18,1175.61,-295.18,0.00,0.00,10.00,-10.00
0.00,1029799.25
0.00,6.99,50.00,6.99,5.21,199.87,29.14,733.07,-733.22,733.07,-733.22,0.00,0.00,10.00,-10.00
22.17,6.99,50.00,7.00,5.24,200.25,28.83,732.69,-732.91,732.69,-732.91,0.00,0.00,10.00,-10.00
24.96,6.99,50.00,7.00,5.28,200.88,28.15,732.05,-732.23,732.05,-732.23,0.00,0.00,10.00,-10.00
26.55,6.99,50.00,7.00,5.30,201.30,27.73,731.64,-731.81,731.64,-731.81,0.00,0.00,10.00,-10.00
29.02,6.99,50.00,7.00,5.34,201.98,27.09,730.96,-731.18,730.96,-731.18,0.00,0.00,10.00,-10.00
30.80,6.99,50.00,6.99,5.37,202.40,26.59,730.54,-730.67,730.54,-730.67,0.00,0.00,10.00,-10.00
33.26,6.99,50.00,6.99,5.42,203.28,25.73,729.66,-729.81,729.66,-729.81,0.00,0.00,10.00,-10.00
34.97,6.99,50.00,7.00,5.46,203.92,25.11,729.02,-729.20,729.02,-729.20,0.00,0.00,10.00,-10.00
37.45,6.99,50.00,7.00,5.52,204.88,24.19,728.06,-728.28,728.06,-728.28,0.00,0.00,10.00,-10.00
39.09,6.99,50.00,6.99,5.56,205.50,23.49,727.44,-727.57,727.44,-727.57,0.00,0.00,10.00,-10.00
41.74,6.99,50.00,6.99,5.62,206.53,22.46,726.41,-726.54,726.41,-726.54,0.00,0.00,10.00,-10.00
43.37,6.99,50.00,6.99,5.66,207.12,21.80,725.81,-725.88,725.81,-725.88,0.00,0.00,10.00,-10.00
45.98,6.99,50.00,6.99,5.73,208.27,20.70,724.67,-724.78,724.67,-724.78,0.00,0.00,10.00,-10.00
33.04,154.39
48.04,33.04,50.00,7.00,5.80,209.43,19.64,1149.95,-297.28,1149.95,-297.28,0.00,0.00,10.00,-10.00
50.67,6.99,50.00,6.99,5.87,210.53,18.46,722.41,-722.54,722.41,-722.54,0.00,0.00,10.00,-10.00
52.32,6.99,50.00,6.99,5.92,211.34,17.64,721.60,-721.73,721.60,-721.73,0.00,0.00,10.00,-10.00
54.71,6.99,50.00,7.00,5.99,212.51,16.55,720.43,-720.63,720.43,-720.63,0.00,0.00,10.00,-10.00
56.65,6.99,50.00,7.00,6.05,213.50,15.53,719.44,-719.62,719.44,-719.62,0.00,0.00,10.00,-10.00
59.02,6.99,50.00,7.00,6.12,214.79,14.28,718.15,-718.37,718.15,-718.37,0.00,0.00,10.00,-10.00
60.73,6.99,50.00,6.99,6.18,215.72,13.23,717.22,-717.31,717.22,-717.31,0.00,0.00,10.00,-10.00
63.29,6.99,50.00,7.00,6.28,217.34,11.69,715.60,-715.77,715.60,-715.77,0.00,0.00,10.00,-10.00
64.93,6.99,50.00,7.00,6.34,218.33,10.79,714.61,-714.87,714.61,-714.87,0.00,0.00,10.00,-10.00
67.52,6.99,50.00,7.00,6.44,219.91,9.21,713.03,-713.29,713.03,-713.29,0.00,0.00,10.00,-10.00
69.12,6.99,50.00,7.00,6.49,220.84,8.24,712.10,-712.32,712.10,-712.32,0.00,0.00,10.00,-10.00
71.14,6.99,50.00,6.99,6.57,222.04,6.92,710.89,-711.00,710.89,-711.00,0.00,0.00,10.00,-10.00
33.27,154.78
73.60,33.27,50.00,6.99,6.69,223.91,5.01,1139.24,-278.88,1139.24,-278.88,0.00,0.00,10.00,-10.00
76.42,6.99,50.00,6.99,6.79,225.65,3.27,707.29,-707.36,707.29,-707.36,0.00,0.00,10.00,-10.00
78.00,6.99,50.00,6.99,6.86,226.79,2.09,706.15,-706.17,706.15,-706.17,0.00,0.00,10.00,-10.00
80.58,6.99,50.00,6.99,6.97,228.61,0.33,704.32,-704.41,704.32,-704.41,0.00,0.00,10.00,-10.00
82.19,6.99,50.00,6.99,7.04,229.78,-0.79,703.16,-703.29,703.16,-703.29,0.00,0.00,10.00,-10.00
84.23,6.99,50.00,6.99,7.13,231.21,-2.31,701.73,-701.78,701.73,-701.78,0.00,0.00,10.00,-10.00
86.60,6.99,50.00,6.99,7.24,233.05,-4.09,699.89,-700.00,699.89,-700.00,0.00,0.00,10.00,-10.00
