Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Puck(cm),Y_Puck(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM, Right_PWM
33.71,154.71
0.00,33.71,50.00,7.00,5.08,197.68,31.38,1172.67,-298.05,1172.67,-298.05,0.00,0.00,10.00,-10.00
0.00,0.00
0.00,0.00,50.00,7.00,5.25,200.42,28.70,618.09,-847.21,618.09,-847.21,0.00,0.00,10.00,-10.00
24.22,0.00,50.00,7.00,5.27,200.82,28.41,617.69,-846.92,617.69,-846.92,0.00,0.00,10.00,-10.00
26.58,0.00,50.00,7.00,5.30,201.35,27.84,617.17,-846.35,617.17,-846.35,0.00,0.00,10.00,-10.00
28.43,0.00,50.00,7.00,5.33,201.92,27.31,616.59,-845.82,616.59,-845.82,0.00,0.00,10.00,-10.00
30.82,0.00,50.00,7.00,5.37,202.51,26.59,616.00,-845.10,616.00,-845.10,0.00,0.00,10.00,-10.00
32.75,0.00,50.00,7.00,5.41,203.17,25.88,615.34,-844.39,615.34,-844.39,0.00,0.00,10.00,-10.00
35.28,0.00,50.00,7.00,5.47,204.03,25.07,614.48,-843.58,614.48,-843.58,0.00,0.00,10.00,-10.00
36.97,0.00,50.00,7.00,5.51,204.77,24.37,613.74,-842.88,613.74,-842.88,0.00,0.00,10.00,-10.00
39.52,0.00,50.00,7.00,5.57,205.74,23.49,612.77,-842.00,612.77,-842.00,0.00,0.00,10.00,-10.00
41.21,0.00,50.00,7.00,5.61,206.40,22.76,612.11,-841.27,612.11,-841.27,0.00,0.00,10.00,-10.00
43.74,0.00,50.00,7.00,5.67,207.39,21.64,611.12,-840.15,611.12,-840.15,0.00,0.00,10.00,-10.00
45.46,0.00,50.00,7.00,5.72,208.20,20.96,610.31,-839.47,610.31,-839.47,0.00,0.00,10.00,-10.00
47.95,0.00,50.00,7.00,5.79,209.34,19.78,609.17,-838.29,609.17,-838.29,0.00,0.00,10.00,-10.00
49.64,0.00,50.00,7.00,5.84,210.18,18.92,608.33,-837.43,608.33,-837.43,0.00,0.00,10.00,-10.00
51.61,0.00,50.00,7.00,5.90,211.17,17.93,607.34,-836.44,607.34,-836.44,0.00,0.00,10.00,-10.00
54.00,0.00,50.00,7.00,5.98,212.44,16.81,606.07,-835.32,606.07,-835.32,0.00,0.00,10.00,-10.00
55.70,0.00,50.00,7.00,6.03,213.23,15.95,605.28,-834.46,605.28,-834.46,0.00,0.00,10.00,-10.00
58.20,0.00,50.00,7.00,6.11,214.57,14.55,603.94,-833.06,603.94,-833.06,0.00,0.00,10.00,-10.00
59.97,0.00,50.00,7.00,6.17,215.63,13.67,602.88,-832.18,602.88,-832.18,0.00,0.00,10.00,-10.00
62.33,0.00,50.00,7.00,6.25,216.88,12.24,601.63,-830.75,601.63,-830.75,0.00,0.00,10.00,-10.00
64.20,0.00,50.00,7.00,6.32,218.07,11.16,600.44,-829.67,600.44,-829.67,0.00,0.00,10.00,-10.00
66.82,0.00,50.00,7.00,6.42,219.63,9.54,598.88,-828.05,598.88,-828.05,0.00,0.00,10.00,-10.00
68.50,0.00,50.00,7.00,6.48,220.75,8.50,597.76,-827.01,597.76,-827.01,0.00,0.00,10.00,-10.00
71.05,0.00,50.00,7.00,6.58,222.24,6.83,596.27,-825.34,596.27,-825.34,0.00,0.00,10.00,-10.00
33.34,154.75
72.95,33.34,50.00,7.00,6.67,223.71,5.34,1140.58,-278.07,1140.58,-278.07,0.00,0.00,10.00,-10.00
75.71,0.00,50.00,7.00,6.78,225.47,3.60,593.04,-822.11,593.04,-822.11,0.00,0.00,10.00,-10.00
77.40,0.00,50.00,7.00,6.85,226.68,2.44,591.83,-820.95,591.83,-820.95,0.00,0.00,10.00,-10.00
79.79,0.00,50.00,7.00,6.95,228.31,0.79,590.20,-819.30,590.20,-819.30,0.00,0.00,10.00,-10.00
81.65,0.00,50.00,7.00,7.03,229.65,-0.53,588.86,-817.98,588.86,-817.98,0.00,0.00,10.00,-10.00
84.09,0.00,50.00,7.00,7.14,231.49,-2.29,587.02,-816.23,587.02,-816.23,0.00,0.00,10.00,-10.00
85.80,0.00,50.00,7.00,7.21,232.66,-3.54,585.85,-814.97,585.85,-814.97,0.00,0.00,10.00,-10.00
88.31,0.00,50.00,7.00,7.33,234.63,-5.52,583.88,-813.00,583.88,-813.00,0.00,0.00,10.00,-10.00
90.01,0.00,50.00,7.00,7.42,236.04,-6.88,582.47,-811.63,582.47,-811.63,0.00,0.00,10.00,-10.00
92.52,0.00,50.00,7.00,7.55,238.13,-8.94,580.38,-809.57,580.38,-809.57,0.00,0.00,10.00,-10.00
94.21,0.00,50.00,7.00,7.63,239.49,-10.26,579.02,-808.25,579.02,-808.25,0.00,0.00,10.00,-10.00
96.20,0.00,50.00,7.00,7.73,241.07,-11.93,577.44,-806.58,577.44,-806.58,0.00,0.00,10.00,-10.00
98.54,0.00,50.00,7.00,7.84,242.98,-13.84,575.53,-804.67,575.53,-804.67,0.00,0.00,10.00,-10.00
100.27,0.00,50.00,7.00,7.94,244.52,-15.34,573.99,-803.17,573.99,-803.17,0.00,0.00,10.00,-10.00
102.51,0.00,50.00,7.00,8.06,246.50,-17.23,572.01,-801.28,572.01,-801.28,0.00,0.00,10.00,-10.00
104.69,0.00,50.00,7.00,8.18,248.50,-19.27,570.01,-799.24,570.01,-799.24,0.00,0.00,10.00,-10.00
106.99,0.00,50.00,7.00,8.30,250.48,-21.36,568.03,-797.15,568.03,-797.15,0.00,0.00,10.00,-10.00
108.84,0.00,50.00,7.00,8.41,252.17,-23.05,566.34,-795.46,566.34,-795.46,0.00,0.00,10.00,-10.00
111.25,0.00,50.00,7.00,8.54,254.34,-25.20,564.17,-793.31,564.17,-793.31,0.00,0.00,10.00,-10.00
112.99,0.00,50.00,7.00,8.64,255.99,-26.81,562.52,-791.70,562.52,-791.70,0.00,0.00,10.00,-10.00
115.36,0.00,50.00,7.00,8.78,258.30,-29.05,560.21,-789.46,560.21,-789.46,0.00,0.00,10.00,-10.00
117.41,0.00,50.00,7.00,8.90,260.30,-31.11,558.21,-787.40,558.21,-787.40,0.00,0.00,10.00,-10.00
34.30,155.25
119.58,34.30,50.00,7.00,9.05,262.78,-33.51,1117.23,-223.50,1117.23,-223.50,0.00,0.00,10.00,-10.00
122.42,0.00,50.00,7.00,9.20,265.26,-35.93,553.25,-782.59,553.25,-782.59,0.00,0.00,10.00,-10.00
124.30,0.00,50.00,7.00,9.31,267.11,-37.84,551.40,-780.67,551.40,-780.67,0.00,0.00,10.00,-10.00
126.94,0.00,50.00,7.01,9.48,269.83,-40.47,548.68,-778.04,548.68,-778.04,0.00,0.00,10.00,-10.00
128.77,0.00,50.00,7.01,9.59,271.72,-42.32,546.79,-776.19,546.79,-776.19,0.00,0.00,10.00,-10.00
131.34,0.00,50.00,7.01,9.75,274.36,-45.00,544.15,-773.51,544.15,-773.51,0.00,0.00,10.00,-10.00
133.17,0.00,50.00,7.00,9.87,276.23,-46.98,542.28,-771.53,542.28,-771.53,0.00,0.00,10.00,-10.00
135.73,0.00,50.00,7.01,10.04,279.04,-49.68,539.47,-768.83,539.47,-768.83,0.00,0.00,10.00,-10.00
137.57,0.00,50.00,7.00,10.16,280.97,-51.68,537.54,-766.83,537.54,-766.83,0.00,0.00,10.00,-10.00
140.14,0.00,50.00,7.00,10.33,283.85,-54.51,534.66,-764.00,534.66,-764.00,0.00,0.00,10.00,-10.00
141.93,0.00,50.00,7.00,10.45,285.74,-56.54,532.77,-761.98,532.77,-761.98,0.00,0.00,10.00,-10.00
144.46,0.00,50.00,7.00,10.62,288.51,-59.30,530.00,-759.21,530.00,-759.21,0.00,0.00,10.00,-10.00
146.22,0.00,50.00,7.00,10.75,290.64,-61.30,527.87,-757.21,527.87,-757.21,0.00,0.00,10.00,-10.00
33.86,155.41
148.64,33.86,50.00,7.01,10.93,293.65,-64.29,1079.15,-199.92,1079.15,-199.92,0.00,0.00,10.00,-10.00
151.34,0.00,50.00,7.01,11.11,296.49,-67.13,522.02,-751.38,522.02,-751.38,0.00,0.00,10.00,-10.00
153.36,0.00,50.00,7.00,11.25,298.75,-69.52,519.76,-748.99,519.76,-748.99,0.00,0.00,10.00,-10.00
155.88,0.00,50.00,7.00,11.43,301.74,-72.47,516.77,-746.05,516.77,-746.05,0.00,0.00,10.00,-10.00
157.80,0.00,50.00,7.00,11.56,303.96,-74.66,514.55,-743.85,514.55,-743.85,0.00,0.00,10.00,-10.00
160.25,0.00,50.00,7.00,11.74,306.84,-77.65,511.67,-740.86,511.67,-740.86,0.00,0.00,10.00,-10.00
162.19,0.00,50.00,7.01,11.89,309.25,-79.89,509.26,-738.62,509.26,-738.62,0.00,0.00,10.00,-10.00
164.48,0.00,50.00,7.01,12.05,312.04,-82.64,506.47,-735.87,506.47,-735.87,0.00,0.00,10.00,-10.00
166.37,0.00,50.00,7.01,12.19,314.33,-84.92,504.18,-733.59,504.18,-733.59,0.00,0.00,10.00,-10.00
168.80,0.00,50.00,7.01,12.38,317.34,-87.98,501.17,-730.53,501.17,-730.53,0.00,0.00,10.00,-10.00
170.70,0.00,50.00,7.01,12.53,319.76,-90.37,498.75,-728.14,498.75,-728.14,0.00,0.00,10.00,-10.00
173.10,0.00,50.00,7.01,12.70,322.68,-93.25,495.83,-725.26,495.83,-725.26,0.00,0.00,10.00,-10.00
174.94,0.00,50.00,7.00,12.85,324.92,-95.67,493.59,-722.84,493.59,-722.84,0.00,0.00,10.00,-10.00
177.51,0.00,50.00,7.01,13.05,328.26,-98.85,490.25,-719.66,490.25,-719.66,0.00,0.00,10.00,-10.00
179.26,0.00,50.00,7.00,13.18,330.46,-101.14,488.05,-717.37,488.05,-717.37,0.00,0.00,10.00,-10.00
181.67,0.00,50.00,7.00,13.37,333.51,-104.19,485.00,-714.32,485.00,-714.32,0.00,0.00,10.00,-10.00
183.56,0.00,50.00,7.01,13.52,336.10,-106.61,482.41,-711.90,482.41,-711.90,0.00,0.00,10.00,-10.00
32.48,154.75
186.17,32.48,50.00,7.01,13.75,339.80,-110.35,1010.42,-176.46,1010.42,-176.46,0.00,0.00,10.00,-10.00
188.95,0.00,50.00,7.01,13.95,343.11,-113.66,475.40,-704.85,475.40,-704.85,0.00,0.00,10.00,-10.00
190.80,0.00,50.00,7.01,14.10,345.57,-116.10,472.94,-702.41,472.94,-702.41,0.00,0.00,10.00,-10.00
193.28,0.00,50.00,7.01,14.30,348.85,-119.40,469.66,-699.11,469.66,-699.11,0.00,0.00,10.00,-10.00
195.10,0.00,50.00,7.01,14.45,351.33,-121.82,467.18,-696.69,467.18,-696.69,0.00,0.00,10.00,-10.00
197.61,0.00,50.00,7.01,14.66,354.67,-125.27,463.84,-693.25,463.84,-693.25,0.00,0.00,10.00,-10.00
199.32,0.00,50.00,7.01,14.80,356.98,-127.53,461.53,-690.98,461.53,-690.98,0.00,0.00,10.00,-10.00
201.87,0.00,50.00,7.01,15.01,360.43,-131.04,458.08,-687.47,458.08,-687.47,0.00,0.00,10.00,-10.00
203.69,0.00,50.00,7.01,15.16,362.98,-133.51,455.53,-685.01,455.53,-685.01,0.00,0.00,10.00,-10.00
206.35,0.00,50.00,7.01,15.39,366.62,-137.18,451.89,-681.34,451.89,-681.34,0.00,0.00,10.00,-10.00
207.90,0.00,50.00,7.01,15.52,368.73,-139.28,449.78,-679.23,449.78,-679.23,0.00,0.00,10.00,-10.00
210.35,0.00,50.00,7.01,15.72,372.18,-142.65,446.33,-675.86,446.33,-675.86,0.00,0.00,10.00,-10.00
32.30,154.62
212.99,32.30,50.00,7.01,15.97,376.12,-146.76,971.15,-143.00,971.15,-143.00,0.00,0.00,10.00,-10.00
215.03,0.00,50.00,7.01,16.13,378.75,-149.19,439.76,-669.32,439.76,-669.32,0.00,0.00,10.00,-10.00
217.46,0.00,50.00,7.00,16.33,382.07,-152.73,436.44,-665.78,436.44,-665.78,0.00,0.00,10.00,-10.00
219.34,0.00,50.00,7.01,16.50,384.84,-155.37,433.67,-663.14,433.67,-663.14,0.00,0.00,10.00,-10.00
221.95,0.00,50.00,7.01,16.72,388.47,-159.08,430.05,-659.43,430.05,-659.43,0.00,0.00,10.00,-10.00
223.56,0.00,50.00,7.01,16.87,390.82,-161.46,427.69,-657.06,427.69,-657.06,0.00,0.00,10.00,-10.00
226.17,0.00,50.00,7.01,17.10,394.57,-165.21,423.94,-653.30,423.94,-653.30,0.00,0.00,10.00,-10.00
227.88,0.00,50.00,7.01,17.25,397.01,-167.65,421.50,-650.86,421.50,-650.86,0.00,0.00,10.00,-10.00
230.28,0.00,50.00,7.00,17.46,400.42,-171.21,418.09,-647.30,418.09,-647.30,0.00,0.00,10.00,-10.00
232.69,0.00,50.00,7.00,17.68,404.07,-174.75,414.45,-643.76,414.45,-643.76,0.00,0.00,10.00,-10.00
234.81,0.00,50.00,7.00,17.87,407.19,-177.87,411.33,-640.64,411.33,-640.64,0.00,0.00,10.00,-10.00
34.10,154.84
237.33,34.10,50.00,6.99,18.12,411.05,-182.04,965.68,-78.24,965.68,-78.24,0.00,0.00,10.00,-10.00
239.23,0.00,50.00,7.00,18.27,413.62,-184.46,404.89,-634.05,404.89,-634.05,0.00,0.00,10.00,-10.00
241.82,0.00,50.00,6.99,18.50,417.32,-188.31,401.20,-630.21,401.20,-630.21,0.00,0.00,10.00,-10.00
243.58,0.00,50.00,7.00,18.66,420.08,-190.94,398.43,-627.57,398.43,-627.57,0.00,0.00,10.00,-10.00
245.98,0.00,50.00,7.00,18.89,423.75,-194.57,394.76,-623.94,394.76,-623.94,0.00,0.00,10.00,-10.00
247.77,0.00,50.00,7.00,19.05,426.43,-197.27,392.08,-621.24,392.08,-621.24,0.00,0.00,10.00,-10.00
250.22,0.00,50.00,7.00,19.28,430.19,-201.03,388.32,-617.48,388.32,-617.48,0.00,0.00,10.00,-10.00
252.63,0.00,50.00,7.00,19.50,433.75,-204.63,384.76,-613.88,384.76,-613.88,0.00,0.00,10.00,-10.00
254.49,0.00,50.00,7.00,19.67,436.61,-207.44,381.90,-611.07,381.90,-611.07,0.00,0.00,10.00,-10.00
256.98,0.00,50.00,7.00,19.91,440.56,-211.31,377.95,-607.20,377.95,-607.20,0.00,0.00,10.00,-10.00
259.01,0.00,50.00,7.00,20.10,443.62,-214.34,374.89,-604.17,374.89,-604.17,0.00,0.00,10.00,-10.00
261.67,0.00,50.00,7.00,20.35,447.77,-218.52,370.74,-599.99,370.74,-599.99,0.00,0.00,10.00,-10.00
33.18,154.02
263.66,33.18,50.00,7.00,20.56,451.18,-221.97,910.50,-53.38,910.50,-53.38,0.00,0.00,10.00,-10.00
266.06,0.00,50.00,7.00,20.77,454.65,-225.33,363.86,-593.18,363.86,-593.18,0.00,0.00,10.00,-10.00
267.81,0.00,50.00,7.00,20.93,457.31,-228.08,361.21,-590.43,361.21,-590.43,0.00,0.00,10.00,-10.00
270.17,0.00,50.00,7.00,21.16,460.95,-231.75,357.56,-586.77,357.56,-586.77,0.00,0.00,10.00,-10.00
272.24,0.00,50.00,7.00,21.36,464.18,-235.04,354.33,-583.47,354.33,-583.47,0.00,0.00,10.00,-10.00
