BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,6.99,5.08,6.99,5.08,197.57,31.27,0.03,0.01,288.28,96.21,17.36,9.93,60.00,60.00,46.59,183.78
2.68,7.00,5.08,7.15,5.08,200.23,33.77,-2.46,-2.33,-18.30,-17.18,17.58,10.20,-0.71,-6.99,46.59,183.78
9.26,7.11,5.09,7.30,5.09,202.82,36.12,-3.08,-3.09,-4.10,-4.51,18.10,10.83,14.00,6.32,46.59,183.78
11.53,7.17,5.10,7.43,5.10,205.10,38.28,-4.18,-4.31,-11.81,-12.80,18.27,11.04,6.45,-1.77,46.59,183.78
14.51,7.28,5.11,7.60,5.10,207.87,40.96,-5.03,-5.47,-9.03,-11.22,18.47,11.30,9.44,0.08,46.59,183.78
16.67,7.37,5.12,7.75,5.12,210.60,43.00,-6.10,-6.20,-13.48,-10.85,18.62,11.48,5.14,0.63,46.59,183.78
19.44,7.50,5.14,7.92,5.15,214.07,45.31,-7.14,-6.59,-12.30,-7.69,18.79,11.71,6.49,4.02,46.59,183.78
21.63,7.62,5.15,8.05,5.17,216.40,47.09,-7.29,-6.65,-7.08,-5.78,18.92,11.89,11.84,6.10,46.59,183.78
24.68,7.81,5.17,8.21,5.18,219.08,49.57,-6.61,-6.46,-1.35,-4.12,19.09,12.12,17.73,8.00,46.62,183.77
27.00,7.96,5.19,8.32,5.18,221.12,51.42,-5.82,-6.06,1.33,-1.82,19.21,12.29,20.54,10.47,46.62,183.77
29.50,8.14,5.21,8.44,5.22,223.71,52.78,-5.10,-4.80,0.94,4.98,19.33,12.47,20.27,17.45,46.62,183.77
31.69,8.31,5.23,8.56,5.26,226.20,54.05,-4.47,-3.61,1.48,6.65,19.43,12.62,20.91,19.27,46.62,183.77
33.90,8.50,5.25,8.68,5.27,228.39,55.72,-3.32,-2.63,6.44,5.66,19.52,12.76,25.96,18.43,46.62,183.77
36.79,8.75,5.28,8.85,5.29,231.49,58.38,-1.76,-1.59,8.05,4.98,19.63,12.94,27.69,17.93,46.62,183.77
38.94,8.95,5.31,9.00,5.30,234.13,60.53,-0.71,-0.83,7.93,5.54,19.71,13.07,27.64,18.62,46.62,183.77
41.59,9.21,5.34,9.20,5.36,238.33,62.97,-0.13,0.52,3.75,9.32,19.79,13.23,23.54,22.55,46.59,183.78
43.85,9.45,5.36,9.37,5.40,241.75,65.02,0.74,1.88,7.29,12.01,19.86,13.35,27.15,25.36,46.59,183.78
46.28,9.71,5.39,9.57,5.43,245.58,67.70,1.74,3.02,8.60,10.63,19.92,13.48,28.52,24.11,46.59,183.78
48.46,9.96,5.42,9.78,5.45,249.20,70.86,2.61,3.41,9.05,5.91,19.97,13.58,29.02,19.49,46.59,183.78
50.72,10.23,5.45,10.01,5.46,253.29,74.40,3.37,3.72,8.60,5.34,20.02,13.69,28.62,19.03,46.59,183.78
53.03,10.51,5.49,10.25,5.50,257.86,77.85,3.92,4.32,7.29,8.05,20.05,13.79,27.34,21.85,46.59,183.78
55.97,10.88,5.53,10.61,5.56,264.67,82.73,3.90,4.83,3.05,6.89,20.09,13.91,23.14,20.81,46.59,183.78
58.39,11.19,5.57,10.87,5.60,269.70,86.29,4.67,5.86,9.24,12.15,20.12,14.01,29.36,26.16,46.59,183.78
60.71,11.51,5.60,11.15,5.64,274.93,90.24,5.16,6.44,7.83,9.51,20.13,14.09,27.96,23.60,46.59,183.78
63.70,11.93,5.65,11.55,5.68,282.12,96.02,5.62,6.72,7.19,7.01,20.14,14.19,27.33,21.20,46.59,183.78
65.92,12.25,5.69,11.87,5.72,288.01,100.72,5.57,6.65,4.11,4.76,20.13,14.25,24.24,19.01,46.59,183.78
68.73,12.66,5.74,12.29,5.76,295.48,106.79,5.68,6.59,5.18,4.87,20.12,14.33,25.30,19.20,46.59,183.78
71.01,13.01,5.78,12.63,5.82,302.02,111.58,5.46,6.82,2.75,7.22,20.10,14.38,22.86,21.61,46.59,183.78
73.52,13.40,5.82,13.02,5.87,309.17,116.96,5.44,7.07,4.17,7.44,20.08,14.44,24.25,21.88,46.59,183.78
75.91,13.78,5.86,13.42,5.91,316.44,122.85,5.12,6.69,1.73,2.56,20.04,14.48,21.77,17.04,46.59,183.78
78.84,14.25,5.92,13.88,5.96,324.83,129.59,5.43,6.85,6.22,6.40,19.99,14.53,26.21,20.93,46.59,183.78
81.08,14.63,5.96,14.26,6.01,331.78,135.07,5.29,6.77,3.14,4.79,19.94,14.55,23.08,19.34,46.59,183.78
83.87,15.10,6.02,14.73,6.08,340.67,141.72,5.01,6.94,2.26,6.64,19.87,14.58,22.13,21.22,46.59,183.78
86.81,15.61,6.08,15.26,6.14,350.25,149.22,4.74,6.82,2.18,4.77,19.79,14.60,21.97,19.37,46.59,183.78
89.22,16.03,6.13,15.72,6.18,358.58,156.20,4.17,5.98,-0.82,-1.33,19.71,14.61,18.89,13.28,46.62,183.77
92.02,16.54,6.18,16.20,6.22,367.06,163.28,4.86,6.17,8.19,6.13,19.61,14.61,27.80,20.75,46.62,183.77
94.33,16.96,6.23,16.63,6.28,374.95,169.45,4.67,6.10,2.29,4.32,19.52,14.61,21.81,18.92,46.62,183.77
97.28,17.50,6.30,17.18,6.36,385.30,177.19,4.25,6.24,0.93,5.81,19.39,14.59,20.32,20.40,46.62,183.77
99.54,17.93,6.34,17.62,6.41,393.30,183.43,4.01,6.14,1.34,4.19,19.29,14.57,20.63,18.76,46.62,183.77
101.89,18.37,6.40,18.06,6.46,401.41,189.98,4.02,6.03,3.29,3.96,19.17,14.55,22.46,18.51,46.62,183.77
105.02,18.97,6.47,18.74,6.52,413.51,200.11,2.91,4.61,-3.86,-4.20,19.00,14.50,15.15,10.30,46.59,183.78
108.03,19.56,6.53,19.26,6.58,423.05,207.55,4.05,5.63,9.90,10.41,18.83,14.45,28.73,24.86,46.59,183.78
110.58,20.06,6.59,19.77,6.65,432.39,214.83,3.90,5.64,2.10,4.57,18.68,14.40,20.77,18.97,46.59,183.78
112.96,20.53,6.65,20.24,6.70,441.05,221.70,3.87,5.60,2.89,4.19,18.52,14.34,21.41,18.53,46.59,183.78
115.85,21.11,6.71,20.82,6.76,451.46,230.12,4.07,5.59,4.43,4.43,18.33,14.27,22.76,18.69,46.59,183.78
117.98,21.54,6.76,21.25,6.81,459.26,236.34,4.11,5.59,3.66,4.46,18.17,14.20,21.83,18.66,46.59,183.78
120.78,22.11,6.83,21.82,6.88,469.70,244.60,4.10,5.59,3.23,4.49,17.96,14.11,21.19,18.60,46.59,183.78
123.41,22.65,6.89,22.39,6.95,480.18,252.75,3.48,5.25,-1.40,1.91,17.76,14.02,16.36,15.93,46.57,183.76
126.05,23.20,6.96,22.91,7.00,489.63,260.38,3.99,5.52,6.59,6.20,17.54,13.92,24.14,20.13,46.57,183.76
128.44,23.69,7.01,23.40,7.06,498.59,267.52,4.09,5.56,3.97,4.74,17.34,13.83,21.31,18.56,46.57,183.76
130.74,24.17,7.07,23.88,7.11,507.32,274.57,4.12,5.44,3.54,3.48,17.13,13.73,20.68,17.21,46.57,183.76
