BEGIN CSV
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,7.00,5.09,7.00,5.09,197.85,31.31,0.02,-0.02,128.19,-128.17,24.91,2.37,60.00,-60.00,52.63,175.92
3.37,7.02,5.09,7.01,5.33,202.07,27.53,-3.84,3.93,-23.19,23.68,25.16,2.73,1.97,26.41,52.63,175.91
11.95,7.20,5.16,7.01,5.41,203.39,26.21,-1.16,7.17,4.54,12.34,25.73,3.60,30.27,15.95,52.63,175.91
14.26,7.28,5.19,7.03,5.42,203.85,26.43,0.19,7.82,10.40,11.20,25.87,3.83,36.27,15.03,52.63,175.91
16.46,7.37,5.22,7.06,5.41,204.16,27.00,1.89,8.21,15.05,9.70,25.98,4.04,41.03,13.74,52.63,175.91
18.88,7.48,5.26,7.12,5.51,206.71,26.35,1.87,10.09,1.31,21.59,26.11,4.27,27.42,25.86,52.63,175.91
21.82,7.64,5.31,7.23,5.74,212.27,24.41,-0.20,13.70,-12.49,32.47,26.24,4.54,13.75,37.01,52.63,175.91
24.41,7.80,5.37,7.33,5.90,216.57,23.29,-1.05,16.48,-6.58,32.00,26.35,4.77,19.76,36.77,52.63,175.91
27.14,7.98,5.43,7.45,5.96,219.50,24.52,0.06,17.18,7.14,18.27,26.45,5.00,33.59,23.28,52.63,175.91
29.66,8.16,5.50,7.62,5.99,222.77,26.65,0.84,17.00,6.13,12.35,26.53,5.22,32.65,17.57,52.63,175.92
32.21,8.36,5.57,7.81,6.10,227.58,27.97,0.45,17.81,-2.30,19.80,26.60,5.43,24.30,25.23,52.63,175.92
34.42,8.55,5.63,7.99,6.25,233.14,28.52,-1.00,19.24,-12.29,26.65,26.65,5.61,14.36,32.25,52.63,175.92
36.71,8.75,5.70,8.18,6.39,238.48,29.42,-1.84,20.50,-7.89,26.03,26.70,5.79,18.81,31.82,52.63,175.92
38.95,8.96,5.78,8.38,6.45,242.76,31.64,-1.47,20.51,1.69,16.54,26.74,5.96,28.42,22.50,52.63,175.92
41.21,9.18,5.85,8.61,6.48,247.01,34.78,-0.80,19.73,4.57,9.73,26.77,6.13,31.34,15.86,52.63,175.92
43.40,9.41,5.93,8.85,6.54,251.84,37.77,-0.66,19.13,0.56,10.49,26.79,6.29,27.35,16.79,52.63,175.92
45.63,9.65,6.02,9.10,6.63,257.64,40.45,-1.16,19.00,-4.80,14.17,26.80,6.45,22.00,20.63,52.63,175.92
48.54,9.98,6.13,9.44,6.80,265.86,43.18,-2.15,19.75,-7.69,20.30,26.81,6.65,19.12,26.96,52.63,175.92
50.70,10.23,6.22,9.69,6.89,271.42,45.79,-2.10,19.83,-1.25,16.53,26.80,6.80,25.55,23.33,52.63,175.92
53.20,10.53,6.33,10.01,6.96,277.74,49.99,-1.70,18.86,1.40,8.32,26.79,6.96,28.19,15.28,52.63,175.92
55.62,10.84,6.44,10.31,7.01,283.55,54.03,-0.74,18.07,6.39,8.75,26.76,7.12,33.15,15.86,52.63,175.92
58.56,11.23,6.57,10.72,7.11,291.92,59.06,-0.59,17.13,0.40,8.12,26.72,7.30,27.12,15.42,52.63,175.92
60.81,11.53,6.68,11.04,7.22,299.04,62.49,-0.97,16.94,-3.78,12.06,26.68,7.43,22.90,19.49,52.63,175.92
63.14,11.85,6.79,11.36,7.35,306.27,65.79,-1.02,17.10,-1.12,14.87,26.62,7.56,25.50,22.43,52.63,175.92
66.17,12.29,6.94,11.79,7.46,315.12,70.99,-0.25,16.52,4.22,9.83,26.54,7.73,30.76,17.56,52.63,175.92
68.43,12.62,7.06,12.14,7.53,321.95,75.56,0.30,15.49,4.49,4.46,26.47,7.85,30.96,12.31,52.63,175.92
70.99,13.01,7.20,12.65,7.63,331.95,82.09,-1.12,13.09,-10.60,-5.96,26.38,7.98,15.79,2.01,52.63,175.90
73.85,13.46,7.35,13.01,7.74,339.73,86.37,0.94,13.53,13.39,13.55,26.27,8.11,39.66,21.67,52.63,175.90
76.79,13.93,7.52,13.47,7.89,349.68,91.27,1.38,13.63,3.68,11.44,26.14,8.25,29.82,19.69,52.63,175.90
79.02,14.29,7.65,13.82,7.99,357.02,95.56,2.09,13.21,7.29,7.32,26.03,8.35,33.32,15.66,52.63,175.90
81.79,14.75,7.81,14.30,8.09,366.38,101.65,2.96,12.04,7.87,2.26,25.88,8.46,33.75,10.72,52.63,175.90
84.74,15.26,7.99,14.82,8.21,376.89,108.24,3.60,10.80,6.64,1.30,25.71,8.58,32.35,9.88,52.63,175.90
87.01,15.65,8.12,15.22,8.33,385.50,112.90,3.70,10.33,3.74,4.63,25.57,8.66,29.31,13.30,52.63,175.90
89.76,16.14,8.29,15.71,8.49,396.16,118.17,3.78,10.22,3.52,7.44,25.39,8.76,28.91,16.20,52.63,175.90
92.19,16.57,8.45,16.18,8.62,405.96,123.71,3.64,9.32,1.89,1.01,25.22,8.84,27.12,9.85,52.63,175.92
94.70,17.03,8.61,16.61,8.74,414.96,128.96,4.75,8.93,11.53,4.43,25.04,8.92,36.57,13.35,52.63,175.92
97.04,17.46,8.76,17.05,8.84,423.86,134.27,5.39,8.20,9.14,1.08,24.85,8.99,34.00,10.06,52.63,175.92
99.97,18.01,8.95,17.61,9.02,436.04,140.67,5.35,7.64,4.07,2.75,24.61,9.06,28.68,11.82,52.63,175.92
102.20,18.44,9.10,18.05,9.17,445.53,145.39,5.24,7.42,3.29,4.23,24.42,9.12,27.71,13.35,52.63,175.92
104.64,18.90,9.27,18.52,9.31,455.57,150.78,5.58,7.02,6.86,2.78,24.20,9.18,31.06,11.95,52.63,175.92
107.74,19.51,9.48,19.11,9.47,467.92,157.87,6.51,6.31,10.52,1.01,23.90,9.24,34.42,10.25,52.63,175.92
110.37,20.02,9.66,19.63,9.63,478.90,163.72,6.97,5.96,8.60,2.47,23.64,9.29,32.25,11.75,52.63,175.92
112.97,20.54,9.84,20.19,9.81,491.17,169.85,6.16,5.34,-0.51,0.05,23.37,9.33,22.86,9.38,52.63,175.92
115.57,21.06,10.02,20.70,9.99,502.37,175.34,6.45,5.37,7.10,4.49,23.09,9.36,30.19,13.86,52.63,175.92
117.95,21.54,10.19,21.19,10.14,512.87,180.75,6.59,5.08,6.34,1.94,22.82,9.39,29.16,11.33,52.63,175.92
120.25,22.01,10.35,21.64,10.29,522.61,185.84,7.21,4.95,10.48,3.03,22.56,9.41,33.04,12.45,52.63,175.92
122.76,22.52,10.53,22.15,10.46,533.84,191.49,7.33,4.76,6.72,2.47,22.25,9.43,28.98,11.90,52.63,175.92
125.70,23.13,10.75,22.77,10.69,547.74,197.75,6.86,4.96,2.67,5.12,21.89,9.45,24.56,14.56,52.63,175.92
128.22,23.65,10.93,23.30,10.88,559.59,203.42,6.59,4.85,3.39,3.13,21.56,9.46,24.95,12.58,52.63,175.92
130.70,24.17,11.11,23.83,11.05,570.93,209.29,6.65,4.46,5.75,0.81,21.23,9.46,26.98,10.27,52.63,175.92
133.20,24.69,11.30,24.38,11.22,582.77,215.57,6.39,3.74,3.28,-2.04,20.89,9.46,24.17,7.42,52.63,175.92
135.83,25.25,11.49,24.90,11.39,594.20,221.15,7.21,4.04,11.21,5.25,20.52,9.45,31.73,14.70,52.63,175.92
138.92,25.90,11.72,25.56,11.64,609.00,227.77,6.82,4.36,3.23,5.27,20.07,9.43,23.30,14.70,52.63,175.92
141.46,26.44,11.91,26.10,11.85,621.22,233.24,6.47,4.59,2.79,5.28,19.68,9.41,22.47,14.69,52.63,175.92
143.96,26.97,12.09,26.63,12.03,632.91,239.13,6.50,4.33,5.38,1.65,19.30,9.39,24.68,11.04,52.63,175.92
146.28,27.46,12.27,27.13,12.20,643.83,244.53,6.50,4.18,5.26,2.18,18.93,9.36,24.19,11.55,52.63,175.92
148.89,28.01,12.46,27.69,12.40,656.29,250.20,6.28,4.39,3.54,4.93,18.50,9.33,22.05,14.26,52.63,175.92
152.09,28.69,12.70,28.40,12.68,672.46,257.21,5.13,4.60,-2.18,4.83,17.97,9.27,15.79,14.10,52.63,175.91
154.79,29.27,12.90,28.95,12.89,684.94,262.86,5.34,5.05,5.63,6.96,17.50,9.22,23.14,16.19,52.63,175.91
157.35,29.81,13.09,29.49,13.08,696.79,268.68,5.53,5.01,5.69,3.72,17.05,9.17,22.74,12.89,52.63,175.91
159.68,30.30,13.26,29.99,13.25,707.73,274.06,5.50,4.87,4.15,2.83,16.63,9.12,20.77,11.95,52.63,175.91
162.42,30.88,13.47,30.56,13.45,720.54,280.04,5.49,5.04,4.37,5.17,16.12,9.05,20.49,14.21,52.63,175.91
165.58,31.55,13.70,31.23,13.72,735.83,286.63,4.91,5.52,0.73,7.07,15.52,8.96,16.25,16.04,52.63,175.91
168.16,32.09,13.89,31.78,13.93,748.27,292.30,4.44,5.60,0.36,5.03,15.02,8.88,15.38,13.92,52.63,175.91
170.81,32.64,14.09,32.34,14.12,760.62,298.28,4.33,5.51,2.74,3.77,14.49,8.80,17.23,12.57,52.63,175.91
173.27,33.15,14.26,32.89,14.31,772.77,304.21,3.48,5.00,-3.30,0.41,14.00,8.72,10.70,9.13,52.63,175.92
176.31,33.78,14.49,33.49,14.54,786.35,310.25,3.81,5.65,4.97,8.22,13.37,8.60,18.34,16.82,52.63,175.92
179.48,34.43,14.71,34.15,14.79,801.07,316.87,3.47,5.94,0.87,6.38,12.69,8.48,13.56,14.86,52.63,175.92
182.12,34.97,14.90,34.68,14.97,812.89,322.60,3.51,5.91,3.10,4.51,12.12,8.37,15.22,12.88,52.63,175.92
184.81,35.51,15.09,35.23,15.16,824.89,328.54,3.57,5.77,3.21,3.70,11.52,8.25,14.73,11.95,52.63,175.92
187.22,36.00,15.26,35.72,15.34,835.72,333.63,3.38,5.79,1.34,4.76,10.98,8.15,12.32,12.90,52.63,175.92
190.14,36.58,15.47,36.30,15.56,848.97,339.46,2.95,6.12,-0.23,6.92,10.31,8.01,10.08,14.92,52.63,175.92
193.32,37.20,15.68,36.95,15.81,863.62,346.14,2.09,6.07,-3.03,4.59,9.56,7.84,6.53,12.44,52.63,175.90
196.10,37.74,15.87,37.47,15.98,874.98,351.67,2.61,6.24,5.35,6.07,8.89,7.70,14.24,13.77,52.63,175.90
198.86,38.27,16.06,37.99,16.16,886.39,357.43,2.89,6.10,4.11,3.99,8.22,7.55,12.33,11.54,52.63,175.90
201.32,38.73,16.22,38.46,16.32,896.80,362.40,2.73,6.07,1.04,4.58,7.61,7.40,8.65,11.98,52.63,175.90
203.70,39.17,16.38,38.91,16.49,906.98,366.97,2.40,6.22,-0.51,6.15,7.00,7.26,6.50,13.41,52.63,175.90
205.98,39.59,16.52,39.33,16.65,916.40,371.27,2.24,6.37,0.56,6.22,6.42,7.12,6.98,13.34,52.63,175.90
208.58,40.06,16.69,39.81,16.80,926.80,376.61,2.29,6.05,2.15,2.67,5.74,6.96,7.89,9.63,52.63,175.90
210.68,40.44,16.82,40.29,16.96,937.19,381.86,0.20,4.79,-17.29,-6.70,5.19,6.82,-12.11,0.12,52.63,175.92
213.62,40.96,17.00,40.70,17.11,946.35,386.28,2.47,5.86,15.52,11.12,4.40,6.62,19.92,17.74,52.63,175.92
216.43,41.44,17.17,41.17,17.28,956.96,391.07,2.59,6.23,2.81,7.27,3.63,6.43,6.44,13.69,52.63,175.92
218.80,41.84,17.31,41.56,17.43,965.77,395.05,2.66,6.52,2.62,7.35,2.97,6.26,5.59,13.61,52.63,175.92
