BEGIN CSV
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,7.00,5.08,7.00,5.08,197.81,31.40,-0.04,0.02,-256.38,128.24,24.91,2.36,-60.00,60.00,48.42,190.70
3.37,7.02,5.09,7.03,4.80,193.55,36.50,4.57,-4.91,27.65,-29.55,25.17,2.72,52.82,-26.83,48.42,190.70
13.78,7.26,5.17,7.04,4.75,192.97,37.62,10.55,-3.43,18.50,-0.26,25.84,3.78,44.34,3.52,48.42,190.70
16.57,7.37,5.21,7.05,4.78,193.57,37.22,12.48,-1.82,22.07,8.61,26.00,4.04,48.06,12.65,48.42,190.70
19.48,7.51,5.26,7.06,4.87,195.26,35.77,13.88,1.11,19.50,18.54,26.14,4.32,45.64,22.86,48.42,190.70
21.63,7.63,5.30,7.09,4.91,196.31,35.66,15.40,2.46,24.73,12.95,26.24,4.51,50.96,17.46,48.42,190.70
24.41,7.80,5.36,7.20,4.93,198.45,37.13,16.97,2.77,23.46,4.14,26.35,4.76,49.82,8.90,48.42,190.70
26.55,7.94,5.41,7.29,4.97,200.60,38.03,17.95,3.37,22.34,7.62,26.43,4.95,48.77,12.57,48.42,190.70
29.13,8.12,5.48,7.41,5.07,204.31,38.30,18.32,5.07,17.16,15.57,26.52,5.17,43.68,20.74,48.42,190.70
31.33,8.29,5.53,7.55,5.18,208.38,38.89,18.00,6.27,11.83,14.61,26.58,5.35,38.41,19.96,48.42,190.70
33.73,8.49,5.60,7.72,5.28,212.82,40.10,17.91,7.15,13.70,12.17,26.64,5.55,40.34,17.71,48.42,190.70
36.11,8.70,5.68,7.92,5.35,217.21,42.01,18.13,7.46,16.10,8.20,26.69,5.74,42.80,13.93,48.42,190.70
39.17,8.98,5.78,8.16,5.46,222.99,44.10,18.65,8.40,17.90,12.09,26.75,5.97,44.64,18.06,48.42,190.70
41.32,9.20,5.85,8.36,5.57,227.95,45.64,18.39,9.12,12.66,13.18,26.77,6.13,39.43,19.31,48.42,190.70
43.78,9.45,5.94,8.61,5.70,234.26,47.77,17.71,9.69,9.33,11.82,26.80,6.31,36.13,18.13,48.42,190.70
45.97,9.69,6.02,8.84,5.80,239.75,49.75,17.45,10.23,11.88,12.47,26.81,6.47,38.68,18.94,48.42,190.70
48.47,9.97,6.12,9.13,5.92,246.39,52.56,17.05,10.41,10.78,9.58,26.81,6.64,37.59,16.22,48.42,190.70
51.33,10.31,6.24,9.48,6.05,254.30,56.23,16.59,10.32,10.47,7.70,26.80,6.83,37.27,14.54,48.42,190.70
53.72,10.60,6.34,9.83,6.18,262.03,59.81,15.35,9.86,3.23,4.51,26.79,6.99,30.02,11.50,48.42,190.70
56.45,10.95,6.47,10.21,6.34,270.82,63.37,14.26,9.99,4.40,8.87,26.76,7.16,31.15,16.03,48.42,190.70
58.70,11.24,6.57,10.53,6.48,278.49,66.34,13.14,10.18,1.86,9.57,26.72,7.30,28.59,16.86,48.42,190.70
61.16,11.58,6.69,10.88,6.63,286.62,69.48,12.40,10.58,4.65,11.37,26.67,7.44,31.33,18.81,48.42,190.70
63.47,11.90,6.80,11.21,6.76,294.27,72.84,11.92,10.66,5.87,9.12,26.62,7.57,32.49,16.70,48.42,190.70
66.17,12.29,6.94,11.65,6.90,303.69,77.63,11.09,10.00,3.50,3.72,26.55,7.72,30.05,11.44,48.42,190.70
68.38,12.62,7.05,12.02,7.04,311.91,81.52,10.09,9.58,0.17,4.33,26.48,7.84,26.65,12.17,48.42,190.70
70.68,12.97,7.17,12.39,7.20,320.68,84.92,9.01,9.87,-1.04,10.07,26.40,7.96,25.36,18.02,48.42,190.70
73.58,13.42,7.33,12.88,7.42,332.19,89.36,7.47,10.22,-3.30,10.29,26.28,8.10,22.98,18.39,48.42,190.70
75.99,13.80,7.47,13.25,7.56,340.70,93.16,7.42,10.48,5.55,10.26,26.18,8.21,31.72,18.47,48.42,190.70
78.55,14.22,7.61,13.69,7.71,350.43,97.87,6.91,10.21,2.11,6.34,26.06,8.32,28.16,14.66,48.42,190.70
80.84,14.59,7.75,14.09,7.85,359.26,102.15,6.45,9.94,1.63,5.94,25.94,8.42,27.57,14.36,48.42,190.70
83.12,14.98,7.88,14.50,8.01,368.49,106.19,5.76,10.00,-0.71,8.43,25.81,8.51,25.10,16.94,48.42,190.70
85.47,15.38,8.02,14.92,8.18,378.09,110.30,5.09,10.18,-0.94,9.48,25.67,8.60,24.73,18.09,48.42,190.70
87.84,15.80,8.17,15.34,8.34,387.61,114.59,4.73,10.29,1.14,9.07,25.52,8.69,26.66,17.76,48.42,190.70
90.84,16.33,8.36,15.89,8.51,399.43,120.67,4.67,9.86,3.39,5.33,25.32,8.79,28.71,14.12,48.42,190.70
93.28,16.77,8.51,16.37,8.68,409.98,125.84,3.90,9.39,-2.40,4.16,25.15,8.87,22.75,13.03,48.42,190.70
96.20,17.31,8.70,16.88,8.87,421.60,131.11,4.11,9.80,4.56,10.31,24.92,8.96,29.49,19.27,48.42,190.70
98.47,17.73,8.85,17.32,9.03,431.40,135.64,3.69,9.78,-0.29,7.66,24.74,9.02,24.45,16.68,48.42,190.70
100.91,18.19,9.01,17.79,9.19,441.70,140.69,3.55,9.61,1.83,6.46,24.54,9.08,26.36,15.54,48.42,190.70
103.26,18.64,9.17,18.25,9.35,451.79,145.79,3.37,9.27,1.34,4.88,24.33,9.14,25.67,14.02,48.42,190.70
106.10,19.19,9.36,18.81,9.53,463.92,151.85,3.38,9.04,2.81,5.81,24.06,9.20,26.87,15.01,48.42,190.70
108.22,19.60,9.50,19.24,9.68,473.37,156.40,3.09,8.89,0.09,5.88,23.86,9.24,23.95,15.13,48.42,190.70
110.98,20.15,9.70,19.82,9.90,486.46,162.44,2.03,8.62,-5.13,5.23,23.58,9.29,18.45,14.52,48.42,190.70
113.99,20.74,9.91,20.40,10.10,499.34,168.62,2.41,8.82,4.17,8.19,23.26,9.34,27.44,17.53,48.42,190.70
116.52,21.25,10.08,20.90,10.27,510.24,173.94,2.78,8.91,4.73,7.76,22.99,9.37,27.72,17.14,48.42,190.70
119.08,21.77,10.27,21.41,10.44,521.42,179.56,3.03,8.78,4.15,6.12,22.70,9.40,26.85,15.52,48.42,190.70
121.41,22.25,10.43,21.89,10.60,531.86,184.75,3.13,8.65,3.22,5.98,22.42,9.42,25.64,15.40,48.42,190.70
124.12,22.81,10.63,22.45,10.79,544.25,190.85,3.07,8.47,2.11,5.61,22.09,9.44,24.20,15.05,48.42,190.70
127.28,23.46,10.86,23.12,11.03,558.93,197.93,2.85,8.34,1.03,5.93,21.69,9.45,22.71,15.38,48.42,190.70
129.60,23.94,11.03,23.63,11.20,570.16,203.40,2.27,7.99,-2.51,3.72,21.38,9.46,18.87,13.17,48.42,190.70
132.43,24.53,11.24,24.19,11.39,582.46,209.44,3.09,8.24,7.49,8.19,21.00,9.46,28.49,17.65,48.42,190.70
134.78,25.03,11.41,24.68,11.56,593.34,214.83,3.13,8.11,2.80,5.45,20.67,9.45,23.47,14.90,48.42,190.70
137.60,25.62,11.62,25.29,11.77,606.63,221.22,2.98,8.02,1.43,5.91,20.26,9.44,21.70,15.35,48.42,190.70
140.78,26.29,11.85,25.97,12.00,621.55,228.60,2.92,7.78,2.02,4.88,19.79,9.42,21.81,14.30,48.42,190.70
143.38,26.84,12.05,26.53,12.18,633.66,234.87,3.00,7.37,2.96,3.16,19.39,9.39,22.35,12.55,48.42,190.70
146.05,27.41,12.25,27.09,12.36,645.76,241.04,3.41,7.21,5.40,4.69,18.97,9.36,24.37,14.06,48.42,190.70
148.54,27.94,12.43,27.64,12.56,658.03,246.93,2.86,6.95,-1.52,3.73,18.56,9.33,17.04,13.06,48.42,190.70
151.59,28.59,12.66,28.26,12.78,671.87,253.43,3.35,7.33,5.47,8.04,18.05,9.28,23.53,17.32,48.42,190.70
154.76,29.26,12.90,28.94,13.02,686.81,260.62,3.30,7.30,2.36,5.66,17.51,9.22,19.87,14.88,48.42,190.70
157.39,29.82,13.09,29.50,13.19,698.81,266.97,3.63,6.86,5.06,2.61,17.04,9.17,22.11,11.78,48.42,190.70
160.06,30.38,13.29,30.06,13.38,711.11,273.19,3.83,6.65,4.38,3.94,16.56,9.10,20.94,13.04,48.42,190.70
162.47,30.89,13.47,30.58,13.55,722.36,278.68,3.82,6.56,3.01,4.58,16.12,9.04,19.13,13.62,48.42,190.70
165.43,31.52,13.69,31.28,13.80,737.83,286.13,2.17,5.75,-8.00,-0.19,15.55,8.96,7.55,8.78,48.42,190.70
167.86,32.03,13.87,31.72,13.94,747.45,290.94,3.82,6.35,14.95,9.43,15.08,8.89,30.03,18.32,48.42,190.70
170.62,32.60,14.07,32.29,14.13,759.91,297.29,4.10,6.12,5.03,3.41,14.54,8.80,19.57,12.22,48.42,190.70
173.34,33.17,14.27,32.87,14.32,772.48,303.60,4.04,5.82,2.88,2.76,13.98,8.71,16.86,11.47,48.42,190.70
175.76,33.67,14.44,33.38,14.51,783.86,308.96,3.74,5.78,0.80,4.34,13.48,8.62,14.28,12.96,48.42,190.70
178.69,34.27,14.65,34.00,14.72,797.51,315.57,3.44,5.58,0.95,3.25,12.86,8.51,13.82,11.76,48.42,190.70
180.84,34.71,14.81,34.43,14.87,807.15,320.21,3.48,5.60,3.09,4.60,12.40,8.42,15.49,13.03,48.42,190.70
183.60,35.27,15.00,35.07,15.08,821.04,327.17,1.96,4.57,-8.06,-2.84,11.79,8.31,3.73,5.47,48.42,190.70
186.88,35.93,15.24,35.65,15.28,833.78,333.44,3.78,5.31,12.76,8.17,11.06,8.16,23.81,16.33,48.42,190.70
189.34,36.42,15.41,36.13,15.46,844.57,338.42,3.82,5.52,3.30,5.92,10.49,8.04,13.80,13.96,48.42,190.70
191.69,36.88,15.57,36.59,15.63,854.81,343.17,3.80,5.68,2.91,5.77,9.95,7.93,12.85,13.69,48.42,190.70
193.93,37.32,15.72,37.03,15.78,864.44,347.87,3.84,5.62,3.40,4.03,9.42,7.81,12.81,11.85,48.42,190.70
196.69,37.85,15.91,37.55,15.95,875.86,353.61,4.22,5.56,5.78,4.04,8.75,7.67,14.53,11.70,48.42,190.70
199.59,38.40,16.10,38.11,16.14,888.01,359.65,4.28,5.38,3.77,3.23,8.04,7.50,11.81,10.73,48.42,190.70
202.13,38.88,16.27,38.61,16.33,899.26,364.77,3.61,5.34,-1.71,4.02,7.40,7.36,5.69,11.38,48.42,190.70
204.82,39.38,16.45,39.08,16.49,909.72,369.82,4.19,5.59,7.16,6.11,6.72,7.19,13.87,13.30,48.42,190.70
207.16,39.81,16.60,39.51,16.64,919.10,374.46,4.28,5.51,4.07,3.75,6.11,7.05,10.19,10.80,48.42,190.70
210.08,40.33,16.78,40.03,16.81,930.55,380.11,4.45,5.44,4.56,3.94,5.35,6.86,9.91,10.81,48.42,190.70
212.17,40.70,16.91,40.40,16.94,938.75,384.13,4.43,5.35,3.41,3.51,4.79,6.72,8.20,10.23,48.42,190.70
214.61,41.13,17.06,40.83,17.09,948.06,388.67,4.53,5.32,4.34,4.07,4.13,6.56,8.47,10.63,48.42,190.70
217.54,41.63,17.24,41.34,17.27,959.34,393.99,4.37,5.34,2.53,4.39,3.32,6.35,5.85,10.74,48.42,190.70
220.07,42.06,17.39,41.76,17.42,968.72,398.43,4.37,5.41,3.52,4.81,2.62,6.17,6.13,10.97,48.42,190.70
222.83,42.51,17.55,42.23,17.57,979.05,403.66,4.07,5.00,1.37,1.38,1.83,5.96,3.20,7.34,48.42,190.70
225.32,42.91,17.69,42.61,17.71,987.37,407.66,4.62,5.26,7.50,6.04,1.11,5.77,8.61,11.81,48.42,190.70
227.66,43.28,17.82,42.97,17.84,995.48,411.53,4.64,5.30,3.91,4.54,0.43,5.58,4.34,10.12,48.42,190.70
229.93,43.63,17.94,43.32,17.97,1003.35,415.09,4.48,5.44,2.36,5.46,-0.24,5.40,2.12,10.85,48.42,190.70
232.44,44.00,18.07,43.70,18.10,1011.76,419.11,4.43,5.43,3.14,4.30,-0.99,5.19,2.14,9.49,48.42,190.70
235.51,44.45,18.23,44.14,18.26,1021.54,423.74,4.53,5.55,4.23,5.07,-1.93,4.93,2.31,10.00,48.42,190.70
238.09,44.82,18.36,44.51,18.39,1029.63,427.54,4.51,5.62,3.45,4.98,-2.72,4.70,0.72,9.68,48.42,190.70
240.69,45.17,18.48,44.86,18.52,1037.43,431.19,4.62,5.77,4.43,5.64,-3.54,4.47,0.89,10.10,48.42,190.70
243.07,45.49,18.59,45.17,18.63,1044.39,434.47,4.62,5.84,3.72,5.21,-4.29,4.25,-0.58,9.46,48.42,190.70
245.99,45.86,18.72,45.56,18.77,1053.09,438.55,4.20,5.73,0.81,3.92,-5.23,3.97,-4.42,7.89,48.42,190.70
249.30,46.27,18.87,45.94,18.90,1061.51,442.71,4.74,5.88,6.68,5.51,-6.31,3.65,0.37,9.16,48.42,190.70
251.92,46.57,18.97,46.25,19.00,1068.21,446.02,4.82,5.82,4.37,4.25,-7.18,3.39,-2.81,7.64,48.42,190.70
254.66,46.88,19.08,46.56,19.12,1075.13,449.12,4.67,5.98,2.81,5.78,-8.10,3.12,-5.29,8.90,48.42,190.70
257.09,47.14,19.17,46.81,19.21,1080.85,451.78,4.69,6.07,3.86,5.52,-8.93,2.86,-5.07,8.39,48.42,190.70
259.40,47.38,19.25,47.04,19.29,1085.83,454.31,4.90,6.04,5.50,4.60,-9.72,2.62,-4.22,7.22,48.42,190.70
261.62,47.59,19.33,47.25,19.36,1090.47,456.48,5.03,6.15,5.05,5.83,-10.50,2.38,-5.44,8.21,48.42,190.70
264.37,47.84,19.42,47.50,19.46,1096.12,459.07,4.98,6.25,3.67,5.61,-11.46,2.08,-7.80,7.69,48.42,190.70
267.17,48.08,19.50,47.75,19.55,1101.65,461.73,4.77,6.15,2.52,4.31,-12.46,1.77,-9.94,6.08,48.42,190.70
269.74,48.29,19.58,47.94,19.62,1105.92,463.71,5.05,6.35,5.93,6.47,-13.39,1.48,-7.46,7.95,48.42,190.70
272.67,48.51,19.65,48.16,19.69,1110.64,466.02,5.10,6.34,4.40,5.00,-14.46,1.14,-10.06,6.14,48.42,190.70
275.84,48.72,19.73,48.37,19.76,1115.30,468.33,5.12,6.28,4.20,4.69,-15.63,0.76,-11.43,5.45,48.42,190.70
278.47,48.87,19.78,48.53,19.82,1118.86,469.93,5.04,6.35,3.47,5.52,-16.62,0.44,-13.15,5.96,48.42,190.70
281.10,49.02,19.83,48.67,19.87,1121.89,471.42,5.11,6.35,4.60,5.07,-17.62,0.12,-13.02,5.19,48.42,190.70
283.42,49.12,19.87,48.78,19.90,1124.26,472.68,5.17,6.26,4.52,4.35,-18.51,-0.17,-13.98,4.17,48.42,190.70
285.96,49.23,19.91,48.88,19.93,1126.44,473.88,5.31,6.16,5.23,4.28,-19.49,-0.50,-14.26,3.78,48.42,190.70
289.01,49.33,19.94,48.99,19.97,1128.81,475.00,5.22,6.14,3.69,4.79,-20.69,-0.89,-17.00,3.90,48.42,190.70
291.61,49.40,19.97,49.05,19.99,1130.20,475.66,5.37,6.22,5.26,5.48,-21.72,-1.24,-16.46,4.24,48.42,190.70
294.55,49.46,19.99,49.10,20.01,1131.40,476.19,5.41,6.29,4.56,5.46,-22.90,-1.63,-18.34,3.83,48.42,190.70
297.67,49.49,20.00,49.13,20.01,1131.98,476.70,5.58,6.14,5.47,4.10,-24.16,-2.06,-18.70,2.04,48.42,190.70
4504.60,49.12,20.03,49.12,20.03,1132.00,476.28,-0.04,-0.00,-0.06,-0.03,1.04,1.08,0.98,1.05,56.28,177.80
4507.89,49.12,20.03,49.12,20.03,1132.04,476.26,-0.07,0.04,-0.19,0.25,1.06,1.10,0.87,1.36,56.28,177.80
4510.81,49.12,20.03,49.12,20.03,1131.93,476.28,0.09,0.07,1.02,0.22,1.08,1.12,2.10,1.34,56.28,177.80
4513.07,49.13,20.03,49.12,20.03,1132.00,476.26,0.08,0.15,0.00,0.74,1.09,1.14,1.10,1.88,56.28,177.80
4515.95,49.13,20.03,49.12,20.03,1131.98,476.26,0.20,0.25,0.89,0.81,1.11,1.16,2.00,1.97,56.28,177.80
4518.21,49.14,20.03,49.12,20.03,1132.02,476.32,0.25,0.28,0.61,0.47,1.12,1.17,1.73,1.65,56.28,177.80
4520.70,49.15,20.03,49.13,20.03,1132.11,476.43,0.29,0.30,0.50,0.36,1.14,1.19,1.64,1.55,56.28,177.80
4523.01,49.16,20.03,49.13,20.03,1132.09,476.41,0.45,0.46,1.54,1.56,1.15,1.20,2.69,2.77,56.28,177.80
4525.80,49.17,20.03,49.13,20.03,1132.20,476.48,0.52,0.58,0.89,1.22,1.17,1.22,2.05,2.44,56.13,174.51
4528.85,49.18,20.03,49.13,20.03,1132.13,476.43,0.82,0.85,2.34,2.27,1.18,1.24,3.52,3.51,56.13,174.51
4531.11,49.19,20.03,49.13,20.03,1132.13,476.50,1.00,0.98,2.25,1.75,1.19,1.25,3.44,2.99,56.13,174.51
4533.83,49.21,20.03,49.14,20.03,1132.28,476.56,1.10,1.16,1.47,2.11,1.20,1.26,2.67,3.37,56.13,174.51
4536.12,49.22,20.03,49.14,20.03,1132.35,476.65,1.25,1.30,2.20,2.10,1.21,1.27,3.41,3.37,56.13,174.51
4538.43,49.24,20.03,49.15,20.03,1132.44,476.78,1.41,1.41,2.28,1.98,1.22,1.28,3.50,3.27,56.13,174.51
4540.76,49.25,20.03,49.16,20.03,1132.57,476.92,1.53,1.54,2.16,2.20,1.23,1.29,3.39,3.49,56.13,174.51
4543.17,49.27,20.03,49.16,20.03,1132.66,476.96,1.72,1.78,2.78,3.19,1.24,1.30,4.02,4.49,56.02,171.21
4546.35,49.29,20.03,49.17,20.03,1132.81,477.14,1.96,2.01,2.90,2.85,1.25,1.31,4.15,4.16,56.02,171.21
4548.61,49.31,20.02,49.18,20.03,1132.90,477.14,2.17,2.31,3.35,4.18,1.26,1.32,4.61,5.50,56.02,171.21
4551.22,49.33,20.02,49.19,20.03,1133.03,477.31,2.40,2.50,3.44,3.26,1.26,1.33,4.70,4.60,56.02,171.21
4553.51,49.35,20.02,49.20,20.02,1133.14,477.58,2.62,2.57,3.76,2.59,1.27,1.34,5.03,3.92,56.02,171.21
4556.43,49.38,20.02,49.21,20.03,1133.36,477.73,2.83,2.86,3.57,4.02,1.28,1.35,4.84,5.37,56.02,171.21
4558.64,49.40,20.02,49.22,20.03,1133.58,477.88,2.96,3.05,3.35,3.99,1.28,1.35,4.63,5.34,56.02,171.21
4561.04,49.43,20.02,49.23,20.03,1133.73,478.04,3.19,3.29,4.25,4.37,1.29,1.36,5.53,5.73,55.85,168.10
4564.05,49.46,20.02,49.24,20.03,1133.82,478.19,3.61,3.65,5.29,4.99,1.29,1.36,6.58,6.35,55.85,168.10
4566.31,49.48,20.02,49.25,20.03,1134.04,478.32,3.78,3.91,4.34,5.18,1.29,1.37,5.63,6.54,55.85,168.10
4568.84,49.51,20.02,49.26,20.03,1134.17,478.52,4.09,4.17,5.47,5.13,1.30,1.37,6.77,6.50,55.85,168.10
4571.14,49.54,20.02,49.27,20.02,1134.39,478.78,4.29,4.34,4.95,4.71,1.30,1.37,6.25,6.08,55.85,168.10
4573.87,49.57,20.02,49.29,20.02,1134.61,479.00,4.58,4.63,5.54,5.63,1.30,1.38,6.84,7.01,55.85,168.10
4576.77,49.60,20.02,49.30,20.03,1134.94,479.29,4.81,4.92,5.24,5.64,1.30,1.38,6.54,7.02,55.85,168.10
4579.19,49.63,20.02,49.32,20.03,1135.21,479.49,5.03,5.21,5.57,6.25,1.30,1.38,6.87,7.62,55.84,165.00
4582.08,49.67,20.02,49.33,20.02,1135.38,479.84,5.44,5.45,6.83,5.84,1.30,1.38,8.14,7.22,55.84,165.00
4584.36,49.70,20.02,49.35,20.03,1135.65,480.01,5.65,5.75,6.11,6.93,1.30,1.38,7.41,8.31,55.84,165.00
4586.76,49.73,20.02,49.36,20.02,1135.89,480.32,5.91,5.96,6.66,6.28,1.30,1.38,7.96,7.66,55.84,165.00
4589.09,49.76,20.02,49.39,20.03,1136.30,480.65,5.99,6.14,5.41,6.25,1.30,1.38,6.71,7.62,55.84,165.00
4591.59,49.79,20.02,49.41,20.03,1136.66,480.98,6.19,6.36,6.32,6.67,1.30,1.37,7.61,8.05,55.84,165.00
4594.51,49.83,20.02,49.44,20.03,1137.12,481.46,6.38,6.54,6.23,6.30,1.29,1.37,7.53,7.67,55.84,165.00
4596.94,49.87,20.02,49.46,20.03,1137.56,481.82,6.49,6.75,5.98,6.89,1.29,1.37,7.27,8.25,55.71,161.87
4599.72,49.90,20.02,49.48,20.03,1137.95,482.17,6.73,7.05,6.93,7.52,1.29,1.36,8.21,8.88,55.71,161.87
4602.01,49.94,20.02,49.51,20.03,1138.30,482.54,6.91,7.22,6.93,7.07,1.28,1.36,8.21,8.43,55.71,161.87
4604.91,49.98,20.02,49.54,20.03,1138.92,483.05,6.98,7.41,6.01,7.08,1.27,1.35,7.29,8.44,55.71,161.87
4607.14,50.01,20.02,49.56,20.03,1139.27,483.46,7.17,7.53,7.16,7.00,1.27,1.35,8.43,8.35,55.71,161.87
4609.85,50.05,20.02,49.60,20.03,1139.86,483.97,7.23,7.69,6.20,7.21,1.26,1.34,7.46,8.55,55.71,161.87
4612.74,50.10,20.02,49.64,20.03,1140.61,484.69,7.19,7.69,5.52,6.13,1.25,1.33,6.78,7.46,55.55,158.77
4615.50,50.14,20.02,49.67,20.03,1141.09,485.16,7.39,7.92,7.18,7.82,1.25,1.32,8.43,9.14,55.55,158.77
4618.03,50.18,20.02,49.70,20.04,1141.62,485.57,7.50,8.15,6.75,8.10,1.24,1.31,7.98,9.41,55.55,158.77
4620.34,50.21,20.02,49.73,20.03,1142.04,486.10,7.67,8.22,7.39,7.07,1.23,1.31,8.62,8.38,55.55,158.77
4623.15,50.26,20.02,49.77,20.04,1142.76,486.80,7.66,8.24,6.06,6.74,1.22,1.30,7.28,8.03,55.55,158.77
4626.05,50.30,20.02,49.82,20.03,1143.45,487.55,7.72,8.25,6.56,6.65,1.21,1.28,7.76,7.94,55.55,158.77
4628.29,50.34,20.02,49.85,20.03,1144.08,488.19,7.66,8.20,5.70,6.20,1.20,1.27,6.89,7.47,55.55,158.77
4631.10,50.38,20.02,49.90,20.04,1144.81,488.85,7.67,8.28,6.16,7.14,1.18,1.26,7.34,8.40,55.55,158.77
4633.36,50.42,20.02,49.93,20.03,1145.36,489.48,7.71,8.25,6.49,6.32,1.17,1.25,7.66,7.57,55.55,158.77
4635.83,50.46,20.02,49.98,20.03,1146.10,490.17,7.61,8.23,5.41,6.44,1.16,1.24,6.57,7.67,55.52,155.71
4638.72,50.51,20.02,50.02,20.03,1146.74,490.83,7.74,8.34,6.95,7.38,1.14,1.22,8.09,8.60,55.52,155.71
4641.26,50.55,20.01,50.05,20.03,1147.36,491.42,7.80,8.44,6.64,7.37,1.13,1.20,7.76,8.58,55.52,155.71
4644.21,50.60,20.01,50.10,20.04,1148.17,492.19,7.77,8.46,6.04,6.93,1.11,1.19,7.15,8.12,55.52,155.71
4646.46,50.63,20.01,50.14,20.03,1148.78,492.91,7.75,8.35,6.10,5.79,1.10,1.17,7.19,6.97,55.52,155.71
4649.19,50.68,20.01,50.19,20.03,1149.58,493.68,7.69,8.32,5.75,6.47,1.08,1.16,6.83,7.63,55.52,155.71
4651.47,50.72,20.01,50.23,20.04,1150.30,494.23,7.57,8.39,5.17,7.25,1.07,1.14,6.23,8.39,55.52,155.71
4653.77,50.75,20.01,50.27,20.04,1150.94,494.85,7.55,8.40,5.87,6.79,1.05,1.12,6.92,7.92,55.52,155.71
4656.28,50.80,20.01,50.31,20.04,1151.69,495.62,7.48,8.31,5.46,6.05,1.03,1.11,6.49,7.15,55.49,149.67
4659.15,50.84,20.01,50.36,20.04,1152.45,496.49,7.48,8.21,5.98,5.97,1.01,1.08,6.99,7.06,55.49,149.67
4662.06,50.89,20.01,50.42,20.04,1153.40,497.42,7.31,8.08,4.84,5.66,0.99,1.06,5.83,6.72,55.49,149.67
4664.32,50.93,20.01,50.47,20.04,1154.23,498.12,7.08,7.99,3.86,5.69,0.97,1.04,4.83,6.73,55.49,149.67
4666.91,50.97,20.01,50.52,20.04,1154.94,498.96,7.06,7.86,5.56,5.37,0.95,1.02,6.51,6.40,55.49,149.67
4669.20,51.01,20.01,50.56,20.04,1155.73,499.66,6.88,7.77,4.11,5.57,0.93,1.00,5.04,6.57,55.49,149.67
4672.11,51.06,20.01,50.62,20.04,1156.59,500.63,6.79,7.59,4.92,4.97,0.91,0.98,5.83,5.95,55.49,149.67
4674.99,51.10,20.01,50.69,20.04,1157.75,501.75,6.39,7.24,2.64,3.66,0.88,0.95,3.52,4.61,55.48,146.58
4677.86,51.15,20.01,50.73,20.04,1158.41,502.40,6.48,7.34,5.74,6.51,0.86,0.92,6.60,7.43,55.48,146.58
4680.70,51.19,20.01,50.78,20.03,1159.24,503.42,6.38,7.08,4.51,4.06,0.83,0.90,5.35,4.96,55.48,146.58
4682.96,51.23,20.01,50.83,20.03,1159.93,504.18,6.29,6.91,4.29,4.18,0.81,0.87,5.10,5.05,55.48,146.58
4685.43,51.27,20.01,50.88,20.03,1160.76,504.98,6.09,6.76,3.46,4.39,0.79,0.85,4.25,5.24,55.48,146.58
4687.75,51.31,20.01,50.92,20.03,1161.35,505.66,6.09,6.68,4.86,4.75,0.76,0.82,5.63,5.57,55.48,146.58
4690.35,51.35,20.01,50.96,20.02,1161.95,506.36,6.15,6.65,5.36,5.09,0.74,0.80,6.10,5.89,55.48,146.58
4693.27,51.39,20.01,51.00,20.02,1162.74,507.15,6.09,6.60,4.52,5.00,0.71,0.76,5.23,5.77,55.48,146.58
4695.67,51.43,20.01,51.05,20.02,1163.35,507.90,6.08,6.46,4.73,4.15,0.68,0.74,5.41,4.89,55.42,143.49
