BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,6.99,5.09,6.99,5.09,197.79,31.18,0.00,0.04,0.00,153.82,17.35,9.93,17.35,100.00,60.92,168.70
2.58,7.00,5.09,7.43,4.85,200.93,42.30,-2.97,-10.94,-22.56,-83.36,17.57,10.19,-4.99,-73.17,60.92,168.70
13.39,7.24,5.12,7.63,4.79,203.24,46.54,-0.95,-11.75,2.51,-10.71,18.39,11.20,20.90,0.49,60.92,168.70
16.21,7.35,5.13,7.80,4.83,206.73,48.74,-2.39,-12.32,-10.86,-13.40,18.58,11.45,7.72,-1.95,60.92,168.70
19.15,7.49,5.14,7.94,4.92,210.57,49.50,-3.71,-11.08,-10.78,-1.50,18.76,11.69,7.99,10.19,60.92,168.70
21.60,7.62,5.16,8.07,4.94,212.88,51.24,-3.61,-10.91,-2.19,-7.51,18.91,11.89,16.72,4.38,60.92,168.70
23.99,7.77,5.18,8.16,4.94,214.35,52.65,-2.48,-10.25,6.31,-3.38,19.04,12.07,25.36,8.70,60.92,168.70
26.23,7.91,5.19,8.23,4.96,215.85,53.50,-1.30,-8.99,8.14,2.64,19.16,12.24,27.30,14.88,60.92,168.70
28.58,8.08,5.21,8.32,5.05,218.95,53.59,-1.37,-6.68,-1.64,11.88,19.28,12.41,17.64,24.28,60.92,168.70
30.95,8.26,5.23,8.46,5.14,222.73,54.29,-1.87,-4.78,-5.15,10.23,19.39,12.57,14.24,22.80,60.92,168.70
33.66,8.48,5.26,8.61,5.21,226.26,55.57,-1.36,-2.85,2.16,10.18,19.50,12.75,21.67,22.93,60.92,168.70
36.45,8.72,5.29,8.74,5.24,228.81,57.39,0.55,-1.13,12.47,9.87,19.61,12.93,32.09,22.80,60.92,168.70
38.61,8.92,5.31,8.86,5.27,231.27,58.78,1.76,0.39,11.19,12.66,19.69,13.06,30.88,25.72,60.92,168.70
41.10,9.17,5.34,9.03,5.35,235.29,60.25,2.20,2.46,4.86,16.45,19.77,13.20,24.64,29.65,60.92,168.70
43.41,9.41,5.37,9.24,5.43,240.24,62.36,1.60,3.79,-3.25,13.14,19.84,13.33,16.59,26.47,60.92,168.70
45.83,9.67,5.40,9.45,5.48,244.37,64.95,2.22,4.96,6.22,12.44,19.90,13.46,26.13,25.90,60.92,168.70
48.04,9.92,5.42,9.64,5.51,247.97,67.70,3.15,5.81,9.87,11.35,19.96,13.57,29.83,24.92,60.92,168.70
50.84,10.24,5.46,9.92,5.54,253.00,71.76,4.09,6.48,9.16,9.37,20.01,13.70,29.17,23.07,60.92,168.70
53.04,10.51,5.49,10.16,5.58,257.71,75.04,4.29,7.09,5.02,10.53,20.05,13.80,25.07,24.33,60.92,168.70
55.59,10.83,5.53,10.47,5.66,264.06,78.86,3.81,7.92,-0.27,12.02,20.08,13.90,19.81,25.92,60.92,168.70
