BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,6.99,5.08,6.99,5.08,197.70,31.31,-0.04,-0.04,-153.90,-153.85,17.36,9.93,-100.00,-100.00,53.86,186.87
3.38,7.01,5.08,5.80,5.09,178.32,11.58,19.63,19.92,117.68,119.42,17.64,10.27,100.00,100.00,53.84,186.87
20.18,7.54,5.15,5.60,5.08,174.87,8.55,32.85,30.70,40.05,35.78,18.83,11.77,58.88,47.56,53.84,186.87
22.69,7.68,5.16,5.85,5.09,179.15,12.44,31.15,28.85,13.01,10.20,18.98,11.97,31.98,22.17,53.84,186.87
25.31,7.85,5.18,6.41,5.23,190.56,19.18,22.73,24.48,-38.08,-9.68,19.12,12.17,-18.96,2.49,53.84,186.87
27.66,8.01,5.20,6.86,5.27,198.51,25.97,17.72,20.02,-23.04,-17.08,19.24,12.34,-3.80,-4.74,53.84,186.87
30.62,8.23,5.23,7.33,5.12,203.89,36.25,16.36,12.93,5.02,-31.70,19.38,12.55,24.40,-19.15,53.84,186.87
33.61,8.47,5.25,7.77,5.10,210.68,43.62,14.02,9.09,-2.49,-15.16,19.51,12.74,17.02,-2.41,53.84,186.87
36.20,8.70,5.28,8.23,5.21,220.04,49.55,8.79,6.43,-28.28,-12.80,19.61,12.91,-8.67,0.11,53.84,186.87
38.53,8.92,5.30,8.62,5.35,228.70,53.48,4.08,5.62,-32.16,-1.57,19.69,13.05,-12.47,11.48,53.86,186.87
41.12,9.17,5.33,8.88,5.37,233.23,57.46,4.17,5.31,4.01,2.15,19.78,13.20,23.79,15.35,53.86,186.87
43.43,9.41,5.36,9.10,5.31,235.84,62.14,5.90,4.08,17.81,-6.11,19.85,13.33,37.66,7.22,53.86,186.87
45.63,9.64,5.39,9.37,5.27,239.60,67.10,6.47,2.54,9.66,-10.22,19.90,13.44,29.56,3.23,53.86,186.87
47.84,9.89,5.42,9.66,5.30,244.83,71.28,5.75,1.94,-1.10,-3.20,19.96,13.55,18.86,10.35,53.86,186.87
50.09,10.15,5.45,9.91,5.43,251.20,73.41,4.14,3.58,-9.23,15.67,20.00,13.66,10.77,29.33,53.86,186.87
52.70,10.47,5.48,10.16,5.53,256.87,75.92,4.23,5.64,4.00,18.31,20.05,13.78,24.05,32.09,53.86,186.87
54.92,10.74,5.52,10.39,5.50,260.17,80.13,6.00,5.44,18.76,2.73,20.08,13.87,38.84,16.60,53.86,186.87
57.43,11.07,5.55,10.70,5.46,264.54,85.76,7.56,4.51,16.89,-2.85,20.11,13.97,37.00,11.12,53.86,186.87
60.44,11.47,5.60,11.07,5.51,271.42,90.86,8.06,5.27,9.41,8.61,20.13,14.08,29.53,22.69,53.86,186.87
62.67,11.78,5.64,11.34,5.62,277.77,93.67,7.36,6.92,0.32,18.57,20.13,14.15,20.45,32.72,53.86,186.87
65.20,12.14,5.68,11.66,5.71,284.45,97.38,7.27,8.43,5.19,17.19,20.13,14.23,25.33,31.42,53.86,186.87
67.50,12.48,5.72,11.98,5.73,289.83,102.33,8.04,8.37,12.35,6.24,20.13,14.30,32.48,20.54,53.86,186.87
70.45,12.92,5.77,12.38,5.73,296.49,108.94,9.49,8.19,16.19,5.43,20.11,14.37,36.30,19.80,53.86,186.87
72.71,13.27,5.81,12.72,5.76,302.46,113.86,9.87,8.30,10.84,7.53,20.09,14.42,30.92,21.95,53.86,186.87
75.15,13.66,5.85,13.11,5.85,310.35,118.74,9.03,9.01,1.17,12.25,20.05,14.47,21.23,26.72,53.86,186.87
78.21,14.15,5.91,13.58,5.95,319.62,124.91,8.81,10.01,5.82,13.74,20.00,14.52,25.82,28.26,53.86,186.87
80.51,14.53,5.95,13.96,5.99,326.48,130.50,8.89,9.93,7.73,7.30,19.95,14.55,27.68,21.85,53.86,186.87
83.00,14.95,6.00,14.37,6.01,333.64,136.71,9.39,9.78,10.99,6.78,19.89,14.57,30.89,21.35,53.86,186.87
85.38,15.36,6.05,14.77,6.06,340.96,142.58,9.52,9.82,8.63,8.16,19.83,14.59,28.46,22.75,53.86,186.87
88.17,15.85,6.11,15.28,6.12,350.34,149.83,9.07,9.64,4.39,6.61,19.74,14.61,24.13,21.21,53.86,186.87
90.40,16.24,6.15,15.70,6.18,358.14,155.76,8.50,9.45,2.39,6.02,19.67,14.61,22.06,20.63,53.86,186.87
93.10,16.73,6.21,16.19,6.26,367.46,162.66,8.09,9.60,3.77,8.69,19.57,14.61,23.34,23.29,53.86,186.87
95.96,17.26,6.27,16.74,6.31,377.24,170.68,7.90,9.18,5.17,4.79,19.45,14.60,24.62,19.38,53.86,186.87
98.37,17.70,6.32,17.22,6.35,385.76,177.98,7.55,8.36,3.45,0.73,19.34,14.58,22.79,15.31,53.84,186.87
101.07,18.21,6.38,17.73,6.38,394.64,185.80,7.98,7.92,9.21,3.49,19.21,14.56,28.42,18.04,53.84,186.87
103.50,18.68,6.43,18.23,6.44,403.85,192.92,7.24,7.51,0.44,3.05,19.09,14.52,19.52,17.57,53.84,186.87
106.44,19.25,6.50,18.81,6.56,415.21,200.57,6.26,8.10,-0.80,9.95,18.92,14.48,18.12,24.43,53.84,186.87
108.61,19.67,6.55,19.23,6.63,423.25,206.28,5.97,8.53,2.44,10.30,18.80,14.44,21.23,24.73,53.84,186.87
111.38,20.22,6.61,19.78,6.67,433.00,214.56,6.20,8.16,6.43,4.20,18.62,14.38,25.05,18.58,53.84,186.87
114.22,20.78,6.68,20.34,6.69,442.58,223.48,6.97,7.44,10.29,1.51,18.44,14.31,28.73,15.82,53.84,186.87
116.84,21.31,6.74,20.91,6.77,453.17,231.46,6.02,7.10,-1.56,3.42,18.26,14.24,16.70,17.66,53.84,186.87
119.39,21.83,6.80,21.42,6.86,462.89,238.27,5.78,7.80,2.99,11.01,18.07,14.16,21.06,25.17,53.84,186.87
121.70,22.30,6.85,21.89,6.93,471.81,244.75,5.45,8.13,1.85,8.99,17.89,14.08,19.74,23.07,53.84,186.87
124.09,22.79,6.91,22.37,6.97,480.24,252.18,5.99,7.81,8.75,3.98,17.70,14.00,26.45,17.98,53.84,186.87
127.13,23.42,6.98,23.00,7.00,491.19,261.91,6.56,7.21,8.56,2.30,17.45,13.88,26.01,16.18,53.84,186.87
129.72,23.96,7.05,23.54,7.07,501.18,269.67,6.39,7.24,3.93,5.99,17.22,13.77,21.15,19.76,53.84,186.87
132.30,24.50,7.11,24.09,7.17,511.67,276.99,5.76,7.73,0.36,9.54,16.99,13.65,17.35,23.19,53.84,186.87
134.90,25.05,7.17,24.68,7.24,522.50,285.49,4.92,7.15,-1.72,1.79,16.75,13.53,15.03,15.32,53.84,186.87
137.97,25.69,7.25,25.28,7.28,533.05,294.70,6.17,7.30,12.10,6.67,16.45,13.37,28.54,20.04,53.84,186.87
140.10,26.14,7.30,25.72,7.30,540.69,301.53,6.77,7.00,10.31,3.14,16.23,13.26,26.54,16.40,53.84,186.87
142.91,26.74,7.37,26.32,7.38,551.63,310.01,6.68,7.11,4.76,6.43,15.94,13.10,20.70,19.52,53.84,186.87
145.67,27.32,7.43,26.92,7.48,563.17,318.12,5.83,7.48,-0.70,8.30,15.64,12.93,14.94,21.23,53.84,186.87
148.14,27.85,7.50,27.45,7.55,572.88,325.81,5.70,7.38,3.63,5.22,15.36,12.78,18.99,17.99,53.84,186.87
150.48,28.35,7.55,27.94,7.58,581.43,333.35,6.26,7.07,9.21,3.30,15.09,12.62,24.30,15.92,53.84,186.87
152.77,28.83,7.61,28.52,7.62,591.58,342.05,5.00,5.41,-5.69,-8.36,14.82,12.47,9.13,4.11,53.84,186.87
155.63,29.44,7.68,29.01,7.69,600.83,348.95,6.85,7.31,16.82,17.47,14.47,12.26,31.29,29.74,53.84,186.87
