BEGIN CSV
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,6.99,5.09,6.99,5.08,197.70,31.22,0.00,-0.02,0.00,-192.24,7.48,19.13,7.48,-60.00,71.79,189.46
2.70,7.00,5.62,6.72,5.32,197.06,23.01,9.53,-0.36,69.50,-2.49,7.64,19.49,60.00,17.00,71.79,189.46
16.49,7.36,8.16,6.66,5.38,197.04,21.03,57.06,-34.08,105.97,-70.07,8.36,21.15,60.00,-48.92,71.79,189.46
19.17,7.49,8.62,6.68,5.49,199.17,19.47,64.53,-37.96,100.38,-55.64,8.48,21.43,60.00,-34.20,71.79,189.46
22.12,7.65,9.11,6.79,5.69,204.25,17.93,70.16,-41.86,89.49,-56.59,8.61,21.73,60.00,-34.86,71.79,189.46
24.60,7.80,9.52,6.88,5.87,208.77,16.63,74.71,-44.68,91.89,-55.73,8.71,21.97,60.00,-33.76,71.79,189.46
27.01,7.96,9.90,7.01,6.02,213.26,16.22,79.13,-47.90,95.45,-61.72,8.80,22.19,60.00,-39.53,71.79,189.46
29.26,8.13,10.25,7.12,6.16,217.47,15.75,83.34,-50.53,99.26,-60.73,8.89,22.39,60.00,-38.34,71.79,189.46
31.66,8.31,10.61,7.26,6.35,222.81,14.90,87.01,-52.60,96.42,-57.19,8.97,22.59,60.00,-34.60,71.79,189.46
34.42,8.54,11.02,7.43,6.67,230.75,12.39,89.54,-53.03,87.70,-45.19,9.07,22.81,60.00,-22.37,71.79,189.47
36.93,8.77,11.39,7.57,6.95,237.64,10.04,92.26,-52.97,92.75,-41.92,9.15,23.00,60.00,-18.92,71.79,189.47
39.89,9.05,11.80,7.74,7.27,245.71,7.82,95.59,-52.96,96.18,-42.34,9.23,23.21,60.00,-19.13,71.79,189.47
42.82,9.34,12.20,7.94,7.59,254.32,5.67,98.40,-52.52,95.47,-39.37,9.31,23.40,60.00,-15.97,71.79,189.47
45.38,9.61,12.54,8.13,7.93,262.96,3.21,99.77,-51.15,89.22,-31.56,9.38,23.55,60.00,-8.00,71.79,189.47
47.98,9.91,12.88,8.35,8.32,272.84,0.40,100.15,-49.09,82.64,-25.38,9.44,23.70,60.00,-1.68,71.79,189.47
50.29,10.17,13.17,8.56,8.67,282.01,-1.89,100.14,-47.16,80.04,-23.11,9.49,23.82,60.00,0.70,71.79,189.47
53.20,10.53,13.53,8.86,9.12,294.36,-4.24,99.43,-44.86,75.33,-22.11,9.54,23.96,60.00,1.85,71.79,189.46
56.31,10.92,13.90,9.20,9.56,307.03,-5.82,99.24,-42.85,78.31,-22.98,9.60,24.09,60.00,1.11,71.79,189.46
58.64,11.23,14.16,9.49,9.93,317.78,-7.21,97.87,-40.83,67.93,-17.44,9.63,24.17,60.00,6.73,71.79,189.46
61.18,11.57,14.45,9.83,10.37,330.61,-8.75,95.35,-38.30,58.98,-13.18,9.66,24.26,60.00,11.08,71.79,189.46
63.59,11.91,14.71,10.19,10.79,343.31,-9.84,92.46,-35.96,52.93,-11.82,9.69,24.33,60.00,12.51,71.79,189.46
66.43,12.32,15.01,10.63,11.26,358.30,-10.24,89.08,-33.76,50.40,-13.45,9.71,24.40,60.00,10.95,71.79,189.46
69.42,12.77,15.31,11.17,11.79,375.94,-10.20,83.74,-31.50,35.88,-11.99,9.73,24.46,45.61,12.47,71.79,189.47
71.95,13.15,15.56,11.61,12.21,390.03,-9.89,80.05,-29.55,38.40,-10.15,9.74,24.49,48.14,14.35,71.79,189.47
