BEGIN CSV
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,6.99,5.08,6.99,5.08,197.59,31.27,0.01,0.01,64.01,64.14,24.92,2.36,60.00,60.00,80.64,171.78
2.84,7.00,5.08,6.99,5.08,197.52,31.31,0.30,0.12,1.99,0.77,25.13,2.67,27.13,3.43,80.86,171.33
5.32,7.03,5.09,7.05,5.08,198.49,32.26,-0.05,-0.53,-2.46,-4.99,25.31,2.93,22.85,-2.06,80.86,171.33
7.57,7.07,5.11,7.13,5.10,200.23,33.29,-0.89,-1.13,-7.26,-5.60,25.47,3.16,18.21,-2.44,80.86,171.33
9.91,7.13,5.13,7.19,5.12,201.46,33.88,-0.88,-1.13,-0.60,-0.88,25.62,3.40,25.01,2.52,80.86,171.33
12.48,7.21,5.15,7.26,5.13,202.91,34.83,-0.59,-1.24,1.47,-1.76,25.77,3.65,27.25,1.90,80.86,171.33
14.68,7.29,5.18,7.32,5.16,204.29,35.46,-0.19,-1.02,3.04,0.93,25.90,3.87,28.94,4.80,80.86,171.33
16.89,7.38,5.21,7.41,5.19,206.22,36.45,-0.05,-1.02,1.04,-0.78,26.02,4.08,27.05,3.30,80.86,171.33
19.11,7.49,5.25,7.54,5.23,208.99,37.73,-0.46,-1.16,-3.54,-2.02,26.13,4.29,22.58,2.26,80.86,171.33
22.06,7.65,5.31,7.63,5.28,211.30,38.47,0.77,-0.21,7.92,5.49,26.26,4.55,34.18,10.04,80.86,171.33
24.96,7.82,5.37,7.75,5.32,213.98,39.73,2.04,0.44,9.26,4.22,26.38,4.81,35.64,9.04,80.86,171.33
27.08,7.97,5.42,7.84,5.37,216.20,40.50,2.97,1.18,10.10,7.10,26.45,5.00,36.55,12.10,80.86,171.33
30.00,8.18,5.50,7.99,5.45,220.15,41.57,3.74,2.38,7.62,9.05,26.55,5.24,34.16,14.29,80.86,171.33
32.16,8.35,5.56,8.12,5.52,223.38,42.56,4.28,3.20,7.80,9.22,26.61,5.42,34.41,14.64,80.86,171.33
34.99,8.59,5.64,8.30,5.60,227.60,44.19,5.36,4.11,10.93,8.95,26.67,5.65,37.61,14.60,80.86,171.33
37.13,8.78,5.71,8.45,5.66,231.05,45.75,6.16,4.59,11.48,7.61,26.72,5.82,38.19,13.43,80.86,171.33
40.02,9.06,5.80,8.70,5.77,236.92,48.08,6.38,5.19,6.43,7.75,26.76,6.04,33.20,13.79,80.87,171.32
42.42,9.30,5.89,8.90,5.86,241.51,49.72,7.13,6.10,11.16,11.58,26.79,6.22,37.95,17.79,80.87,171.32
45.21,9.60,5.99,9.15,5.98,247.73,51.99,7.45,6.98,8.02,11.11,26.81,6.42,34.83,17.53,80.87,171.32
