BEGIN CSV
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,7.00,5.08,7.00,5.08,197.74,31.42,0.07,0.00,576.83,0.02,17.35,9.92,100.00,9.94,45.58,163.00
2.61,7.01,5.08,7.50,5.36,210.57,34.96,-12.59,-3.40,-94.94,-25.51,17.57,10.19,-77.36,-15.32,45.58,163.00
14.55,7.29,5.12,7.70,5.40,214.38,37.62,-11.27,-2.00,-7.07,0.46,18.47,11.30,11.40,11.76,45.58,163.00
16.94,7.39,5.13,7.88,5.43,217.89,40.08,-12.94,-2.99,-22.56,-9.69,18.63,11.50,-3.93,1.81,45.58,163.00
19.93,7.54,5.14,8.09,5.51,222.70,42.28,-15.08,-3.08,-24.65,-2.94,18.81,11.75,-5.84,8.80,45.58,163.00
22.40,7.68,5.16,8.30,5.65,228.37,43.33,-18.23,-2.13,-36.84,4.95,18.96,11.94,-17.88,16.90,45.58,163.00
24.88,7.83,5.18,8.48,5.78,233.43,44.21,-20.49,-0.80,-32.41,8.77,19.09,12.13,-13.32,20.90,45.58,163.00
27.23,7.99,5.20,8.62,5.85,236.77,45.31,-20.94,0.39,-20.10,9.20,19.21,12.30,-0.88,21.50,45.58,163.00
30.14,8.20,5.22,8.75,5.87,239.31,47.20,-19.58,1.60,-7.48,8.55,19.35,12.51,11.87,21.06,45.58,163.00
33.07,8.44,5.25,8.91,5.93,242.90,48.85,-18.88,3.35,-10.90,13.13,19.48,12.71,8.58,25.83,45.58,163.00
35.59,8.65,5.27,9.07,6.02,247.03,49.88,-19.04,5.46,-16.35,19.03,19.58,12.87,3.23,31.89,45.58,163.00
38.17,8.89,5.30,9.23,6.11,251.18,51.13,-18.87,7.64,-13.95,20.84,19.68,13.03,5.73,33.86,45.58,163.00
40.52,9.12,5.33,9.37,6.14,253.82,52.87,-17.35,9.19,-2.57,18.96,19.76,13.16,17.19,32.12,45.58,163.00
43.31,9.40,5.36,9.55,6.13,256.70,56.03,-15.02,10.15,2.57,14.15,19.84,13.32,22.41,27.47,45.58,163.00
45.64,9.65,5.39,9.71,6.15,259.66,58.38,-13.43,11.42,1.24,18.63,19.90,13.44,21.14,32.07,45.58,163.00
48.36,9.96,5.42,9.94,6.21,264.32,61.02,-12.50,13.21,-4.02,22.08,19.96,13.58,15.94,35.66,45.58,163.00
51.27,10.30,5.46,10.18,6.27,269.42,63.98,-11.35,15.19,-2.17,24.10,20.02,13.71,17.85,37.81,45.58,163.00
53.55,10.58,5.50,10.39,6.27,272.71,67.41,-9.54,15.81,6.27,17.42,20.06,13.81,26.33,31.23,45.58,163.00
55.93,10.88,5.53,10.63,6.24,276.23,71.87,-7.55,15.71,8.59,11.84,20.09,13.91,28.67,25.75,45.58,163.00
58.27,11.19,5.57,10.89,6.23,280.34,76.22,-6.06,15.80,6.30,13.30,20.11,14.00,26.41,27.30,45.58,163.00
61.05,11.57,5.61,11.23,6.27,286.56,81.21,-5.39,16.27,-0.11,15.98,20.13,14.10,20.02,30.08,45.58,163.00
64.00,11.98,5.66,11.65,6.31,294.09,87.43,-5.39,16.03,-4.28,11.40,20.13,14.19,15.86,25.59,45.58,163.00
66.68,12.37,5.70,11.96,6.30,298.93,92.72,-3.12,16.37,12.29,15.27,20.13,14.27,32.42,29.54,45.58,163.00
69.07,12.72,5.74,12.30,6.27,303.94,98.66,-1.65,15.57,9.45,6.58,20.12,14.33,29.56,20.91,45.58,163.00
71.40,13.08,5.79,12.65,6.26,309.54,104.50,-0.77,14.87,6.03,6.62,20.10,14.39,26.13,21.01,45.58,163.00
74.18,13.51,5.84,13.08,6.29,317.14,111.09,-0.42,14.57,1.83,9.82,20.06,14.45,21.89,24.26,45.58,163.00
77.10,13.98,5.89,13.56,6.32,325.47,118.45,-0.21,13.98,1.10,7.62,20.02,14.50,21.12,22.12,45.58,163.00
79.40,14.36,5.93,13.92,6.31,331.23,124.67,0.91,13.21,9.29,4.75,19.97,14.53,29.26,19.28,45.58,163.00
82.05,14.80,5.98,14.39,6.29,338.46,132.58,1.76,11.71,7.03,-0.60,19.91,14.56,26.94,13.96,45.58,163.00
84.51,15.22,6.03,14.80,6.29,345.16,139.28,2.72,11.08,9.00,4.38,19.85,14.58,28.85,18.97,45.58,163.00
87.11,15.67,6.09,15.26,6.30,353.02,146.67,3.11,10.23,5.06,2.50,19.77,14.60,24.83,17.10,45.58,163.00
90.08,16.19,6.15,15.81,6.34,362.69,155.06,3.02,9.43,1.93,2.85,19.68,14.61,21.60,17.45,45.58,163.00
92.34,16.60,6.19,16.22,6.36,369.63,161.46,3.52,8.93,6.63,3.28,19.59,14.61,26.22,17.89,45.58,163.00
95.03,17.09,6.25,16.71,6.36,377.74,169.41,4.37,8.08,9.03,0.90,19.49,14.60,28.52,15.50,45.58,163.00
97.30,17.51,6.30,17.17,6.37,385.32,176.68,4.48,6.91,4.47,-3.50,19.39,14.59,23.85,11.09,45.58,163.00
99.83,17.99,6.35,17.63,6.39,393.30,183.98,5.17,6.48,8.87,2.20,19.27,14.56,28.14,16.77,45.58,163.00
102.18,18.43,6.40,18.09,6.43,401.43,190.94,5.16,5.95,4.10,0.84,19.15,14.54,23.26,15.38,45.58,163.00
104.80,18.94,6.46,18.62,6.48,410.77,198.74,5.04,5.45,3.21,1.05,19.01,14.50,22.22,15.56,45.58,163.00
107.97,19.55,6.53,19.22,6.50,421.16,208.19,5.90,4.93,9.50,1.05,18.83,14.45,28.34,15.49,45.58,163.00
