BEGIN CSV
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,6.99,5.09,6.99,5.08,197.65,31.27,0.11,-0.02,640.96,-128.24,17.35,9.93,100.00,-100.00,62.60,184.02
3.37,7.01,5.09,7.13,5.93,213.78,19.64,-15.73,11.83,-95.02,71.17,17.64,10.27,-77.39,81.43,62.60,184.02
20.48,7.56,5.15,7.13,6.32,220.07,13.25,-11.95,26.21,-5.69,35.66,18.84,11.80,13.15,47.46,62.60,184.02
23.08,7.71,5.17,7.15,6.54,224.09,10.02,-13.24,31.59,-19.32,61.47,18.99,12.00,-0.32,73.47,62.60,184.02
25.83,7.89,5.19,7.16,6.66,226.22,8.28,-12.19,35.86,-3.00,55.88,19.14,12.21,16.14,68.09,62.60,184.02
28.17,8.05,5.21,7.23,6.85,230.57,6.26,-13.56,40.24,-21.06,64.92,19.26,12.38,-1.80,77.29,62.60,184.02
31.15,8.27,5.23,7.36,7.20,238.30,2.53,-17.18,47.24,-35.07,78.96,19.40,12.58,-15.67,91.55,62.60,184.02
33.43,8.46,5.26,7.45,7.50,244.68,-0.81,-20.14,53.28,-38.76,88.86,19.50,12.74,-19.26,100.00,62.60,184.02
36.29,8.71,5.28,7.58,7.67,249.64,-1.47,-20.55,57.55,-18.97,72.20,19.61,12.92,0.64,85.11,62.60,184.02
38.92,8.95,5.31,7.78,7.75,254.21,0.46,-20.65,59.16,-17.16,58.07,19.70,13.08,2.55,71.15,62.60,184.02
41.26,9.18,5.34,8.00,7.84,259.31,2.55,-21.55,60.40,-23.99,57.61,19.78,13.21,-4.22,70.82,62.60,184.02
44.21,9.49,5.37,8.30,8.02,267.13,4.55,-23.77,62.85,-32.16,64.74,19.86,13.37,-12.29,78.11,62.60,184.02
47.30,9.83,5.41,8.58,8.16,274.05,6.86,-24.50,65.45,-23.74,67.11,19.94,13.53,-3.79,80.64,62.60,184.02
49.95,10.14,5.45,8.88,8.20,279.66,11.18,-24.50,65.56,-19.62,53.17,20.00,13.66,0.37,66.83,62.60,184.02
52.85,10.49,5.49,9.27,8.19,285.90,17.64,-24.35,64.16,-18.59,42.90,20.05,13.79,1.45,56.68,62.60,184.02
55.12,10.77,5.52,9.60,8.19,291.13,23.07,-24.38,62.86,-19.69,40.27,20.08,13.88,0.39,54.15,62.60,184.02
58.09,11.16,5.57,10.03,8.20,298.36,29.88,-24.56,61.64,-20.71,42.09,20.11,14.00,-0.61,56.08,62.60,184.02
61.03,11.56,5.61,10.45,8.18,305.06,37.11,-23.99,60.17,-15.78,39.45,20.13,14.10,4.34,53.55,62.60,184.02
63.32,11.88,5.65,10.84,8.13,310.51,44.36,-23.60,57.55,-15.94,25.94,20.13,14.18,4.19,40.12,62.60,184.02
66.01,12.26,5.70,11.34,8.05,317.32,53.90,-23.34,53.62,-17.00,17.34,20.13,14.26,3.13,31.60,62.60,184.02
68.49,12.63,5.74,11.74,7.96,322.39,61.92,-21.72,50.91,-5.93,21.61,20.12,14.32,14.19,35.94,62.60,184.02
71.33,13.06,5.79,12.25,7.84,328.81,72.11,-20.26,46.96,-7.18,13.24,20.10,14.39,12.91,27.63,62.60,184.02
74.18,13.51,5.84,12.77,7.76,336.06,82.00,-19.39,43.51,-10.17,13.59,20.06,14.45,9.89,28.04,62.60,184.02
76.48,13.87,5.88,13.20,7.69,341.93,90.31,-18.54,40.52,-8.40,9.69,20.03,14.49,11.63,24.19,62.60,184.02
79.45,14.36,5.94,13.74,7.57,348.94,101.01,-16.70,36.84,-2.46,7.76,19.97,14.54,17.51,22.30,62.60,184.02
82.41,14.85,5.99,14.33,7.40,355.68,113.53,-14.37,31.51,2.22,-6.27,19.91,14.57,22.13,8.30,62.60,184.02
84.84,15.27,6.04,14.78,7.27,360.93,122.89,-12.03,28.17,7.23,-1.49,19.84,14.59,27.07,13.10,62.60,184.02
87.47,15.73,6.10,15.29,7.16,367.50,132.96,-10.27,24.71,3.55,-3.31,19.76,14.61,23.32,11.29,62.60,184.02
89.81,16.14,6.14,15.74,7.08,373.66,141.77,-8.83,21.91,3.64,-3.31,19.69,14.61,23.32,11.31,62.60,184.02
92.19,16.57,6.19,16.18,6.99,379.43,150.47,-6.83,19.38,9.29,-3.21,19.60,14.61,28.89,11.41,62.60,184.02
95.18,17.11,6.26,16.76,6.86,386.69,161.96,-4.10,15.80,12.68,-8.28,19.48,14.60,32.16,6.33,62.60,184.02
97.49,17.54,6.31,17.21,6.78,392.68,170.84,-2.29,13.11,11.87,-9.93,19.38,14.59,31.25,4.66,62.60,184.02
100.08,18.03,6.36,17.76,6.70,400.33,181.03,-1.04,9.97,7.65,-13.16,19.26,14.57,26.90,1.41,62.60,184.02
102.46,18.48,6.41,18.22,6.64,406.99,189.45,0.57,8.11,12.28,-7.20,19.14,14.54,31.42,7.34,62.60,184.02
105.23,19.02,6.48,18.77,6.58,414.92,199.51,2.37,5.76,13.28,-10.22,18.99,14.50,32.26,4.28,62.60,184.02
108.10,19.57,6.54,19.31,6.51,422.61,209.53,4.87,3.82,19.16,-8.82,18.82,14.45,37.98,5.63,62.60,184.02
110.55,20.06,6.60,19.78,6.47,429.64,217.95,6.67,2.40,18.14,-8.18,18.67,14.40,36.81,6.22,62.60,184.02
112.92,20.53,6.65,20.25,6.44,437.02,226.10,7.85,1.05,15.09,-9.22,18.52,14.34,33.61,5.12,62.60,184.02
115.26,21.00,6.70,20.78,6.40,444.96,235.52,8.51,-1.58,11.66,-20.82,18.36,14.28,30.03,-6.54,62.60,184.02
118.25,21.60,6.77,21.35,6.36,453.64,245.26,10.85,-2.57,22.39,-7.91,18.15,14.20,40.55,6.29,62.60,184.02
121.07,22.17,6.84,21.90,6.38,462.97,253.98,12.00,-2.98,16.77,-4.90,17.94,14.11,34.71,9.21,62.60,184.02
123.49,22.67,6.90,22.38,6.42,471.37,261.25,12.71,-3.04,15.27,-2.84,17.75,14.02,33.02,11.18,62.60,184.02
126.43,23.28,6.97,22.98,6.44,481.61,270.88,13.55,-3.88,15.86,-8.10,17.51,13.91,33.37,5.81,62.60,184.02
129.52,23.92,7.04,23.64,6.43,492.33,281.78,14.57,-5.46,17.45,-13.35,17.24,13.78,34.69,0.43,62.60,184.02
132.10,24.46,7.11,24.19,6.47,501.93,289.95,14.82,-5.83,13.51,-7.17,17.01,13.66,30.52,6.50,62.60,184.02
134.55,24.98,7.16,24.75,6.57,512.63,297.60,13.51,-6.04,1.42,-6.29,16.78,13.55,18.20,7.26,62.60,184.02
137.07,25.51,7.23,25.21,6.63,521.09,304.17,14.75,-4.92,20.41,3.84,16.53,13.42,36.94,17.26,62.60,184.02
139.57,26.03,7.29,25.72,6.66,530.12,311.95,15.34,-5.06,16.47,-5.07,16.28,13.29,32.75,8.22,62.60,184.02
142.39,26.63,7.36,26.32,6.69,540.36,321.33,16.00,-5.81,16.87,-9.28,15.99,13.13,32.85,3.85,62.60,184.02
144.81,27.14,7.42,26.84,6.77,550.12,328.58,15.62,-5.63,9.71,-3.21,15.73,12.99,25.44,9.77,62.60,184.02
147.54,27.72,7.48,27.42,6.89,561.61,336.12,14.72,-4.77,6.01,1.70,15.43,12.82,21.44,14.52,62.60,184.02
150.70,28.40,7.56,28.12,7.01,575.19,345.54,13.42,-4.45,3.60,-1.82,15.06,12.61,18.66,10.78,62.60,184.02
153.42,28.97,7.63,28.68,7.08,585.32,353.54,13.83,-4.10,13.65,-1.02,14.74,12.42,28.39,11.40,62.60,184.02
155.95,29.51,7.69,29.21,7.16,595.38,361.12,13.57,-3.91,9.10,-1.77,14.43,12.24,23.53,10.47,62.60,184.02
158.25,30.00,7.75,29.70,7.25,604.79,367.56,13.08,-3.28,6.68,2.11,14.14,12.07,20.82,14.18,62.60,184.02
161.02,30.58,7.81,30.29,7.38,616.72,375.10,11.85,-2.34,1.71,4.12,13.78,11.85,15.50,15.98,62.60,184.02
163.87,31.19,7.88,30.90,7.49,628.45,383.29,11.10,-1.82,4.29,1.69,13.40,11.63,17.69,13.32,62.60,184.02
166.34,31.71,7.94,31.42,7.57,638.38,390.45,10.67,-1.45,5.52,1.47,13.07,11.42,18.58,12.89,62.60,184.02
169.47,32.36,8.02,32.11,7.70,651.72,399.68,9.33,-1.17,-0.06,0.61,12.63,11.15,12.56,11.75,62.60,184.02
172.72,33.04,8.10,32.77,7.84,664.75,408.12,8.64,0.17,3.20,7.40,12.16,10.85,15.35,18.25,62.60,184.02
175.32,33.58,8.16,33.32,7.95,675.56,415.20,7.68,0.91,-0.27,5.68,11.77,10.61,11.50,16.29,62.60,184.02
178.10,34.15,8.23,33.89,8.06,686.66,422.91,7.01,1.46,1.38,4.65,11.35,10.34,12.72,15.00,62.60,184.02
180.55,34.65,8.28,34.39,8.14,696.26,429.63,6.56,1.99,2.01,5.37,10.96,10.10,12.98,15.47,62.60,184.02
182.87,35.12,8.34,34.86,8.24,705.55,435.87,5.88,2.58,-0.36,6.54,10.59,9.86,10.23,16.40,62.60,184.02
185.24,35.60,8.39,35.37,8.33,715.37,442.64,4.78,2.73,-4.34,3.24,10.21,9.61,5.87,12.85,62.60,184.02
187.73,36.10,8.45,35.84,8.42,724.56,448.95,4.67,3.62,2.99,9.16,9.80,9.34,12.79,18.51,62.60,184.02
190.78,36.70,8.52,36.45,8.53,736.23,457.05,4.05,4.27,-0.33,7.12,9.28,9.01,8.96,16.13,62.60,184.02
193.41,37.21,8.58,36.96,8.61,745.98,464.11,3.68,4.65,0.48,6.30,8.83,8.71,9.31,15.01,62.60,184.02
196.15,37.74,8.64,37.50,8.69,756.18,471.58,3.17,4.86,-0.74,5.20,8.34,8.39,7.61,13.59,62.60,184.02
198.69,38.23,8.70,37.98,8.78,765.47,478.13,2.74,5.34,-0.76,7.59,7.89,8.08,7.13,15.67,62.60,184.02
201.44,38.75,8.76,38.53,8.88,776.11,485.46,1.62,5.55,-5.78,5.75,7.38,7.74,1.60,13.49,62.60,184.02
203.99,39.23,8.81,38.98,8.95,784.63,491.68,1.76,6.20,2.37,9.43,6.90,7.42,9.27,16.85,62.60,184.02
206.33,39.66,8.86,39.41,9.00,792.45,497.86,1.78,6.24,1.54,5.28,6.46,7.12,7.99,12.40,62.60,184.02
208.68,40.08,8.91,39.83,9.05,800.12,503.92,1.89,6.34,2.32,5.82,6.00,6.81,8.32,12.63,62.60,184.02
211.59,40.60,8.97,40.35,9.14,810.12,510.93,1.39,6.86,-1.86,8.63,5.42,6.42,3.57,15.05,62.60,184.02
213.78,40.99,9.02,40.73,9.20,817.50,516.14,1.03,7.22,-2.06,8.64,4.98,6.12,2.93,14.76,62.60,184.02
216.31,41.42,9.07,41.17,9.26,825.55,522.42,0.95,7.25,0.19,5.98,4.47,5.77,4.66,11.75,62.60,184.02
218.41,41.78,9.11,41.53,9.29,831.87,527.81,1.14,7.03,2.48,3.81,4.03,5.47,6.51,9.28,62.60,184.02
221.26,42.25,9.16,42.02,9.34,840.73,534.92,0.94,6.77,-0.44,3.86,3.43,5.05,2.99,8.92,62.60,184.02
224.37,42.76,9.22,42.50,9.42,849.93,541.56,0.96,7.45,0.86,9.76,2.76,4.59,3.63,14.36,62.60,184.02
227.00,43.17,9.27,42.92,9.47,857.58,547.49,0.92,7.55,0.47,6.68,2.19,4.19,2.66,10.88,62.60,184.02
229.82,43.61,9.32,43.35,9.50,865.25,554.13,1.21,7.22,2.76,3.74,1.56,3.75,4.32,7.50,62.60,184.02
232.39,44.00,9.36,43.73,9.53,871.97,559.93,1.53,7.01,3.44,4.15,0.98,3.35,4.42,7.50,62.60,184.02
234.93,44.37,9.41,44.12,9.57,878.81,565.58,1.49,6.74,0.87,3.55,0.40,2.94,1.27,6.49,62.60,184.02
237.60,44.75,9.45,44.47,9.61,885.33,570.67,1.91,7.15,4.29,8.41,-0.22,2.50,4.07,10.91,62.60,184.02
240.23,45.11,9.49,44.83,9.65,891.81,575.82,2.05,7.26,2.60,6.55,-0.84,2.06,1.76,8.61,62.60,184.02
