BEGIN CSV
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Mallet(cm),Y_Mallet(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,Left_PWM,Right_PWM,X_Puck,Y_Puck
0.00,7.01,5.10,7.01,5.10,198.14,31.27,-0.02,-0.00,-128.19,-0.01,17.34,9.93,-100.00,9.92,69.22,185.05
3.37,7.02,5.10,6.75,4.87,190.18,30.74,8.22,0.76,49.44,4.55,17.62,10.27,67.07,14.82,69.22,185.03
14.17,7.28,5.13,6.66,4.82,187.92,30.17,15.23,5.09,23.52,11.08,18.43,11.28,41.96,22.36,69.22,185.03
16.58,7.38,5.14,6.63,4.81,187.20,29.77,17.77,6.92,32.69,18.89,18.59,11.48,51.28,30.37,69.22,185.03
19.53,7.52,5.16,6.74,4.86,189.90,30.63,17.65,8.12,13.43,13.58,18.78,11.72,32.20,25.31,69.22,185.03
21.69,7.64,5.17,6.86,4.89,192.38,32.17,17.31,8.28,11.12,7.95,18.90,11.90,30.03,19.85,69.22,185.03
24.45,7.81,5.19,7.04,4.93,195.94,34.48,16.79,8.39,10.15,7.37,19.06,12.11,29.20,19.48,69.22,185.03
26.62,7.95,5.21,7.19,4.97,199.10,36.45,16.25,8.49,8.64,7.62,19.17,12.27,27.81,19.89,69.22,185.03
29.13,8.13,5.23,7.41,5.06,203.98,38.47,14.66,9.07,0.60,11.31,19.29,12.45,19.90,23.76,69.22,185.03
31.34,8.30,5.25,7.61,5.16,209.04,40.03,12.70,9.97,-5.36,15.10,19.39,12.60,14.04,27.70,69.22,185.03
33.80,8.50,5.27,7.86,5.24,214.40,42.96,11.05,9.98,-2.92,8.10,19.50,12.76,16.58,20.86,69.22,185.03
36.17,8.71,5.29,8.07,5.27,218.33,45.83,10.90,10.11,7.67,9.03,19.59,12.91,27.26,21.94,69.22,185.03
38.79,8.95,5.32,8.34,5.32,223.56,49.39,10.11,10.07,2.75,7.76,19.69,13.07,22.43,20.83,69.22,185.03
40.96,9.17,5.35,8.57,5.38,228.35,52.36,9.20,10.18,0.08,9.08,19.76,13.20,19.84,22.27,69.22,185.03
43.64,9.44,5.38,8.88,5.48,235.01,55.57,7.59,10.97,-4.47,13.94,19.84,13.34,15.37,27.28,69.22,185.03
46.57,9.76,5.41,9.22,5.55,241.80,60.03,6.59,11.11,-0.69,9.69,19.91,13.50,19.22,23.19,69.22,185.03
48.72,10.00,5.44,9.47,5.59,246.48,63.61,6.37,11.07,3.33,8.51,19.96,13.60,23.29,22.11,69.22,185.03
51.46,10.33,5.48,9.81,5.63,252.85,68.47,5.92,10.90,1.82,7.67,20.01,13.73,21.83,21.40,69.22,185.03
53.68,10.60,5.51,10.11,5.70,258.74,72.27,5.01,11.05,-3.19,9.98,20.05,13.82,16.86,23.81,69.22,185.03
56.29,10.93,5.55,10.49,5.79,266.47,76.99,3.33,11.13,-8.61,9.42,20.08,13.93,11.47,23.35,69.22,185.03
58.72,11.25,5.59,10.81,5.84,272.58,81.25,3.06,11.50,0.55,11.88,20.10,14.02,20.65,25.90,69.22,185.03
61.55,11.64,5.63,11.20,5.88,279.52,87.14,3.16,11.19,3.14,7.08,20.12,14.12,23.26,21.20,69.22,185.03
63.73,11.94,5.67,11.53,5.91,285.39,91.96,2.89,10.82,0.17,5.68,20.12,14.19,20.29,19.87,69.22,185.03
66.05,12.28,5.70,11.88,5.96,292.07,96.97,2.31,10.64,-2.60,7.17,20.12,14.26,17.52,21.43,69.22,185.03
68.96,12.71,5.75,12.33,6.03,300.64,103.18,1.62,10.68,-2.81,8.76,20.11,14.34,17.29,23.09,69.22,185.03
71.24,13.06,5.79,12.69,6.08,307.21,108.28,1.39,10.61,-0.69,7.92,20.09,14.39,19.40,22.32,69.22,185.03
73.72,13.44,5.84,13.07,6.11,313.96,114.04,1.70,10.44,3.53,7.21,20.06,14.44,23.59,21.65,69.22,185.03
76.05,13.81,5.88,13.46,6.13,320.81,120.04,1.61,9.81,0.64,3.12,20.02,14.49,20.67,17.61,69.22,185.05
78.70,14.24,5.93,13.88,6.19,328.52,125.93,1.75,10.15,2.31,10.35,19.98,14.53,22.28,24.88,69.22,185.05
81.67,14.74,5.99,14.39,6.25,337.86,133.18,1.44,10.06,-0.63,7.55,19.91,14.56,19.28,22.11,69.22,185.05
83.97,15.13,6.03,14.77,6.30,344.96,138.74,1.48,10.16,1.43,8.85,19.86,14.59,21.28,23.44,69.22,185.05
86.61,15.59,6.09,15.23,6.33,352.89,145.59,1.90,9.93,4.29,6.41,19.78,14.60,24.07,21.01,69.22,185.05
88.92,15.99,6.13,15.63,6.37,360.10,151.70,2.11,9.71,3.32,6.08,19.71,14.61,23.02,20.69,69.22,185.05
91.22,16.40,6.18,16.05,6.40,367.63,157.96,2.06,9.38,1.23,5.00,19.63,14.61,20.85,19.61,69.22,185.05
93.57,16.83,6.23,16.49,6.45,375.50,164.31,1.96,9.19,0.84,5.94,19.54,14.61,20.38,20.55,69.22,185.05
95.90,17.26,6.28,16.92,6.50,383.41,170.66,1.88,9.05,0.95,6.22,19.44,14.60,20.39,20.82,69.22,185.05
99.05,17.84,6.35,17.54,6.54,394.18,179.96,1.82,8.24,1.07,2.08,19.30,14.58,20.37,16.66,69.20,185.07
101.45,18.30,6.40,17.97,6.57,401.69,186.66,2.59,8.11,7.70,5.54,19.18,14.55,26.88,20.10,69.20,185.07
104.24,18.83,6.46,18.51,6.62,411.36,194.63,2.69,7.89,2.80,4.89,19.03,14.52,21.83,19.41,69.20,185.07
106.72,19.31,6.52,18.99,6.67,420.15,201.71,2.65,7.75,1.81,5.21,18.90,14.48,20.70,19.68,69.20,185.07
109.07,19.77,6.57,19.46,6.72,428.63,208.59,2.60,7.55,1.70,4.62,18.76,14.43,20.45,19.05,69.20,185.07
111.37,20.23,6.62,19.92,6.76,436.74,215.38,2.75,7.32,3.41,4.07,18.61,14.38,22.03,18.45,69.20,185.07
113.80,20.71,6.68,20.39,6.78,444.85,222.89,3.49,6.82,8.06,1.83,18.45,14.32,26.52,16.15,69.20,185.07
116.92,21.34,6.75,21.02,6.82,455.79,232.49,4.00,6.30,6.09,2.15,18.24,14.24,24.33,16.39,69.20,185.07
119.61,21.88,6.81,21.62,6.88,466.56,241.26,3.21,5.45,-2.57,-1.20,18.04,14.15,15.47,12.95,69.20,185.07
122.44,22.46,6.88,22.17,6.94,476.49,249.28,3.86,5.81,7.07,6.93,17.82,14.06,24.89,20.98,69.20,185.07
124.81,22.95,6.94,22.66,6.98,485.12,256.68,4.14,5.49,5.42,1.96,17.63,13.97,23.06,15.93,69.20,185.07
127.74,23.56,7.01,23.26,7.01,495.56,265.98,4.79,4.98,7.68,0.97,17.39,13.86,25.07,14.82,69.20,185.07
129.88,24.00,7.06,23.71,7.06,503.60,272.55,4.85,4.84,4.41,2.71,17.20,13.76,21.61,16.48,69.20,185.07
132.64,24.58,7.12,24.29,7.14,514.48,280.81,4.55,4.96,1.70,4.74,16.95,13.64,18.65,18.38,69.20,185.07
135.49,25.18,7.19,24.90,7.20,525.60,289.71,4.34,4.72,2.21,2.27,16.68,13.50,18.89,15.77,69.20,185.07
137.99,25.71,7.25,25.55,7.25,536.98,299.51,2.60,2.56,-10.11,-13.02,16.43,13.37,6.33,0.35,69.22,185.05
140.92,26.33,7.33,26.05,7.29,545.83,307.05,5.06,4.00,18.73,11.77,16.14,13.21,34.86,24.99,69.22,185.05
143.22,26.81,7.38,26.52,7.34,554.27,313.92,5.50,4.16,7.79,4.60,15.89,13.08,23.68,17.68,69.22,185.05
146.01,27.40,7.45,27.11,7.42,565.30,322.34,5.28,4.32,2.81,4.42,15.59,12.91,18.40,17.33,69.22,185.05
149.00,28.04,7.52,27.76,7.50,577.12,331.72,5.07,4.15,2.85,2.32,15.25,12.72,18.11,15.04,69.22,185.05
151.55,28.58,7.59,28.30,7.54,586.72,339.85,5.34,3.84,6.11,0.99,14.96,12.55,21.07,13.54,69.22,185.05
154.10,29.12,7.65,28.96,7.61,598.57,349.45,3.40,2.09,-10.60,-10.32,14.65,12.37,4.05,2.05,69.20,185.07
157.02,29.74,7.72,29.45,7.67,607.64,356.51,5.62,4.00,17.85,14.66,14.29,12.16,32.14,26.82,69.20,185.07
159.77,30.33,7.79,30.03,7.75,618.50,364.66,5.41,4.30,3.01,5.29,13.94,11.95,16.95,17.24,69.20,185.07
162.89,30.99,7.86,30.68,7.83,630.47,374.08,5.49,4.43,4.81,4.27,13.53,11.70,18.34,15.98,69.20,185.07
165.50,31.53,7.93,31.25,7.89,640.69,382.48,5.28,3.97,2.81,0.11,13.18,11.49,15.99,11.59,69.20,185.07
168.16,32.09,7.99,31.81,7.94,650.66,390.74,5.49,3.79,5.80,1.84,12.81,11.26,18.61,13.10,69.20,185.07
170.59,32.60,8.05,32.32,8.00,660.16,398.08,5.27,3.80,2.59,3.11,12.46,11.05,15.05,14.16,69.20,185.07
173.30,33.16,8.11,32.91,8.08,671.17,406.47,4.56,3.57,-0.92,1.41,12.07,10.80,11.14,12.21,69.22,185.05
175.65,33.65,8.17,33.38,8.15,679.73,413.04,4.85,4.03,6.07,6.65,11.72,10.58,17.79,17.23,69.22,185.05
178.42,34.22,8.24,33.95,8.20,690.04,421.52,4.97,3.82,4.75,1.72,11.29,10.31,16.04,12.03,69.22,185.05
181.32,34.81,8.30,34.56,8.27,701.00,430.38,4.78,3.51,2.65,0.91,10.84,10.02,13.49,10.93,69.22,185.05
183.86,35.32,8.36,35.07,8.33,710.54,437.74,4.64,3.60,2.78,3.53,10.43,9.76,13.21,13.29,69.22,185.05
186.37,35.83,8.42,35.58,8.41,720.03,444.79,4.35,3.84,1.42,4.75,10.02,9.49,11.44,14.24,69.22,185.05
188.75,36.30,8.48,36.05,8.47,728.80,451.65,4.26,3.87,2.77,3.30,9.62,9.23,12.39,12.53,69.22,185.05
191.08,36.76,8.53,36.53,8.51,737.39,458.66,4.06,3.51,1.72,0.13,9.23,8.97,10.95,9.10,69.20,185.07
193.43,37.22,8.58,36.97,8.57,745.41,464.99,4.43,3.84,6.30,5.50,8.82,8.70,15.12,14.20,69.20,185.07
195.97,37.71,8.64,37.46,8.63,754.60,471.95,4.21,3.98,1.85,4.19,8.37,8.41,10.23,12.59,69.20,185.07
198.08,38.12,8.69,37.87,8.69,762.20,477.58,4.02,4.24,1.68,5.51,7.99,8.15,9.67,13.66,69.20,185.07
200.43,38.56,8.74,38.32,8.75,770.48,483.99,3.87,4.27,1.92,3.63,7.56,7.87,9.49,11.50,69.20,185.07
203.36,39.11,8.80,38.86,8.81,780.41,491.95,3.92,4.24,3.46,3.18,7.02,7.50,10.48,10.68,69.20,185.07
205.95,39.59,8.86,39.33,8.86,788.92,498.89,4.16,4.22,4.92,3.30,6.53,7.17,11.45,10.47,69.20,185.07
208.67,40.08,8.91,39.85,8.93,798.50,506.27,3.57,3.97,-0.94,1.56,6.00,6.81,5.06,8.37,69.22,185.05
211.29,40.55,8.97,40.30,8.99,806.87,512.45,3.76,4.59,4.25,7.76,5.48,6.46,9.73,14.22,69.22,185.05
213.82,40.99,9.02,40.73,9.05,814.95,518.62,3.75,4.82,2.93,5.46,4.98,6.11,7.91,11.57,69.22,185.05
216.23,41.41,9.07,41.14,9.09,822.29,524.62,4.03,4.86,5.29,4.24,4.48,5.78,9.77,10.01,69.22,185.05
218.62,41.82,9.11,41.54,9.13,829.54,530.64,4.16,4.70,4.30,2.55,3.99,5.44,8.29,7.98,69.22,185.05
220.97,42.21,9.16,41.93,9.18,836.73,536.18,4.13,4.83,3.06,4.87,3.49,5.09,6.55,9.97,69.22,185.05
223.24,42.58,9.20,42.31,9.24,843.83,541.36,3.79,5.01,0.37,5.32,3.01,4.76,3.38,10.08,69.22,185.05
