Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25100 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,161.39,-166.22,30.00,30.00
0.90,0.00,0.00,167.01,-166.14,30.00,30.00
1.61,0.00,0.00,161.26,-160.64,30.00,30.00
2.83,0.00,0.00,166.75,-166.40,30.00,30.00
3.76,0.00,0.00,160.77,-166.79,30.00,30.00
4.47,0.00,0.00,160.33,-167.19,30.00,30.00
5.70,0.00,0.00,165.08,-168.11,30.00,30.00
6.46,0.00,0.00,158.71,-168.84,30.00,30.00
7.28,0.00,0.00,157.83,-169.80,30.00,30.00
8.53,0.00,0.00,150.56,-171.43,30.00,30.00
9.31,0.00,0.00,149.41,-172.71,30.00,30.00
10.11,0.00,0.00,148.14,-179.69,30.00,30.00
11.36,0.00,0.00,156.99,-176.46,30.00,30.00
12.20,0.00,0.00,149.61,-178.22,30.00,30.00
13.51,0.00,0.00,146.58,-186.86,30.00,30.00
14.22,0.00,0.00,139.22,-182.94,30.00,30.00
15.06,0.00,0.00,142.60,-190.77,30.00,30.00
16.35,0.00,0.00,138.98,-188.64,30.00,30.00
17.07,0.00,0.00,136.82,-185.03,30.00,30.00
17.96,0.00,0.00,134.08,-193.27,30.00,30.00
19.26,0.00,0.00,124.32,-197.42,30.00,30.00
19.97,0.00,0.00,127.46,-194.17,30.00,30.00
21.20,0.00,0.00,123.13,-203.99,30.00,30.00
22.00,0.00,0.00,114.61,-206.81,30.00,30.00
22.79,0.00,0.00,117.22,-209.73,30.00,30.00
24.01,0.00,0.00,112.41,-214.28,30.00,30.00
24.95,0.00,0.00,108.68,-217.88,30.00,30.00
25.67,0.00,0.00,105.62,-215.13,30.00,30.00
26.91,0.00,0.00,100.46,-225.88,30.00,30.00
27.74,0.00,0.00,96.72,-234.98,30.00,30.00
28.49,0.00,0.00,93.27,-226.91,30.00,30.00
29.72,0.00,0.00,82.05,-237.96,30.00,30.00
30.62,0.00,0.00,89.01,-241.94,30.00,30.00
31.85,0.00,0.00,71.89,-247.68,30.00,30.00
32.56,0.00,0.00,68.38,-256.64,30.00,30.00
33.47,0.00,0.00,75.08,-255.43,30.00,30.00
34.66,0.00,0.00,63.50,-266.88,30.00,30.00
35.39,0.00,0.00,65.32,-264.84,30.00,30.00
36.31,0.00,0.00,54.89,-263.78,30.00,30.00
37.51,0.00,0.00,54.16,-275.58,30.00,30.00
38.22,0.00,0.00,44.69,-279.29,30.00,30.00
39.14,0.00,0.00,39.73,-289.73,30.00,30.00
40.36,0.00,0.00,27.29,-290.63,30.00,30.00
41.07,0.00,0.00,28.87,-300.10,30.00,30.00
41.90,0.00,0.00,24.19,-298.89,30.00,30.00
43.19,0.00,0.00,22.35,-306.08,30.00,30.00
43.91,0.00,0.00,18.22,-304.52,30.00,30.00
44.76,0.00,0.00,1.89,-314.93,30.00,30.00
46.04,0.00,0.00,-5.71,-316.60,30.00,30.00
46.75,0.00,0.00,-10.15,-326.34,30.00,30.00
47.55,0.00,0.00,-9.38,-336.62,30.00,30.00
48.81,0.00,0.00,-17.12,-344.05,30.00,30.00
49.57,0.00,0.00,-21.86,-343.08,30.00,30.00
50.49,0.00,0.00,-27.51,-348.55,30.00,30.00
51.74,0.00,0.00,-41.04,-350.57,30.00,30.00
52.46,0.00,0.00,-34.39,-366.20,30.00,30.00
53.69,0.00,0.00,-53.53,-362.53,30.00,30.00
54.56,0.00,0.00,-53.59,-373.58,30.00,30.00
55.28,0.00,0.00,-58.14,-378.17,30.00,30.00
56.51,0.00,0.00,-66.34,-391.46,30.00,30.00
57.50,0.00,0.00,-72.86,-386.52,30.00,30.00
58.21,0.00,0.00,-72.00,-402.23,30.00,30.00
59.43,0.00,0.00,-85.80,-398.91,30.00,30.00
60.16,0.00,0.00,-90.79,-409.31,30.00,30.00
61.46,0.00,0.00,-94.02,-417.66,30.00,30.00
62.28,0.00,0.00,-110.87,-423.17,30.00,30.00
63.10,0.00,0.00,-105.31,-434.27,30.00,30.00
64.37,0.00,0.00,-114.15,-437.15,30.00,30.00
65.13,0.00,0.00,-125.11,-447.76,30.00,30.00
66.08,0.00,0.00,-126.10,-448.66,30.00,30.00
67.33,0.00,0.00,-146.12,-457.05,30.00,30.00
68.04,0.00,0.00,-140.03,-467.53,30.00,30.00
69.30,0.00,0.00,-154.58,-464.96,30.00,30.00
70.14,0.00,0.00,-160.62,-481.90,30.00,30.00
71.40,0.00,0.00,-175.52,-484.98,30.00,30.00
72.16,0.00,0.00,-169.83,-484.74,30.00,30.00
73.06,0.00,0.00,-187.51,-502.12,30.00,30.00
74.32,0.00,0.00,-196.92,-505.52,30.00,30.00
75.04,0.00,0.00,-196.70,-510.64,30.00,30.00
76.28,0.00,0.00,-205.88,-525.10,30.00,30.00
77.23,0.00,0.00,-212.89,-520.60,30.00,30.00
77.94,0.00,0.00,-218.36,-531.21,30.00,30.00
79.19,0.00,0.00,-233.22,-545.93,30.00,30.00
80.06,0.00,0.00,-234.21,-540.99,30.00,30.00
81.34,0.00,0.00,-243.79,-561.53,30.00,30.00
82.06,0.00,0.00,-254.88,-561.16,30.00,30.00
82.98,0.00,0.00,-256.40,-573.49,30.00,30.00
84.27,0.00,0.00,-266.11,-583.02,30.00,30.00
84.99,0.00,0.00,-277.38,-577.16,30.00,30.00
86.25,0.00,0.00,-281.47,-586.38,30.00,30.00
86.99,0.00,0.00,-287.20,-597.61,30.00,30.00
88.27,0.00,0.00,-302.74,-601.55,30.00,30.00
89.12,0.00,0.00,-303.64,-607.96,30.00,30.00
89.92,0.00,0.00,-304.34,-625.25,30.00,30.00
91.19,0.00,0.00,-325.55,-623.65,30.00,30.00
91.97,0.00,0.00,-326.05,-640.77,30.00,30.00
92.86,0.00,0.00,-327.50,-641.95,30.00,30.00
94.18,0.00,0.00,-337.92,-652.08,30.00,30.00
94.90,0.00,0.00,-349.23,-663.13,30.00,30.00
96.14,0.00,0.00,-353.52,-666.96,30.00,30.00
96.93,0.00,0.00,-365.45,-673.09,30.00,30.00
98.21,0.00,0.00,-375.78,-677.31,30.00,30.00
99.00,0.00,0.00,-382.17,-694.73,30.00,30.00
99.86,0.00,0.00,-389.07,-690.10,30.00,30.00
101.14,0.00,0.00,-399.40,-705.61,30.00,30.00
101.87,0.00,0.00,-405.26,-717.01,30.00,30.00
103.12,0.00,0.00,-415.48,-721.27,30.00,30.00
104.10,0.00,0.00,-423.39,-723.23,30.00,30.00
105.25,0.00,0.00,-432.64,-732.24,30.00,30.00
106.07,0.00,0.00,-439.41,-750.06,30.00,30.00
106.91,0.00,0.00,-440.66,-750.92,30.00,30.00
108.23,0.00,0.00,-451.47,-761.33,30.00,30.00
108.95,0.00,0.00,-463.01,-772.56,30.00,30.00
110.19,0.00,0.00,-473.29,-782.49,30.00,30.00
111.23,0.00,0.00,-481.75,-779.48,30.00,30.00
112.26,0.00,0.00,-484.69,-793.19,30.00,30.00
113.17,0.00,0.00,-503.44,-806.04,30.00,30.00
114.43,0.00,0.00,-513.81,-816.20,30.00,30.00
115.23,0.00,0.00,-515.02,-811.34,30.00,30.00
116.04,0.00,0.00,-521.63,-829.03,30.00,30.00
117.30,0.00,0.00,-537.89,-839.09,30.00,30.00
118.20,0.00,0.00,-539.76,-840.65,30.00,30.00
119.48,0.00,0.00,-550.57,-845.40,30.00,30.00
120.20,0.00,0.00,-556.66,-862.38,30.00,30.00
