Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25100 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,115.60,-131.88,100.00,100.00
0.90,0.00,0.00,121.18,-126.30,100.00,100.00
1.60,0.00,0.00,121.00,-132.28,100.00,100.00
2.85,0.00,0.00,119.86,-127.97,100.00,100.00
3.89,0.00,0.00,112.52,-124.65,100.00,100.00
4.90,0.00,0.00,109.86,-133.18,100.00,100.00
5.78,0.00,0.00,106.96,-136.45,100.00,100.00
6.59,0.00,0.00,103.51,-139.92,100.00,100.00
7.91,0.00,0.00,91.32,-146.29,100.00,100.00
8.61,0.00,0.00,92.83,-150.38,100.00,100.00
9.62,0.00,0.00,80.90,-151.19,100.00,100.00
10.79,0.00,0.00,72.73,-164.99,100.00,100.00
11.48,0.00,0.00,78.64,-170.24,100.00,100.00
12.74,0.00,0.00,62.53,-186.28,100.00,100.00
13.74,0.00,0.00,47.72,-184.15,100.00,100.00
14.87,0.00,0.00,42.41,-194.79,100.00,100.00
15.65,0.00,0.00,40.01,-202.83,100.00,100.00
16.50,0.00,0.00,30.78,-223.07,100.00,100.00
17.81,0.00,0.00,10.20,-232.10,100.00,100.00
18.50,0.00,0.00,1.96,-240.25,100.00,100.00
19.52,0.00,0.00,-5.25,-258.44,100.00,100.00
20.68,0.00,0.00,-25.97,-262.07,100.00,100.00
21.38,0.00,0.00,-35.46,-271.30,100.00,100.00
22.63,0.00,0.00,-52.93,-299.88,100.00,100.00
23.71,0.00,0.00,-68.55,-309.62,100.00,100.00
24.77,0.00,0.00,-84.53,-325.31,100.00,100.00
25.59,0.00,0.00,-91.56,-337.68,100.00,100.00
26.86,0.00,0.00,-123.00,-357.69,100.00,100.00
27.74,0.00,0.00,-126.15,-371.91,100.00,100.00
29.07,0.00,0.00,-148.56,-399.46,100.00,100.00
29.77,0.00,0.00,-166.22,-405.53,100.00,100.00
30.66,0.00,0.00,-187.65,-420.95,100.00,100.00
32.00,0.00,0.00,-211.60,-444.44,100.00,100.00
32.69,0.00,0.00,-218.67,-451.21,100.00,100.00
33.96,0.00,0.00,-236.71,-480.17,100.00,100.00
34.93,0.00,0.00,-260.95,-498.30,100.00,100.00
36.25,0.00,0.00,-286.44,-523.37,100.00,100.00
36.94,0.00,0.00,-300.12,-536.99,100.00,100.00
38.22,0.00,0.00,-325.66,-556.41,100.00,100.00
39.04,0.00,0.00,-342.38,-583.90,100.00,100.00
40.36,0.00,0.00,-369.82,-605.24,100.00,100.00
41.10,0.00,0.00,-385.31,-626.18,100.00,100.00
42.37,0.00,0.00,-412.32,-647.20,100.00,100.00
43.35,0.00,0.00,-433.37,-673.51,100.00,100.00
44.56,0.00,0.00,-454.06,-688.07,100.00,100.00
45.32,0.00,0.00,-476.59,-715.96,100.00,100.00
46.23,0.00,0.00,-502.56,-724.72,100.00,100.00
47.56,0.00,0.00,-521.30,-754.08,100.00,100.00
48.26,0.00,0.00,-542.77,-775.09,100.00,100.00
49.52,0.00,0.00,-566.56,-809.34,100.00,100.00
50.45,0.00,0.00,-588.27,-824.99,100.00,100.00
51.79,0.00,0.00,-619.78,-855.62,100.00,100.00
52.49,0.00,0.00,-641.69,-877.37,100.00,100.00
53.76,0.00,0.00,-666.63,-907.38,100.00,100.00
54.61,0.00,0.00,-687.06,-916.37,100.00,100.00
55.94,0.00,0.00,-730.90,-948.14,100.00,100.00
56.64,0.00,0.00,-742.50,-970.62,100.00,100.00
57.91,0.00,0.00,-773.94,-1007.36,100.00,100.00
58.91,0.00,0.00,-798.93,-1031.84,100.00,100.00
60.11,0.00,0.00,-823.60,-1050.14,100.00,100.00
60.88,0.00,0.00,-848.50,-1069.17,100.00,100.00
62.15,0.00,0.00,-881.02,-1106.59,100.00,100.00
63.15,0.00,0.00,-906.97,-1131.83,100.00,100.00
64.35,0.00,0.00,-943.73,-1162.18,100.00,100.00
65.11,0.00,0.00,-963.63,-1181.69,100.00,100.00
66.39,0.00,0.00,-996.99,-1208.56,100.00,100.00
67.39,0.00,0.00,-1023.57,-1240.05,100.00,100.00
68.59,0.00,0.00,-1055.35,-1265.60,100.00,100.00
69.37,0.00,0.00,-1076.09,-1291.57,100.00,100.00
70.66,0.00,0.00,-1105.09,-1319.83,100.00,100.00
71.69,0.00,0.00,-1127.26,-1358.53,100.00,100.00
72.85,0.00,0.00,-1169.96,-1383.64,100.00,100.00
73.65,0.00,0.00,-1186.22,-1399.50,100.00,100.00
74.94,0.00,0.00,-1215.99,-1439.80,100.00,100.00
75.88,0.00,0.00,-1241.74,-1470.63,100.00,100.00
77.20,0.00,0.00,-1289.88,-1500.69,100.00,100.00
78.53,0.00,0.00,-1321.26,-1537.01,100.00,100.00
79.23,0.00,0.00,-1346.44,-1561.55,100.00,100.00
80.51,0.00,0.00,-1382.56,-1591.13,100.00,100.00
81.42,0.00,0.00,-1402.54,-1610.71,100.00,100.00
82.77,0.00,0.00,-1440.75,-1647.93,100.00,100.00
83.47,0.00,0.00,-1460.54,-1673.02,100.00,100.00
84.75,0.00,0.00,-1497.17,-1703.25,100.00,100.00
85.77,0.00,0.00,-1526.24,-1737.42,100.00,100.00
86.99,0.00,0.00,-1556.08,-1766.27,100.00,100.00
87.74,0.00,0.00,-1583.02,-1798.37,100.00,100.00
89.02,0.00,0.00,-1625.84,-1823.58,100.00,100.00
90.08,0.00,0.00,-1645.69,-1859.19,100.00,100.00
91.24,0.00,0.00,-1679.30,-1897.78,100.00,100.00
92.01,0.00,0.00,-1702.02,-1914.21,100.00,100.00
93.31,0.00,0.00,-1745.55,-1956.84,100.00,100.00
94.27,0.00,0.00,-1768.21,-1973.17,100.00,100.00
95.60,0.00,0.00,-1818.72,-2022.80,100.00,100.00
96.79,0.00,0.00,-1848.60,-2051.89,100.00,100.00
97.60,0.00,0.00,-1878.09,-2080.99,100.00,100.00
98.88,0.00,0.00,-1904.92,-2112.56,100.00,100.00
99.81,0.00,0.00,-1944.10,-2145.45,100.00,100.00
101.16,0.00,0.00,-1978.88,-2173.78,100.00,100.00
101.86,0.00,0.00,-1994.48,-2193.99,100.00,100.00
103.15,0.00,0.00,-2044.64,-2237.59,100.00,100.00
104.19,0.00,0.00,-2070.40,-2262.41,100.00,100.00
105.39,0.00,0.00,-2112.28,-2297.75,100.00,100.00
106.14,0.00,0.00,-2129.41,-2325.52,100.00,100.00
107.44,0.00,0.00,-2168.99,-2369.79,100.00,100.00
108.50,0.00,0.00,-2195.71,-2389.99,100.00,100.00
109.70,0.00,0.00,-2232.40,-2437.25,100.00,100.00
111.06,0.00,0.00,-2273.84,-2466.36,100.00,100.00
111.75,0.00,0.00,-2295.11,-2487.19,100.00,100.00
113.04,0.00,0.00,-2345.98,-2531.38,100.00,100.00
114.13,0.00,0.00,-2374.19,-2558.47,100.00,100.00
115.26,0.00,0.00,-2408.86,-2592.22,100.00,100.00
116.59,0.00,0.00,-2444.70,-2638.19,100.00,100.00
117.38,0.00,0.00,-2468.91,-2655.99,100.00,100.00
118.66,0.00,0.00,-2514.44,-2706.42,100.00,100.00
119.65,0.00,0.00,-2550.85,-2730.43,100.00,100.00
120.93,0.00,0.00,-2579.35,-2769.13,100.00,100.00
121.65,0.00,0.00,-2607.47,-2796.90,100.00,100.00
122.96,0.00,0.00,-2654.12,-2831.11,100.00,100.00
123.93,0.00,0.00,-2684.58,-2860.80,100.00,100.00
125.29,0.00,0.00,-2716.15,-2896.77,100.00,100.00
126.45,0.00,0.00,-2758.18,-2943.15,100.00,100.00
127.27,0.00,0.00,-2784.07,-2968.46,100.00,100.00
128.56,0.00,0.00,-2825.02,-2996.87,100.00,100.00
129.60,0.00,0.00,-2857.54,-3034.14,100.00,100.00
130.79,0.00,0.00,-2900.79,-3070.66,100.00,100.00
131.57,0.00,0.00,-2914.26,-3100.12,100.00,100.00
132.87,0.00,0.00,-2966.57,-3134.77,100.00,100.00
133.87,0.00,0.00,-2998.21,-3171.31,100.00,100.00
135.24,0.00,0.00,-3030.49,-3207.88,100.00,100.00
136.31,0.00,0.00,-3064.68,-3241.10,100.00,100.00
137.21,0.00,0.00,-3099.20,-3263.22,100.00,100.00
138.51,0.00,0.00,-3146.31,-3309.13,100.00,100.00
139.38,0.00,0.00,-3168.48,-3336.09,100.00,100.00
140.71,0.00,0.00,-3210.91,-3382.73,100.00,100.00
