Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25100 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,137.53,-179.12,10.00,10.00
0.90,0.00,0.00,137.53,-173.54,10.00,10.00
1.61,0.00,0.00,143.11,-179.12,10.00,10.00
2.83,0.00,0.00,143.06,-179.17,10.00,10.00
3.76,0.00,0.00,137.35,-173.67,10.00,10.00
4.47,0.00,0.00,137.26,-173.80,10.00,10.00
5.70,0.00,0.00,137.09,-173.98,10.00,10.00
6.46,0.00,0.00,142.54,-174.11,10.00,10.00
7.28,0.00,0.00,142.32,-168.77,10.00,10.00
8.53,0.00,0.00,142.01,-174.84,10.00,10.00
9.31,0.00,0.00,136.03,-169.34,10.00,10.00
10.11,0.00,0.00,141.44,-169.74,10.00,10.00
11.36,0.00,0.00,141.00,-175.76,10.00,10.00
12.20,0.00,0.00,134.96,-170.66,10.00,10.00
13.51,0.00,0.00,134.38,-171.23,10.00,10.00
14.22,0.00,0.00,128.41,-177.17,10.00,10.00
15.06,0.00,0.00,133.55,-177.60,10.00,10.00
16.35,0.00,0.00,132.80,-172.77,10.00,10.00
17.07,0.00,0.00,126.74,-178.79,10.00,10.00
17.96,0.00,0.00,131.75,-179.32,10.00,10.00
19.28,0.00,0.00,125.16,-180.22,10.00,10.00
19.99,0.00,0.00,130.30,-180.66,10.00,10.00
21.07,0.00,0.00,129.46,-181.49,10.00,10.00
22.00,0.00,0.00,134.27,-182.07,10.00,10.00
22.78,0.00,0.00,128.03,-188.39,10.00,10.00
24.01,0.00,0.00,132.60,-189.36,10.00,10.00
24.95,0.00,0.00,131.77,-190.11,10.00,10.00
25.67,0.00,0.00,131.15,-185.05,10.00,10.00
26.91,0.00,0.00,130.01,-186.17,10.00,10.00
27.74,0.00,0.00,123.57,-181.16,10.00,10.00
29.04,0.00,0.00,122.34,-182.35,10.00,10.00
29.76,0.00,0.00,116.02,-182.92,10.00,10.00
30.60,0.00,0.00,120.76,-183.67,10.00,10.00
31.89,0.00,0.00,113.86,-190.57,10.00,10.00
32.61,0.00,0.00,118.74,-191.23,10.00,10.00
33.50,0.00,0.00,117.75,-197.75,10.00,10.00
34.82,0.00,0.00,116.26,-193.49,10.00,10.00
35.53,0.00,0.00,115.55,-194.28,10.00,10.00
36.61,0.00,0.00,119.86,-201.05,10.00,10.00
37.54,0.00,0.00,118.85,-202.15,10.00,10.00
38.32,0.00,0.00,112.28,-197.38,10.00,10.00
39.55,0.00,0.00,110.87,-193.21,10.00,10.00
40.49,0.00,0.00,104.11,-194.30,10.00,10.00
41.20,0.00,0.00,108.85,-195.14,10.00,10.00
42.45,0.00,0.00,101.73,-202.21,10.00,10.00
43.28,0.00,0.00,106.11,-203.25,10.00,10.00
44.58,0.00,0.00,110.06,-204.83,10.00,10.00
45.30,0.00,0.00,109.05,-205.71,10.00,10.00
46.14,0.00,0.00,107.86,-206.85,10.00,10.00
47.43,0.00,0.00,94.83,-202.87,10.00,10.00
48.15,0.00,0.00,99.58,-209.47,10.00,10.00
49.00,0.00,0.00,98.31,-204.90,10.00,10.00
50.28,0.00,0.00,96.46,-206.56,10.00,10.00
51.00,0.00,0.00,95.38,-213.16,10.00,10.00
51.80,0.00,0.00,99.95,-214.23,10.00,10.00
53.05,0.00,0.00,92.48,-215.95,10.00,10.00
53.81,0.00,0.00,96.92,-217.09,10.00,10.00
54.69,0.00,0.00,90.00,-218.32,10.00,10.00
55.98,0.00,0.00,82.40,-214.56,10.00,10.00
56.69,0.00,0.00,81.34,-215.62,10.00,10.00
57.88,0.00,0.00,79.45,-217.38,10.00,10.00
58.64,0.00,0.00,83.91,-224.19,10.00,10.00
59.50,0.00,0.00,82.55,-225.44,10.00,10.00
60.74,0.00,0.00,80.53,-227.29,10.00,10.00
61.49,0.00,0.00,79.30,-234.10,10.00,10.00
62.32,0.00,0.00,72.38,-229.75,10.00,10.00
63.13,0.00,0.00,71.15,-231.13,10.00,10.00
64.43,0.00,0.00,74.53,-227.44,10.00,10.00
65.15,0.00,0.00,73.30,-228.54,10.00,10.00
66.39,0.00,0.00,71.26,-236.14,10.00,10.00
67.20,0.00,0.00,75.56,-243.06,10.00,10.00
67.97,0.00,0.00,68.53,-238.67,10.00,10.00
69.21,0.00,0.00,66.45,-246.31,10.00,10.00
70.05,0.00,0.00,59.41,-242.07,10.00,10.00
70.80,0.00,0.00,58.10,-243.35,10.00,10.00
72.04,0.00,0.00,61.46,-245.41,10.00,10.00
72.92,0.00,0.00,59.92,-241.28,10.00,10.00
73.63,0.00,0.00,64.36,-253.74,10.00,10.00
74.86,0.00,0.00,56.49,-250.09,10.00,10.00
75.77,0.00,0.00,49.26,-257.30,10.00,10.00
76.48,0.00,0.00,53.57,-252.91,10.00,10.00
77.70,0.00,0.00,51.33,-249.46,10.00,10.00
78.63,0.00,0.00,55.26,-250.99,10.00,10.00
79.34,0.00,0.00,48.36,-257.85,10.00,10.00
80.57,0.00,0.00,51.75,-265.61,10.00,10.00
81.33,0.00,0.00,39.07,-261.25,10.00,10.00
82.16,0.00,0.00,37.57,-268.42,10.00,10.00
83.38,0.00,0.00,40.87,-259.30,10.00,10.00
84.27,0.00,0.00,39.13,-260.93,10.00,10.00
84.98,0.00,0.00,43.48,-267.78,10.00,10.00
86.20,0.00,0.00,35.49,-270.00,10.00,10.00
87.12,0.00,0.00,33.75,-277.21,10.00,10.00
87.83,0.00,0.00,32.48,-278.61,10.00,10.00
89.05,0.00,0.00,24.43,-275.23,10.00,10.00
89.88,0.00,0.00,22.76,-271.12,10.00,10.00
90.64,0.00,0.00,32.59,-278.15,10.00,10.00
91.85,0.00,0.00,30.17,-280.39,10.00,10.00
92.83,0.00,0.00,22.65,-282.17,10.00,10.00
93.54,0.00,0.00,21.23,-289.12,10.00,10.00
94.73,0.00,0.00,13.32,-291.36,10.00,10.00
95.56,0.00,0.00,17.27,-281.62,10.00,10.00
96.85,0.00,0.00,14.66,-284.08,10.00,10.00
97.56,0.00,0.00,18.83,-291.12,10.00,10.00
98.39,0.00,0.00,17.25,-298.21,10.00,10.00
99.64,0.00,0.00,9.05,-295.00,10.00,10.00
100.37,0.00,0.00,1.98,-296.46,10.00,10.00
101.26,0.00,0.00,0.18,-298.04,10.00,10.00
102.51,0.00,0.00,3.27,-300.48,10.00,10.00
103.22,0.00,0.00,1.78,-296.21,10.00,10.00
104.01,0.00,0.00,0.20,-303.38,10.00,10.00
105.29,0.00,0.00,-8.13,-305.77,10.00,10.00
106.05,0.00,0.00,-9.67,-312.98,10.00,10.00
106.90,0.00,0.00,-0.24,-308.98,10.00,10.00
108.14,0.00,0.00,-2.88,-305.88,10.00,10.00
108.91,0.00,0.00,-4.42,-307.33,10.00,10.00
109.81,0.00,0.00,-17.53,-309.09,10.00,10.00
111.10,0.00,0.00,-20.26,-322.82,10.00,10.00
111.81,0.00,0.00,-21.71,-324.23,10.00,10.00
113.07,0.00,0.00,-13.12,-321.13,10.00,10.00
113.83,0.00,0.00,-14.70,-322.62,10.00,10.00
114.71,0.00,0.00,-22.17,-324.43,10.00,10.00
115.95,0.00,0.00,-30.50,-326.82,10.00,10.00
116.73,0.00,0.00,-26.50,-333.98,10.00,10.00
118.01,0.00,0.00,-29.20,-331.04,10.00,10.00
118.79,0.00,0.00,-25.29,-326.98,10.00,10.00
119.72,0.00,0.00,-32.94,-334.40,10.00,10.00
121.03,0.00,0.00,-35.68,-331.46,10.00,10.00
121.75,0.00,0.00,-37.13,-338.47,10.00,10.00
122.98,0.00,0.00,-39.84,-346.64,10.00,10.00
123.73,0.00,0.00,-41.51,-342.60,10.00,10.00
125.05,0.00,0.00,-44.32,-339.59,10.00,10.00
125.84,0.00,0.00,-51.64,-346.84,10.00,10.00
126.68,0.00,0.00,-47.86,-342.93,10.00,10.00
127.97,0.00,0.00,-45.02,-351.21,10.00,10.00
128.69,0.00,0.00,-46.56,-358.24,10.00,10.00
129.70,0.00,0.00,-48.80,-349.08,10.00,10.00
130.85,0.00,0.00,-56.91,-357.21,10.00,10.00
131.57,0.00,0.00,-58.54,-352.99,10.00,10.00
132.81,0.00,0.00,-66.75,-361.10,10.00,10.00
133.83,0.00,0.00,-63.52,-363.25,10.00,10.00
134.88,0.00,0.00,-65.81,-365.49,10.00,10.00
135.75,0.00,0.00,-67.68,-367.23,10.00,10.00
136.59,0.00,0.00,-69.52,-369.03,10.00,10.00
137.89,0.00,0.00,-78.05,-371.73,10.00,10.00
138.61,0.00,0.00,-68.40,-373.10,10.00,10.00
139.85,0.00,0.00,-76.79,-381.45,10.00,10.00
140.80,0.00,0.00,-84.46,-377.78,10.00,10.00
141.51,0.00,0.00,-86.09,-379.36,10.00,10.00
142.76,0.00,0.00,-88.90,-381.95,10.00,10.00
143.65,0.00,0.00,-79.74,-383.77,10.00,10.00
144.93,0.00,0.00,-88.18,-392.12,10.00,10.00
145.65,0.00,0.00,-84.09,-393.57,10.00,10.00
146.49,0.00,0.00,-91.63,-384.10,10.00,10.00
147.82,0.00,0.00,-100.24,-386.96,10.00,10.00
148.53,0.00,0.00,-90.59,-394.06,10.00,10.00
149.77,0.00,0.00,-93.45,-396.74,10.00,10.00
150.71,0.00,0.00,-95.60,-398.67,10.00,10.00
151.89,0.00,0.00,-103.84,-395.53,10.00,10.00
152.69,0.00,0.00,-111.27,-397.33,10.00,10.00
153.56,0.00,0.00,-107.64,-399.13,10.00,10.00
154.87,0.00,0.00,-105.01,-413.22,10.00,10.00
155.58,0.00,0.00,-112.21,-414.67,10.00,10.00
156.83,0.00,0.00,-120.72,-411.75,10.00,10.00
157.80,0.00,0.00,-122.92,-413.90,10.00,10.00
158.98,0.00,0.00,-114.41,-416.38,10.00,10.00
159.76,0.00,0.00,-121.84,-417.96,10.00,10.00
160.66,0.00,0.00,-129.46,-420.07,10.00,10.00
161.98,0.00,0.00,-126.91,-417.24,10.00,10.00
162.70,0.00,0.00,-134.08,-424.45,10.00,10.00
163.95,0.00,0.00,-125.79,-421.55,10.00,10.00
164.77,0.00,0.00,-127.73,-434.62,10.00,10.00
166.08,0.00,0.00,-136.32,-437.39,10.00,10.00
166.83,0.00,0.00,-143.66,-433.32,10.00,10.00
167.75,0.00,0.00,-145.77,-435.43,10.00,10.00
169.08,0.00,0.00,-143.24,-438.29,10.00,10.00
