Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Compiling .pio\build\bluepill_f103c8\src\main.cpp.o
Linking .pio\build\bluepill_f103c8\firmware.elf
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25100 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,-73.15,83.32,50.00,50.00
0.88,0.00,0.00,-78.71,83.28,50.00,50.00
1.56,0.00,0.00,-67.65,83.14,50.00,50.00
2.47,0.00,0.00,-73.63,82.66,50.00,50.00
3.69,0.00,0.00,-69.10,81.74,50.00,50.00
4.38,0.00,0.00,-70.03,86.57,50.00,50.00
5.16,0.00,0.00,-71.39,85.43,50.00,50.00
6.43,0.00,0.00,-85.34,88.66,50.00,50.00
7.13,0.00,0.00,-81.52,87.08,50.00,50.00
8.04,0.00,0.00,-84.16,84.84,50.00,50.00
8.72,0.00,0.00,-86.29,71.76,50.00,50.00
9.92,0.00,0.00,-96.15,67.81,50.00,50.00
10.80,0.00,0.00,-94.00,75.96,50.00,50.00
11.48,0.00,0.00,-96.92,73.15,50.00,50.00
12.45,0.00,0.00,-95.60,57.83,50.00,50.00
13.61,0.00,0.00,-106.94,63.87,50.00,50.00
14.30,0.00,0.00,-104.79,55.02,50.00,50.00
15.27,0.00,0.00,-121.29,50.08,50.00,50.00
16.44,0.00,0.00,-116.87,43.59,50.00,50.00
17.13,0.00,0.00,-126.61,39.68,50.00,50.00
18.10,0.00,0.00,-127.07,39.44,50.00,50.00
19.30,0.00,0.00,-135.02,32.01,50.00,50.00
19.98,0.00,0.00,-139.50,16.35,50.00,50.00
21.22,0.00,0.00,-153.92,19.23,50.00,50.00
22.11,0.00,0.00,-160.53,1.80,50.00,50.00
22.79,0.00,0.00,-165.70,7.98,50.00,50.00
23.81,0.00,0.00,-179.12,-10.72,50.00,50.00
24.95,0.00,0.00,-188.31,-13.80,50.00,50.00
25.64,0.00,0.00,-188.37,-13.60,50.00,50.00
26.89,0.00,0.00,-198.83,-29.25,50.00,50.00
27.75,0.00,0.00,-206.32,-36.25,50.00,50.00
29.04,0.00,0.00,-223.33,-47.24,50.00,50.00
29.73,0.00,0.00,-218.34,-47.57,50.00,50.00
30.69,0.00,0.00,-232.62,-67.19,50.00,50.00
31.89,0.00,0.00,-243.96,-72.51,50.00,50.00
32.59,0.00,0.00,-250.53,-78.88,50.00,50.00
33.50,0.00,0.00,-264.90,-87.30,50.00,50.00
34.80,0.00,0.00,-272.07,-94.02,50.00,50.00
35.48,0.00,0.00,-278.90,-106.26,50.00,50.00
36.72,0.00,0.00,-291.38,-118.41,50.00,50.00
37.59,0.00,0.00,-300.30,-126.96,50.00,50.00
38.33,0.00,0.00,-313.73,-128.87,50.00,50.00
39.58,0.00,0.00,-321.17,-152.80,50.00,50.00
40.57,0.00,0.00,-337.46,-157.59,50.00,50.00
41.70,0.00,0.00,-338.49,-175.08,50.00,50.00
42.50,0.00,0.00,-352.88,-172.38,50.00,50.00
43.36,0.00,0.00,-368.04,-187.19,50.00,50.00
44.63,0.00,0.00,-376.74,-201.07,50.00,50.00
45.35,0.00,0.00,-384.92,-203.36,50.00,50.00
46.33,0.00,0.00,-396.21,-219.88,50.00,50.00
47.54,0.00,0.00,-415.68,-233.37,50.00,50.00
48.23,0.00,0.00,-418.10,-241.22,50.00,50.00
49.47,0.00,0.00,-432.60,-255.52,50.00,50.00
50.52,0.00,0.00,-439.52,-262.11,50.00,50.00
51.54,0.00,0.00,-457.40,-274.06,50.00,50.00
52.41,0.00,0.00,-462.46,-284.35,50.00,50.00
53.22,0.00,0.00,-477.91,-293.97,50.00,50.00
54.53,0.00,0.00,-488.30,-315.09,50.00,50.00
55.26,0.00,0.00,-502.98,-318.32,50.00,50.00
56.50,0.00,0.00,-518.33,-344.62,50.00,50.00
57.48,0.00,0.00,-536.22,-356.66,50.00,50.00
58.17,0.00,0.00,-533.91,-359.63,50.00,50.00
59.41,0.00,0.00,-555.34,-380.57,50.00,50.00
60.31,0.00,0.00,-572.56,-391.73,50.00,50.00
61.59,0.00,0.00,-577.99,-402.12,50.00,50.00
62.29,0.00,0.00,-592.54,-405.24,50.00,50.00
63.23,0.00,0.00,-604.84,-417.28,50.00,50.00
64.53,0.00,0.00,-621.74,-439.41,50.00,50.00
65.22,0.00,0.00,-630.83,-448.31,50.00,50.00
66.47,0.00,0.00,-647.38,-464.41,50.00,50.00
67.25,0.00,0.00,-657.73,-474.43,50.00,50.00
68.52,0.00,0.00,-669.00,-490.98,50.00,50.00
69.34,0.00,0.00,-680.08,-501.61,50.00,50.00
70.16,0.00,0.00,-691.15,-506.84,50.00,50.00
71.44,0.00,0.00,-719.74,-529.23,50.00,50.00
72.19,0.00,0.00,-730.06,-533.65,50.00,50.00
73.15,0.00,0.00,-737.47,-552.00,50.00,50.00
74.45,0.00,0.00,-755.42,-569.47,50.00,50.00
75.15,0.00,0.00,-764.98,-578.72,50.00,50.00
76.40,0.00,0.00,-782.25,-589.99,50.00,50.00
77.09,0.00,0.00,-791.81,-605.06,50.00,50.00
78.35,0.00,0.00,-803.69,-627.80,50.00,50.00
79.25,0.00,0.00,-827.62,-634.53,50.00,50.00
80.03,0.00,0.00,-838.52,-645.12,50.00,50.00
81.36,0.00,0.00,-845.93,-663.42,50.00,50.00
82.09,0.00,0.00,-856.30,-667.90,50.00,50.00
83.34,0.00,0.00,-885.23,-690.64,50.00,50.00
84.29,0.00,0.00,-893.19,-698.27,50.00,50.00
84.99,0.00,0.00,-908.75,-719.17,50.00,50.00
86.24,0.00,0.00,-921.29,-725.56,50.00,50.00
87.15,0.00,0.00,-934.28,-743.73,50.00,50.00
88.40,0.00,0.00,-952.32,-761.33,50.00,50.00
89.12,0.00,0.00,-956.93,-765.64,50.00,50.00
90.07,0.00,0.00,-970.82,-778.95,50.00,50.00
91.33,0.00,0.00,-1000.33,-802.49,50.00,50.00
92.03,0.00,0.00,-1010.43,-818.00,50.00,50.00
93.29,0.00,0.00,-1017.62,-824.57,50.00,50.00
94.15,0.00,0.00,-1041.42,-842.32,50.00,50.00
95.42,0.00,0.00,-1054.31,-860.41,50.00,50.00
96.19,0.00,0.00,-1065.65,-877.10,50.00,50.00
97.09,0.00,0.00,-1078.88,-884.29,50.00,50.00
98.42,0.00,0.00,-1093.03,-909.05,50.00,50.00
99.11,0.00,0.00,-1103.23,-913.45,50.00,50.00
100.38,0.00,0.00,-1127.55,-931.75,50.00,50.00
101.23,0.00,0.00,-1140.29,-938.34,50.00,50.00
102.56,0.00,0.00,-1159.94,-963.26,50.00,50.00
103.27,0.00,0.00,-1170.53,-967.96,50.00,50.00
104.53,0.00,0.00,-1183.73,-991.89,50.00,50.00
105.55,0.00,0.00,-1210.34,-1001.32,50.00,50.00
106.72,0.00,0.00,-1222.14,-1024.06,50.00,50.00
107.49,0.00,0.00,-1228.07,-1035.22,50.00,50.00
108.51,0.00,0.00,-1249.10,-1055.70,50.00,50.00
109.76,0.00,0.00,-1262.40,-1062.75,50.00,50.00
110.98,0.00,0.00,-1286.67,-1080.90,50.00,50.00
111.73,0.00,0.00,-1297.97,-1097.42,50.00,50.00
112.76,0.00,0.00,-1313.55,-1106.83,50.00,50.00
114.00,0.00,0.00,-1337.87,-1130.82,50.00,50.00
