BEGIN CSV

213.40,0.00,0.00,0.17,0.16
214.88,0.00,0.00,0.17,0.16
216.35,0.00,0.00,0.17,0.16
217.83,0.00,0.00,0.17,0.16
219.31,0.00,0.00,0.17,0.16
220.78,0.00,0.00,0.18,0.16
222.26,0.00,0.00,0.18,0.16
223.73,0.00,0.00,0.18,0.17
225.21,0.00,0.00,0.18,0.17
226.68,0.00,0.00,0.18,0.17
228.15,0.00,0.00,0.18,0.17
229.63,0.00,0.00,0.18,0.17
231.10,0.00,0.00,0.18,0.17
232.58,0.00,0.00,0.19,0.17
234.05,0.00,0.00,0.19,0.17
235.52,0.00,0.00,0.19,0.18
236.99,0.00,0.00,0.19,0.18
238.47,0.00,0.00,0.19,0.18
239.94,0.00,0.00,0.19,0.18
241.42,0.00,0.00,0.19,0.18
242.90,0.00,0.00,0.20,0.18
244.37,0.00,0.00,0.20,0.18
245.84,0.00,0.00,0.20,0.19
247.31,0.00,0.00,0.20,0.19
248.79,0.00,0.00,0.20,0.19
250.26,0.00,0.00,0.20,0.19
251.73,0.00,0.00,0.20,0.19
253.21,0.00,0.00,0.20,0.19
254.68,0.00,0.00,0.21,0.19
256.16,0.00,0.00,0.21,0.20
257.63,0.00,0.00,0.21,0.20
259.10,0.00,0.00,0.21,0.20
260.57,0.00,0.00,0.21,0.20
262.05,0.00,0.00,0.21,0.20
263.52,0.00,0.00,0.21,0.20
264.99,0.00,0.00,0.21,0.20
266.47,0.00,0.00,0.22,0.21
267.95,0.00,0.00,0.22,0.21
269.43,0.00,0.00,0.22,0.21
270.90,0.00,0.00,0.22,0.21
272.38,0.00,0.00,0.22,0.21
273.85,0.00,0.00,0.22,0.21
275.32,0.00,0.00,0.22,0.21
276.80,0.00,0.00,0.23,0.22
278.27,0.00,0.00,0.23,0.22
279.75,0.00,0.00,0.23,0.22
281.22,0.00,0.00,0.23,0.22
282.69,0.00,0.00,0.23,0.22
284.17,0.00,0.00,0.23,0.22
285.65,0.00,0.00,0.23,0.22
287.12,0.00,0.00,0.24,0.23
288.60,0.00,0.00,0.24,0.23
290.08,0.00,0.00,0.24,0.23
291.55,0.00,0.00,0.24,0.23
293.03,0.00,0.00,0.24,0.23
294.50,0.00,0.00,0.24,0.23
295.98,0.00,0.00,0.24,0.23
297.45,0.00,0.00,0.25,0.24
298.93,0.00,0.00,0.25,0.24
300.40,0.00,0.00,0.25,0.24
301.88,0.00,0.00,0.25,0.24
303.36,0.00,0.00,0.25,0.24
304.83,0.00,0.00,0.25,0.24
306.31,0.00,0.00,0.25,0.24
307.78,0.00,0.00,0.25,0.25
309.26,0.00,0.00,0.26,0.25
310.73,0.00,0.00,0.26,0.25
312.20,0.00,0.00,0.26,0.25
313.68,0.00,0.00,0.26,0.25
315.15,0.00,0.00,0.26,0.25
316.63,0.00,0.00,0.26,0.25
318.10,0.00,0.00,0.26,0.26
319.58,0.00,0.00,0.27,0.26
321.05,0.00,0.00,0.27,0.26
322.52,0.00,0.00,0.27,0.26
324.00,0.00,0.00,0.27,0.26
325.47,0.00,0.00,0.27,0.26
326.95,0.00,0.00,0.27,0.27
328.42,0.00,0.00,0.27,0.27
329.90,0.00,0.00,0.28,0.27
331.37,0.00,0.00,0.28,0.27
332.85,0.00,0.00,0.28,0.27
334.32,0.00,0.00,0.28,0.27
335.79,0.00,0.00,0.28,0.27
337.27,0.00,0.00,0.28,0.28
338.74,0.00,0.00,0.28,0.28
340.22,0.00,0.00,0.29,0.28
341.69,0.00,0.00,0.29,0.28
343.17,0.00,0.00,0.29,0.28
344.64,0.00,0.00,0.29,0.28
346.12,0.00,0.00,0.29,0.28
347.59,0.00,0.00,0.29,0.29
349.06,0.00,0.00,0.29,0.29
350.54,0.00,0.00,0.30,0.29
352.02,0.00,0.00,0.30,0.29
353.48,0.00,0.00,0.30,0.29
354.95,0.00,0.00,0.30,0.29
356.43,0.00,0.00,0.30,0.30
357.91,0.00,0.00,0.30,0.30
359.37,0.00,0.00,0.30,0.30
360.84,0.00,0.00,0.31,0.30
362.31,0.00,0.00,0.31,0.30
363.79,0.00,0.00,0.31,0.30
365.27,0.00,0.00,0.31,0.30
366.73,0.00,0.00,0.31,0.31
368.21,0.00,0.00,0.31,0.31
369.68,0.00,0.00,0.31,0.31
371.15,0.00,0.00,0.32,0.31
372.63,0.00,0.00,0.32,0.31
374.11,0.00,0.00,0.32,0.31
375.58,0.00,0.00,0.32,0.31
377.06,0.00,0.00,0.32,0.32
378.53,0.00,0.00,0.32,0.32
380.01,0.00,0.00,0.32,0.32
381.48,0.00,0.00,0.33,0.32
382.96,0.00,0.00,0.33,0.32
384.43,0.00,0.00,0.33,0.32
385.91,0.00,0.00,0.33,0.32
387.39,0.00,0.00,0.33,0.33
388.86,0.00,0.00,0.33,0.33
390.34,0.00,0.00,0.33,0.33
391.81,0.00,0.00,0.34,0.33
393.28,0.00,0.00,0.34,0.33
394.76,0.00,0.00,0.34,0.33
396.23,0.00,0.00,0.34,0.34
397.72,0.00,0.00,0.34,0.34
399.18,0.00,0.00,0.34,0.34
400.66,0.00,0.00,0.34,0.34
402.13,0.00,0.00,0.35,0.34
403.61,0.00,0.00,0.35,0.34
405.08,0.00,0.00,0.35,0.34
406.56,0.00,0.00,0.35,0.35
408.04,0.00,0.00,0.35,0.35
409.51,0.00,0.00,0.35,0.35
410.99,0.00,0.00,0.35,0.35
412.47,0.00,0.00,0.36,0.35
413.95,0.00,0.00,0.36,0.35
415.42,0.00,0.00,0.36,0.35
416.90,0.00,0.00,0.36,0.36
418.37,0.00,0.00,0.36,0.36
419.85,0.00,0.00,0.36,0.36
421.33,0.00,0.00,0.36,0.36
422.81,0.00,0.00,0.37,0.36
424.29,0.00,0.00,0.37,0.36
425.76,0.00,0.00,0.37,0.36
427.24,0.00,0.00,0.37,0.37
428.71,0.00,0.00,0.37,0.37
430.18,0.00,0.00,0.,0.00,0.00,0.58,0.85
20327.20,0.00,0.00,0.57,0.85
20328.68,0.00,0.00,0.57,0.85
20330.16,0.00,0.00,0.57,0.85
20331.65,0.00,0.00,0.57,0.85
20333.13,0.00,0.00,0.57,0.85
20334.62,0.00,0.00,0.57,0.85
20336.10,0.00,0.00,0.57,0.85
20337.59,0.00,0.00,0.57,0.85
20339.08,0.00,0.00,0.57,0.86
20340.56,0.00,0.00,0.57,0.86
20342.03,0.00,0.00,0.57,0.86
20343.51,0.00,0.00,0.56,0.86
20345.00,0.00,0.00,0.56,0.86
20346.47,0.00,0.00,0.56,0.86
20347.95,0.00,0.00,0.56,0.86
20349.43,0.00,0.00,0.56,0.86
20350.92,0.00,0.00,0.56,0.86
20352.40,0.00,0.00,0.56,0.86
20353.88,0.00,0.00,0.56,0.86
20355.37,0.00,0.00,0.56,0.86
20356.85,0.00,0.00,0.56,0.86
20358.33,0.00,0.00,0.55,0.86
20359.82,0.00,0.00,0.55,0.86
20361.30,0.00,0.00,0.55,0.86
20362.79,0.00,0.00,0.55,0.86
20364.27,0.00,0.00,0.55,0.86
20365.74,0.00,0.00,0.55,0.86
20367.23,0.00,0.00,0.55,0.86
20368.71,0.00,0.00,0.55,0.86
20370.19,0.00,0.00,0.55,0.86
20371.68,0.00,0.00,0.55,0.86
20373.16,0.00,0.00,0.54,0.86
20374.64,0.00,0.00,0.54,0.86
20376.13,0.00,0.00,0.54,0.87
20377.61,0.00,0.00,0.54,0.87
20379.10,0.00,0.00,0.54,0.87
20380.58,0.00,0.00,0.54,0.87
20382.06,0.00,0.00,0.54,0.87
20383.54,0.00,0.00,0.54,0.87
20385.02,0.00,0.00,0.53,0.87
20386.51,0.00,0.00,0.53,0.87
20387.99,0.00,0.00,0.53,0.87
20389.47,0.00,0.00,0.53,0.87
20390.95,0.00,0.00,0.53,0.87
20392.44,0.00,0.00,0.53,0.87
20393.92,0.00,0.00,0.53,0.87
20395.40,0.00,0.00,0.53,0.87
20396.88,0.00,0.00,0.52,0.87
20398.36,0.00,0.00,0.52,0.87
20399.85,0.00,0.00,0.52,0.87
20401.33,0.00,0.00,0.52,0.87
20402.81,0.00,0.00,0.52,0.87
20404.29,0.00,0.00,0.52,0.87
20405.78,0.00,0.00,0.52,0.87
20407.26,0.00,0.00,0.52,0.87
20408.74,0.00,0.00,0.51,0.87
20410.23,0.00,0.00,0.51,0.87
20411.71,0.00,0.00,0.51,0.87
20413.19,0.00,0.00,0.51,0.87
20414.67,0.00,0.00,0.51,0.87
20416.15,0.00,0.00,0.51,0.87
20417.64,0.00,0.00,0.51,0.87
20419.12,0.00,0.00,0.50,0.87
20420.61,0.00,0.00,0.50,0.87
20422.09,0.00,0.00,0.50,0.87
20423.57,0.00,0.00,0.50,0.87
20425.01,0.00,0.00,0.50,0.87
20426.48,0.00,0.00,0.50,0.87
20427.96,0.00,0.00,0.50,0.87
20429.45,0.00,0.00,0.49,0.87
20430.94,0.00,0.00,0.49,0.87
20432.42,0.00,0.00,0.49,0.87
20433.91,0.00,0.00,0.49,0.87
20435.39,0.00,0.00,0.49,0.87
20436.87,0.00,0.00,0.49,0.87
20438.36,0.00,0.00,0.49,0.87
20439.84,0.00,0.00,0.48,0.87
20441.32,0.00,0.00,0.48,0.87
20442.79,0.00,0.00,0.48,0.87
20444.28,0.00,0.00,0.48,0.87
20445.76,0.00,0.00,0.48,0.87
20447.24,0.00,0.00,0.48,0.87
20448.72,0.00,0.00,0.48,0.87
20450.20,0.00,0.00,0.47,0.87
20451.68,0.00,0.00,0.47,0.87
20453.16,0.00,0.00,0.47,0.87
20454.64,0.00,0.00,0.47,0.87
20456.13,0.00,0.00,0.47,0.87
20457.62,0.00,0.00,0.47,0.87
20459.10,0.00,0.00,0.47,0.87
20460.58,0.00,0.00,0.47,0.87
20462.06,0.00,0.00,0.46,0.87
20463.55,0.00,0.00,0.46,0.87
20465.03,0.00,0.00,0.46,0.87
20466.51,0.00,0.00,0.46,0.87
20467.99,0.00,0.00,0.46,0.87
20469.48,0.00,0.00,0.46,0.87
20470.97,0.00,0.00,0.46,0.87
20472.45,0.00,0.00,0.46,0.87
20473.94,0.00,0.00,0.46,0.87
20475.42,0.00,0.00,0.45,0.87
20476.90,0.00,0.00,0.45,0.86
20478.39,0.00,0.00,0.45,0.86
20479.86,0.00,0.00,0.45,0.86
20481.35,0.00,0.00,0.45,0.86
20482.84,0.00,0.00,0.45,0.86
20484.32,0.00,0.00,0.45,0.86
20485.79,0.00,0.00,0.45,0.86
20487.28,0.00,0.00,0.44,0.86
20488.76,0.00,0.00,0.44,0.86
20490.24,0.00,0.00,0.44,0.86
20491.72,0.00,0.00,0.44,0.86
20493.20,0.00,0.00,0.44,0.86
